,golang/go,gcc-mirror/gcc,llvm/llvm-project
2008-12-06,2,16,-14.342850764799998
2008-12-07,0,7,20.0557580288
2008-12-08,2,16,18.4966795264
2008-12-09,10,27,31.189121024000002
2008-12-10,13,15,0.8422886400000067
2008-12-11,10,12,7.886818508800005
2008-12-12,8,20,16.430976614400002
2008-12-13,1,8,-2.6344922111999978
2008-12-14,1,5,-12.4249334784
2008-12-15,8,10,18.7529153536
2008-12-16,6,7,26.121005670400002
2008-12-17,8,7,19.398582374400004
2008-12-18,4,17,13.404434841600008
2008-12-19,21,11,0.18700492800000035
2008-12-20,2,4,-4.430670335999999
2008-12-21,6,18,-1.980162969600002
2008-12-22,1,7,22.198289408
2008-12-23,1,5,23.0994987008
2008-12-24,0,2,-13.007858073599998
2008-12-25,0,1,-11.2717452288
2008-12-26,1,2,-0.7000465408000007
2008-12-27,0,5,-6.681870745600001
2008-12-28,0,2,-0.8322709504000017
2008-12-29,0,10,9.858602393600002
2008-12-30,3,13,-8.545210368
2008-12-31,0,6,11.6843308032
2009-01-01,0,4,0.41171886080000064
2009-01-02,0,10,30.516219289600002
2009-01-03,0,12,-6.342072627199997
2009-01-04,0,16,17.7597316096
2009-01-05,4,27,80.3496696832
2009-01-06,18,25,-5.427509350399987
2009-01-07,14,19,12.35197276160001
2009-01-08,9,9,24.7617857536
2009-01-09,14,17,18.7885869056
2009-01-10,3,6,-23.420461772799996
2009-01-11,0,11,5.034305228800001
2009-01-12,0,22,28.3341065216
2009-01-13,4,25,34.18739456
2009-01-14,6,19,-13.144493158399996
2009-01-15,11,13,10.278127411200003
2009-01-16,38,20,57.337152
2009-01-17,1,12,1.406553190400004
2009-01-18,0,10,0.823921459200001
2009-01-19,0,4,20.486408192
2009-01-20,7,14,27.2479814656
2009-01-21,9,11,33.8618138624
2009-01-22,3,13,9.483199078400006
2009-01-23,7,6,12.571741593600002
2009-01-24,2,8,-3.059299430400003
2009-01-25,0,3,-9.8873008128
2009-01-26,11,9,58.3853810688
2009-01-27,15,8,10.213884108800002
2009-01-28,5,17,38.3239919616
2009-01-29,4,12,10.66952417280001
2009-01-30,11,13,51.7071926272
2009-01-31,3,8,-26.66426480639999
2009-02-01,2,2,-29.7537215488
2009-02-02,3,14,40.7913038848
2009-02-03,5,12,59.260474880000004
2009-02-04,5,7,41.54129561600001
2009-02-05,11,11,7.327509913600011
2009-02-06,10,10,14.973178675200003
2009-02-07,8,5,17.2155444224
2009-02-08,5,3,-6.136099942400001
2009-02-09,4,15,9.1309802496
2009-02-10,7,16,15.764608409600001
2009-02-11,4,9,20.762144665600005
2009-02-12,4,17,16.028318617600007
2009-02-13,7,16,47.57305282560001
2009-02-14,1,2,-7.496888115199994
2009-02-15,3,5,-9.020924518400001
2009-02-16,4,7,29.1627165696
2009-02-17,12,16,58.8454320128
2009-02-18,4,16,42.748127436800004
2009-02-19,0,11,14.986066432000001
2009-02-20,7,8,33.835600998400004
2009-02-21,1,15,-21.54765567999999
2009-02-22,1,5,-4.614853324799995
2009-02-23,0,8,2.7307032575999983
2009-02-24,6,8,15.984259481599999
2009-02-25,1,13,13.8642397184
2009-02-26,3,7,34.295136768
2009-02-27,2,10,4.342374195200009
2009-02-28,2,7,20.1381823488
2009-03-01,0,18,9.083453542400008
2009-03-02,0,9,41.519953203200004
2009-03-03,11,12,11.495562444800001
2009-03-04,7,13,57.795997696
2009-03-05,21,9,12.488302899200008
2009-03-06,12,9,22.193886310400003
2009-03-07,7,5,-21.18632355839999
2009-03-08,5,5,-4.023875276799998
2009-03-09,1,8,47.81731327999999
2009-03-10,13,7,21.573375283200008
2009-03-11,13,15,29.443500544000003
2009-03-12,6,12,27.793918259200005
2009-03-13,12,6,57.5530172416
2009-03-14,0,3,-46.87511326719999
2009-03-15,0,3,-16.942362521600003
2009-03-16,3,12,-4.676642099200002
2009-03-17,7,22,29.083935436799997
2009-03-18,8,13,69.6362243072
2009-03-19,4,8,-5.631771340799993
2009-03-20,9,3,21.768429260800005
2009-03-21,3,2,-13.507958476799992
2009-03-22,0,7,0.4114098175999956
2009-03-23,3,9,32.244630630399996
2009-03-24,13,11,27.322805248
2009-03-25,10,14,7.6541587456
2009-03-26,4,7,20.714408652800003
2009-03-27,9,29,21.069171712
2009-03-28,3,41,25.7670590464
2009-03-29,0,23,7.577721344000004
2009-03-30,6,32,11.518593126400006
2009-03-31,20,35,30.755662233600006
2009-04-01,7,27,42.9309688832
2009-04-02,8,23,-4.391622860799998
2009-04-03,14,14,1.7299372032000022
2009-04-04,1,19,-23.171336703999998
2009-04-05,0,11,-13.179679846400003
2009-04-06,1,25,12.171611852799998
2009-04-07,10,44,44.7995450368
2009-04-08,3,46,22.666813337600004
2009-04-09,9,49,20.193308467200005
2009-04-10,7,53,38.52658790400001
2009-04-11,2,10,-18.393466265599997
2009-04-12,1,6,16.3421514752
2009-04-13,9,16,29.303303987200003
2009-04-14,8,14,23.3631217664
2009-04-15,10,50,65.7080645632
2009-04-16,16,61,1.4975405056
2009-04-17,10,68,10.709703475200001
2009-04-18,3,26,32.120530944
2009-04-19,1,17,9.059962572800003
2009-04-20,10,75,12.453537279999999
2009-04-21,9,20,38.08960450560001
2009-04-22,11,59,23.14540308480001
2009-04-23,1,18,8.162226688000004
2009-04-24,5,62,6.686474752000002
2009-04-25,5,24,22.413067264000006
2009-04-26,1,24,-1.5323631616000029
2009-04-27,3,22,32.31225344
2009-04-28,8,36,8.413499289600004
2009-04-29,3,62,34.9060938752
2009-04-30,15,19,-0.873698816000001
2009-05-01,1,7,16.4378165248
2009-05-02,5,10,-11.345122099199997
2009-05-03,2,14,126.5625227264
2009-05-04,3,14,-3.9363544063999854
2009-05-05,8,14,-15.079047065599994
2009-05-06,12,47,7.185093529599996
2009-05-07,10,21,1.1446124543999971
2009-05-08,22,19,32.7533508608
2009-05-09,0,8,-15.942251724800002
2009-05-10,0,19,-14.153236275200001
2009-05-11,3,13,33.4992902144
2009-05-12,7,21,24.057009356800002
2009-05-13,6,17,27.387491123200007
2009-05-14,11,25,5.646382080000009
2009-05-15,12,32,26.125587558400007
2009-05-16,7,15,-3.6877786112000024
2009-05-17,1,12,-15.089674444799996
2009-05-18,11,22,44.4278669312
2009-05-19,10,17,24.1126171648
2009-05-20,9,15,4.461856153600003
2009-05-21,15,18,-4.956450508800003
2009-05-22,12,13,20.3947249664
2009-05-23,11,10,-2.2969638912000008
2009-05-24,2,10,-5.040821043200001
2009-05-25,1,10,-3.484873523200001
2009-05-26,9,16,13.0247963648
2009-05-27,15,26,31.180721049600002
2009-05-28,8,18,0.16131758080000225
2009-05-29,11,19,7.452857446400003
2009-05-30,1,6,26.320373862400004
2009-05-31,5,11,-5.596578303999998
2009-06-01,0,24,5.5774065664000005
2009-06-02,8,26,7.274549145599998
2009-06-03,15,29,37.2910035968
2009-06-04,17,16,26.361255014400008
2009-06-05,8,19,12.541413068800004
2009-06-06,10,3,-7.120229273599996
2009-06-07,12,20,-7.357407846400001
2009-06-08,6,21,15.652883251199995
2009-06-09,11,16,-0.7058485248000039
2009-06-10,3,20,-13.7827587072
2009-06-11,2,13,17.146377215999998
2009-06-12,1,21,33.606540800000005
2009-06-13,0,12,-0.5258631167999965
2009-06-14,0,3,4.145128755200005
2009-06-15,3,14,43.2867324928
2009-06-16,16,36,41.08539392
2009-06-17,9,23,29.03134371840001
2009-06-18,6,22,10.685940224000007
2009-06-19,9,31,9.196225433600006
2009-06-20,1,11,-7.055317708800004
2009-06-21,0,15,-4.689459507199999
2009-06-22,10,38,23.512194559999998
2009-06-23,7,37,66.2903044096
2009-06-24,5,25,47.65153894400001
2009-06-25,17,25,14.121824358400005
2009-06-26,10,24,63.012146380800004
2009-06-27,3,15,-33.84622499839999
2009-06-28,0,10,-30.4978077696
2009-06-29,9,16,30.8893526016
2009-06-30,5,34,45.725694566399994
2009-07-01,8,22,35.66309888000001
2009-07-02,15,17,4.5954160640000055
2009-07-03,10,8,-10.801626214400002
2009-07-04,1,17,-29.009321881600002
2009-07-05,1,4,-5.301186355200002
2009-07-06,12,14,42.5802638336
2009-07-07,36,25,43.3776698368
2009-07-08,9,13,30.18932807680001
2009-07-09,11,25,53.27282206720001
2009-07-10,13,25,20.39864954880001
2009-07-11,2,13,1.8155099136000103
2009-07-12,0,11,-15.9729554432
2009-07-13,10,47,60.95499796479999
2009-07-14,25,21,73.1110805504
2009-07-15,14,30,54.751006310400015
2009-07-16,7,13,162.8044377088
2009-07-17,23,14,-29.799775129599993
2009-07-18,1,12,-19.767055974399995
2009-07-19,0,6,-42.9833209856
2009-07-20,8,28,28.42182420479999
2009-07-21,13,14,96.1181666304
2009-07-22,3,29,17.673387827200003
2009-07-23,0,44,10.185129984000014
2009-07-24,1,20,24.458962227200004
2009-07-25,0,12,3.6657651712000074
2009-07-26,1,6,-2.9598930944000017
2009-07-27,14,26,41.4701471744
2009-07-28,18,26,40.587935129600005
2009-07-29,20,21,64.62158438400002
2009-07-30,11,22,-2.008796774399997
2009-07-31,12,29,33.702753382400005
2009-08-01,5,9,-4.202776064000005
2009-08-02,0,15,25.606172467199997
2009-08-03,5,12,22.558667264
2009-08-04,12,13,22.2533252096
2009-08-05,16,10,52.0357436416
2009-08-06,8,23,10.268071321600004
2009-08-07,20,13,7.981949644799997
2009-08-08,4,4,18.67371991040001
2009-08-09,4,9,-36.97445038079999
2009-08-10,5,22,40.1764798464
2009-08-11,8,16,68.49017518080001
2009-08-12,18,31,30.695026380800016
2009-08-13,18,9,14.83785902080001
2009-08-14,12,30,11.657721036799998
2009-08-15,3,5,21.8066275328
2009-08-16,0,15,-5.695613030399997
2009-08-17,9,34,-0.8551776256000068
2009-08-18,11,12,34.8700982272
2009-08-19,13,13,56.75791462400001
2009-08-20,14,17,-8.043194982399996
2009-08-21,11,11,44.793641984000004
2009-08-22,9,8,9.759477657600002
2009-08-23,1,14,27.562906828799996
2009-08-24,13,18,13.562983628800012
2009-08-25,8,24,32.2879289344
2009-08-26,14,14,34.976524595200004
2009-08-27,17,15,35.1417347072
2009-08-28,19,22,11.569513369600003
2009-08-29,5,8,-20.569569894400004
2009-08-30,5,13,8.269074431999996
2009-08-31,18,10,25.9795295232
2009-09-01,22,14,33.4844386304
2009-09-02,13,31,23.34954219520001
2009-09-03,22,27,50.024663347200004
2009-09-04,8,21,-15.109148467199986
2009-09-05,0,7,-12.863115571199998
2009-09-06,2,6,-6.697876787200002
2009-09-07,0,15,-0.618830336000002
2009-09-08,8,31,59.8846761984
2009-09-09,9,23,39.32656711680001
2009-09-10,9,26,10.292053606400003
2009-09-11,6,16,34.81122344960001
2009-09-12,0,9,0.7760266240000036
2009-09-13,0,8,10.534655283199996
2009-09-14,7,15,20.618186752
2009-09-15,18,14,50.125817856
2009-09-16,10,26,27.62223360000001
2009-09-17,9,23,-0.039373926399989045
2009-09-18,18,17,23.107908812800005
2009-09-19,7,7,-28.3109767168
2009-09-20,0,12,45.883246796799995
2009-09-21,8,16,6.800576307200004
2009-09-22,13,70,36.302045491200005
2009-09-23,2,25,7.789042892800005
2009-09-24,15,23,2.4850348032000085
2009-09-25,13,22,26.469241958400005
2009-09-26,1,7,5.345445376000001
2009-09-27,0,14,16.4966240256
2009-09-28,9,19,14.586215628800005
2009-09-29,10,22,20.5339409408
2009-09-30,15,21,6.547031859200004
2009-10-01,8,20,-5.294639103999998
2009-10-02,4,22,-14.517334016000003
2009-10-03,9,6,-8.224855347200002
2009-10-04,0,2,-9.716502937600001
2009-10-05,10,27,32.1509486592
2009-10-06,21,18,29.553082470400003
2009-10-07,10,30,26.640788275200002
2009-10-08,6,26,28.601627238400006
2009-10-09,13,19,21.499397632000004
2009-10-10,2,18,-1.1455178751999995
2009-10-11,3,15,33.6881828864
2009-10-12,14,21,32.570760908800004
2009-10-13,11,19,57.724318105600005
2009-10-14,11,26,4.805023744000003
2009-10-15,27,25,6.078829568000003
2009-10-16,17,24,13.5315007488
2009-10-17,0,25,38.467108864
2009-10-18,0,1,5.547506278400007
2009-10-19,9,17,45.665613824000005
2009-10-20,19,26,24.8323001344
2009-10-21,4,15,31.282533888000003
2009-10-22,21,20,4.428668723200005
2009-10-23,13,20,-14.734409830399997
2009-10-24,2,10,-13.457330483199996
2009-10-25,4,6,24.552411955199997
2009-10-26,5,20,19.660121599999997
2009-10-27,7,26,72.4663427072
2009-10-28,7,33,9.743154380800007
2009-10-29,5,23,20.21229056
2009-10-30,9,31,19.17576478720001
2009-10-31,2,8,1.3239384064000035
2009-11-01,12,8,-3.944840499199998
2009-11-02,29,16,25.2156140544
2009-11-03,13,27,55.7363955712
2009-11-04,31,29,13.818600140800001
2009-11-05,55,17,35.410373836800005
2009-11-06,39,20,15.206362316800003
2009-11-07,16,10,43.417293824000005
2009-11-08,24,15,-10.3861484544
2009-11-09,28,13,61.9934020608
2009-11-10,26,13,43.9524529152
2009-11-11,41,15,44.31123548160001
2009-11-12,18,19,39.267423232
2009-11-13,16,24,13.274765516800002
2009-11-14,13,5,-0.643082751999998
2009-11-15,19,5,-10.896626687999998
2009-11-16,11,15,39.8044274688
2009-11-17,26,19,86.6867191808
2009-11-18,37,24,0.9298931712000069
2009-11-19,14,21,33.45382154240001
2009-11-20,32,20,14.417708441599999
2009-11-21,1,16,-21.593102950399995
2009-11-22,0,8,4.9924794367999965
2009-11-23,7,30,26.539511398399995
2009-11-24,23,22,10.843867443200004
2009-11-25,9,131,23.634962432000002
2009-11-26,0,25,12.78467829760001
2009-11-27,0,15,-5.8215563264
2009-11-28,0,12,-16.2290655232
2009-11-29,4,6,23.0644996096
2009-11-30,21,101,28.002647859200003
2009-12-01,12,20,35.8411936768
2009-12-02,24,25,10.408529817600005
2009-12-03,16,19,71.2233491456
2009-12-04,22,24,49.606173593600005
2009-12-05,10,10,-16.743397888000004
2009-12-06,4,6,-10.203186278399997
2009-12-07,7,25,34.0960214016
2009-12-08,2,14,15.954642227200004
2009-12-09,18,9,25.1456152576
2009-12-10,14,20,0.17401251840000498
2009-12-11,16,25,33.2903794688
2009-12-12,3,3,-15.560166912
2009-12-13,6,7,-16.459569152
2009-12-14,8,24,55.475190784
2009-12-15,14,22,29.865273651200006
2009-12-16,20,10,31.57040793600001
2009-12-17,11,22,1.9712518144000057
2009-12-18,8,11,29.746151424000004
2009-12-19,2,6,3.350350233600004
2009-12-20,0,3,-30.7292857344
2009-12-21,5,8,21.667981926399996
2009-12-22,6,15,51.5776428032
2009-12-23,11,18,86.0264361984
2009-12-24,4,9,-16.745425817599994
2009-12-25,0,1,-38.8205495296
2009-12-26,1,7,-23.951651020800004
2009-12-27,1,3,-11.571877888000007
2009-12-28,5,8,42.5783149568
2009-12-29,13,10,6.198796697600002
2009-12-30,1,13,10.194613350400004
2009-12-31,1,8,25.238005760000007
2010-01-01,0,17,-3.266077900799999
2010-01-02,1,11,1.1440234495999988
2010-01-03,1,16,-7.4162269184
2010-01-04,1,25,48.271667711999996
2010-01-05,5,21,193.0178832384
2010-01-06,18,11,-56.27358863359997
2010-01-07,12,21,3.6660238336000077
2010-01-08,11,14,-21.732310323199997
2010-01-09,2,23,9.150939340799994
2010-01-10,1,12,0.8224305151999971
2010-01-11,8,16,35.2033700864
2010-01-12,11,14,11.121253888000005
2010-01-13,13,18,48.260575232
2010-01-14,11,37,15.80346972160001
2010-01-15,11,15,41.29692282880001
2010-01-16,2,9,11.157869772800005
2010-01-17,0,15,-29.7217680384
2010-01-18,3,17,49.8106656768
2010-01-19,14,14,62.650618982400005
2010-01-20,9,24,23.968391577600016
2010-01-21,0,14,1.3482383360000085
2010-01-22,5,11,52.293784576
2010-01-23,4,4,1.7585380352000044
2010-01-24,1,4,-6.1476871168
2010-01-25,10,15,30.1886419968
2010-01-26,21,29,76.13766768640001
2010-01-27,16,23,-0.8916852735999896
2010-01-28,15,19,-9.944235110399994
2010-01-29,8,15,35.003306291200005
2010-01-30,9,2,-11.616866303999998
2010-01-31,0,13,-14.273887948799995
2010-02-01,11,8,24.320726220799997
2010-02-02,19,8,72.975863808
2010-02-03,3,19,23.269322035200013
2010-02-04,18,9,-13.192724787199992
2010-02-05,13,18,46.997288448
2010-02-06,4,18,-21.419302092799995
2010-02-07,3,17,-25.917678694400003
2010-02-08,5,10,50.43757977599999
2010-02-09,8,15,53.6339621888
2010-02-10,16,24,27.625168486400007
2010-02-11,8,23,30.703121817600007
2010-02-12,4,9,26.974469734400003
2010-02-13,0,2,10.752255078400005
2010-02-14,0,7,-6.7201911808000006
2010-02-15,0,13,27.1477844992
2010-02-16,12,13,44.9328674816
2010-02-17,14,21,40.779861504
2010-02-18,7,19,13.942219161600008
2010-02-19,20,21,-5.789421772799997
2010-02-20,6,10,-49.1907182592
2010-02-21,1,8,30.425690726399992
2010-02-22,11,21,10.333338931200004
2010-02-23,9,18,85.2280713216
2010-02-24,7,23,4.774361907200017
2010-02-25,14,11,38.712901120000005
2010-02-26,13,21,18.939986534400006
2010-02-27,1,8,-6.671571660799998
2010-02-28,1,10,14.320628736000003
2010-03-01,1,22,44.959788032
2010-03-02,5,20,20.4443353088
2010-03-03,6,22,12.943883878400001
2010-03-04,10,12,4.214338867200006
2010-03-05,11,6,16.52720128
2010-03-06,5,4,-13.044568473600002
2010-03-07,2,3,-0.9340470272000019
2010-03-08,6,22,34.871537152
2010-03-09,14,15,29.879466188800002
2010-03-10,7,11,40.892173312000004
2010-03-11,4,10,27.965428121600013
2010-03-12,5,14,19.182989516800006
2010-03-13,2,18,-0.653684633599994
2010-03-14,0,4,16.208907673599995
2010-03-15,5,13,7.5351851008
2010-03-16,9,20,29.7031277568
2010-03-17,11,13,11.026355507200009
2010-03-18,4,22,36.34077757440001
2010-03-19,15,22,38.381124505600006
2010-03-20,4,9,-0.6359762943999954
2010-03-21,4,6,-34.64131225599999
2010-03-22,1,21,32.993889177599996
2010-03-23,10,17,33.5763233792
2010-03-24,18,18,32.219286425600004
2010-03-25,14,7,30.416621670400005
2010-03-26,13,20,21.451493888
2010-03-27,2,6,-12.634594201599995
2010-03-28,2,3,0.37399152639999755
2010-03-29,10,13,21.9958878208
2010-03-30,20,18,44.2026339328
2010-03-31,15,32,13.084695347200004
2010-04-01,8,23,3.2719725568000086
2010-04-02,3,14,31.53840384
