,elastic/elasticsearch,blevesearch/bleve,apache/solr
2014-05-17,3.0,0,7
2014-05-18,6.4,0,0
2014-05-19,12.36,1,12
2014-05-20,8.496,0,11
2014-05-21,8.043199999999999,0,17
2014-05-22,14.656191999999999,0,13
2014-05-23,7.9535616,0,11
2014-05-24,-3.8504857600000015,0,1
2014-05-25,-3.589285376000002,0,1
2014-05-26,-1.3970737152000008,0,3
2014-05-27,3.0114363392000003,0,3
2014-05-28,24.5568047104,0,6
2014-05-29,-3.8289676287999983,0,7
2014-05-30,5.2655695872,0,8
2014-05-31,0.9982649344000007,0,2
2014-06-01,-3.1226551296,0,0
2014-06-02,8.2337185792,0,9
2014-06-03,32.730393088,0,8
2014-06-04,-4.0005397504,0,6
2014-06-05,10.826865664,0,11
2014-06-06,0.7016799232000004,0,3
2014-06-07,-0.6364910592000008,0,2
2014-06-08,-3.603746713600001,0,0
2014-06-09,2.711669247999999,0,6
2014-06-10,5.3088409599999995,0,10
2014-06-11,2.632702464000002,0,11
2014-06-12,9.883191705600002,0,8
2014-06-13,10.875247616000001,0,8
2014-06-14,-3.092410470399999,0,3
2014-06-15,2.1231316991999987,0,0
2014-06-16,8.2320425984,0,17
2014-06-17,3.13810688,0,14
2014-06-18,6.485176832,0,19
2014-06-19,11.9803675648,0,8
2014-06-20,4.6101052416,0,5
2014-06-21,1.2099893248000004,0,2
2014-06-22,-2.8079180800000008,0,2
2014-06-23,-1.3790327808000011,0,4
2014-06-24,-0.855962624,0,6
2014-06-25,3.4810351616000004,0,1
2014-06-26,3.9789059072000006,1,3
2014-06-27,11.646127104000001,0,6
2014-06-28,-1.044511846399999,0,1
2014-06-29,-0.4499112960000007,0,0
2014-06-30,5.2321606655999995,0,7
2014-07-01,17.5264562176,0,13
2014-07-02,14.651632537600001,0,6
2014-07-03,15.4482205696,7,9
2014-07-04,10.306794496,0,3
2014-07-05,0.4613661695999989,0,6
2014-07-06,-2.673309081600001,0,0
2014-07-07,12.052833484799997,0,7
2014-07-08,13.1366449152,0,5
2014-07-09,18.884544307200002,0,12
2014-07-10,8.929664512,0,4
2014-07-11,6.759763968,6,4
2014-07-12,-6.4649806847999995,0,4
2014-07-13,1.6600250367999978,0,0
2014-07-14,15.9293713408,1,9
2014-07-15,16.387984076800002,0,9
2014-07-16,17.8146707456,0,13
2014-07-17,7.5507528704,0,4
2014-07-18,1.7332724735999996,0,3
2014-07-19,-6.471283507200001,0,5
2014-07-20,-1.7884922880000018,0,5
2014-07-21,17.9776715776,7,10
2014-07-22,16.5868542976,1,4
2014-07-23,26.000951296,0,6
2014-07-24,8.1318821888,0,6
2014-07-25,7.881266585599999,0,1
2014-07-26,-3.2577696768000024,0,2
2014-07-27,-4.589279744000002,0,2
2014-07-28,19.223277055999997,0,5
2014-07-29,5.6126415872000015,0,10
2014-07-30,9.3534585856,4,5
2014-07-31,4.049845452800001,5,4
2014-08-01,11.010441318400002,0,3
2014-08-02,-2.6586991615999995,4,1
2014-08-03,0.6717253631999984,5,1
2014-08-04,20.354200575999997,0,2
2014-08-05,20.8656091136,1,4
2014-08-06,5.702108364800001,7,6
2014-08-07,9.412067532799998,7,6
2014-08-08,14.3946761216,3,7
2014-08-09,-8.5852688384,0,3
2014-08-10,-4.639462604800002,0,4
2014-08-11,16.8896963584,9,9
2014-08-12,12.638656000000001,1,7
2014-08-13,11.734897254400002,0,5
2014-08-14,1.4178546688000004,21,15
2014-08-15,1.2919807999999993,4,15
2014-08-16,-2.7096286207999993,0,1
2014-08-17,-1.1984857088000007,0,2
2014-08-18,42.5897344,0,10
2014-08-19,5.281466880000002,6,5
2014-08-20,9.829827583999998,1,11
2014-08-21,22.0361017344,0,22
2014-08-22,-0.2968237055999996,0,19
2014-08-23,-1.2383691776000028,1,4
2014-08-24,-1.5225863168000018,1,16
2014-08-25,7.630074675199998,20,7
2014-08-26,8.578988339200002,6,9
2014-08-27,81.88217088,0,2
2014-08-28,3.245805977600007,6,7
2014-08-29,13.034736332799996,12,5
2014-08-30,-12.022065152000001,7,13
2014-08-31,-6.350176256000004,1,2
2014-09-01,16.748941209599998,10,14
2014-09-02,5.694697574399999,7,10
2014-09-03,6.338025267199999,10,9
2014-09-04,6.566355558400003,4,14
2014-09-05,7.723205836800004,1,18
2014-09-06,-1.549280153599998,0,2
2014-09-07,5.482675507199999,6,2
2014-09-08,26.3668478976,0,4
2014-09-09,8.046519705600002,1,2
2014-09-10,10.090229043199999,0,10
2014-09-11,21.1689150464,3,11
2014-09-12,8.9149963264,3,10
2014-09-13,-9.0261241856,2,10
2014-09-14,-5.012450816000003,3,6
2014-09-15,21.575710208,0,3
2014-09-16,10.394870784000002,3,8
2014-09-17,1.3865588736000003,0,13
2014-09-18,8.2100201472,0,10
2014-09-19,5.812700364800001,0,11
2014-09-20,-2.8301776895999993,0,6
2014-09-21,-2.7416856576000015,0,8
2014-09-22,3.492889599999999,0,15
2014-09-23,8.967063040000001,1,9
2014-09-24,14.655711744000001,1,12
2014-09-25,13.0057346048,0,15
2014-09-26,9.2988048384,0,5
2014-09-27,-4.6068484096,0,8
2014-09-28,11.130873139199998,0,4
2014-09-29,11.549914316799999,0,5
2014-09-30,5.591152537599999,0,8
2014-10-01,14.0870004736,0,13
2014-10-02,18.5974607872,1,11
2014-10-03,0.8477906944000004,0,15
2014-10-04,-6.684718489600002,0,13
2014-10-05,-2.855907430400001,0,3
2014-10-06,6.1620257791999995,0,9
2014-10-07,25.076736,0,9
2014-10-08,3.9223252992000006,0,8
2014-10-09,9.732630835199998,0,9
2014-10-10,9.32732928,0,2
2014-10-11,-2.7487330304000004,4,0
2014-10-12,-1.3172234240000016,0,2
2014-10-13,8.708804607999998,0,13
2014-10-14,12.3438447616,0,2
2014-10-15,26.8935747584,1,4
2014-10-16,9.129103974400001,0,8
2014-10-17,7.531813683199999,3,4
2014-10-18,-1.7403382784000003,0,4
2014-10-19,-3.4878982144000013,0,1
2014-10-20,15.227461222399999,1,8
2014-10-21,6.557250764800001,1,18
2014-10-22,23.8328717312,2,15
2014-10-23,16.492342067200003,2,6
2014-10-24,18.0082725888,1,10
2014-10-25,-5.6515229696,0,1
2014-10-26,-1.5358045184000026,0,0
2014-10-27,25.925546393599998,0,8
2014-10-28,28.4240474112,0,10
2014-10-29,16.3340836864,2,7
2014-10-30,16.7704859648,0,6
2014-10-31,8.562466816,3,7
2014-11-01,-6.894252646400002,0,1
2014-11-02,-1.9557747712000024,0,1
2014-11-03,4.521747967999998,0,5
2014-11-04,35.217839616,1,7
2014-11-05,35.072751001600004,0,13
2014-11-06,12.7588973568,0,4
2014-11-07,17.9922888704,0,5
2014-11-08,-5.162563993599999,0,4
2014-11-09,3.3414951935999966,0,5
2014-11-10,19.2023440384,0,4
2014-11-11,-0.3609809920000018,0,12
2014-11-12,14.121432063999999,0,6
2014-11-13,22.601805209600002,0,6
2014-11-14,3.4692938752000018,0,5
2014-11-15,-4.817192243200001,0,2
2014-11-16,-0.7869097984000017,0,0
2014-11-17,5.389291212799999,0,2
2014-11-18,10.9300467712,1,5
2014-11-19,28.7359009792,6,10
2014-11-20,28.680545792000004,2,6
2014-11-21,15.0979715072,4,9
2014-11-22,-9.9776457728,0,1
2014-11-23,1.3699112959999962,0,3
2014-11-24,44.0738960384,2,4
2014-11-25,20.135236608,9,7
2014-11-26,24.289736704,8,19
2014-11-27,17.024899993600002,2,29
2014-11-28,9.531358208,0,9
2014-11-29,-4.6896444416000005,2,8
2014-11-30,-5.735794995200003,0,6
2014-12-01,-0.1185235968000029,5,15
2014-12-02,38.3815047168,0,13
2014-12-03,4.284749312000006,0,5
2014-12-04,22.4842747904,0,0
2014-12-05,26.345878220800003,0,8
2014-12-06,-11.548640460799998,0,3
2014-12-07,-4.258503065600003,0,0
2014-12-08,16.763342540799997,0,7
2014-12-09,0.9542483968000006,3,5
