,vuejs/core,sveltejs/svelte,facebook/react
2018-10-19,0.0,3,8.0
2018-10-20,0.0,6,9.4
2018-10-21,0.0,0,2.16
2018-10-22,0.0,0,-1.264000000000001
2018-10-23,3.0,2,21.6032
2018-10-24,-0.30000000000000027,7,-3.493887999999999
2018-10-25,-0.1350000000000001,0,-2.9003264000000017
2018-10-26,4.9145,0,-1.7854105600000012
2018-10-27,-0.5619875000000002,13,1.702224384
2018-10-28,15.72664975,25,-1.6176100351999991
2018-10-29,-0.7819860375000014,4,22.0130374656
2018-10-30,2.04340641125,2,-2.250906623999999
2018-10-31,-0.9102886890468753,0,0.08195983360000003
2018-11-01,-0.5851066201078111,0,-0.3361784832000003
2018-11-02,11.58050101875,0,3.3569748991999995
2018-11-03,-1.5365380150781252,0,-2.0429081600000005
2018-11-04,-0.8210056651796871,5,-1.1864335360000005
2018-11-05,-0.5456727419999997,1,8.128182988799999
2018-11-06,-0.4251810423406236,1,6.537944064000001
2018-11-07,-0.23050479158281179,0,11.930724044800002
2018-11-08,5.816859292392188,1,-0.36856862720000017
2018-11-09,3.266875645,1,11.114782924799998
2018-11-10,0.21518024381249978,0,-2.4691012608000005
2018-11-11,-0.5517862304312501,0,-2.6920299520000013
2018-11-12,2.7170250000000005,0,-0.6856396800000013
2018-11-13,6.4921495,1,2.543194112
2018-11-14,-0.9991015750000002,1,1.1179664384000005
2018-11-15,-0.5358269775,0,-0.7008219135999991
2018-11-16,-0.3764341755937496,0,-0.18802278399999972
2018-11-17,-0.29274781352812407,0,-0.8690948095999992
2018-11-18,-0.19546701065937439,0,-0.5547191295999996
2018-11-19,-0.13381402878593712,0,4.7182113791999996
2018-11-20,-0.1063608127968747,3,0.7974830080000002
2018-11-21,-0.09217474871718727,0,-0.9667651584000001
2018-11-22,-0.05879196775156235,0,4.4696039424
2018-11-23,0.0,0,1.6672775168000002
2018-11-24,0.0,0,-0.22173706240000035
2018-11-25,0.0,0,-0.8456853504000004
2018-11-26,0.0,0,1.4825087999999997
2018-11-27,0.0,0,3.217728
2018-11-28,0.0,0,0.7365258240000001
2018-11-29,0.0,0,-0.012394700800000269
2018-11-30,0.0,0,2.23765248
2018-12-01,2.0,0,-0.08390860799999977
2018-12-02,-0.20000000000000018,1,1.2500026368
2018-12-03,-0.09000000000000007,0,2.1632900096
2018-12-04,-0.057000000000000044,0,0.9283240959999999
2018-12-05,-0.04132499999999985,0,1.0170202112
2018-12-06,-0.032233499999999894,0,1.0463980544
2018-12-07,-0.02632402499999992,0,1.0815926272
2018-12-08,-0.022187392499999934,2,-0.9132248064
2018-12-09,-0.01913662603124995,1,-0.5212076032000001
2018-12-10,-0.016797705071874957,0,-0.34715453440000005
2018-12-11,0.0,0,-0.26108487679999987
2018-12-12,0.0,0,1.8080334848000001
