,grafana/grafana,elastic/kibana,getsentry/sentry
2021-06-22,10,60,33.0
2021-06-23,15,62,20.800000000000004
2021-06-24,13,69,7.440000000000005
2021-06-25,6,10,-2.1919999999999984
2021-06-26,1,1,-12.148800000000001
2021-06-27,2,1,-5.6828160000000025
2021-06-28,13,59,17.2878464
2021-06-29,12,81,19.881822720000002
2021-06-30,12,86,30.961854464000005
2021-07-01,17,48,4.017617817600005
2021-07-02,13,3,-1.6888179711999953
2021-07-03,0,1,-17.122725887999998
2021-07-04,1,0,-7.906713395200002
2021-07-05,14,17,7.936663039999997
2021-07-06,13,46,29.079449088
2021-07-07,24,42,14.331688755200005
2021-07-08,15,51,6.873402163200005
2021-07-09,14,41,15.3108059136
2021-07-10,2,4,-20.193234943999997
2021-07-11,2,0,-9.899060736000003
2021-07-12,19,33,36.22541312
2021-07-13,20,43,13.101489663999999
2021-07-14,19,39,24.2186182656
2021-07-15,17,36,10.452384153600004
2021-07-16,18,35,-4.191593267199998
2021-07-17,2,1,-19.901923430399997
2021-07-18,0,2,-9.446669312000001
2021-07-19,17,31,28.0554993664
2021-07-20,16,38,17.029177856
2021-07-21,27,34,18.4905918464
2021-07-22,23,43,15.288428236800005
2021-07-23,11,4,4.9768154112000005
2021-07-24,1,0,-22.0541236224
2021-07-25,0,2,-10.454628249600002
2021-07-26,18,41,8.605608959999998
2021-07-27,10,38,17.371528192
2021-07-28,5,48,11.410950348800004
2021-07-29,22,41,14.949202432000003
2021-07-30,13,33,2.3133946880000025
2021-07-31,0,1,-17.566203903999998
2021-08-01,0,0,-7.631802572800002
2021-08-02,9,40,13.385217843199998
2021-08-03,13,46,13.47010304
2021-08-04,26,26,8.662610432000001
2021-08-05,15,29,9.850909593600003
2021-08-06,10,5,16.6741902336
2021-08-07,0,1,-17.9804565504
2021-08-08,0,0,-8.743343206400002
2021-08-09,15,32,-0.9626828800000018
2021-08-10,16,56,-4.091449856000002
2021-08-11,11,46,-1.5423227904000005
2021-08-12,12,45,-2.1086907392
2021-08-13,18,47,-2.1958052863999997
2021-08-14,2,9,-0.2662415359999999
2021-08-15,2,4,1.8783446016
2021-08-16,11,61,-1.5435457535999997
2021-08-17,20,78,14.421128192
2021-08-18,23,44,10.640347340800002
2021-08-19,20,44,6.183767859200001
2021-08-20,11,36,-0.15357122559999858
2021-08-21,0,2,-7.2120583168
2021-08-22,0,4,-3.266747392000001
2021-08-23,21,48,13.888102707199998
2021-08-24,19,47,9.071992729600002
2021-08-25,15,47,13.1263488
2021-08-26,15,55,18.804153344000003
2021-08-27,23,15,2.0761606144000027
2021-08-28,1,0,-14.82680576
2021-08-29,2,0,-6.396578611200002
2021-08-30,9,38,22.01560064
2021-08-31,16,44,28.726591488
2021-09-01,25,47,7.861197107200002
2021-09-02,17,26,3.682728038400004
2021-09-03,5,46,-16.1163515904
2021-09-04,0,0,-8.838607257600003
2021-09-05,0,1,-5.134990336000003
2021-09-06,12,19,-3.4670489600000014
