,grafana/grafana,elastic/kibana,getsentry/sentry
2017-06-22,17,18.0,6
2017-06-23,15,8.4,14
2017-06-24,1,-3.8400000000000007,1
2017-06-25,3,-1.8240000000000016,1
2017-06-26,1,7.8191999999999995,27
2017-06-27,9,13.337152,21
2017-06-28,5,7.4058496,19
2017-06-29,5,8.338173439999998,17
2017-06-30,1,9.907500544,13
2017-07-01,0,-3.780524851199999,0
2017-07-02,0,-3.3692674048000013,0
2017-07-03,7,4.897566719999999,11
2017-07-04,10,-2.977430528,0
2017-07-05,12,5.178637414400001,11
2017-07-06,5,8.3142864896,21
2017-07-07,4,4.373369139200001,5
2017-07-08,0,-3.4065226751999997,2
2017-07-09,1,-0.7620172800000002,0
2017-07-10,3,12.7242222592,1
2017-07-11,1,16.326588416,9
2017-07-12,10,8.1972227072,14
2017-07-13,1,7.444061695999999,12
2017-07-14,2,13.4430999552,4
2017-07-15,0,-6.814197350400001,0
2017-07-16,0,-2.5278047232000023,0
2017-07-17,1,7.433758207999999,3
2017-07-18,4,19.1111970816,12
2017-07-19,3,6.101942374400002,12
2017-07-20,2,9.987390464,2
2017-07-21,3,15.6112451584,7
2017-07-22,0,-6.7880568831999994,0
2017-07-23,0,-4.210260377600002,0
2017-07-24,13,13.340914687999998,9
2017-07-25,1,3.7929885696000003,6
2017-07-26,1,13.32208896,13
2017-07-27,2,0.6923675648000014,21
2017-07-28,1,7.4052784127999995,10
2017-07-29,1,-4.0679419904,0
2017-07-30,0,-2.9461982208000013,0
2017-07-31,25,11.1819959296,7
2017-08-01,16,23.019785728000002,3
2017-08-02,14,8.4432864256,2
2017-08-03,9,5.2556283904,9
2017-08-04,10,8.038488268799998,6
2017-08-05,1,-5.0440327168,2
2017-08-06,0,-3.5526663168000017,0
2017-08-07,26,11.652129689599999,10
2017-08-08,26,11.404245504,8
2017-08-09,17,14.222353100800001,9
2017-08-10,16,8.9664643072,5
2017-08-11,6,0.33203496959999956,3
2017-08-12,0,-3.9030908928000008,0
2017-08-13,0,-3.083537817600001,0
2017-08-14,10,8.9593757696,9
2017-08-15,15,1.2273925120000007,4
2017-08-16,5,10.8374785024,9
2017-08-17,9,15.345371033600001,5
2017-08-18,11,11.65189376,7
2017-08-19,3,-4.6380463104,0
2017-08-20,2,-3.724469964800002,2
2017-08-21,10,8.645688729599998,10
2017-08-22,1,5.059578368,20
2017-08-23,7,5.9385005055999995,16
2017-08-24,14,11.730900479999999,17
2017-08-25,4,19.3905362944,6
2017-08-26,5,-7.885515263999999,1
2017-08-27,0,-3.811764531200002,0
2017-08-28,13,11.612048179199999,14
2017-08-29,8,4.436530688,7
2017-08-30,2,11.6788197376,9
2017-08-31,5,1.3703512064000005,9
2017-09-01,6,2.639535104,6
2017-09-02,1,-3.9471064063999988,1
2017-09-03,0,0.7388390399999998,0
2017-09-04,14,-0.0006092800000008225,0
2017-09-05,8,7.265418752,8
2017-09-06,4,3.9993585664000006,4
2017-09-07,18,21.0792838144,10
2017-09-08,10,7.645481369600001,10
2017-09-09,0,-5.658757836800001,0
2017-09-10,0,-2.9159472128000017,0
2017-09-11,5,20.081972223999998,6
2017-09-12,18,18.1552104448,16
2017-09-13,17,10.3192896512,9
2017-09-14,27,21.518817382399998,6
2017-09-15,23,8.199235379200001,8
2017-09-16,0,-8.652884377600001,0
2017-09-17,0,-4.673668505600002,1
2017-09-18,40,1.839272959999998,6
2017-09-19,8,12.564166656000001,5
2017-09-20,4,15.423605043200002,15
2017-09-21,30,4.863163494400001,2
2017-09-22,16,9.0376270848,23
2017-09-23,0,-6.253869977599999,0
2017-09-24,9,-3.2167683072000015,1
2017-09-25,1,-2.0709504000000014,5
2017-09-26,7,18.41779712,12
2017-09-27,11,-2.2761968639999983,8
2017-09-28,15,16.7887958016,14
2017-09-29,54,-1.8884097023999988,8
2017-09-30,0,-2.5814478848,1
2017-10-01,4,-2.2785602560000005,0
2017-10-02,20,8.570815999999999,8
2017-10-03,11,12.907059199999999,8
2017-10-04,14,3.1171456000000006,9
2017-10-05,42,5.901664255999999,7
2017-10-06,6,12.8427020288,5
2017-10-07,3,-5.7008245760000005,1
2017-10-08,2,-1.7859291136000017,0
2017-10-09,11,7.935114649599999,13
2017-10-10,17,5.51530496,9
2017-10-11,31,5.223289344,13
2017-10-12,41,5.1352318976,4
2017-10-13,16,0.1550778368000003,12
2017-10-14,3,6.1005265920000005,0
2017-10-15,2,-2.5174176768,0
2017-10-16,18,-2.011738112000001,6
2017-10-17,24,-1.3687701504,4
2017-10-18,18,9.957073408000001,10
2017-10-19,6,-1.9391932415999986,20
2017-10-20,7,-1.5988156416000001,13
2017-10-21,0,-0.9505442816,0
2017-10-22,14,0.38610647040000057,0
2017-10-23,19,19.3588921344,8
2017-10-24,32,10.6572778496,7
2017-10-25,12,14.145377279999998,11
2017-10-26,22,37.831208448,10
2017-10-27,6,3.1109134336000004,4
2017-10-28,5,-8.479618150400004,0
2017-10-29,5,-4.758942720000003,0
2017-10-30,8,7.657061887999998,11
2017-10-31,30,10.230144409600001,12
2017-11-01,21,10.051282432,10
2017-11-02,8,22.560385536,5
2017-11-03,8,5.706522214400003,6
2017-11-04,1,-6.6373630976,0
2017-11-05,0,-4.124397056000002,0
2017-11-06,3,30.324398079999998,1
2017-11-07,1,3.3684295680000016,2
2017-11-08,4,6.327118745599999,2
2017-11-09,4,7.615913471999999,0
2017-11-10,1,-1.4158828543999995,0
2017-11-11,2,-3.5842415616,4
2017-11-12,0,-2.8908103680000004,0
2017-11-13,14,8.061435289599999,12
2017-11-14,10,4.483006464000002,14
2017-11-15,41,8.3485283328,19
2017-11-16,22,6.7786734592,7
2017-11-17,23,13.651408076800001,9
2017-11-18,0,-4.8435961856,0
2017-11-19,0,-3.0565104640000014,1
2017-11-20,18,7.034801049599999,5
2017-11-21,24,17.74186752,9
2017-11-22,14,12.91911936,3
2017-11-23,20,-3.7638556671999996,0
2017-11-24,8,-4.063406796800001,0
2017-11-25,0,-2.5004923904,0
2017-11-26,1,-1.7413512192,0
2017-11-27,18,10.8202013696,5
2017-11-28,11,11.650294272,8
2017-11-29,15,12.242739814400002,9
2017-11-30,15,9.2379969536,6
2017-12-01,25,12.2367192064,8
2017-12-02,7,-5.463840051200002,1
2017-12-03,5,-3.5593856000000024,0
2017-12-04,13,21.608335359999998,6
2017-12-05,22,4.390317056000001,5
2017-12-06,20,12.4271178752,6
2017-12-07,52,4.289213440000001,5
2017-12-08,39,3.2726956032,8
2017-12-09,8,-3.989409792,1
2017-12-10,9,-3.062823219200001,0
2017-12-11,35,12.015324569599999,8
2017-12-12,39,20.669486592000002,11
2017-12-13,69,14.6296489984,11
2017-12-14,36,2.1362692096,10
2017-12-15,32,20.014117580799997,5
2017-12-16,1,-5.537082982400001,0
2017-12-17,0,-4.950215065600002,0
2017-12-18,11,8.8540445696,25
2017-12-19,38,5.253010432,19
2017-12-20,18,3.164324454400001,10
2017-12-21,7,4.618712576000001,22
2017-12-22,9,-1.2427839487999996,2
2017-12-23,2,-1.8959861759999992,0
2017-12-24,0,0.9913281536000005,0
2017-12-25,2,3.2244953088,0
2017-12-26,7,-1.123974144,0
2017-12-27,10,-1.4669902847999994,0
2017-12-28,16,1.1002419200000004,0
2017-12-29,3,0.00693882880000074,0
2017-12-30,0,0.2451195904000003,0
2017-12-31,6,-0.6062559232,1
2018-01-01,3,-0.3558948864,0
2018-01-02,3,5.7410546688,17
2018-01-03,9,4.623271936,6
2018-01-04,6,8.2277124096,10
2018-01-05,5,4.165869056,18
2018-01-06,0,-0.7458531328000007,2
2018-01-07,0,-0.8216730624000008,0
2018-01-08,6,11.6797418496,6
2018-01-09,41,12.50930688,18
2018-01-10,18,13.073873408,11
2018-01-11,10,2.9379168256000003,11
2018-01-12,4,4.151626137599999,6
2018-01-13,0,-3.5332577280000006,0
2018-01-14,2,-2.763937996800001,0
2018-01-15,11,2.139717427199999,0
2018-01-16,31,19.7817204736,5
