,jetbrains/kotlin,apache/groovy,scala/scala
2012-05-05,4.953889350796874,1,13
2012-05-06,0.16707921514687563,0,9
2012-05-07,10.719276120453129,2,22
2012-05-08,2.5907338629609438,0,27
2012-05-09,-1.6303197686390578,6,12
2012-05-10,9.363974931468753,0,23
2012-05-11,29.913060257187503,7,16
2012-05-12,8.753258954696875,2,14
2012-05-13,-3.139072195784375,0,6
2012-05-14,-1.3758179923109366,4,14
2012-05-15,19.282838790800003,2,12
2012-05-16,7.632279728351564,1,12
2012-05-17,-0.9651963612828114,0,9
2012-05-18,15.987743137490625,10,19
2012-05-19,-1.2385435699468736,1,10
2012-05-20,-2.068113474654685,0,5
2012-05-21,14.76374254273125,13,9
2012-05-22,25.54312457569844,9,20
2012-05-23,20.790885390385938,3,20
2012-05-24,12.211035536073435,18,12
2012-05-25,16.708865438573437,12,14
2012-05-26,-1.6251327318531246,3,10
2012-05-27,-2.0782396716781224,13,3
2012-05-28,33.84948555492813,1,8
2012-05-29,13.768835934250003,7,0
2012-05-30,27.147669726237503,5,5
2012-05-31,35.91061645485313,1,2
2012-06-01,34.413446956585936,5,15
2012-06-02,1.6350513323109368,0,4
2012-06-03,-5.74442523855156,0,13
2012-06-04,20.28522282687657,3,2
2012-06-05,39.785448750151566,0,4
2012-06-06,6.144512056409377,2,11
2012-06-07,27.24532851781719,0,5
2012-06-08,34.02341220469375,4,51
2012-06-09,54.83382758433438,0,14
2012-06-10,-10.864351986665628,7,3
2012-06-11,-5.853524797859372,10,6
2012-06-12,1.9123607313750064,6,2
2012-06-13,33.215671043434384,1,15
2012-06-14,29.597005514914066,3,14
2012-06-15,47.84661340123125,0,13
2012-06-16,47.33315916892343,2,0
2012-06-17,-4.0093696739578135,0,5
2012-06-18,10.21923046523594,8,19
2012-06-19,22.090302860000005,12,19
2012-06-20,15.229607160656258,8,3
2012-06-21,2.464503300706255,0,7
2012-06-22,10.832315431357818,4,5
2012-06-23,-2.0376254309031205,0,4
2012-06-24,-3.4910848176171823,0,10
2012-06-25,17.76562702809219,5,6
2012-06-26,44.617208190982815,0,19
2012-06-27,0.20693181245156111,0,22
2012-06-28,22.765543526400002,1,8
2012-06-29,1.7158752495687493,0,2
2012-06-30,-2.690598769823434,0,3
2012-07-01,-2.529068329621872,0,6
2012-07-02,14.205948167392192,1,23
2012-07-03,42.975712482187504,0,7
2012-07-04,16.48623396328125,2,8
2012-07-05,23.296096250915625,8,14
2012-07-06,-0.9845543054234405,3,23
2012-07-07,31.026316094170316,0,7
2012-07-08,-6.047060480767186,0,6
2012-07-09,27.52125168246407,4,8
2012-07-10,29.365672426750002,7,10
2012-07-11,18.089851334456252,8,20
2012-07-12,-2.5165319197624996,11,15
2012-07-13,5.850168895470316,20,17
2012-07-14,0.2050055926296923,1,19
2012-07-15,-1.8295563557265573,0,1
2012-07-16,2.850896389992192,3,31
2012-07-17,-1.9440393847343715,4,19
2012-07-18,19.577436659589065,5,23
2012-07-19,43.96320792585156,6,28
2012-07-20,87.82374117203906,8,30
2012-07-21,-9.38089908780001,0,13
2012-07-22,-1.5025780361718777,0,7
2012-07-23,48.27777854559063,3,11
2012-07-24,2.3570950698859434,7,15
2012-07-25,26.901961528570318,4,16
2012-07-26,15.583269777921878,3,8
2012-07-27,11.017423650010944,0,13
2012-07-28,-2.250233893907808,4,6
2012-07-29,-1.295898971174994,0,14
2012-07-30,10.194123588564068,3,18
2012-07-31,32.60289782624219,0,12
2012-08-01,11.137539608673439,0,3
2012-08-02,10.282832553839063,0,19
2012-08-03,5.642469334454688,3,5
2012-08-04,11.43786818489219,0,15
2012-08-05,-3.7028053489593726,0,6
2012-08-06,25.77572689955938,0,24
2012-08-07,4.5514118456890635,1,22
2012-08-08,16.529227624720313,0,29
2012-08-09,24.792203168690627,0,19
2012-08-10,1.7702776616546885,0,14
2012-08-11,-3.6003028619453112,0,10
2012-08-12,-2.2958503205937473,0,7
2012-08-13,3.3238881044609423,1,12
2012-08-14,74.25698046931251,3,11
2012-08-15,9.137327774353121,1,10
2012-08-16,30.95669278811406,0,15
2012-08-17,25.69757349807812,0,12
2012-08-18,-7.43947866465156,0,8
2012-08-19,-4.260900030251559,2,6
2012-08-20,4.949104568750006,1,48
2012-08-21,27.79393904492188,4,10
2012-08-22,20.552280203132817,5,8
2012-08-23,28.1216443992375,0,16
2012-08-24,17.509901096525,0,7
2012-08-25,-6.0669833733453125,0,4
2012-08-26,-3.4683024836859344,0,1
2012-08-27,21.697667542500007,1,13
2012-08-28,15.793467087125004,2,10
2012-08-29,22.433444948728127,9,14
2012-08-30,28.51378546047969,4,11
2012-08-31,17.509158481534374,2,16
2012-09-01,-6.014752498596875,0,13
2012-09-02,-3.446683260862497,0,13
2012-09-03,-1.3511662099999948,3,2
2012-09-04,9.049242725125005,1,24
2012-09-05,54.328221055075005,4,5
2012-09-06,4.657104525359373,5,14
2012-09-07,38.08249712899844,4,6
2012-09-08,-6.223104748596878,0,4
2012-09-09,-3.9467812233624966,0,7
2012-09-10,7.407019416250003,1,11
2012-09-11,13.00777781573438,2,16
2012-09-12,9.33238211804219,3,17
2012-09-13,81.34201113771407,6,15
2012-09-14,8.168629698014058,3,31
2012-09-15,-0.11058488635312713,0,5
2012-09-16,-3.006319597060937,0,11
2012-09-17,29.647741734964068,4,25
2012-09-18,27.203700317343753,6,23
2012-09-19,12.207073602640627,0,25
2012-09-20,33.06854562147188,5,32
2012-09-21,7.364997994454688,3,12
2012-09-22,-5.009895561601558,0,5
2012-09-23,9.505969555707816,0,2
2012-09-24,4.237077267467193,0,5
2012-09-25,0.6992870016625048,2,14
2012-09-26,9.290071070548441,1,38
2012-09-27,24.01822632776719,0,32
2012-09-28,1.5588723879578126,2,16
2012-09-29,-3.021863802885937,1,13
2012-09-30,4.263017747695314,1,6
2012-10-01,9.203526958260941,0,9
2012-10-02,-0.3171777720921858,3,18
2012-10-03,22.44333673515,0,24
2012-10-04,2.5456079599187493,1,22
2012-10-05,14.513319140646876,0,10
2012-10-06,19.764239778435936,2,5
2012-10-07,-4.025870930215625,0,9
2012-10-08,26.76395843815625,1,13
2012-10-09,2.5028167491124993,2,14
2012-10-10,2.7890329610734397,1,13
2012-10-11,1.3510611425531263,0,30
2012-10-12,-0.21901396270624662,2,3
2012-10-13,-1.631232700231247,0,3
2012-10-14,1.8146576950296904,0,1
2012-10-15,26.85662461292344,0,4
2012-10-16,18.525098973796872,1,2
2012-10-17,15.992511357848436,0,2
2012-10-18,7.963111844154685,0,10
2012-10-19,12.535245990221876,0,9
2012-10-20,-1.708062073674999,0,0
2012-10-21,-2.448433643821872,0,5
2012-10-22,0.25482229095312836,1,7
2012-10-23,7.418588110454691,4,14
2012-10-24,1.8853181676500022,2,3
2012-10-25,35.385908928896875,3,0
2012-10-26,-2.664444971906252,0,4
2012-10-27,-2.47326263118125,0,0
2012-10-28,-1.5520430416062496,0,3
2012-10-29,23.956577289928127,0,3
2012-10-30,16.69072730771875,3,8
2012-10-31,28.2084847302875,0,17
2012-11-01,-0.36315371113593997,0,13
2012-11-02,-0.43637288422187437,2,19
2012-11-03,-2.583062919860935,1,14
2012-11-04,-1.6068830175718705,0,11
2012-11-05,-1.2451311562499965,1,5
2012-11-06,22.975162599609376,1,8
2012-11-07,40.72950383378906,5,5
2012-11-08,6.950882414031247,0,6
2012-11-09,14.686114065021872,4,17
2012-11-10,-4.305599201726563,0,7
2012-11-11,-2.546648557607809,1,1
2012-11-12,24.164862200000005,3,4
2012-11-13,15.952517490000002,4,10
2012-11-14,1.6349134401250005,2,16
2012-11-15,-2.257874522299999,4,11
2012-11-16,37.81805719046563,10,14
2012-11-17,-4.339268530264063,1,4
2012-11-18,-1.8766005231828111,2,5
2012-11-19,5.045960647500001,0,19
2012-11-20,34.834261111593754,16,5
2012-11-21,36.80170688375313,11,16
2012-11-22,4.1357596249374975,20,1
2012-11-23,1.277874459268748,5,2
2012-11-24,11.415283168089065,0,7
2012-11-25,-3.9963949482031205,0,9
2012-11-26,6.6671914981984415,5,8
2012-11-27,12.33259242010469,8,5
2012-11-28,25.664825070670314,6,5
2012-11-29,-2.9868806742359375,2,3
2012-11-30,-2.840458114681249,5,1
2012-12-01,-1.6876909497390609,0,2
2012-12-02,-1.210339672949996,2,8
2012-12-03,10.068033008210941,1,5
2012-12-04,3.233547876609376,6,11
2012-12-05,3.4378444156921883,2,16
2012-12-06,0.5358487420078126,3,26
2012-12-07,22.942509150426563,8,14
2012-12-08,-2.929894455071876,1,5
2012-12-09,-1.4656783874999997,0,3
2012-12-10,12.00625052875,0,24
2012-12-11,-1.0546634869218736,7,14
2012-12-12,-0.2938234492234362,0,14
2012-12-13,8.056588479742189,1,9
2012-12-14,12.430507901289063,6,6
2012-12-15,-2.310117467446875,3,1
2012-12-16,-1.2959578733624995,3,3
2012-12-17,28.24154068625,16,5
2012-12-18,35.517030472046876,16,4
2012-12-19,-5.678939704732816,7,11
2012-12-20,9.116421393198436,12,19
2012-12-21,-3.1605379171765615,3,4
2012-12-22,-2.022769305042183,0,2
2012-12-23,-1.4698355480031218,2,4
2012-12-24,-1.0829856787499965,0,6
2012-12-25,15.096463768796877,1,8
2012-12-26,7.625324918848438,0,5
2012-12-27,56.81932039609844,0,17
2012-12-28,3.079180243812494,0,9
2012-12-29,1.628613769568748,0,14
2012-12-30,-3.1959930000000005,4,0
2012-12-31,-2.1458471999999946,5,9
2013-01-01,-1.637632514999995,3,0
2013-01-02,-1.325731208249996,8,1
2013-01-03,-1.1129134744812468,0,3
2013-01-04,-0.8384280307812477,9,17
2013-01-05,-0.6577776072765609,0,3
2013-01-06,-0.14139840345312465,2,7
2013-01-07,-0.05039311521562487,6,5
2013-01-08,0.0,8,9
2013-01-09,4.0,6,34
2013-01-10,4.6,2,4
2013-01-11,42.32,1,7
2013-01-12,-3.6390000000000047,0,10
2013-01-13,-2.260150000000001,1,6
2013-01-14,66.5617205,2,24
2013-01-15,22.149780699999997,9,16
2013-01-16,23.1161324025,7,14
2013-01-17,2.0361749791874963,17,18
2013-01-18,-1.0816779264718708,8,2
2013-01-19,-2.8403394186015563,0,7
2013-01-20,-1.9056133220609306,5,6
2013-01-21,14.913904427464068,9,4
2013-01-22,4.620482702437503,1,7
2013-01-23,29.011930137087504,4,4
2013-01-24,5.227214467203123,4,9
2013-01-25,16.56900355928125,4,28
2013-01-26,-3.9394033836359386,1,39
2013-01-27,-2.2531456319093723,1,6
2013-01-28,16.39578289819844,8,11
2013-01-29,39.94458835619844,2,17
2013-01-30,15.861719597764061,4,26
2013-01-31,12.604445950712499,0,30
2013-02-01,-3.9737453363062496,5,25
2013-02-02,-2.9909437856718712,1,28
2013-02-03,-2.110488525718745,6,11
2013-02-04,38.47935343,7,13
2013-02-05,10.75041315196875,5,20
2013-02-06,12.54028890218125,4,10
2013-02-07,16.655497909610936,2,12
2013-02-08,48.48440191367813,2,26
2013-02-09,-7.865517658662502,0,4
2013-02-10,14.872490147464063,1,20
2013-02-11,20.2272627,4,25
2013-02-12,6.427449876875004,4,7
2013-02-13,52.325270041562504,4,20
2013-02-14,-8.572684745590626,2,4
2013-02-15,-0.6614617176890594,4,2
2013-02-16,-3.608943480582809,0,4
2013-02-17,-2.53613322565468,0,2
2013-02-18,15.350260746453129,1,2
2013-02-19,23.935204908926565,3,28
2013-02-20,7.513401244164062,1,7
2013-02-21,8.401671877678124,0,12
2013-02-22,6.616128120451563,1,15
2013-02-23,-1.7521455020624983,1,8
2013-02-24,3.1675481273562527,0,11
2013-02-25,7.184681826250003,0,11
2013-02-26,3.8263387299843776,1,16
2013-02-27,3.978476550467189,0,9
2013-02-28,1.1477374953421888,0,3
2013-03-01,0.6527487883812513,3,8
2013-03-02,2.9516011306625014,4,13
2013-03-03,-1.063658932124999,2,4
2013-03-04,10.369256241135938,0,11
2013-03-05,10.422681417679687,2,22
2013-03-06,19.951068734082813,4,10
2013-03-07,9.714624892940623,0,1
2013-03-08,-2.013220996762501,0,8
2013-03-09,-0.8259422186390617,0,18
2013-03-10,-1.3633290946343726,0,7
2013-03-11,2.989748781106253,1,5
2013-03-12,31.813379676828127,1,22
2013-03-13,1.8608461359171864,6,26
2013-03-14,49.316214069475,1,2
2013-03-15,8.173431466256247,2,6
2013-03-16,-4.887176592232812,0,7
2013-03-17,-2.883442965551562,2,0
2013-03-18,5.914229449964068,0,6
2013-03-19,17.568654196687504,1,2
2013-03-20,16.297912182840626,5,9
2013-03-21,-1.2368744042796873,4,3
2013-03-22,34.350349164221875,2,9
2013-03-23,-5.527449027103125,2,15
2013-03-24,-2.7173638880390607,3,3
2013-03-25,2.2091876800000017,0,22
2013-03-26,16.225476570875003,1,14
2013-03-27,46.9037632069,0,13
2013-03-28,6.196381137718747,4,3
2013-03-29,14.247201248984373,3,12
2013-03-30,-1.725616139185938,2,2
2013-03-31,-3.2121320938296827,2,0
2013-04-01,6.967758990000004,0,4
2013-04-02,11.516334340437503,2,19
2013-04-03,7.895178230575002,2,20
2013-04-04,6.9412584648218765,3,9
2013-04-05,-2.874559462249999,6,6
2013-04-06,-1.5220898690140607,4,5
2013-04-07,-1.0446632497296853,0,2
2013-04-08,0.3067827511421898,9,6
2013-04-09,14.352623797859376,3,11
2013-04-10,13.991803161207812,10,5
2013-04-11,16.362727658824998,8,0
2013-04-12,18.743766991948434,5,1
2013-04-13,-3.9210427753593766,2,1
2013-04-14,-2.117013262499999,1,2
2013-04-15,-1.4859793837499975,1,4
2013-04-16,-0.1473592067656211,5,5
2013-04-17,36.96593057472969,3,5
2013-04-18,18.375579699960937,3,5
2013-04-19,-2.5987409053718764,0,7
2013-04-20,-2.7087435845265633,0,8
2013-04-21,-1.731566505790622,0,30
2013-04-22,30.842163987500005,0,8
2013-04-23,-2.1232604212500004,0,12
2013-04-24,7.5939114419843765,1,20
2013-04-25,1.3445262141203127,6,15
2013-04-26,17.870385011775003,2,19
2013-04-27,-3.234371234357812,0,13
2013-04-28,-1.6908406050718736,2,3
2013-04-29,14.804860195000002,4,6
2013-04-30,22.462289466,3,21
2013-05-01,5.0061800803187495,0,1
2013-05-02,-2.9010958702281258,54,4
2013-05-03,-1.7922357024218736,2,6
2013-05-04,-1.255892170456247,1,3
2013-05-05,-0.9674505007187468,0,1
2013-05-06,3.3483997975000017,1,1
2013-05-07,11.051106473,2,4
2013-05-08,0.146567267784375,0,2
2013-05-09,-0.1500861305390624,4,5
2013-05-10,-0.6902396728234375,0,10
2013-05-11,-0.414416999999999,3,26
2013-05-12,-0.3158740499999991,4,15
2013-05-13,107.744785065,2,3
2013-05-14,-0.013838382062509424,0,2
2013-05-15,37.85623542866875,3,13
2013-05-16,-7.1040165527125065,8,13
2013-05-17,-3.6514160180874935,0,41
2013-05-18,-3.375295352535932,11,4
2013-05-19,-2.5814315999999917,4,6
2013-05-20,15.898799167500005,6,26
2013-05-21,10.428683735562503,13,5
2013-05-22,0.26027108544687705,17,3
2013-05-23,-2.080648859332812,7,12
2013-05-24,-1.341136520846873,1,7
2013-05-25,-0.7113436655515606,3,2
2013-05-26,-0.5535995775359357,0,8
2013-05-27,3.5515782925000012,7,26
2013-05-28,16.21981056821875,7,12
2013-05-29,20.790489487134373,5,7
2013-05-30,62.665142812434375,1,5
2013-05-31,0.7642545898562432,5,14
2013-06-01,-4.941229500000002,0,2
2013-06-02,-3.0878702999999987,0,4
2013-06-03,2.7409607525000066,5,2
2013-06-04,6.720739624187505,1,15
2013-06-05,14.409844679840628,6,7
2013-06-06,7.539006242529689,0,8
2013-06-07,14.850661966392188,2,5
2013-06-08,-3.6864853345124997,2,8
2013-06-09,-0.7612129853234362,1,14
2013-06-10,11.71180115625,7,4
2013-06-11,12.734351706171877,8,0
2013-06-12,-2.865085553570312,4,3
2013-06-13,9.336639622160938,1,5
2013-06-14,0.7400522812171886,0,1
2013-06-15,0.40776572532343947,0,2
2013-06-16,-1.2236304543968737,2,4
2013-06-17,9.245995948234377,4,2
2013-06-18,3.4045358845109384,0,4
2013-06-19,-0.4371671657015619,2,10
2013-06-20,21.07026701571094,0,6
2013-06-21,13.241018443078124,4,3
2013-06-22,-3.026259709442188,0,1
2013-06-23,-1.6241995586390625,2,7
2013-06-24,-1.1202364800718732,5,5
2013-06-25,40.15051787609375,4,5
2013-06-26,-3.7903560616875014,1,11
2013-06-27,16.548783906804687,1,13
2013-06-28,-2.509900878879689,1,6
2013-06-29,-2.168530264040622,1,1
2013-06-30,-1.4023308905749978,8,1
2013-07-01,0.0231532375000032,5,9
2013-07-02,5.105115691250003,4,2
2013-07-03,-0.3145895173906237,1,2
2013-07-04,9.02363649176094,14,5
2013-07-05,11.562047003917186,0,7
2013-07-06,0.9122617388015621,2,5
2013-07-07,0.691076134964062,5,1
2013-07-08,0.9816924787500005,8,11
2013-07-09,3.1054274969843765,4,4
2013-07-10,3.9729721981203134,1,13
2013-07-11,-0.16867980323124931,0,4
2013-07-12,28.19965542855781,1,13
2013-07-13,-2.4703652083125016,1,1
2013-07-14,-1.7876809395140625,5,2
2013-07-15,2.9080851238609373,6,0
2013-07-16,1.8100515713968774,11,12
2013-07-17,-1.0917497008843735,3,4
2013-07-18,3.260654216028126,8,2
2013-07-19,3.0454082205546884,8,3
2013-07-20,-1.0034281262390619,2,5
2013-07-21,2.351866663442188,2,0
2013-07-22,0.4110903249640627,3,1
2013-07-23,32.5463286591875,2,4
2013-07-24,-1.6099153991906276,8,5
2013-07-25,8.102293107392187,9,3
2013-07-26,26.8178392129375,9,0
2013-07-27,-4.21633394970625,1,12
2013-07-28,-2.2432162613937487,1,17
2013-07-29,8.460496452203127,13,8
2013-07-30,0.8124391281265657,8,5
2013-07-31,6.30465355044844,7,5
2013-08-01,0.9910659152828138,5,3
2013-08-02,2.6136769735218763,12,1
2013-08-03,-1.347624602812499,3,0
2013-08-04,-0.854337098542186,1,0
