,JetBrains/kotlin,apple/swift,rust-lang/rust
2015-02-25,10,16,32
2015-02-26,181,30,31
2015-02-27,10,57,34
2015-02-28,0,14,41
2015-03-01,0,17,43
2015-03-02,8,31,32
2015-03-03,29,31,76
2015-03-04,34,44,31
2015-03-05,34,20,55
2015-03-06,92,27,59
2015-03-07,0,19,15
2015-03-08,0,20,38
2015-03-09,0,33,35
2015-03-10,25,56,33
2015-03-11,97,36,24
2015-03-12,50,70,33
2015-03-13,34,39,29
2015-03-14,1,27,18
2015-03-15,1,30,42
2015-03-16,48,23,30
2015-03-17,38,39,53
2015-03-18,80,38,37
2015-03-19,8,49,57
2015-03-20,28,35,41
2015-03-21,10,15,10
2015-03-22,0,19,23
2015-03-23,29,36,96
2015-03-24,30,44,65
2015-03-25,24,49,24
2015-03-26,15,46,44
2015-03-27,19,39,79
2015-03-28,0,29,26
2015-03-29,0,19,34
2015-03-30,34,24,37
2015-03-31,41,35,75
2015-04-01,45,49,95
2015-04-02,30,61,34
2015-04-03,44,35,37
2015-04-04,7,30,42
2015-04-05,1,31,18
2015-04-06,21,19,21
2015-04-07,88,51,43
2015-04-08,18,36,68
2015-04-09,41,41,38
2015-04-10,16,28,57
2015-04-11,0,11,45
2015-04-12,0,6,21
2015-04-13,30,17,36
2015-04-14,15,25,86
2015-04-15,24,36,49
2015-04-16,89,42,31
2015-04-17,18,51,75
2015-04-18,4,10,35
2015-04-19,0,12,22
2015-04-20,12,38,35
2015-04-21,26,24,99
2015-04-22,47,74,30
2015-04-23,46,44,45
2015-04-24,29,37,63
2015-04-25,0,9,50
2015-04-26,0,53,25
2015-04-27,42,63,51
2015-04-28,21,44,31
2015-04-29,43,53,97
2015-04-30,7,50,70
2015-05-01,6,41,44
2015-05-02,32,31,36
2015-05-03,0,10,23
2015-05-04,0,34,43
2015-05-05,4,47,52
2015-05-06,7,40,58
2015-05-07,28,69,56
2015-05-08,51,41,43
2015-05-09,1,36,37
2015-05-10,0,15,54
2015-05-11,4,39,54
2015-05-12,15,45,63
2015-05-13,132,41,66
2015-05-14,50,45,52
2015-05-15,23,57,53
2015-05-16,25,14,39
2015-05-17,8,20,40
2015-05-18,32,43,33
2015-05-19,24,58,84
2015-05-20,47,52,36
2015-05-21,52,31,35
2015-05-22,16,33,21
2015-05-23,0,37,34
2015-05-24,7,22,26
2015-05-25,24,9,34
2015-05-26,97,29,35
2015-05-27,121,40,30
2015-05-28,27,32,41
2015-05-29,20,30,41
2015-05-30,4,13,20
2015-05-31,1,18,22
2015-06-01,38,15,28
2015-06-02,48,37,34
2015-06-03,40,25,26
2015-06-04,43,21,30
2015-06-05,19,11,25
2015-06-06,1,10,30
2015-06-07,0,4,20
2015-06-08,34,12,44
2015-06-09,14,5,58
2015-06-10,29,6,40
2015-06-11,58,0,36
2015-06-12,19,6,35
2015-06-13,4,2,25
2015-06-14,0,3,18
2015-06-15,54,19,35
2015-06-16,18,16,19
2015-06-17,48,57,52
2015-06-18,29,26,51
2015-06-19,22,25,36
2015-06-20,0,10,37
2015-06-21,0,2,28
2015-06-22,8,19,28
2015-06-23,57,23,44
2015-06-24,23,63,40
2015-06-25,46,64,36
2015-06-26,7,33,25
2015-06-27,13,19,21
2015-06-28,0,8,9
2015-06-29,54,19,32
2015-06-30,19,25,57
2015-07-01,16,41,37
2015-07-02,10,35,28
2015-07-03,30,7,26
2015-07-04,6,3,28
2015-07-05,0,0,35
2015-07-06,29,12,35
2015-07-07,33,21,29
2015-07-08,17,49,46
2015-07-09,66,40,32
2015-07-10,60,48,27
2015-07-11,1,25,27
2015-07-12,0,8,32
2015-07-13,7,44,38
2015-07-14,12,22,39
2015-07-15,24,36,11
2015-07-16,94,48,47
2015-07-17,42,51,37
2015-07-18,0,28,33
2015-07-19,5,13,24
2015-07-20,9,27,52
2015-07-21,88,50,46
2015-07-22,28,41,63
2015-07-23,30,38,45
2015-07-24,43,40,60
2015-07-25,0,36,34
2015-07-26,0,30,35
2015-07-27,13,31,32
2015-07-28,47,31,52
2015-07-29,45,28,53
2015-07-30,30,39,32
2015-07-31,28,60,31
2015-08-01,0,31,16
2015-08-02,0,12,21
2015-08-03,28,25,20
2015-08-04,22,39,40
2015-08-05,8,16,37
2015-08-06,24,23,41
2015-08-07,51,17,23
2015-08-08,1,11,16
2015-08-09,1,1,21
2015-08-10,41,22,27
2015-08-11,29,19,66
2015-08-12,9,28,109
2015-08-13,9,40,78
2015-08-14,14,17,28
2015-08-15,7,3,36
2015-08-16,0,6,40
2015-08-17,12,17,81
2015-08-18,35,36,42
2015-08-19,48,30,39
2015-08-20,7,16,26
2015-08-21,15,25,29
2015-08-22,0,16,49
2015-08-23,10,6,25
2015-08-24,42,15,42
2015-08-25,24,19,67
2015-08-26,29,44,44
2015-08-27,40,35,44
2015-08-28,51,14,28
2015-08-29,9,11,23
2015-08-30,0,12,29
2015-08-31,81,3,37
2015-09-01,31,20,51
2015-09-02,38,30,41
2015-09-03,62,31,60
2015-09-04,54,21,66
2015-09-05,0,20,31
2015-09-06,7,11,49
2015-09-07,150,17,27
2015-09-08,153,37,30
2015-09-09,49,32,29
2015-09-10,52,39,43
2015-09-11,35,35,32
2015-09-12,10,11,19
2015-09-13,1,0,15
2015-09-14,27,21,40
2015-09-15,22,29,32
2015-09-16,18,34,25
2015-09-17,6,28,56
2015-09-18,89,34,25
2015-09-19,9,7,52
2015-09-20,0,10,44
2015-09-21,54,28,29
2015-09-22,38,29,30
2015-09-23,45,21,19
2015-09-24,28,21,47
2015-09-25,170,35,32
2015-09-26,2,11,44
2015-09-27,3,4,31
2015-09-28,19,22,15
2015-09-29,43,32,27
2015-09-30,29,25,62
2015-10-01,88,35,53
2015-10-02,30,18,54
2015-10-03,51,8,23
2015-10-04,2,8,11
2015-10-05,27,14,25
2015-10-06,26,25,37
2015-10-07,123,25,47
2015-10-08,35,32,60
2015-10-09,76,45,32
2015-10-10,9,17,19
2015-10-11,48,19,19
2015-10-12,34,17,29
2015-10-13,46,31,53
2015-10-14,84,22,41
2015-10-15,61,11,46
2015-10-16,97,18,31
2015-10-17,11,8,22
2015-10-18,12,4,25
2015-10-19,172,18,40
2015-10-20,32,20,31
2015-10-21,34,23,25
2015-10-22,41,12,31
2015-10-23,5,14,44
2015-10-24,13,22,26
2015-10-25,1,8,31
2015-10-26,70,12,32
2015-10-27,34,21,38
2015-10-28,53,27,49
2015-10-29,29,0,33
2015-10-30,58,0,15
2015-10-31,9,3,11
2015-11-01,0,0,19
2015-11-02,67,19,19
2015-11-03,40,39,58
2015-11-04,52,30,32
2015-11-05,50,42,47
2015-11-06,46,45,24
2015-11-07,0,29,17
2015-11-08,0,27,26
2015-11-09,43,15,30
2015-11-10,66,33,41
2015-11-11,47,29,51
2015-11-12,30,56,51
2015-11-13,27,45,32
2015-11-14,0,29,27
2015-11-15,0,18,23
2015-11-16,23,45,41
2015-11-17,32,64,54
2015-11-18,60,46,20
2015-11-19,42,42,58
2015-11-20,50,21,44
2015-11-21,4,9,16
2015-11-22,0,2,25
2015-11-23,32,23,31
2015-11-24,28,13,33
2015-11-25,31,3,40
2015-11-26,20,4,41
2015-11-27,56,5,15
2015-11-28,6,5,14
2015-11-29,4,10,13
2015-11-30,50,38,39
2015-12-01,44,18,26
2015-12-02,55,26,37
2015-12-03,10,207,23
2015-12-04,7,166,29
2015-12-05,1,96,24
2015-12-06,0,68,23
2015-12-07,13,87,16
2015-12-08,33,108,27
2015-12-09,54,65,33
2015-12-10,33,130,30
2015-12-11,32,100,26
2015-12-12,7,55,22
2015-12-13,6,214,32
2015-12-14,51,83,26
2015-12-15,50,70,23
2015-12-16,6,154,45
2015-12-17,53,81,39
2015-12-18,52,94,55
2015-12-19,18,86,30
2015-12-20,0,48,13
2015-12-21,20,101,26
2015-12-22,8,107,21
2015-12-23,27,104,41
2015-12-24,6,69,6
2015-12-25,38,22,22
2015-12-26,10,27,8
2015-12-27,0,20,11
2015-12-28,21,31,18
2015-12-29,37,31,21
2015-12-30,17,26,40
2015-12-31,1,43,22
2016-01-01,0,61,17
2016-01-02,0,27,29
2016-01-03,0,27,18
2016-01-04,0,46,40
2016-01-05,1,26,27
2016-01-06,0,59,58
2016-01-07,12,38,42
2016-01-08,4,56,16
2016-01-09,0,43,16
2016-01-10,0,23,11
2016-01-11,7,25,29
2016-01-12,44,62,48
2016-01-13,64,51,41
2016-01-14,56,55,81
2016-01-15,28,44,37
2016-01-16,2,38,38
2016-01-17,15,31,29
2016-01-18,23,26,33
2016-01-19,81,30,31
2016-01-20,18,78,34
2016-01-21,53,74,42
2016-01-22,111,90,38
2016-01-23,2,47,35
2016-01-24,3,43,16
2016-01-25,18,40,25
2016-01-26,37,57,55
2016-01-27,32,79,30
2016-01-28,53,50,30
2016-01-29,17,45,52
2016-01-30,3,34,31
2016-01-31,0,6,32
2016-02-01,46,32,44
2016-02-02,30,63,55
2016-02-03,30,52,52
2016-02-04,17,55,45
2016-02-05,15,39,33
2016-02-06,7,70,27
2016-02-07,1,28,26
2016-02-08,34,47,39
2016-02-09,20,59,48
2016-02-10,24,63,29
2016-02-11,23,45,82
2016-02-12,5,57,56
2016-02-13,10,29,62
2016-02-14,2,22,43
2016-02-15,11,37,45
2016-02-16,21,51,22
2016-02-17,25,36,38
2016-02-18,12,62,38
2016-02-19,17,47,33
2016-02-20,37,65,26
2016-02-21,5,10,23
2016-02-22,1,52,21
2016-02-23,2,68,22
2016-02-24,15,65,45
2016-02-25,20,104,25
2016-02-26,41,58,42
2016-02-27,15,35,44
2016-02-28,1,23,29
2016-02-29,1,36,23
2016-03-01,11,50,28
2016-03-02,55,66,47
2016-03-03,90,66,28
2016-03-04,23,40,51
2016-03-05,0,38,28
2016-03-06,0,8,27
2016-03-07,2,48,55
2016-03-08,12,100,49
2016-03-09,16,92,53
2016-03-10,22,103,45
2016-03-11,15,72,37
2016-03-12,1,61,46
2016-03-13,1,29,52
2016-03-14,28,49,70
2016-03-15,15,77,49
2016-03-16,31,67,25
2016-03-17,3,92,118
2016-03-18,25,79,55
2016-03-19,0,36,42
2016-03-20,0,16,23
2016-03-21,5,48,67
2016-03-22,4,85,33
2016-03-23,8,44,57
2016-03-24,33,97,45
2016-03-25,26,90,71
2016-03-26,0,48,70
2016-03-27,0,19,41
2016-03-28,18,80,44
2016-03-29,40,56,59
2016-03-30,73,54,55
2016-03-31,30,58,50
2016-04-01,13,84,35
2016-04-02,0,39,34
2016-04-03,1,20,22
2016-04-04,77,39,33
2016-04-05,61,41,41
2016-04-06,20,50,70
2016-04-07,7,48,49
2016-04-08,79,67,29
2016-04-09,8,36,16
2016-04-10,0,18,17
2016-04-11,10,32,52
2016-04-12,20,50,24
2016-04-13,7,65,35
2016-04-14,30,69,75
2016-04-15,30,61,51
2016-04-16,0,36,24
2016-04-17,1,30,36
2016-04-18,15,32,22
2016-04-19,35,47,37
2016-04-20,59,37,23
2016-04-21,29,52,30
2016-04-22,27,38,27
2016-04-23,11,34,18
2016-04-24,1,19,26
2016-04-25,63,65,27
2016-04-26,24,50,27
2016-04-27,42,34,23
2016-04-28,24,31,44
2016-04-29,40,69,21
2016-04-30,0,13,19
2016-05-01,0,14,20
2016-05-02,0,33,87
2016-05-03,1,34,60
2016-05-04,12,63,11
2016-05-05,34,59,24
2016-05-06,18,50,43
2016-05-07,0,35,45
2016-05-08,1,17,21
2016-05-09,0,36,74
2016-05-10,22,47,49
2016-05-11,39,51,85
2016-05-12,17,44,38
2016-05-13,24,25,35
2016-05-14,8,24,35
2016-05-15,4,14,40
2016-05-16,12,28,42
2016-05-17,9,34,26
2016-05-18,21,31,54
2016-05-19,23,24,31
2016-05-20,29,33,31
2016-05-21,0,27,26
2016-05-22,0,22,12
2016-05-23,27,33,46
2016-05-24,24,44,51
2016-05-25,35,67,34
2016-05-26,41,25,29
2016-05-27,6,54,52
2016-05-28,0,8,35
2016-05-29,0,22,17
2016-05-30,4,17,50
2016-05-31,8,49,55
2016-06-01,16,50,59
2016-06-02,21,50,37
2016-06-03,21,44,33
2016-06-04,0,49,19
2016-06-05,2,27,56
2016-06-06,11,34,28
2016-06-07,92,40,42
2016-06-08,55,44,42
2016-06-09,56,50,66
2016-06-10,26,29,48
2016-06-11,0,14,23
2016-06-12,1,12,25
2016-06-13,9,22,31
2016-06-14,4,15,27
2016-06-15,19,37,24
2016-06-16,13,21,66
2016-06-17,6,29,24
2016-06-18,3,13,16
2016-06-19,13,38,16
2016-06-20,13,45,33
2016-06-21,36,62,43
2016-06-22,13,64,30
2016-06-23,13,60,43
2016-06-24,32,44,29
2016-06-25,44,35,29
2016-06-26,0,8,14
2016-06-27,27,20,27
2016-06-28,47,55,44
2016-06-29,26,50,44
2016-06-30,22,43,21
2016-07-01,11,54,42
2016-07-02,0,53,33
2016-07-03,5,24,28
2016-07-04,30,9,22
2016-07-05,23,55,34
2016-07-06,15,44,46
2016-07-07,16,73,29
2016-07-08,21,45,60
2016-07-09,3,16,16
2016-07-10,1,13,27
2016-07-11,32,25,23
2016-07-12,38,68,35
2016-07-13,31,65,36
2016-07-14,56,37,41
2016-07-15,18,40,35
2016-07-16,2,42,26
2016-07-17,0,33,25
2016-07-18,31,77,20
2016-07-19,35,73,31
2016-07-20,60,48,14
2016-07-21,35,66,25
2016-07-22,38,53,35
2016-07-23,2,71,7
2016-07-24,0,32,17
2016-07-25,21,68,18
2016-07-26,31,89,27
2016-07-27,29,48,34
2016-07-28,45,66,36
2016-07-29,39,111,53
2016-07-30,0,49,29
2016-07-31,0,20,24
2016-08-01,16,53,38
2016-08-02,2,37,41
2016-08-03,28,52,26
2016-08-04,3,72,38
2016-08-05,10,41,73
2016-08-06,0,18,42
2016-08-07,0,37,82
2016-08-08,52,55,72
2016-08-09,35,84,76
2016-08-10,81,49,44
2016-08-11,36,56,76
2016-08-12,37,38,27
2016-08-13,0,24,84
2016-08-14,0,10,52
2016-08-15,28,20,25
2016-08-16,143,28,31
2016-08-17,77,42,120
2016-08-18,44,27,59
2016-08-19,26,54,26
2016-08-20,6,17,38
2016-08-21,0,1,26
2016-08-22,32,34,40
2016-08-23,38,23,48
2016-08-24,29,33,39
2016-08-25,33,30,38
2016-08-26,33,26,19
2016-08-27,1,4,42
2016-08-28,0,30,41
2016-08-29,71,5,45
2016-08-30,24,19,61
2016-08-31,65,25,60
2016-09-01,49,29,53
2016-09-02,22,25,36
2016-09-03,0,38,40
2016-09-04,0,13,25
2016-09-05,31,7,56
2016-09-06,14,55,47
2016-09-07,52,35,41
2016-09-08,20,19,24
2016-09-09,36,30,18
2016-09-10,24,5,28
2016-09-11,0,19,34
2016-09-12,27,38,18
2016-09-13,28,46,60
2016-09-14,22,59,26
2016-09-15,23,65,42
2016-09-16,14,57,39
2016-09-17,0,16,14
2016-09-18,0,9,36
2016-09-19,30,30,29
2016-09-20,93,38,59
2016-09-21,7,29,14
2016-09-22,26,50,47
2016-09-23,14,55,35
2016-09-24,27,20,13
2016-09-25,0,25,26
2016-09-26,8,24,68
2016-09-27,32,17,67
2016-09-28,35,31,50
2016-09-29,38,41,40
2016-09-30,25,11,82
2016-10-01,2,17,40
2016-10-02,27,13,46
2016-10-03,34,43,46
2016-10-04,56,27,64
2016-10-05,55,30,29
2016-10-06,23,51,44
2016-10-07,50,24,43
2016-10-08,36,22,22
2016-10-09,0,9,21
2016-10-10,39,34,23
2016-10-11,76,55,43
2016-10-12,69,59,48
2016-10-13,54,37,20
2016-10-14,46,34,36
2016-10-15,1,42,29
2016-10-16,0,27,30
2016-10-17,19,35,32
2016-10-18,330,65,19
2016-10-19,19,42,62
2016-10-20,17,34,25
2016-10-21,22,45,63
2016-10-22,4,17,27
2016-10-23,1,20,16
2016-10-24,46,42,39
2016-10-25,32,61,26
2016-10-26,41,39,37
2016-10-27,40,21,27
2016-10-28,74,31,26
2016-10-29,0,19,12
2016-10-30,1,34,32
2016-10-31,18,52,36
2016-11-01,28,32,55
2016-11-02,18,75,41
2016-11-03,18,39,39
2016-11-04,2,29,40
2016-11-05,0,17,36
2016-11-06,0,21,25
2016-11-07,63,36,15
2016-11-08,60,23,39
2016-11-09,32,38,38
2016-11-10,16,22,53
2016-11-11,59,40,34
2016-11-12,0,41,67
2016-11-13,1,33,24
2016-11-14,17,36,31
2016-11-15,32,53,22
2016-11-16,55,42,28
2016-11-17,45,44,52
2016-11-18,47,55,43
2016-11-19,2,15,25
2016-11-20,0,28,38
2016-11-21,28,9,25
2016-11-22,69,14,30
2016-11-23,35,5,44
2016-11-24,33,26,26
2016-11-25,41,22,20
2016-11-26,2,14,20
2016-11-27,2,16,27
2016-11-28,23,33,37
2016-11-29,36,81,65
2016-11-30,39,40,30
2016-12-01,33,46,23
2016-12-02,29,79,26
2016-12-03,13,22,34
2016-12-04,1,22,24
2016-12-05,60,48,17
2016-12-06,25,66,32
2016-12-07,34,52,31
2016-12-08,58,49,27
2016-12-09,74,74,24
2016-12-10,0,38,13
2016-12-11,4,41,23
2016-12-12,45,62,32
2016-12-13,50,65,19
2016-12-14,21,57,46
2016-12-15,136,86,48
2016-12-16,32,40,17
2016-12-17,6,39,50
2016-12-18,0,60,28
2016-12-19,88,59,47
2016-12-20,42,71,84
2016-12-21,7,78,145
2016-12-22,29,52,39
2016-12-23,23,10,23
2016-12-24,1,3,24
2016-12-25,0,1,12
2016-12-26,19,16,17
2016-12-27,21,6,18
2016-12-28,19,4,37
2016-12-29,40,10,22
2016-12-30,19,3,97
2016-12-31,1,3,29
2017-01-01,0,11,18
2017-01-02,0,1,11
2017-01-03,0,20,49
2017-01-04,0,169,58
2017-01-05,1,80,34
2017-01-06,0,73,31
2017-01-07,0,57,23
2017-01-08,0,21,24
2017-01-09,29,68,31
2017-01-10,37,58,39
2017-01-11,59,71,23
2017-01-12,26,61,58
2017-01-13,80,102,34
2017-01-14,31,31,39
2017-01-15,7,18,22
2017-01-16,22,50,36
2017-01-17,7,44,54
2017-01-18,48,55,13
2017-01-19,42,58,43
2017-01-20,35,68,58
2017-01-21,5,35,27
2017-01-22,2,16,28
2017-01-23,44,41,17
2017-01-24,68,42,24
2017-01-25,77,52,31
2017-01-26,56,74,39
2017-01-27,76,67,26
2017-01-28,15,38,65
2017-01-29,2,26,18
2017-01-30,68,48,26
2017-01-31,26,33,27
2017-02-01,23,38,5
2017-02-02,40,42,43
2017-02-03,49,52,69
2017-02-04,0,39,59
2017-02-05,0,7,55
2017-02-06,42,77,38
2017-02-07,35,96,44
2017-02-08,74,67,73
2017-02-09,22,82,76
2017-02-10,15,64,75
2017-02-11,4,42,36
2017-02-12,2,36,32
2017-02-13,25,56,38
2017-02-14,7,77,27
2017-02-15,37,80,28
2017-02-16,30,72,39
2017-02-17,18,89,22
2017-02-18,2,85,32
2017-02-19,0,40,16
2017-02-20,12,90,37
2017-02-21,25,76,67
2017-02-22,45,59,24
2017-02-23,1,79,31
2017-02-24,19,80,36
2017-02-25,0,52,57
2017-02-26,0,18,27
2017-02-27,12,79,26
2017-02-28,27,117,72
2017-03-01,43,63,45
2017-03-02,21,71,34
2017-03-03,46,76,28
2017-03-04,0,14,22
2017-03-05,1,35,17
2017-03-06,24,79,24
2017-03-07,41,67,18
2017-03-08,4,60,26
2017-03-09,37,50,31
2017-03-10,44,57,48
2017-03-11,0,33,53
2017-03-12,0,18,35
2017-03-13,39,55,23
2017-03-14,33,104,61
2017-03-15,98,88,22
2017-03-16,18,75,14
2017-03-17,18,66,46
2017-03-18,0,45,28
2017-03-19,15,17,27
2017-03-20,94,50,35
2017-03-21,66,105,62
2017-03-22,75,85,54
2017-03-23,36,54,61
2017-03-24,45,78,33
2017-03-25,3,32,33
2017-03-26,11,42,29
2017-03-27,57,62,42
2017-03-28,32,67,28
2017-03-29,34,56,53
2017-03-30,62,77,77
2017-03-31,41,63,43
2017-04-01,7,65,19
2017-04-02,2,26,21
2017-04-03,40,62,27
2017-04-04,55,79,37
2017-04-05,22,90,49
2017-04-06,72,47,53
2017-04-07,29,80,41
2017-04-08,9,16,34
2017-04-09,8,15,31
2017-04-10,49,79,36
2017-04-11,36,86,52
2017-04-12,13,76,49
2017-04-13,52,93,45
2017-04-14,22,69,25
2017-04-15,0,51,54
2017-04-16,0,14,11
2017-04-17,49,77,19
2017-04-18,75,111,42
2017-04-19,58,63,21
2017-04-20,30,105,36
2017-04-21,59,85,42
2017-04-22,1,40,28
2017-04-23,0,54,29
2017-04-24,70,69,40
2017-04-25,16,87,43
2017-04-26,54,85,53
2017-04-27,47,83,31
2017-04-28,48,100,43
2017-04-29,1,47,19
2017-04-30,1,36,23
2017-05-01,0,67,53
2017-05-02,31,106,76
2017-05-03,32,108,62
2017-05-04,96,80,29
2017-05-05,53,79,49
2017-05-06,2,32,30
2017-05-07,4,28,39
2017-05-08,9,52,29
2017-05-09,5,66,54
2017-05-10,50,77,36
2017-05-11,33,88,95
2017-05-12,9,59,28
2017-05-13,0,56,53
2017-05-14,0,28,29
2017-05-15,15,58,36
2017-05-16,58,77,50
2017-05-17,52,83,32
2017-05-18,55,68,35
2017-05-19,27,89,35
2017-05-20,2,20,24
2017-05-21,1,12,21
2017-05-22,26,80,31
2017-05-23,27,77,51
2017-05-24,33,88,20
2017-05-25,11,73,72
2017-05-26,61,30,34
2017-05-27,4,32,26
2017-05-28,2,2,36
2017-05-29,22,24,14
2017-05-30,38,33,47
2017-05-31,53,56,44
2017-06-01,7,82,68
2017-06-02,10,76,44
2017-06-03,0,35,37
2017-06-04,0,22,46
2017-06-05,9,55,36
2017-06-06,46,54,58
2017-06-07,46,35,29
2017-06-08,37,31,30
2017-06-09,24,22,36
2017-06-10,2,8,22
2017-06-11,1,14,42
2017-06-12,4,27,67
2017-06-13,21,35,55
2017-06-14,38,91,38
2017-06-15,35,63,49
2017-06-16,20,62,36
2017-06-17,6,32,46
2017-06-18,1,3,33
2017-06-19,26,30,42
2017-06-20,53,56,62
2017-06-21,22,60,40
2017-06-22,27,78,52
2017-06-23,8,54,69
2017-06-24,4,23,56
2017-06-25,0,4,17
2017-06-26,26,47,20
2017-06-27,20,40,21
2017-06-28,20,73,36
2017-06-29,47,43,64
2017-06-30,11,51,32
2017-07-01,7,11,17
2017-07-02,0,5,17
2017-07-03,35,23,33
2017-07-04,16,3,48
2017-07-05,5,51,32
2017-07-06,34,56,35
2017-07-07,55,58,37
2017-07-08,13,3,25
2017-07-09,1,21,16
2017-07-10,61,37,37
2017-07-11,16,56,48
2017-07-12,30,57,48
2017-07-13,8,55,55
2017-07-14,50,34,23
2017-07-15,0,30,20
2017-07-16,0,17,13
2017-07-17,36,66,31
2017-07-18,52,57,32
2017-07-19,64,66,35
2017-07-20,38,26,80
2017-07-21,32,34,41
2017-07-22,0,14,45
2017-07-23,1,12,19
2017-07-24,23,72,50
2017-07-25,7,56,63
2017-07-26,42,81,45
2017-07-27,24,44,44
2017-07-28,41,37,92
2017-07-29,0,10,26
2017-07-30,5,3,44
2017-07-31,40,41,70
2017-08-01,22,50,95
2017-08-02,35,47,58
2017-08-03,14,34,38
2017-08-04,14,42,43
2017-08-05,0,2,24
2017-08-06,0,11,21
2017-08-07,133,30,50
2017-08-08,28,41,42
2017-08-09,28,60,57
2017-08-10,119,30,47
2017-08-11,15,59,74
2017-08-12,0,10,39
2017-08-13,0,2,48
2017-08-14,12,46,48
2017-08-15,29,40,43
2017-08-16,30,46,54
2017-08-17,16,34,37
2017-08-18,30,38,35
2017-08-19,0,25,15
2017-08-20,0,2,25
2017-08-21,7,33,41
2017-08-22,7,43,60
2017-08-23,45,48,42
