,JetBrains/kotlin,apple/swift,rust-lang/rust
2017-08-24,20,43,32
2017-08-25,17,46,52
2017-08-26,2,60,34
2017-08-27,0,41,41
2017-08-28,49,24,48
2017-08-29,60,69,55
2017-08-30,21,28,44
2017-08-31,28,53,44
2017-09-01,36,58,53
2017-09-02,0,4,39
2017-09-03,0,5,46
2017-09-04,45,14,43
2017-09-05,21,37,92
2017-09-06,31,38,30
2017-09-07,27,58,52
2017-09-08,34,33,24
2017-09-09,1,39,31
2017-09-10,1,29,46
2017-09-11,29,30,31
2017-09-12,47,75,35
2017-09-13,43,56,54
2017-09-14,41,130,45
2017-09-15,56,88,68
2017-09-16,15,24,50
