,gitbucket/gitbucket,gogs/gogs,gitlabhq/gitlabhq
2018-04-12,0,3,61.0
2018-04-13,3,0,37.5
2018-04-14,1,0,-34.625
2018-04-15,9,0,-13.8125
2018-04-16,5,3,84.4921875
2018-04-17,5,2,37.48828125
2018-04-18,2,2,47.3662109375
2018-04-19,12,1,18.91552734375
2018-04-20,1,0,1.337127685546875
2018-04-21,0,2,-61.91661071777344
2018-04-22,4,0,-20.136260986328125
2018-04-23,0,0,138.55418395996094
2018-04-24,5,2,15.8040771484375
2018-04-25,3,2,-21.384414672851562
2018-04-26,5,5,-10.174575805664062
2018-04-27,9,0,-2.9460601806640625
2018-04-28,7,0,-36.82916259765625
2018-04-29,14,0,-15.0755615234375
2018-04-30,5,0,59.0203857421875
2018-05-01,0,0,17.620452880859375
2018-05-02,3,0,40.71299743652344
2018-05-03,1,1,43.67681884765625
2018-05-04,1,0,17.01458740234375
2018-05-05,1,0,-65.72895812988281
2018-05-06,0,0,-5.408294677734375
2018-05-07,0,0,117.50547790527344
2018-05-08,0,2,-10.462905883789062
2018-05-09,2,0,23.089706420898438
2018-05-10,1,1,-18.930252075195312
2018-05-11,1,0,24.0225830078125
2018-05-12,10,0,-54.142120361328125
2018-05-13,0,1,-20.015640258789062
2018-05-14,0,0,60.45259094238281
2018-05-15,1,0,16.941696166992188
2018-05-16,0,0,13.634628295898438
2018-05-17,1,0,26.10589599609375
2018-05-18,1,0,13.619277954101562
2018-05-19,9,0,-51.07957458496094
2018-05-20,0,0,-21.533538818359375
2018-05-21,0,2,46.00653076171875
2018-05-22,4,0,36.68841552734375
2018-05-23,8,0,31.512725830078125
2018-05-24,10,0,25.885482788085938
2018-05-25,0,0,4.0167999267578125
2018-05-26,3,1,-49.87150573730469
2018-05-27,7,3,-18.208084106445312
2018-05-28,11,2,80.74168395996094
2018-05-29,1,0,44.55413818359375
2018-05-30,1,2,19.041961669921875
2018-05-31,2,0,46.830047607421875
2018-06-01,0,0,15.952911376953125
2018-06-02,1,1,-67.510498046875
2018-06-03,2,3,-21.5379638671875
2018-06-04,3,2,59.94053649902344
2018-06-05,6,0,115.12220764160156
2018-06-06,0,1,104.00445556640625
2018-06-07,2,0,3.49200439453125
2018-06-08,0,0,-29.807632446289062
2018-06-09,0,8,-83.79646301269531
2018-06-10,3,0,-35.620025634765625
2018-06-11,6,5,64.45938110351562
2018-06-12,5,0,13.71514892578125
2018-06-13,6,3,51.681732177734375
2018-06-14,0,0,20.177047729492188
2018-06-15,0,1,19.059783935546875
2018-06-16,0,2,-58.270843505859375
2018-06-17,0,4,-31.784271240234375
2018-06-18,1,1,67.038818359375
2018-06-19,7,0,22.877914428710938
2018-06-20,1,0,51.36219787597656
2018-06-21,0,0,-1.2472076416015625
2018-06-22,1,0,-7.7229461669921875
2018-06-23,2,0,-52.09523010253906
2018-06-24,3,0,-19.989654541015625
2018-06-25,3,2,111.04878234863281
2018-06-26,1,3,-7.849151611328125
