,JetBrains/kotlin,apple/swift,rust-lang/rust
2025-08-24,0,9,70
2025-08-25,40,36,56
2025-08-26,107,51,87
2025-08-27,48,52,68
2025-08-28,39,50,80
2025-08-29,21,42,50
2025-08-30,2,15,87
2025-08-31,9,10,41
2025-09-01,0,0,0
2025-09-02,0,0,0
2025-09-03,0,0,0
2025-09-04,0,0,0
2025-09-05,0,0,0
2025-09-06,0,0,0
2025-09-07,0,0,0
2025-09-08,0,0,0
2025-09-09,0,0,0
2025-09-10,0,0,0
2025-09-11,0,0,0
2025-09-12,0,0,0
2025-09-13,0,0,0
2025-09-14,0,0,0
2025-09-15,0,0,0
2025-09-16,0,0,0
