,JetBrains/kotlin,apple/swift,rust-lang/rust
2010-09-17,0,0.0,0.0
2010-09-18,0,2.0,0.0
2010-09-19,0,-1.2000000000000002,0.0
2010-09-20,0,-0.24,1.0
2010-09-21,0,-0.11199999999999999,11.8
2010-09-22,0,-0.06719999999999994,5.5200000000000005
2010-09-23,0,-0.04569600000000001,1.3919999999999995
2010-09-24,0,-0.03351040000000002,5.950399999999999
2010-09-25,0,-0.025850880000000017,-2.732736
2010-09-26,0,-0.02068070400000002,-1.427660800000001
2010-09-27,0,-0.01700413440000002,2.0152396799999996
2010-09-28,0,0.0,3.6481172479999997
2010-09-29,0,0.0,-0.8465388543999994
2010-09-30,0,0.0,3.7601288192
2010-10-01,0,0.0,0.2864805888000004
2010-10-02,0,0.0,-0.25758709759999965
2010-10-03,0,0.0,-0.9223212032000001
2010-10-04,0,0.0,0.4775398399999997
2010-10-05,0,0.0,1.408894464
2010-10-06,0,0.0,4.206910668800001
2010-10-07,0,0.0,1.5642383360000003
2010-10-08,0,0.0,4.7317098496
2010-10-09,0,17.0,7.119215104
2010-10-10,0,0.7999999999999989,-0.7028272127999999
2010-10-11,0,-5.640000000000001,0.2932663295999991
2010-10-12,0,-1.072,9.579406848
2010-10-13,0,-3.3471999999999995,3.9012192256000002
2010-10-14,0,-1.2860159999999996,5.0567457792
2010-10-15,0,3.1950336,-1.1972014080000002
2010-10-16,0,-2.9733836800000004,-1.1136044032000005
2010-10-17,0,3.0832245759999997,-1.5391125503999998
2010-10-18,0,-1.9713209344000004,7.9768781824
2010-10-19,0,-1.3777201152000003,2.4976023552
2010-10-20,0,-0.49191925760000005,1.7302070272000005
2010-10-21,0,-0.28292700159999995,12.9283158016
2010-10-22,0,-0.17669376,7.880930611200001
2010-10-23,0,-0.13123020800000007,3.6647190527999998
2010-10-24,0,0.8975347711999999,-3.7652656128000013
2010-10-25,0,-0.6542868480000001,-2.0890978304000014
2010-10-26,0,-0.16434862080000004,3.5339217919999997
2010-10-27,0,-0.0645020672,-0.13353359359999928
2010-10-28,0,-0.03359999999999997,6.376768
2010-10-29,0,-0.022848000000000004,-2.6322441215999994
