,rust-lang/rust,golang/go,swiftlang/swift
2025-06-24,99,9,36
2025-06-25,97,5,37
2025-06-26,93,1,41
2025-06-27,104,7,48
2025-06-28,87,1,68
2025-06-29,83,1,4
2025-06-30,116,11,37
2025-07-01,127,6,64
2025-07-02,87,2,61
2025-07-03,124,1,32
2025-07-04,132,1,31
2025-07-05,83,0,6
2025-07-06,99,0,8
2025-07-07,122,6,32
2025-07-08,114,4,73
2025-07-09,94,2,48
2025-07-10,128,2,62
2025-07-11,105,8,53
2025-07-12,62,0,7
2025-07-13,80,0,3
2025-07-14,87,2,34
2025-07-15,107,8,57
2025-07-16,93,5,34
