,llvm/llvm-project,gcc-mirror/gcc,golang/go
2023-02-08,114,14,10
2023-02-09,116,14,13
2023-02-10,150,49,20
2023-02-11,51,7,2
2023-02-12,43,137,0
2023-02-13,139,19,8
2023-02-14,139,15,8
2023-02-15,164,80,7
2023-02-16,109,32,8
2023-02-17,133,21,10
2023-02-18,52,11,1
2023-02-19,25,2,1
2023-02-20,79,13,1
2023-02-21,97,119,8
2023-02-22,115,23,14
2023-02-23,116,22,18
2023-02-24,95,27,12
2023-02-25,33,9,3
2023-02-26,35,3,0
2023-02-27,101,11,34
2023-02-28,121,18,26
2023-03-01,127,20,23
2023-03-02,136,28,10
