,seaweedfs/seaweedfs,minio/minio,ceph/ceph
2022-12-31,0,1.0,2.0
2023-01-01,3,0.7,2.0
2023-01-02,0,1.595,4.0
2023-01-03,5,2.2355,11.0
2023-01-04,3,3.7903375,10.0
2023-01-05,3,-0.003882749999999824,12.0
2023-01-06,2,1.5631738875000003,13.0
2023-01-07,0,-1.62966613625,4.0
2023-01-08,0,0.19463103448437535,5.0
2023-01-09,4,-0.8446435149984375,23.0
2023-01-10,10,1.4964590194859375,14.0
2023-01-11,1,0.0351941794874997,29.0
2023-01-12,0,6.221946541473438,32.0
2023-01-13,2,1.4897374290546868,31.0
2023-01-14,2,-2.1729028392624996,0.0
2023-01-15,0,-0.995810513448437,4.0
2023-01-16,7,3.388703808234375,10.0
2023-01-17,4,-0.6434705732328125,16.0
2023-01-18,0,0.9474422552187503,7.0
2023-01-19,0,2.78813209051875,20.0
2023-01-20,1,2.1693004744078124,13.0
2023-01-21,0,1.9433657403078124,4.0
2023-01-22,0,-2.1155023529312498,10.0
2023-01-23,1,3.0227995425000005,23.0
2023-01-24,0,2.1534431341874996,17.0
2023-01-25,0,3.899220632803125,32.0
2023-01-26,0,2.2088296082359378,16.0
2023-01-27,0,1.211723761471875,8.0
2023-01-28,1,-2.55520061499375,8.0
2023-01-29,1,-1.2883199699937498,7.0
2023-01-30,3,1.15957980206875,15.0
2023-01-31,1,2.8117276129374997,10.0
2023-02-01,5,0.12313052500624977,15.0
2023-02-02,1,1.523496227725,15.0
2023-02-03,0,0.33496184177499977,3.0
2023-02-04,0,-0.38551443322656276,0.0
2023-02-05,0,0.011398622068750086,2.0
2023-02-06,3,6.1650340025000006,5.0
2023-02-07,6,2.4118699964687496,21.0
2023-02-08,0,5.407466171471875,50.0
2023-02-09,2,2.3990966172875,15.0
2023-02-10,7,3.6156498632375005,8.0
2023-02-11,0,-2.7295960594796873,1.0
2023-02-12,0,-2.0868681044812494,8.0
2023-02-13,0,5.721197641251562,25.0
2023-02-14,0,0.9752873006578118,43.0
2023-02-15,1,-0.6490150914578123,22.0
2023-02-16,0,3.0621392697109373,26.0
2023-02-17,3,4.41095311479375,20.0
2023-02-18,4,-1.3242865205062504,9.0
2023-02-19,2,-2.105632646895312,7.0
2023-02-20,2,1.8738392205171879,31.0
2023-02-21,3,-0.6822665873593754,15.0
2023-02-22,5,10.783723630307811,41.0
2023-02-23,0,-3.2867799927125008,33.0
2023-02-24,0,0.9741994484562504,12.0
2023-02-25,1,2.9347081189765625,19.0
2023-02-26,0,-1.5828501636609378,6.0
2023-02-27,0,7.492374989784375,33.0
2023-02-28,3,-1.5986655240468748,84.0
2023-03-01,0,-1.2018683539640622,30.0
2023-03-02,3,0.4728323743296874,25.0
2023-03-03,0,1.4326634406906247,19.0
2023-03-04,0,0.3034119552203123,2.0
2023-03-05,0,-0.4822218597765626,4.0
2023-03-06,0,1.9004837783203126,22.0
2023-03-07,1,1.478402725876562,53.0
2023-03-08,4,1.3364910986234373,33.0
2023-03-09,1,1.35609632176875,19.0
2023-03-10,0,0.3075218569859375,27.0
2023-03-11,0,-0.4391406367624999,8.0
2023-03-12,0,-0.05945178447968735,13.0
2023-03-13,2,2.09659379801875,32.0
2023-03-14,1,-0.4219137222796876,22.0
2023-03-15,4,4.010802201254688,32.0
2023-03-16,2,0.9548033137546872,12.0
2023-03-17,1,1.2157164500046875,10.0
2023-03-18,0,-0.7565650594796873,0.0
2023-03-19,0,-1.1558761544812497,4.0
2023-03-20,7,6.337798436251562,3.0
2023-03-21,1,2.434276600220312,17.0
2023-03-22,1,1.4144208372859377,18.0
2023-03-23,0,1.6090983441890625,16.0
2023-03-24,0,0.6056625997890626,18.0
2023-03-25,1,-1.0741919137453122,3.0
2023-03-26,4,-0.38184424396406214,2.0
2023-03-27,0,0.8742803580171876,20.0
2023-03-28,0,-0.30291533610937527,12.0
2023-03-29,1,1.9577567285421873,40.0
2023-03-30,0,3.529021634273437,44.0
2023-03-31,1,3.81746154625625,27.0
2023-04-01,0,-2.7473049394781253,1.0
2023-04-02,0,-1.1998537052140619,2.0
2023-04-03,2,0.2623712100015627,17.0
2023-04-04,1,6.176287041985938,19.0
2023-04-05,1,0.40035882301874937,22.0
2023-04-06,0,6.009814892720312,21.0
2023-04-07,0,7.594460033973437,7.0
2023-04-08,0,-4.792535116757813,4.0
2023-04-09,0,-1.064310591896874,9.0
2023-04-10,2,-0.5468840612499997,21.0
2023-04-11,1,0.697030279484375,24.0
2023-04-12,6,4.540738098157812,25.0
2023-04-13,0,2.339875779573437,6.0
2023-04-14,1,0.3048232649265623,14.0
2023-04-15,0,1.801362697215625,4.0
2023-04-16,1,-2.3045711818109376,7.0
2023-04-17,1,2.9409702844843757,16.0
2023-04-18,5,0.08585139750156245,15.0
2023-04-19,0,0.4547044482359377,9.0
2023-04-20,1,-0.4539370833093752,31.0
2023-04-21,2,2.899470665525,3.0
2023-04-22,1,-1.8145823114609378,3.0
2023-04-23,1,-0.8166460567609374,3.0
2023-04-24,3,1.48567252706875,9.0
2023-04-25,1,2.0616466104374997,18.0
2023-04-26,0,4.6238365035375,17.0
2023-04-27,1,4.594999016253125,26.0
2023-04-28,0,2.89230236176875,8.0
2023-04-29,1,-2.149018280295312,3.0
2023-04-30,0,-0.7775311279312496,3.0
2023-05-01,1,-0.3292161349999998,26.0
2023-05-02,0,3.85817282021875,24.0
2023-05-03,0,6.7655093432374995,19.0
2023-05-04,1,1.2372206184578123,26.0
2023-05-05,0,-2.14204475175625,15.0
2023-05-06,0,3.1763849205265626,11.0
2023-05-07,3,-1.5521790824125001,5.0
2023-05-08,1,2.4823835337515625,54.0
2023-05-09,0,2.8749619887515623,35.0
2023-05-10,4,-0.5900195233109375,31.0
2023-05-11,1,3.1193615016953125,19.0
2023-05-12,0,2.465133860826562,8.0
2023-05-13,0,-1.6655545141796875,1.0
2023-05-14,0,-1.5564739708109372,1.0
2023-05-15,0,2.0612198095703125,26.0
2023-05-16,3,7.472647875954687,13.0
2023-05-17,0,1.508200153240625,20.0
2023-05-18,0,1.0359185690546875,34.0
2023-05-19,2,1.3943948584562502,36.0
2023-05-20,0,-2.5343811737421875,5.0
2023-05-21,2,-0.27993112042968704,7.0
2023-05-22,2,2.8727657530171875,46.0
2023-05-23,0,1.080819073453125,23.0
2023-05-24,1,-0.8699315093390627,18.0
2023-05-25,0,5.736250652076563,32.0
2023-05-26,0,6.218876721773437,21.0
2023-05-27,0,-1.8749898824937499,2.0
2023-05-28,0,-1.257237626681249,4.0
2023-05-29,2,-0.5179061492656245,8.0
2023-05-30,2,2.7492527859546874,22.0
2023-05-31,1,4.003805635521875,18.0
2023-06-01,0,0.2220413647859374,13.0
2023-06-02,0,1.820219630657813,5.0
2023-06-03,2,-0.3615400035203127,9.0
2023-06-04,1,0.24540171112343745,1.0
2023-06-05,5,0.49806673301875026,28.0
2023-06-06,4,1.5762148500015627,25.0
2023-06-07,1,3.3111174897046873,20.0
2023-06-08,0,-0.373354724775,11.0
2023-06-09,1,-0.69478694969375,10.0
2023-06-10,0,-0.17616137926093756,3.0
2023-06-11,1,2.0154633910374997,7.0
2023-06-12,2,4.539896355003124,9.0
2023-06-13,2,1.4937006062531246,21.0
2023-06-14,3,-0.2945278205124997,16.0
2023-06-15,0,6.291463016473438,48.0
2023-06-16,1,-0.3200443859453128,20.0
2023-06-17,2,-0.3298149044812497,4.0
2023-06-18,2,1.1837768737515628,4.0
2023-06-19,0,1.0626788439703125,21.0
2023-06-20,8,3.0493491397078123,33.0
2023-06-21,0,3.467845456040625,13.0
2023-06-22,0,0.008984136037499812,27.0
2023-06-23,0,4.705237643159375,11.0
2023-06-24,1,-2.3260278411593753,5.0
2023-06-25,7,0.19770566802031309,45.0
2023-06-26,9,0.33161788948750015,17.0
2023-06-27,0,2.437349816254687,17.0
2023-06-28,0,-0.08092430352656255,29.0
2023-06-29,0,0.3679395244921875,16.0
2023-06-30,0,1.52712209155625,8.0
2023-07-01,0,-1.6664967558078128,4.0
2023-07-02,0,-0.8286428818953124,8.0
2023-07-03,1,2.5053596557359374,24.0
2023-07-04,2,-0.2612390799968751,30.0
2023-07-05,1,1.120689283971875,8.0
2023-07-06,3,5.9226557785375,34.0
2023-07-07,1,4.394220418753124,26.0
2023-07-08,1,4.841879773237499,1.0
2023-07-09,0,-2.772138077198437,4.0
2023-07-10,1,3.0227693162500007,16.0
2023-07-11,4,5.316671600953125,25.0
2023-07-12,1,-0.7713492914640625,11.0
2023-07-13,1,5.343571699485938,26.0
2023-07-14,0,0.12121558992499981,25.0
2023-07-15,0,-0.06956121248906211,1.0
2023-07-16,1,-2.511708713004688,8.0
2023-07-17,3,1.630961958621875,24.0
2023-07-18,0,2.2086202254390623,16.0
2023-07-19,1,2.807581978460937,17.0
2023-07-20,0,0.4112601538406251,13.0
2023-07-21,0,2.9030768436765624,15.0
2023-07-22,1,-0.5913567441750001,5.0
2023-07-23,0,-0.7949998907281248,6.0
2023-07-24,2,2.732665739051563,47.0
2023-07-25,0,0.046163192203124925,37.0
2023-07-26,0,2.4226876869890623,14.0
2023-07-27,0,4.945403629490625,15.0
2023-07-28,0,0.9137344397890619,10.0
2023-07-29,0,0.4464647664734378,0.0
2023-07-30,0,-0.1683417234453124,5.0
2023-07-31,0,4.28154713676875,22.0
2023-08-01,1,2.2346799722046873,47.0
2023-08-02,0,0.18674928103749977,30.0
2023-08-03,0,2.7320161902218754,28.0
2023-08-04,0,2.275942147209375,17.0
2023-08-05,0,0.15534169405781206,2.0
2023-08-06,0,-2.2711522757281246,12.0
2023-08-07,0,-0.20512487822968728,24.0
2023-08-08,0,0.8850301666906248,38.0
2023-08-09,2,1.6917510530249997,63.0
2023-08-10,1,4.414601352289062,32.0
2023-08-11,0,1.4410747202234373,23.0
2023-08-12,0,-2.3227177212421877,0.0
2023-08-13,1,-1.0957560789609373,3.0
2023-08-14,0,0.32559501155156256,18.0
2023-08-15,0,6.237394648234375,30.0
2023-08-16,0,1.4342251569859368,25.0
2023-08-17,8,-0.2761640692624998,25.0
2023-08-18,0,0.3114978647078126,9.0
2023-08-19,1,0.49613490354062484,1.0
2023-08-20,3,-0.37530626543125,1.0
2023-08-21,5,3.9898706887500004,16.0
2023-08-22,6,-0.10546658301562495,33.0
2023-08-23,5,1.4286232494078124,20.0
2023-08-24,1,3.249829967807812,24.0
2023-08-25,0,2.6649038910375,15.0
2023-08-26,1,-0.5525419199968749,5.0
2023-08-27,3,-0.7967098462468747,5.0
2023-08-28,7,-0.2818648869812499,28.0
2023-08-29,2,2.9258621179390625,22.0
2023-08-30,0,3.1336271165546874,57.0
2023-08-31,1,0.6349093419875,10.0
2023-09-01,2,4.005635332723438,12.0
2023-09-02,1,-0.811366309992188,0.0
2023-09-03,0,-1.870102135945312,4.0
2023-09-04,0,2.00878698301875,7.0
2023-09-05,4,-0.5708292874984378,20.0
2023-09-06,3,4.8846342634546875,31.0
2023-09-07,3,1.5267852669906246,23.0
2023-09-08,1,-2.2858400839609376,19.0
2023-09-09,0,-0.08024833779218743,5.0
2023-09-10,0,-0.9917917504281251,12.0
2023-09-11,3,2.4487089897843752,74.0
2023-09-12,1,2.7153464009531247,31.0
2023-09-13,1,4.1813434510359375,17.0
2023-09-14,1,4.387106941173437,21.0
2023-09-15,1,2.7432242910406246,13.0
2023-09-16,7,-0.21510167668124947,2.0
2023-09-17,4,-0.3920753042656244,2.0
2023-09-18,9,1.104962315517188,13.0
2023-09-19,8,4.999338829703125,24.0
2023-09-20,0,-0.21377578676093778,30.0
2023-09-21,9,2.595034205225,40.0
2023-09-22,6,1.2123482732437498,45.0
2023-09-23,10,-1.5675759894734376,10.0
2023-09-24,2,-1.58291701469375,5.0
2023-09-25,20,5.074685218020313,21.0
2023-09-26,4,2.5539082694874997,33.0
2023-09-27,1,-1.6142068908078127,14.0
2023-09-28,3,-0.5423441116765624,12.0
2023-09-29,0,4.8372812189734375,9.0
2023-09-30,3,3.505984793023437,10.0
2023-10-01,6,-1.8881592946968748,5.0
2023-10-02,6,0.39938588176718803,28.0
2023-10-03,8,-0.5460227818437502,21.0
2023-10-04,0,-0.19191869947500018,37.0
2023-10-05,4,-0.9849202316796875,47.0
2023-10-06,1,4.442565802501562,20.0
2023-10-07,0,-0.9049712188265628,5.0
2023-10-08,1,1.862837471259375,9.0
2023-10-09,1,-1.4907928561625001,33.0
2023-10-10,1,10.337112516985938,32.0
2023-10-11,0,-1.729264566981251,15.0
2023-10-12,3,6.948927807501564,26.0
2023-10-13,6,0.21468860551718771,16.0
2023-10-14,0,0.126029054921875,9.0
2023-10-15,1,-2.4034133541796874,9.0
2023-10-16,1,1.7087939489703128,8.0
2023-10-17,0,0.19752577405156257,8.0
2023-10-18,1,3.4235453055781244,20.0
2023-10-19,2,-2.422570642842188,21.0
2023-10-20,1,0.91978354014375,31.0
2023-10-21,0,0.690384842592187,1.0
2023-10-22,2,-1.2420593907281252,18.0
2023-10-23,0,1.3782149640515626,5.0
2023-10-24,2,6.998725989703125,15.0
2023-10-25,0,3.0829444580203123,7.0
2023-10-26,1,2.02844736470625,7.0
2023-10-27,0,-2.838718338664062,13.0
2023-10-28,0,1.6675915189687505,1.0
2023-10-29,0,-0.7817189849968751,6.0
2023-10-30,3,3.7545377260343753,30.0
2023-10-31,0,-0.25519804853125017,19.0
2023-11-01,5,2.310683984409375,21.0
2023-11-02,0,-0.13553722520625033,41.0
2023-11-03,0,2.399740599275,65.0
2023-11-04,0,-2.0249959999140623,23.0
2023-11-05,1,0.05791776345312516,5.0
2023-11-06,1,2.0648189497859377,68.0
2023-11-07,1,-1.4490954945609378,37.0
2023-11-08,1,3.2845576803046876,15.0
2023-11-09,3,2.3596258089718747,26.0
2023-11-10,1,0.06787606853749995,10.0
2023-11-11,0,2.538884693971875,16.0
2023-11-12,0,-1.9517835141812498,6.0
2023-11-13,10,1.1087204619843753,16.0
2023-11-14,1,3.808456986470312,34.0
2023-11-15,0,-1.1397932846984378,23.0
2023-11-16,1,2.7512213129375,9.0
2023-11-17,2,2.0682964825062498,28.0
2023-11-18,1,-0.10166918146249992,6.0
2023-11-19,0,0.4160008314718753,14.0
2023-11-20,13,0.5529772370687502,16.0
2023-11-21,8,5.6416483352187505,24.0
2023-11-22,0,3.1531628659562494,12.0
2023-11-23,1,-2.046511827929687,34.0
2023-11-24,21,2.314253399704688,16.0
2023-11-25,0,-2.20489479249375,3.0
2023-11-26,6,-0.09908010896249975,5.0
2023-11-27,2,1.9837151550031251,15.0
2023-11-28,0,8.473323398753125,7.0
2023-11-29,0,-2.7687093488250003,42.0
2023-11-30,1,3.1289125830265627,73.0
2023-12-01,0,1.4765859588375,17.0
2023-12-02,0,2.6243431072046874,8.0
2023-12-03,0,-2.6979985141812497,7.0
2023-12-04,0,2.7009100869843756,46.0
2023-12-05,1,1.9191815864703123,18.0
2023-12-06,2,3.725427506395312,38.0
2023-12-07,2,1.0537780821562501,28.0
2023-12-08,0,3.4861495954390627,18.0
2023-12-09,1,-1.0827413019765624,6.0
2023-12-10,0,-2.0546966867593746,11.0
2023-12-11,1,-1.1428411111640622,52.0
2023-12-12,2,1.2421228629374998,19.0
2023-12-13,4,3.8166458875062497,35.0
2023-12-14,2,5.8654512764749995,12.0
2023-12-15,0,-1.3493127139593755,16.0
2023-12-16,0,-1.0053335010249995,6.0
2023-12-17,0,-1.359506912928125,8.0
2023-12-18,0,1.2323701985343751,18.0
2023-12-19,0,1.86809414,20.0
2023-12-20,1,0.47761029771874997,15.0
2023-12-21,3,0.6315094247062498,9.0
2023-12-22,8,5.675048789710937,9.0
2023-12-23,3,-0.7683060131437509,0.0
2023-12-24,2,-1.7130910182312495,4.0
2023-12-25,0,0.11239395176718792,2.0
2023-12-26,0,-0.89476497978125,9.0
2023-12-27,1,2.4473600007375,11.0
2023-12-28,5,-0.29232475822968773,12.0
2023-12-29,3,1.106654598753125,0.0
2023-12-30,0,0.9105613586749997,2.0
2023-12-31,1,-1.1401056886609378,2.0
2024-01-01,1,0.4955526497843752,6.0
2024-01-02,8,3.385235445734375,42.0
2024-01-03,6,-1.5385015969828126,16.0
2024-01-04,0,1.3479103509531252,23.0
2024-01-05,12,1.9807342710359375,24.0
2024-01-06,2,-0.38362164426406253,11.0
2024-01-07,0,-0.9350821224968748,1.0
2024-01-08,4,2.4969274497843754,25.0
2024-01-09,3,0.7688661882343748,47.0
2024-01-10,1,1.8320247447046873,56.0
2024-01-11,4,2.51968896206875,12.0
2024-01-12,9,1.13360638271875,8.0
2024-01-13,0,2.2382599994875,2.0
2024-01-14,2,-2.0593975439640624,4.0
2024-01-15,2,0.0346722905171879,3.0
2024-01-16,15,4.067244214703125,31.0
2024-01-17,4,-0.07730969447968761,22.0
2024-01-18,15,5.4761503407375,32.0
2024-01-19,1,2.098085121989062,7.0
2024-01-20,2,-1.762325648228125,24.0
2024-01-21,3,-1.5979642192609373,4.0
2024-01-22,15,2.06722676081875,17.0
2024-01-23,0,-0.525579060515625,25.0
2024-01-24,6,11.902388667939062,38.0
2024-01-25,4,-2.561995978445313,140.0
2024-01-26,3,1.5986414249250007,14.0
2024-01-27,2,0.4937519997921873,2.0
2024-01-28,12,2.8555308795703125,12.0
2024-01-29,5,5.3865756530171875,36.0
2024-01-30,3,4.307170863453125,56.0
2024-01-31,3,2.873498259785938,36.0
2024-02-01,1,-0.05699197868593764,20.0
2024-02-02,2,3.7650892619421876,11.0
2024-02-03,1,-0.7595118272781249,12.0
2024-02-04,7,-1.7748965719781244,21.0
2024-02-05,2,4.141769336473438,25.0
2024-02-06,8,7.006926472210937,12.0
2024-02-07,1,-0.4795346562375009,38.0
2024-02-08,0,2.8050772942781252,34.0
2024-02-09,0,0.5531704865578124,16.0
2024-02-10,0,-2.8935698540406247,5.0
2024-02-11,0,-0.5362089916765622,9.0
2024-02-12,0,7.698964776035938,21.0
2024-02-13,0,3.4644885986734373,27.0
2024-02-14,5,5.320837082946874,31.0
2024-02-15,1,-0.4168705918906248,15.0
2024-02-16,0,-1.1781057985249994,23.0
2024-02-17,0,-0.2724079589593744,8.0
2024-02-18,0,-1.9003229391812497,6.0
2024-02-19,2,0.8934095319843753,15.0
2024-02-20,1,3.583091457126562,39.0
