,containerd/containerd,moby/moby,canonical/lxd
2016-01-05,4.0,48.0,0
2016-01-06,-0.5999999999999996,20.599999999999998,6
2016-01-07,-0.8799999999999999,18.46,15
2016-01-08,-0.376,31.269000000000005,19
2016-01-09,-0.2304000000000002,0.019700000000000273,4
2016-01-10,-0.1614080000000001,-1.495259499999996,5
2016-01-11,0.8781952,6.810784850000003,1
2016-01-12,1.5035545600000002,32.4529321725,5
2016-01-13,-0.9989934079999998,25.680216688999998,13
2016-01-14,-0.3703483392,40.653999370528126,13
2016-01-15,-0.18239815680000004,0.14159030182031174,7
2016-01-16,1.8868479999999999,-12.353571414665623,0
2016-01-17,-0.8828671999999999,-12.428536960268747,3
2016-01-18,-0.30429696,11.10603475739375,2
2016-01-19,-0.17989683199999998,26.066125586195312,13
2016-01-20,0.8736904191999999,29.147139585374997,0
2016-01-21,4.5144996864,25.483117522056247,2
2016-01-22,7.8340736,10.492754764542184,8
2016-01-23,-3.700741119999999,0.35506457138281533,0
2016-01-24,-0.991911424,12.176110621610938,2
2016-01-25,4.5764516864,15.545361417892188,9
2016-01-26,-1.1727232,53.14838138197344,25
2016-01-27,2.94169344,29.796178465751566,6
2016-01-28,-3.0321925119999995,-13.235293734579685,1
2016-01-29,-0.3027975168000001,11.24148285080938,3
2016-01-30,-1.239793664,0.9970567767796865,2
2016-01-31,-0.6871910400000002,-10.429088149490624,1
2016-02-01,-0.39786362880000004,27.442824222676563,1
2016-02-02,1.7031104512,31.097127274234374,5
2016-02-03,5.971094835200001,30.857689653693747,5
2016-02-04,-2.1643380735999993,10.336774707035932,9
2016-02-05,-1.4503613439999998,8.220482173003127,3
2016-02-06,-0.6663557120000001,-13.981961614171873,0
2016-02-07,-0.4279021568000004,-8.846642562292185,0
2016-02-08,-0.2971904000000002,10.080781324020315,1
2016-02-09,-0.22743552000000003,21.5002625122625,13
2016-02-10,-0.18186854399999997,18.77782169814062,16
2016-02-11,9.8499431424,34.91197314750156,19
2016-02-12,1.8952571904000006,15.853448721353125,5
2016-02-13,-3.6127981567999994,-16.393677271845313,1
2016-02-14,-1.3599999999999999,-10.210008489557811,1
2016-02-15,-0.8000000000000005,0.3280503103093757,4
2016-02-16,2.4508799999999997,19.448834241023437,2
2016-02-17,0.3906560000000001,26.225727185312497,20
2016-02-18,-1.4814847999999998,22.184364751521873,15
2016-02-19,2.30621952,9.096816907024998,9
2016-02-20,-1.6717158399999998,-4.664025455712498,1
2016-02-21,0.3901550591999998,-6.1626235436546875,6
2016-02-22,0.2792064000000001,4.84433384332344,3
2016-02-23,3.25416192,20.162915894410936,11
2016-02-24,-1.9560642559999997,16.380012398967185,30
2016-02-25,9.2768045056,21.52870066010625,11
2016-02-26,5.591740006400001,2.7007510457968706,17
2016-02-27,-5.464782335999999,0.4829521844859386,8
2016-02-28,-2.0395362304,-2.5960544229531237,0
2016-02-29,6.818620928,41.29836473988125,10
2016-03-01,0.9830438912000004,35.07727262265156,7
2016-03-02,-3.5625730048,16.814736950521873,16
2016-03-03,-1.5765302272000001,16.176115005781252,4
2016-03-04,-0.9880627200000003,5.693555130189061,1
2016-03-05,-0.7271546880000004,-13.029915226690626,0
2016-03-06,-0.4614471680000001,-6.310580784371874,0
2016-03-07,2.73821952,5.703715709368751,19
2016-03-08,-0.4130984959999997,15.557363645124997,15
2016-03-09,1.0618361856000003,12.239064152501559,10
2016-03-10,-1.1759907839999997,11.675056439290621,19
2016-03-11,6.5712,27.617860981098435,12
2016-03-12,-1.0594559999999995,-4.249257173014065,1
2016-03-13,-1.8220416,-5.848045097359373,0
2016-03-14,2.17402112,21.322961759278126,0
2016-03-15,2.2710359039999997,25.88902471037031,28
2016-03-16,0.6568446976000004,20.261993606853125,5
2016-03-17,7.8642440192,21.745329011292185,8
2016-03-18,-0.9409166335999988,11.994620418792188,4
2016-03-19,-1.3910871039999995,-7.502004508207811,2
2016-03-20,-2.3533961216,-2.970009414760936,3
2016-03-21,8.8255832064,26.045163305400003,8
2016-03-22,6.218241024000001,21.51401350065312,6
2016-03-23,1.813231001600002,17.862117014892185,17
2016-03-24,-2.592122163199999,17.118984928079687,3
2016-03-25,6.4106397695999995,28.726709993515627,7
2016-03-26,-4.854465535999999,-16.13591353830781,4
2016-03-27,-2.7654080512000005,-1.240501057867185,1
2016-03-28,6.4136868864,30.957773461053122,8
2016-03-29,1.69280512,23.095061966612498,3
2016-03-30,-0.21166847999999927,11.631116562778125,2
2016-03-31,3.5912788992000007,23.313336353078128,15
2016-04-01,-1.3513211904000002,-14.324808156189064,7
2016-04-02,-1.9935381504,-13.737311483626563,6
2016-04-03,-1.8809548800000004,-7.882159525029687,5
2016-04-04,3.9794501631999997,6.935892587953125,8
2016-04-05,1.2782141440000006,3.6587701945531226,7
2016-04-06,4.2409998336,49.63074588631875,8
2016-04-07,2.0351526912000004,5.257376037209372,9
2016-04-08,-3.9393574911999996,23.141441932398436,12
2016-04-09,-1.6375847936000003,2.033427850617187,3
2016-04-10,-0.9633741824000005,-2.5658873353437475,3
2016-04-11,0.34423224319999957,4.046562961251565,3
2016-04-12,-0.8897151999999999,10.319295208814063,0
2016-04-13,1.489013248,12.778904861785938,5
2016-04-14,1.8684940288000003,22.235110577549996,4
2016-04-15,0.3378786304000003,26.345057504825,0
2016-04-16,-1.3947409407999998,-10.012631062910941,0
2016-04-17,2.4618368,-11.736133156906249,0
2016-04-18,4.46892544,15.883033235925001,4
2016-04-19,-1.994138112,14.516063962223436,2
2016-04-20,0.5096671232000001,7.5207353394312495,0
2016-04-21,3.439850496,11.239344331721874,1
2016-04-22,6.248739430400001,4.487104566868748,4
2016-04-23,-4.6869074944,-3.9227610540671876,0
2016-04-24,-1.7316391936000002,-5.266951194164061,13
2016-04-25,-1.0225576960000002,25.788279750175,2
2016-04-26,15.2822142976,5.506172854909373,6
2016-04-27,-5.913069772799998,4.022097894740625,6
2016-04-28,0.3383688192000003,9.240559592620311,8
2016-04-29,0.3892900864000004,12.519950025987498,4
2016-04-30,-2.4899921920000003,-4.871117363117188,0
2016-05-01,-1.1880154112000003,-2.539076747314061,6
2016-05-02,3.2858368,14.418499266342188,1
2016-05-03,-2.1315481599999995,7.740624409318748,2
2016-05-04,1.100392448,13.498153528003126,5
2016-05-05,-1.3999275007999996,6.731764505326563,2
2016-05-06,2.4802230272,14.5111755829625,1
2016-05-07,-1.5316696063999997,4.48589691796875,2
2016-05-08,-0.5734472704000001,-6.815021906712499,0
2016-05-09,7.67461376,11.565540619793751,6
2016-05-10,-3.431349247999999,1.780207091024998,3
2016-05-11,-1.1377897472,10.143504962829688,6
2016-05-12,0.388798976,22.582689733184374,0
2016-05-13,1.1864920063999997,-3.060292928634375,0
2016-05-14,-1.2050831359999998,5.629350522670315,2
2016-05-15,-0.5261000704000001,-5.319302902084374,0
2016-05-16,-0.31656448000000004,7.252509176731251,0
2016-05-17,0.765602304,1.820883392789062,5
2016-05-18,4.4147475456,8.656194883639063,1
2016-05-19,-1.1842969599999997,6.271044538909374,3
2016-05-20,-1.1158968319999998,8.132126160310936,1
2016-05-21,-0.5247095808,3.4967975696296882,0
2016-05-22,-0.32754831360000025,2.6449506292062495,0
2016-05-23,0.7856767999999998,13.450609846946875,1
2016-05-24,-0.56313856,31.790676111617188,0
2016-05-25,1.750028288,37.511678979584374,6
2016-05-26,1.0290527232000002,0.9423538806718739,5
2016-05-27,-0.1607464959999998,13.97525452054063,4
2016-05-28,-0.8107501568,-11.78463967975781,0
2016-05-29,-0.3541632000000001,-3.539431466660936,0
2016-05-30,-0.2254745600000001,-0.4048034801984368,0
2016-05-31,0.8374138879999999,21.455812217360936,10
2016-06-01,-0.5254176768,12.770069099204683,17
2016-06-02,-0.21001574399999998,20.022516028362496,13
2016-06-03,0.8617217024,31.367171055554685,11
2016-06-04,-0.48235202559999996,-4.620445333570313,0
2016-06-05,-0.16275015680000002,15.489512806690628,13
2016-06-06,0.9130368,33.59522678449531,3
2016-06-07,0.5400294400000001,26.916969493246874,4
2016-06-08,-0.5651077119999999,14.39605394918594,3
