,sindresorhus/type-fest,definitelytyped/definitelytyped,microsoft/TypeScript
2021-03-18,0,5,1.4394048879765633
2021-03-19,1,11,4.4069009228625005
2021-03-20,1,21,2.1331774682765627
2021-03-21,1,3,0.26671704827343745
2021-03-22,2,17,4.490168379892188
2021-03-23,2,13,0.17848551875000007
2021-03-24,0,22,1.4297631599218754
2021-03-25,0,39,5.413495532320312
2021-03-26,0,16,6.04797960521875
2021-03-27,0,6,0.7606713785999999
2021-03-28,0,2,1.1089552895234376
2021-03-29,0,11,3.250896135626563
2021-03-30,0,23,8.118003861135938
2021-03-31,0,16,1.5561357068046875
2021-04-01,0,13,0.9212097564328126
2021-04-02,0,22,1.1154290180843756
2021-04-03,0,7,0.20818777617500106
2021-04-04,0,3,0.3931977137171885
2021-04-05,0,11,12.509557521396875
2021-04-06,0,15,5.358541239115625
2021-04-07,0,21,7.454288658965625
2021-04-08,0,24,0.22491472062968687
2021-04-09,0,13,1.8310881613609382
2021-04-10,0,7,-0.06084528985312421
2021-04-11,0,4,-0.7993456268374985
2021-04-12,0,12,2.428804945698439
2021-04-13,2,6,7.248378092010938
2021-04-14,0,16,1.6936566846734378
2021-04-15,0,10,2.0318030351078127
2021-04-16,0,8,1.1338430998953126
2021-04-17,0,9,1.3092534096312507
2021-04-18,1,5,0.35932759187656305
2021-04-19,0,9,6.495686208714063
2021-04-20,0,16,4.9513842034531255
