,ruby/ruby,python/cpython,php/php-src
2000-11-06,0,7,20
2000-11-07,1,4,8
2000-11-08,1,6,12
2000-11-09,1,2,14
2000-11-10,3,2,10
2000-11-11,1,1,9
2000-11-12,0,0,6
2000-11-13,2,8,21
2000-11-14,1,5,14
2000-11-15,0,0,12
2000-11-16,3,1,6
2000-11-17,3,5,14
2000-11-18,1,2,10
2000-11-19,0,2,9
2000-11-20,4,0,14
2000-11-21,2,3,13
2000-11-22,0,7,27
2000-11-23,0,0,21
2000-11-24,0,0,7
2000-11-25,0,0,3
2000-11-26,0,2,5
2000-11-27,1,5,10
2000-11-28,0,6,9
2000-11-29,0,9,11
2000-11-30,0,10,6
2000-12-01,0,4,15
2000-12-02,0,0,9
2000-12-03,0,10,10
2000-12-04,1,5,18
2000-12-05,2,0,13
2000-12-06,2,7,13
2000-12-07,1,6,23
2000-12-08,1,1,12
2000-12-09,0,1,4
2000-12-10,0,2,14
2000-12-11,0,11,9
2000-12-12,1,33,8
2000-12-13,2,17,16
2000-12-14,1,12,12
2000-12-15,0,25,11
2000-12-16,0,3,6
2000-12-17,0,1,8
2000-12-18,2,3,26
2000-12-19,0,27,8
2000-12-20,0,6,8
2000-12-21,1,5,4
2000-12-22,4,10,12
2000-12-23,0,7,4
2000-12-24,3,0,15
2000-12-25,3,1,1
2000-12-26,2,5,5
2000-12-27,1,5,4
2000-12-28,1,2,10
2000-12-29,3,3,0
2000-12-30,0,1,2
2000-12-31,0,4,0
2001-01-01,0,5,1
2001-01-02,0,10,6
2001-01-03,0,14,19
2001-01-04,0,27,10
2001-01-05,1,9,18
2001-01-06,0,2,5
2001-01-07,0,4,26
2001-01-08,0,12,25
2001-01-09,7,26,19
2001-01-10,9,17,11
2001-01-11,4,17,6
2001-01-12,0,13,12
2001-01-13,3,9,17
2001-01-14,1,21,16
2001-01-15,2,33,21
2001-01-16,1,23,7
2001-01-17,4,47,12
2001-01-18,3,33,12
2001-01-19,1,53,11
2001-01-20,1,14,7
2001-01-21,0,21,5
2001-01-22,1,42,14
2001-01-23,3,54,10
2001-01-24,2,48,7
2001-01-25,0,32,5
2001-01-26,1,23,10
2001-01-27,0,18,9
2001-01-28,0,17,5
2001-01-29,2,29,2
2001-01-30,0,8,9
2001-01-31,1,13,18
2001-02-01,0,24,18
2001-02-02,1,37,12
2001-02-03,0,8,6
2001-02-04,0,4,7
2001-02-05,0,8,18
2001-02-06,3,13,10
2001-02-07,2,3,7
2001-02-08,3,3,9
2001-02-09,2,69,8
2001-02-10,0,9,1
2001-02-11,2,6,3
2001-02-12,0,20,10
2001-02-13,4,4,8
2001-02-14,3,19,13
2001-02-15,3,11,10
2001-02-16,1,18,9
2001-02-17,2,20,3
2001-02-18,2,13,13
2001-02-19,3,33,9
2001-02-20,2,15,25
2001-02-21,0,15,19
2001-02-22,1,16,11
2001-02-23,0,17,7
2001-02-24,3,1,8
2001-02-25,2,0,3
2001-02-26,1,7,15
2001-02-27,2,48,10
2001-02-28,2,55,6
2001-03-01,0,48,15
2001-03-02,0,50,13
2001-03-03,0,7,10
2001-03-04,2,2,12
2001-03-05,3,3,5
2001-03-06,2,22,17
2001-03-07,1,3,10
2001-03-08,1,7,6
2001-03-09,1,1,4
2001-03-10,1,7,7
2001-03-11,0,6,8
2001-03-12,1,3,20
2001-03-13,6,6,23
2001-03-14,2,4,7
2001-03-15,0,9,4
2001-03-16,2,7,18
2001-03-17,0,4,7
2001-03-18,3,7,8
2001-03-19,1,5,6
2001-03-20,2,16,22
2001-03-21,5,25,19
2001-03-22,3,43,10
2001-03-23,0,55,15
2001-03-24,0,2,7
2001-03-25,0,1,1
2001-03-26,7,9,13
2001-03-27,1,8,9
2001-03-28,4,6,11
2001-03-29,0,9,8
2001-03-30,2,0,5
2001-03-31,0,5,2
2001-04-01,2,0,6
2001-04-02,5,2,9
2001-04-03,1,3,11
2001-04-04,0,7,13
2001-04-05,0,10,11
2001-04-06,0,8,9
2001-04-07,0,6,5
2001-04-08,0,6,7
2001-04-09,1,17,11
2001-04-10,0,39,7
2001-04-11,0,22,3
2001-04-12,0,38,1
2001-04-13,0,44,8
2001-04-14,1,12,9
2001-04-15,0,14,6
2001-04-16,0,19,11
2001-04-17,1,1,14
2001-04-18,0,23,7
2001-04-19,0,4,18
2001-04-20,0,6,8
2001-04-21,0,10,3
2001-04-22,1,2,9
2001-04-23,0,5,8
2001-04-24,1,1,6
2001-04-25,0,10,15
2001-04-26,1,2,12
2001-04-27,0,4,12
2001-04-28,0,2,13
2001-04-29,0,1,17
2001-04-30,8,1,30
2001-05-01,0,6,23
2001-05-02,4,12,30
2001-05-03,1,13,14
2001-05-04,0,4,20
2001-05-05,0,11,12
2001-05-06,2,1,35
2001-05-07,7,4,12
2001-05-08,1,11,18
2001-05-09,0,30,18
2001-05-10,3,25,16
2001-05-11,3,27,23
2001-05-12,1,7,25
2001-05-13,1,4,12
2001-05-14,0,13,19
2001-05-15,0,10,16
2001-05-16,10,1,14
2001-05-17,13,9,18
2001-05-18,0,8,16
2001-05-19,0,9,18
2001-05-20,0,2,24
2001-05-21,1,18,20
2001-05-22,1,37,16
2001-05-23,0,9,21
2001-05-24,8,3,13
2001-05-25,2,2,2
2001-05-26,3,4,1
2001-05-27,1,1,25
2001-05-28,3,2,20
2001-05-29,0,22,9
2001-05-30,4,3,13
2001-05-31,1,2,6
2001-06-01,6,1,18
2001-06-02,1,6,2
2001-06-03,1,5,10
2001-06-04,2,5,5
2001-06-05,5,5,12
2001-06-06,4,6,10
2001-06-07,2,8,7
2001-06-08,2,7,4
2001-06-09,2,3,3
2001-06-10,0,5,6
2001-06-11,1,8,15
2001-06-12,3,9,15
2001-06-13,1,11,7
2001-06-14,0,8,5
2001-06-15,0,3,6
2001-06-16,0,8,0
2001-06-17,0,4,0
2001-06-18,0,9,0
2001-06-19,6,19,16
2001-06-20,0,20,11
2001-06-21,0,6,15
2001-06-22,4,10,6
2001-06-23,2,24,6
2001-06-24,0,13,19
2001-06-25,1,8,3
2001-06-26,2,24,17
2001-06-27,2,13,5
2001-06-28,0,3,7
2001-06-29,0,9,5
2001-06-30,0,1,6
2001-07-01,0,2,5
2001-07-02,1,12,8
2001-07-03,8,3,7
2001-07-04,0,12,8
2001-07-05,3,13,11
2001-07-06,0,26,14
2001-07-07,0,1,5
2001-07-08,2,2,5
2001-07-09,2,6,15
2001-07-10,0,19,17
2001-07-11,3,12,27
2001-07-12,4,39,3
2001-07-13,13,25,20
2001-07-14,2,43,9
2001-07-15,0,5,21
2001-07-16,1,31,16
2001-07-17,2,42,13
2001-07-18,4,16,16
2001-07-19,3,32,15
2001-07-20,1,25,15
2001-07-21,0,10,17
2001-07-22,1,0,4
2001-07-23,0,20,13
2001-07-24,4,8,6
2001-07-25,2,7,7
2001-07-26,2,9,6
2001-07-27,1,5,10
2001-07-28,0,5,25
2001-07-29,0,14,12
2001-07-30,2,16,39
2001-07-31,3,22,25
2001-08-01,2,16,10
2001-08-02,0,16,21
2001-08-03,0,38,33
2001-08-04,0,10,30
2001-08-05,0,9,34
2001-08-06,5,14,21
2001-08-07,1,27,35
2001-08-08,0,38,21
2001-08-09,0,34,22
2001-08-10,0,38,24
2001-08-11,0,22,29
2001-08-12,2,18,13
2001-08-13,4,39,36
2001-08-14,5,21,48
2001-08-15,1,30,16
2001-08-16,5,38,21
2001-08-17,1,29,20
2001-08-18,0,17,16
2001-08-19,0,20,16
2001-08-20,3,25,17
2001-08-21,0,5,14
2001-08-22,0,8,14
2001-08-23,2,27,6
2001-08-24,2,26,12
2001-08-25,0,3,10
2001-08-26,0,0,16
2001-08-27,0,35,13
2001-08-28,0,21,15
2001-08-29,1,40,9
2001-08-30,0,46,12
2001-08-31,0,6,22
2001-09-01,3,11,4
2001-09-02,0,16,3
2001-09-03,5,6,22
2001-09-04,0,43,20
2001-09-05,5,41,18
2001-09-06,7,38,20
2001-09-07,2,14,20
2001-09-08,1,7,9
2001-09-09,0,6,14
2001-09-10,0,27,19
2001-09-11,0,37,14
2001-09-12,0,10,3
2001-09-13,0,11,3
2001-09-14,0,20,1
2001-09-15,0,5,5
2001-09-16,0,3,12
2001-09-17,0,18,17
2001-09-18,0,24,5
2001-09-19,1,13,20
2001-09-20,4,30,5
2001-09-21,0,12,8
2001-09-22,0,11,11
2001-09-23,0,9,7
2001-09-24,0,24,4
2001-09-25,1,25,13
2001-09-26,1,26,26
2001-09-27,0,17,13
2001-09-28,0,29,4
2001-09-29,0,12,7
2001-09-30,0,7,9
2001-10-01,1,24,4
2001-10-02,2,12,4
2001-10-03,2,13,3
2001-10-04,2,28,11
2001-10-05,4,24,15
2001-10-06,0,5,12
2001-10-07,0,13,9
2001-10-08,0,16,16
2001-10-09,4,31,9
2001-10-10,2,14,9
2001-10-11,0,15,9
2001-10-12,0,19,11
2001-10-13,0,22,9
2001-10-14,0,1,3
2001-10-15,2,27,12
2001-10-16,3,26,3
2001-10-17,2,26,8
2001-10-18,0,45,12
2001-10-19,1,22,10
2001-10-20,0,7,5
2001-10-21,1,11,9
2001-10-22,4,25,20
2001-10-23,0,21,14
2001-10-24,0,15,7
2001-10-25,0,14,2
2001-10-26,0,32,13
2001-10-27,0,21,15
2001-10-28,0,3,12
2001-10-29,2,24,18
2001-10-30,3,25,12
2001-10-31,2,16,10
2001-11-01,2,15,8
2001-11-02,1,25,10
2001-11-03,1,6,10
2001-11-04,0,7,12
2001-11-05,0,25,6
2001-11-06,1,14,9
2001-11-07,1,7,7
2001-11-08,4,3,15
2001-11-09,2,31,3
2001-11-10,0,5,15
2001-11-11,0,3,14
2001-11-12,0,4,8
2001-11-13,8,11,20
2001-11-14,1,8,8
2001-11-15,2,14,5
2001-11-16,0,9,7
2001-11-17,0,6,2
2001-11-18,2,7,12
2001-11-19,3,10,6
2001-11-20,1,2,3
2001-11-21,2,2,6
2001-11-22,1,0,7
2001-11-23,1,0,4
2001-11-24,0,9,11
2001-11-25,2,3,8
2001-11-26,2,6,8
2001-11-27,1,4,3
2001-11-28,1,39,2
2001-11-29,3,12,6
2001-11-30,2,13,10
2001-12-01,2,3,13
2001-12-02,2,15,21
2001-12-03,5,36,15
2001-12-04,1,29,18
2001-12-05,0,20,10
2001-12-06,1,33,30
2001-12-07,2,24,25
2001-12-08,0,9,5
2001-12-09,4,10,10
2001-12-10,7,16,22
2001-12-11,1,21,24
2001-12-12,0,18,18
2001-12-13,2,24,15
2001-12-14,0,25,12
2001-12-15,0,8,15
2001-12-16,0,4,25
2001-12-17,4,12,19
2001-12-18,4,16,11
2001-12-19,2,17,4
2001-12-20,3,11,7
2001-12-21,3,12,8
2001-12-22,2,3,15
2001-12-23,0,1,16
2001-12-24,3,0,5
2001-12-25,0,2,6
2001-12-26,1,6,19
2001-12-27,1,11,9
2001-12-28,1,7,7
2001-12-29,3,6,14
2001-12-30,1,2,15
2001-12-31,2,8,10
2002-01-01,0,9,5
2002-01-02,1,5,12
2002-01-03,1,6,10
2002-01-04,6,8,23
2002-01-05,3,10,16
2002-01-06,0,3,13
2002-01-07,5,3,9
2002-01-08,1,3,6
2002-01-09,1,2,11
2002-01-10,6,4,16
2002-01-11,6,7,6
2002-01-12,0,4,8
2002-01-13,0,3,9
2002-01-14,0,1,7
2002-01-15,0,7,2
2002-01-16,6,6,5
2002-01-17,1,9,10
2002-01-18,3,4,11
2002-01-19,2,5,9
2002-01-20,0,0,19
2002-01-21,3,7,9
2002-01-22,0,7,6
2002-01-23,3,12,11
2002-01-24,0,7,20
2002-01-25,3,3,15
2002-01-26,0,4,4
2002-01-27,0,4,12
2002-01-28,3,1,4
2002-01-29,5,5,2
2002-01-30,2,9,9
2002-01-31,3,3,10
2002-02-01,4,11,12
2002-02-02,0,1,15
2002-02-03,0,0,7
2002-02-04,3,8,10
2002-02-05,2,4,10
2002-02-06,3,4,11
2002-02-07,4,1,6
2002-02-08,2,10,6
2002-02-09,2,1,4
2002-02-10,1,2,14
2002-02-11,0,28,6
2002-02-12,0,5,9
2002-02-13,4,4,13
2002-02-14,3,5,8
2002-02-15,2,4,7
2002-02-16,2,10,1
2002-02-17,5,6,4
2002-02-18,4,3,4
2002-02-19,10,3,6
2002-02-20,4,2,8
2002-02-21,3,0,7
2002-02-22,7,4,4
2002-02-23,1,5,10
2002-02-24,2,4,6
2002-02-25,8,6,3
2002-02-26,5,6,7
2002-02-27,2,1,13
2002-02-28,4,11,18
2002-03-01,4,10,29
2002-03-02,0,6,28
2002-03-03,1,8,8
2002-03-04,4,3,35
