,seaweedfs/seaweedfs,minio/minio,ceph/ceph
2018-12-31,5.0,1.0,8.0
2019-01-01,2.0,-0.10000000000000009,17.0
2019-01-02,7.0,0.955,36.0
2019-01-03,-2.08,-0.12850000000000011,109.0
2019-01-04,1.0479999999999992,0.9343375,105.0
2019-01-05,1.9875199999999997,0.8553832499999999,5.0
2019-01-06,3.792448,-0.1788245125,5.0
2019-01-07,0.31379199999999985,0.8992895537500001,18.0
2019-01-08,-0.29734912000000024,1.828107174484375,38.0
2019-01-09,2.007204352,3.6987282012140623,38.0
2019-01-10,5.7860246528,2.4426529244843747,33.0
2019-01-11,-1.0777746431999997,0.40968293871406225,54.0
2019-01-12,-0.17037158400000063,-0.42710375926562505,15.0
2019-01-13,1.0640709631999998,-0.2765126780515621,3.0
2019-01-14,-1.0034368511999996,1.799228926214063,44.0
2019-01-15,1.4103127039999999,2.6465834944843754,49.0
2019-01-16,2.2117558272,7.482486948932813,52.0
2019-01-17,1.9527156736000002,1.9064859416156246,31.0
2019-01-18,5.8374504448,1.1397809545593747,57.0
2019-01-19,-2.0106574848,-0.6919858706234375,8.0
2019-01-20,-0.9165825024000006,4.576126872464063,17.0
2019-01-21,-0.5955103744000001,0.1904050700000004,13.0
2019-01-22,2.5681134592,4.42761093521875,13.0
2019-01-23,1.080406016,5.10652824838125,68.0
2019-01-24,-0.9018835968,1.8818393245171876,31.0
2019-01-25,1.4969417728,1.068170598165625,54.0
2019-01-26,3.2650779648000006,-0.7355724961390622,27.0
2019-01-27,-1.1910934527999997,-0.4654869488218742,23.0
2019-01-28,4.4716416,0.6595666761718759,35.0
2019-01-29,-1.35083776,5.624321618054688,42.0
2019-01-30,-0.6624885760000003,4.1604778673859375,39.0
2019-01-31,-0.44918507520000006,2.042490745476562,85.0
2019-02-01,-0.3085073408000001,3.1820520532375,33.0
2019-02-02,-0.22416230399999998,0.13807506636093758,18.0
2019-02-03,-0.18463354879999974,-0.5954727175718745,17.0
2019-02-04,-0.1345110015999999,0.6083629787500007,19.0
2019-02-05,-0.0719385599999997,3.5985591969843758,29.0
2019-02-06,1.9376532480000002,6.309107250620313,24.0
2019-02-07,-0.3999999999999999,0.8912194309562498,123.0
2019-02-08,-0.16000000000000014,0.2221015007734375,31.0
2019-02-09,2.904,3.4371697440796876,5.0
2019-02-10,1.3328000000000002,1.2325697643406255,1.0
2019-02-11,-0.6910720000000001,2.365217151214063,31.0
2019-02-12,-0.34485760000000026,6.297026814484375,61.0
2019-02-13,-0.2306534400000001,3.8585812466515623,82.0
2019-02-14,1.827416576,1.8577849937468751,57.0
2019-02-15,4.4627028992,1.0396086599671877,40.0
2019-02-16,2.74836224,0.23244742191250056,23.0
2019-02-17,-1.3730165760000002,-0.5999752845984367,8.0
2019-02-18,2.3066165248,-0.42271846242499905,28.0
2019-02-19,5.9639892992,0.6928561696312507,68.0
2019-02-20,2.0570624,4.659974732532813,63.0
2019-02-21,-1.7421414400000006,3.2726446034203125,119.0
2019-02-22,-0.9519242240000005,-0.7595486067265628,39.0
2019-02-23,-0.6683921408,1.6014106201109375,8.0
2019-02-24,-0.4943359999999998,1.5402047319125003,3.0
2019-02-25,5.6541968384,1.525205384964063,55.0
2019-02-26,0.5566346240000004,2.51162924125,25.0
2019-02-27,0.9141710848000002,3.3939901557343752,49.0
2019-02-28,1.0071636992000004,2.2338262973859377,54.0
2019-03-01,-0.9074774016,0.25434996025781254,59.0
2019-03-02,0.5235839999999996,-0.5253278276437497,11.0
2019-03-03,0.4631551999999999,0.6708517064687505,8.0
2019-03-04,4.45931008,0.6474377388968756,40.0
2019-03-05,-1.3401093119999996,3.6641237801468756,27.0
2019-03-06,2.3400974336,3.38101978338125,28.0
2019-03-07,-0.9867035647999999,1.2609245890796874,41.0
2019-03-08,-0.5076789248000001,1.3958267045593749,46.0
2019-03-09,0.6660257791999998,0.44930636687656267,14.0
2019-03-10,-0.434258432,-0.4267715612859371,27.0
2019-03-11,4.7319013376,-0.2811020592656245,42.0
2019-03-12,-1.1936943103999995,0.7829514994484381,52.0
2019-03-13,-0.5467269120000002,1.729733085401563,34.0
2019-03-14,1.691300864,5.61850317029375,29.0
2019-03-15,6.3741631488,-0.8065814411750004,81.0
2019-03-16,3.29539328,-0.39469052735312504,29.0
2019-03-17,-1.7725317120000004,1.7451922319125002,10.0
2019-03-18,7.0996970496,2.6222306349640627,21.0
2019-03-19,0.8017894400000003,2.47588177875,31.0
2019-03-20,8.310043647999999,3.3972722194843747,94.0
2019-03-21,-0.9285350400000003,2.2440773439328123,109.0
2019-03-22,-1.862206464000001,-0.7339285831656249,88.0
2019-03-23,3.8446257152,0.5639451097843754,9.0
2019-03-24,-1.8312624127999995,-0.3781736799999995,6.0
2019-03-25,2.0183930879999994,6.736641747718751,45.0
2019-03-26,4.738758144,1.0917179671312498,51.0
2019-03-27,0.03895726080000039,3.3265751808453126,36.0
2019-03-28,1.6331813888000002,0.19763235157968717,29.0
2019-03-29,-1.4044129279999997,-0.5570998616906245,162.0
2019-03-30,1.2762196991999997,-0.349432503857812,6.0
2019-03-31,4.1023590400000005,0.7549140994843757,4.0
2019-04-01,1.4524282880000001,0.7024917487140631,27.0
2019-04-02,0.6418109439999997,4.697069616390626,49.0
2019-04-03,-0.1660741631999998,1.2910346087171873,49.0
2019-04-04,0.12255631359999997,4.459672846615625,36.0
2019-04-05,10.2865605632,1.1875570268406246,63.0
2019-04-06,14.3547865088,-0.6229901150359374,4.0
2019-04-07,-1.587367424,-0.37866445874999966,7.0
2019-04-08,-1.7356510208000007,1.7209819282343757,62.0
2019-04-09,10.189071872,3.578331578198438,40.0
2019-04-10,-1.5796349951999997,2.3335286273859377,17.0
2019-04-11,7.776118067199999,-0.6799233949609376,37.0
2019-04-12,-0.40654858240000014,3.6228483373500002,54.0
2019-04-13,-2.4445108224000003,0.3384856112890626,21.0
2019-04-14,-1.5465949183999994,-0.44957623007187464,8.0
2019-04-15,1.9517135872000004,-0.28218569249999975,23.0
2019-04-16,12.7480659968,-0.21414744853124942,55.0
2019-04-17,-1.539871334399999,1.8265184541156256,46.0
2019-04-18,1.9270387711999994,6.668934850809375,27.0
2019-04-19,7.0476040192,0.1272666448921871,13.0
2019-04-20,1.0691353600000006,-0.5213669483125002,13.0
2019-04-21,9.764601548799998,-0.32898872315937494,2.0
2019-04-22,-2.67425536,1.7862301474640632,34.0
2019-04-23,-2.0775388160000015,2.6401962250000004,33.0
2019-04-24,7.6253713408,1.47956177,58.0
2019-04-25,1.1917435904000007,0.49804548771875,48.0
2019-04-26,-0.17657722880000026,1.5883054075687502,23.0
2019-04-27,-1.6697552896,0.5354187192328128,7.0
2019-04-28,-1.0477244416,-0.34289812753593724,35.0
2019-04-29,2.3003193344000006,3.78343057,45.0
2019-04-30,2.8827768832000005,0.43531651021875006,28.0
2019-05-01,-1.3375970304000002,1.5862519508812503,95.0
2019-05-02,0.2979461120000001,4.543132345110937,28.0
2019-05-03,6.303571558400001,1.2371345769125,13.0
2019-05-04,6.230339174400001,-0.6057586748171875,6.0
2019-05-05,-1.3963691008000003,-0.3689558180874998,4.0
2019-05-06,11.65790464,0.7415183499640632,47.0
2019-05-07,-2.435606016,3.7024002766875004,40.0
2019-05-08,-1.8509396992000007,-0.6083946781593749,39.0
2019-05-09,-1.1516937216000005,0.6821720151828127,54.0
2019-05-10,0.1933588479999997,0.6785108373500002,45.0
2019-05-11,1.1654061056000002,0.6951023612890629,3.0
2019-05-12,0.009575731200000548,0.7320732824281251,4.0
2019-05-13,-0.7626186751999999,1.7420957537500001,32.0
2019-05-14,-0.42603632639999933,3.635777651984375,18.0
2019-05-15,3.6827747328000005,0.38488663290156233,13.0
2019-05-16,0.08242984960000022,2.56836963110625,8.0
2019-05-17,2.3966796799999996,1.4497342282343748,11.0
2019-05-18,4.059330048,-0.5206063743015623,0.0
2019-05-19,1.5194285056,-0.3160143868015622,2.0
2019-05-20,4.6809295872,0.772093141948438,6.0
2019-05-21,-1.9005205504000002,-0.27474752606718705,19.0
2019-05-22,0.04325631999999935,6.817115809115625,3.0
2019-05-23,2.147756032,0.16873116309062464,13.0
2019-05-24,3.8246027264,0.5050463159171874,8.0
2019-05-25,0.35723151359999994,-0.4049499336390626,1.0
2019-05-26,4.7397004288,-0.24809721757187447,1.0
2019-05-27,0.06659379200000015,-0.17307344624999954,16.0
2019-05-28,6.635228876799999,1.8615183494843754,37.0
2019-05-29,0.6040907776000002,5.684666511214063,58.0
2019-05-30,4.244016127999999,2.2187661001406247,43.0
