,docsifyjs/docsify,facebook/docusaurus,mkdocs/mkdocs
2023-08-15,0,-0.2856714240000001,0
2023-08-16,0,0.7880356863999999,0
2023-08-17,0,0.4552320000000001,1
2023-08-18,0,1.36288768,2
2023-08-19,0,-1.0815170559999998,0
2023-08-20,0,0.6264461312,0
2023-08-21,0,-0.6123501568,0
2023-08-22,0,-0.2561152000000001,0
2023-08-23,0,-0.16523776000000004,0
2023-08-24,0,1.878947328,0
2023-08-25,0,2.1053530112,0
2023-08-26,0,-1.5060727807999998,1
2023-08-27,0,-0.5319668736,0
2023-08-28,0,-0.2903557120000001,0
2023-08-29,0,-0.19750215680000016,0
2023-08-30,0,-0.13578240000000005,0
2023-08-31,0,3.89436928,0
2023-09-01,0,-1.6854231039999996,0
2023-09-02,0,-0.5510634496,0
2023-09-03,0,-0.2943944704,0
2023-09-04,0,0.8335999999999998,1
2023-09-05,0,-0.5198079999999999,0
2023-09-06,0,-0.2118528,0
