,ansible/ansible,saltstack/salt,cfengine/core
2016-04-05,8,43.0,5
2016-04-06,13,11.800000000000004,4
2016-04-07,11,13.240000000000002,1
2016-04-08,13,3.7680000000000025,4
2016-04-09,0,-3.0447999999999986,0
2016-04-10,2,-12.254336,0
2016-04-11,11,18.927974399999997,10
2016-04-12,25,-4.1016268799999995,9
2016-04-13,16,25.926918144,2
2016-04-14,13,4.364480409600002,6
2016-04-15,10,11.871508172799999,7
2016-04-16,8,-15.904987647999999,0
2016-04-17,5,-9.065783705600001,0
2016-04-18,12,21.852055961599998,4
2016-04-19,23,7.6934784,8
2016-04-20,12,0.282624000000002,9
2016-04-21,11,7.761730560000002,3
2016-04-22,13,18.242693427200003,0
2016-04-23,11,-14.685687091199998,0
2016-04-24,11,-9.039564083200002,0
2016-04-25,36,44.151130009599996,1
2016-04-26,13,19.055955456000003,6
2016-04-27,26,-1.2186622975999981,4
2016-04-28,9,1.4930632704000004,6
2016-04-29,12,6.818802687999998,3
2016-04-30,6,-17.68527616,0
2016-05-01,2,-8.075744665600002,0
2016-05-02,4,7.9557475327999985,3
2016-05-03,17,15.107297792,0
2016-05-04,5,1.934381772800002,2
2016-05-05,12,20.0498417664,0
2016-05-06,10,6.136880844800004,0
2016-05-07,2,-15.484274380799999,0
2016-05-08,0,-7.3181253632,0
2016-05-09,9,15.743633919999997,4
2016-05-10,14,12.973807104,2
2016-05-11,11,-2.3193124863999977,7
2016-05-12,33,16.321426124800002,3
2016-05-13,22,8.238390067200003,0
2016-05-14,8,-15.997088665599998,0
2016-05-15,1,-3.6076234752000005,0
2016-05-16,19,26.850049843199997,1
2016-05-17,11,10.013329920000002,0
2016-05-18,25,-5.611001343999998,2
2016-05-19,13,29.771053772800002,0
2016-05-20,8,5.191268454400003,0
2016-05-21,3,-19.2422409216,0
2016-05-22,1,-8.197441843200002,0
2016-05-23,11,70.006559744,1
2016-05-24,14,6.395160985600008,2
2016-05-25,12,25.244139110400003,17
2016-05-26,10,17.32733573120001,2
2016-05-27,8,15.701830963200003,0
2016-05-28,2,-25.8363286528,0
