,protocolbuffers/protobuf,apache/thrift,apache/avro
2021-06-09,6.0,1,1
2021-06-10,1.3999999999999995,2,1
2021-06-11,-0.47000000000000036,0,2
2021-06-12,1.7389999999999999,1,0
2021-06-13,-0.3809749999999998,0,0
2021-06-14,-0.2280254999999996,0,1
2021-06-15,0.8317944250000002,1,0
2021-06-16,-0.23421120249999966,2,1
2021-06-17,6.84316922940625,1,0
2021-06-18,5.175646233753125,0,2
2021-06-19,-0.9746475975718756,0,0
2021-06-20,-0.5047533760312503,0,0
2021-06-21,2.6544027824281256,0,0
2021-06-22,2.452114053750001,0,1
2021-06-23,1.3665970994843752,3,1
2021-06-24,4.414473198714063,0,1
2021-06-25,3.128972131390625,1,0
2021-06-26,0.09146040415468759,0,0
2021-06-27,-0.6020544027156248,0,0
2021-06-28,5.632686873750001,0,1
2021-06-29,2.119956197203125,0,0
2021-06-30,1.2029715483453127,4,1
2021-07-01,0.32543353511093753,2,0
2021-07-02,-0.5216510676499995,0,1
2021-07-03,-0.3520492109921868,0,0
2021-07-04,-0.24031104815937437,0,0
2021-07-05,-0.16734306753593697,0,0
2021-07-06,-0.13313174184374962,1,0
2021-07-07,0.8855525407375003,0,1
2021-07-08,3.8445731201109377,0,0
2021-07-09,1.5286339819124997,4,0
2021-07-10,-0.41689885253593784,0,0
2021-07-11,-0.2246625000000001,0,0
2021-07-12,1.8442332500000003,0,0
2021-07-13,1.6810459875000001,0,1
2021-07-14,-0.38597524624999996,0,0
2021-07-15,-0.22726712301562485,0,0
2021-07-16,1.8328155029015627,0,1
2021-07-17,-0.3262905361749998,1,0
2021-07-18,-0.16535523007187486,0,0
2021-07-19,-0.1055114174999999,0,0
2021-07-20,1.9173509814687502,0,0
2021-07-21,-0.268167831103125,0,0
2021-07-22,-0.13312173007187494,0,0
2021-07-23,-0.07918739249999998,0,0
2021-07-24,-0.0604616260312498,1,0
2021-07-25,-0.04903120507187485,0,0
2021-07-26,2.973675975,1,1
2021-07-27,-0.3221873925000002,0,0
2021-07-28,-0.15413662603125006,0,0
2021-07-29,1.897702294928125,0,0
2021-07-30,1.7380125,1,0
2021-07-31,4.66164975,0,1
2021-08-01,2.3135139624999996,3,0
2021-08-02,14.34339391125,0,0
2021-08-03,14.120236560953124,2,0
2021-08-04,8.452433417392186,0,0
2021-08-05,-2.4385826675000013,0,0
2021-08-06,5.583578168968751,0,1
2021-08-07,-1.7167400998531235,0,1
2021-08-08,-1.0955060463999977,0,0
2021-08-09,1.175518904523439,0,1
2021-08-10,-0.8356400303421858,1,0
2021-08-11,2.396076294960939,12,0
2021-08-12,3.3112328287531256,1,0
2021-08-13,5.253631748354688,10,0
2021-08-14,3.0352883088906246,0,0
2021-08-15,-0.9311034927515627,0,0
2021-08-16,12.4958123575,0,0
2021-08-17,8.338935336468749,0,0
2021-08-18,11.132922656178124,0,0
2021-08-19,0.6629812009531237,2,0
2021-08-20,1.378707462829688,0,0
2021-08-21,-1.3570228232374988,0,0
2021-08-22,-0.9100525297781229,4,0
2021-08-23,2.3335611636062517,0,0
2021-08-24,6.183231055796877,0,0
2021-08-25,7.728077448126562,3,0
2021-08-26,5.418356279187499,0,2
2021-08-27,10.462341389235938,2,1
2021-08-28,2.981610753345312,0,0
2021-08-29,0.3970376548921877,0,1
2021-08-30,3.8178965737500006,4,1
2021-08-31,3.6819138247031264,2,3
2021-09-01,5.637134397532813,2,0
2021-09-02,-1.569915558642187,5,0
2021-09-03,1.0654517185671886,0,1
2021-09-04,-0.8388004801890615,3,0
2021-09-05,-0.5518465005093736,0,0
2021-09-06,-0.3522266824609367,0,1
2021-09-07,-0.2535668388999992,0,0
2021-09-08,-0.19972520150781192,0,2
2021-09-09,13.864703521210938,1,6
2021-09-10,11.519020639748437,1,2
2021-09-11,3.0508633739687485,2,0
2021-09-12,-1.5007977050718762,0,0
2021-09-13,12.115225,0,13
2021-09-14,0.06325300000000045,0,1
2021-09-15,-0.28209842499999893,0,4
2021-09-16,2.032498340000001,0,0
2021-09-17,-1.0145969959687484,0,0
2021-09-18,-0.7117832359562484,0,0
2021-09-19,-0.46652881054531153,0,0
2021-09-20,3.7093594110703134,1,0
2021-09-21,0.39191227579687526,0,2
2021-09-22,8.541098557251562,0,1
2021-09-23,2.881352893162499,0,0
2021-09-24,8.046746208417186,0,0
2021-09-25,-0.44682605760781335,0,0
2021-09-26,-0.8737272999999997,2,0
2021-09-27,5.413262452500001,0,1
2021-09-28,8.953245439187501,0,2
2021-09-29,4.368631710590625,0,0
2021-09-30,8.505536682823438,0,0
2021-10-01,4.094156796364063,0,0
2021-10-02,1.3448705764656255,0,0
2021-10-03,2.6957274391609385,0,0
2021-10-04,19.784093344964063,0,0
2021-10-05,10.10203858440625,0,2
2021-10-06,9.138053452128124,0,6
2021-10-07,8.154192309046874,0,0
2021-10-08,-0.7610039603718741,0,0
2021-10-09,2.128608207796877,0,0
2021-10-10,-0.6608428517624978,0,0
2021-10-11,2.77476790657969,0,0
2021-10-12,19.685698565278127,0,2
2021-10-13,15.997946035042187,0,1
2021-10-14,14.583510977095312,3,1
2021-10-15,9.366860133896873,2,0
2021-10-16,-0.3189403014265624,0,0
2021-10-17,-1.247851953384373,0,0
2021-10-18,-0.6475840206593719,5,0
2021-10-19,5.681068036651566,0,0
2021-10-20,7.272768312778127,0,2
2021-10-21,5.958520704448439,1,0
2021-10-22,-0.956791171214062,0,0
2021-10-23,-1.199264766099999,1,0
2021-10-24,-0.7339254807640613,0,0
2021-10-25,6.523156595626564,0,0
2021-10-26,2.9363223481984377,0,0
2021-10-27,4.988366840104687,1,0
2021-10-28,4.773681632607812,1,0
2021-10-29,-0.29186737319843736,0,0
2021-10-30,0.18677361669687542,0,0
2021-10-31,-0.6049749400359368,1,0
2021-11-01,5.5755205762500015,0,0
2021-11-02,3.0638119488906255,0,0
2021-11-03,0.05062127768593783,0,0
2021-11-04,3.3621537717625003,0,0
2021-11-05,4.184966297940625,0,0
2021-11-06,1.04109437551875,0,0
2021-11-07,5.278931259448438,0,0
2021-11-08,1.9411241699640625,0,0
2021-11-09,4.090273824406251,0,0
2021-11-10,2.919683136471875,0,0
2021-11-11,3.979942929340625,0,0
2021-11-12,2.8903473891515628,0,0
2021-11-13,0.9267408072781254,2,0
2021-11-14,-0.8529128537109368,3,0
2021-11-15,0.4549217655843759,2,0
2021-11-16,5.492551664487501,0,1
2021-11-17,6.065985029814063,0,1
2021-11-18,-1.2191175459921877,0,0
2021-11-19,4.341201714778125,1,0
2021-11-20,-0.9420466572421873,0,0
2021-11-21,0.4677679513250008,0,0
2021-11-22,9.537819273678126,0,0
2021-11-23,-1.3165770780156252,1,0
2021-11-24,12.297451645620313,0,0
2021-11-25,-1.7888438688250008,0,0
2021-11-26,-0.9220021990015618,0,0
2021-11-27,-0.5926710775781245,0,0
2021-11-28,-0.453320583929686,0,0
2021-11-29,3.669976974484376,0,0
2021-11-30,2.324811854807813,0,0
2021-12-01,2.291793423390625,0,0
2021-12-02,2.326611930796875,0,0
2021-12-03,8.287664917032812,0,0
2021-12-04,2.7530454999999994,0,2
2021-12-05,1.9465141999999998,1,0
2021-12-06,3.0693014275,2,0
2021-12-07,1.0056468716875004,0,0
2021-12-08,2.171731774559376,0,0
2021-12-09,3.1639048020953133,0,2
2021-12-10,4.070606937095313,0,0
2021-12-11,-1.0664641972484372,0,1
2021-12-12,-0.6330130636359369,0,1
2021-12-13,0.5935005908093758,2,0
2021-12-14,5.607077260329689,0,2
2021-12-15,0.13575507507500006,0,1
2021-12-16,8.44581250838125,1,0
2021-12-17,0.7443992090796869,1,0
2021-12-18,-0.8550287252218748,0,3
2021-12-19,0.48098072482031284,0,0
2021-12-20,-0.4491450212499991,0,1
2021-12-21,0.6793317469843758,0,2
2021-12-22,5.643905960620313,0,4
2021-12-23,0.14820878051875008,0,1
2021-12-24,-0.5313178121765625,0,0
2021-12-25,-0.3445508113546873,0,0
2021-12-26,-0.19648315132187444,0,0
2021-12-27,-0.14009332551562453,0,0
2021-12-28,7.885418626214062,0,0
2021-12-29,16.110707496984375,0,0
2021-12-30,3.863097573120311,0,0
2021-12-31,7.347038571768749,0,0
2022-01-01,2.1718011474640617,0,0
2022-01-02,-0.456196499999999,0,0
2022-01-03,5.960244150000001,0,0
2022-01-04,-0.45416678249999887,0,0
2022-01-05,10.984687834625001,1,16
2022-01-06,-0.9445019315531247,0,0
2022-01-07,11.818064062545314,1,6
2022-01-08,3.9854755201437495,1,0
2022-01-09,8.305342541364062,2,0
2022-01-10,22.011454890590624,0,6
2022-01-11,4.4498558601046865,1,1
2022-01-12,8.286860601732812,0,1
2022-01-13,3.2472560325265625,0,3
2022-01-14,-1.3136121696968726,0,1
2022-01-15,-1.5665712242390601,0,1
2022-01-16,0.8343582764390653,0,0
2022-01-17,16.952619694628126,4,1
2022-01-18,0.4454772547656254,2,0
2022-01-19,1.3377615512625005,0,4
2022-01-20,2.758508546540625,4,5
2022-01-21,10.81445054776094,2,1
2022-01-22,2.09612554676875,0,0
2022-01-23,-1.4318402200359373,0,0
2022-01-24,5.088690553968751,0,3
2022-01-25,3.7117885343968764,0,2
2022-01-26,0.6881355765562509,2,0
2022-01-27,7.083312568345313,4,0
2022-01-28,12.594282785329687,0,0
2022-01-29,-0.20980295133125004,1,0
2022-01-30,-1.3979403074937498,2,8
2022-01-31,0.14749884985625084,0,5
2022-02-01,7.285588615656252,3,12
2022-02-02,10.662322327206251,3,9
2022-02-03,5.045117866289062,1,2
2022-02-04,1.2363575183031248,5,11
2022-02-05,-0.3617513450062495,1,1
2022-02-06,13.038733425965626,0,0
2022-02-07,2.9982739986781253,0,4
2022-02-08,3.4104332169843756,2,1
2022-02-09,15.496783450839063,5,1
2022-02-10,0.32795576227500023,1,3
2022-02-11,7.249345477209376,0,1
2022-02-12,-0.9862550280484372,1,0
2022-02-13,-1.2782329306234357,0,0
2022-02-14,1.098893971495314,0,0
2022-02-15,4.092539055668752,1,0
2022-02-16,5.926372048492189,2,2
2022-02-17,11.645488464804687,2,1
2022-02-18,8.916684289092187,0,2
2022-02-19,9.857548929001561,0,1
2022-02-20,18.597796739160938,0,0
2022-02-21,-2.431326057535938,1,7
2022-02-22,12.00945555521875,0,0
2022-02-23,8.2178644436,2,0
2022-02-24,8.21621385746094,0,7
2022-02-25,10.183730904295313,0,6
2022-02-26,1.9621451063609388,2,0
2022-02-27,6.69524123216719,0,0
2022-02-28,12.602845574990626,0,2
2022-03-01,4.0205651487296885,1,0
2022-03-02,5.646501718995314,3,0
2022-03-03,4.674981550075001,0,5
2022-03-04,4.877844815182814,0,0
2022-03-05,4.979909209151564,8,0
2022-03-06,14.053082648204688,2,0
2022-03-07,4.225279888929688,0,1
2022-03-08,5.720978908192189,1,4
2022-03-09,7.797700613351563,1,0
2022-03-10,11.691954316873439,2,2
2022-03-11,0.21553552735312564,1,0
2022-03-12,0.09286451738906365,0,0
2022-03-13,13.535037613639064,1,0
2022-03-14,12.479220550248439,1,0
2022-03-15,4.058648473315625,0,0
2022-03-16,6.677281140623437,2,0
2022-03-17,4.657657264556251,1,0
2022-03-18,5.866261228671877,0,5
2022-03-19,-1.1237952045499986,2,0
2022-03-20,-1.3664485648890607,0,2
