,golang/go,llvm/llvm-project,gcc-mirror/gcc
2013-03-06,11.0456894464,50,23
2013-03-07,4.780797542400002,75,8
2013-03-08,-2.7835400191999984,69,22
2013-03-09,-2.4784478207999996,41,5
2013-03-10,-0.21726361600000033,14,3
2013-03-11,29.7919484928,36,13
2013-03-12,20.610927411200002,65,6
2013-03-13,-8.479758643199997,74,9
2013-03-14,6.690944614400003,103,12
2013-03-15,15.6898842624,76,8
2013-03-16,-17.2871718912,20,10
2013-03-17,-6.873156300800002,11,35
2013-03-18,4.884165529599999,113,18
2013-03-19,12.6123247616,99,11
2013-03-20,4.336268390400001,140,20
2013-03-21,10.023946956800001,67,30
2013-03-22,13.185638092800003,93,21
2013-03-23,-10.552327884799997,55,8
2013-03-24,-5.1005826048,14,8
2013-03-25,12.787404902399999,95,33
2013-03-26,9.7853906944,133,23
2013-03-27,8.729156403200001,98,32
2013-03-28,-0.4326791167999975,111,23
2013-03-29,5.321013350400001,64,17
2013-03-30,0.7764721663999996,44,9
2013-03-31,-4.6264595455999995,7,8
2013-04-01,3.741976371199999,54,14
2013-04-02,8.691348684800001,73,25
2013-04-03,16.1589439488,106,31
2013-04-04,3.5672748032000037,89,19
2013-04-05,-9.669872537599998,115,20
2013-04-06,-4.4580897792,27,3
2013-04-07,9.6942045184,33,8
2013-04-08,3.935135129600001,64,27
2013-04-09,1.8967043072000003,61,20
2013-04-10,-3.4953407487999986,89,16
2013-04-11,1.0664776704000003,97,78
2013-04-12,3.1300393984,83,45
2013-04-13,-3.3103235071999997,37,4
2013-04-14,-2.9362117632,33,4
2013-04-15,3.4658973695999995,77,17
2013-04-16,0.9980472320000002,72,13
2013-04-17,0.2359479296,77,16
2013-04-18,3.7327229952,81,15
2013-04-19,0.7161425920000006,85,16
2013-04-20,-1.7877753855999998,55,3
2013-04-21,1.5190396927999998,26,2
2013-04-22,3.1504024576,81,37
2013-04-23,4.2868979712,90,37
2013-04-24,-2.7957521407999995,63,45
2013-04-25,2.261672448,55,43
2013-04-26,-1.4164698111999998,59,16
2013-04-27,-1.3344715776000005,35,3
2013-04-28,-0.5883796480000001,2,10
2013-04-29,2.7039478783999997,59,35
2013-04-30,10.6480222208,81,15
2013-05-01,-0.1950957567999989,53,17
2013-05-02,-1.558027878399999,74,18
