,golang/go,llvm/llvm-project,gcc-mirror/gcc
2012-05-03,7.0,78,40
2012-05-04,12.200000000000001,74,26
2012-05-05,-6.839999999999999,20,7
2012-05-06,-2.2479999999999998,19,14
2012-05-07,5.748799999999999,67,24
2012-05-08,-1.6336640000000004,75,16
2012-05-09,1.7499775999999998,63,28
2012-05-10,1.2389580800000002,59,22
2012-05-11,-0.8808483840000001,68,19
2012-05-12,-2.1457867775999997,40,7
2012-05-13,-0.07501875200000008,20,9
2012-05-14,6.01127168,39,20
2012-05-15,10.642308096,75,52
2012-05-16,-0.8491375615999992,79,22
2012-05-17,3.2247721984,49,14
2012-05-18,-0.28570859519999914,44,13
2012-05-19,-3.2405312512,45,5
2012-05-20,0.6143627263999996,33,8
2012-05-21,2.382253568,41,32
2012-05-22,24.6145288192,53,19
2012-05-23,-2.7790560255999974,44,14
2012-05-24,13.633359052800001,71,22
2012-05-25,-6.402706636799998,50,20
2012-05-26,-6.259983974400001,17,8
2012-05-27,-3.031730176,27,3
2012-05-28,4.088192307199998,42,7
2012-05-29,18.2492752896,50,33
2012-05-30,16.497441280000004,60,18
2012-05-31,-7.531389030399996,53,30
2012-06-01,-3.947745791999999,67,19
2012-06-02,2.6677085183999996,31,4
2012-06-03,0.16324638719999918,16,6
2012-06-04,15.9438426112,53,25
2012-06-05,-3.8479966207999965,60,20
2012-06-06,5.051590246400001,71,15
2012-06-07,5.8907339776,49,11
2012-06-08,-0.9749796863999993,61,6
2012-06-09,-7.7279852544,28,7
2012-06-10,-2.6545925120000007,12,1
2012-06-11,0.20149268479999938,38,20
2012-06-12,-1.0121788416000004,29,45
2012-06-13,13.5203615744,42,31
2012-06-14,-2.6552367103999988,50,30
2012-06-15,-1.7617987583999994,87,25
2012-06-16,-3.34839296,33,3
2012-06-17,-1.6079475712000009,40,14
2012-06-18,1.0045742079999995,34,26
2012-06-19,5.4630223872,72,21
2012-06-20,-2.607306854399999,103,24
2012-06-21,-0.7968301055999998,69,9
2012-06-22,1.6131392512000002,93,20
2012-06-23,-0.8445619200000001,28,4
2012-06-24,8.8404151296,23,5
2012-06-25,15.41896448,47,27
2012-06-26,-4.600620543999998,52,23
2012-06-27,1.6555239424000003,63,18
2012-06-28,-1.3179549695999997,77,17
2012-06-29,-1.9975487488000008,75,18
2012-06-30,3.1586921471999996,16,3
2012-07-01,-2.0334797823999997,9,4
2012-07-02,3.3293535232,97,16
2012-07-03,4.089300992000001,50,25
2012-07-04,-3.9096924159999995,31,13
2012-07-05,-0.2964014079999999,40,17
2012-07-06,-1.0662342656,80,19
2012-07-07,-1.4541658112000004,25,5
2012-07-08,3.1797330944,12,8
2012-07-09,-1.1781813247999997,42,25
2012-07-10,1.7320377344000002,49,16
2012-07-11,2.1317164032000004,59,8
2012-07-12,4.6323547136,51,14
2012-07-13,2.3051118592000006,57,17
2012-07-14,-1.7833568255999994,12,6
2012-07-15,-1.3334995968000003,20,4
2012-07-16,2.4171089919999997,84,46
2012-07-17,-1.5205768192,72,20
2012-07-18,-0.4994019328000001,59,24
2012-07-19,1.7571055616,56,25
2012-07-20,0.10621562880000024,50,22
2012-07-21,0.3743663104000001,18,12
2012-07-22,0.4791242752000002,6,9
2012-07-23,2.5400505344,33,26
2012-07-24,-0.25581076479999965,45,21
2012-07-25,2.2952875007999998,55,24
2012-07-26,1.6319040512000003,60,19
2012-07-27,5.4247631872,51,14
2012-07-28,-2.2903814143999996,16,3
2012-07-29,3.5731943424,9,2
2012-07-30,18.3864756224,69,17
2012-07-31,-5.315421081599997,76,23
2012-08-01,1.4063449088000013,47,17
2012-08-02,-2.4609110015999995,66,26
2012-08-03,9.2403816448,57,15
2012-08-04,-4.2219026432,19,8
2012-08-05,2.8589295616,10,3
2012-08-06,0.038037094399999916,38,28
2012-08-07,7.6745341952,76,13
2012-08-08,3.0830024704000003,80,15
2012-08-09,3.3352299520000006,77,16
2012-08-10,-4.8284251136,68,21
2012-08-11,-3.7402328064000008,15,9
2012-08-12,-1.1106770944000006,9,8
2012-08-13,2.2445843455999994,63,16
2012-08-14,-0.7181643776,67,19
2012-08-15,8.936899072,80,17
2012-08-16,-2.4723670015999986,60,26
2012-08-17,3.8393681920000002,66,24
2012-08-18,-2.248264191999999,30,7
2012-08-19,-2.4853236736000004,7,11
2012-08-20,8.723163648,47,23
2012-08-21,-0.8718133247999997,80,13
2012-08-22,2.5546661888,79,17
2012-08-23,5.011932774400001,67,18
2012-08-24,7.6472328192,114,14
2012-08-25,-6.311145574399999,14,13
2012-08-26,-1.2549385216000002,4,23
2012-08-27,0.3927332863999995,59,23
2012-08-28,1.3228134399999996,94,9
2012-08-29,1.975527424,70,17
2012-08-30,1.6088644608000005,78,7
2012-08-31,13.4843251712,76,15
2012-09-01,1.6472393728000014,35,5
2012-09-02,-4.9749704704,17,12
2012-09-03,-1.6358340608000002,28,16
2012-09-04,5.203678310399999,48,29
2012-09-05,-1.7988701184,93,23
2012-09-06,4.7200816128,81,16
2012-09-07,7.103195136,73,17
2012-09-08,-3.8959738879999994,36,6
2012-09-09,-1.9682093055999998,10,11
2012-09-10,8.270604288,86,18
2012-09-11,5.157422182400001,81,24
2012-09-12,3.2821167104000013,85,17
2012-09-13,5.2325687296000005,92,20
2012-09-14,1.329519513600001,87,38
2012-09-15,-6.8523638784,32,12
2012-09-16,-0.08185333760000102,22,12
2012-09-17,10.9019027456,65,27
2012-09-18,14.682158694400002,97,27
2012-09-19,-1.7083245567999974,76,37
2012-09-20,0.6197476352000013,53,24
2012-09-21,2.644558848000001,87,15
2012-09-22,-1.4133968896000004,36,12
2012-09-23,1.2572761087999993,7,7
2012-09-24,25.358234623999998,48,19
2012-09-25,-7.193926758399996,59,24
2012-09-26,10.1799057408,80,21
2012-09-27,-2.842995609599999,64,17
2012-09-28,-0.47713177600000023,54,20
2012-09-29,-5.2950182912,34,16
2012-09-30,-1.4253849600000006,15,14
2012-10-01,5.168440115199999,50,48
2012-10-02,-1.8330474495999995,85,45
2012-10-03,4.731486003200001,99,18
2012-10-04,2.4199115776000006,86,35
2012-10-05,2.4272867328000007,69,25
2012-10-06,6.4859721728,18,21
2012-10-07,26.8393148416,17,11
2012-10-08,-3.482619289599999,58,28
2012-10-09,3.9246370816000002,93,26
2012-10-10,7.000337100800001,88,37
2012-10-11,-1.1240881151999993,77,36
2012-10-12,-0.738119987200001,78,26
2012-10-13,-7.3102024704,31,8
2012-10-14,-3.5894544384000007,24,9
2012-10-15,-0.3448733696000006,69,28
2012-10-16,8.5910704128,74,16
2012-10-17,3.4878550016000007,69,14
2012-10-18,-1.5770721279999993,85,20
2012-10-19,1.291870105600001,83,15
2012-10-20,-0.5475708927999996,28,9
2012-10-21,7.3669767168,23,13
2012-10-22,8.869856051200001,37,24
2012-10-23,-7.483704012799999,76,40
2012-10-24,-0.7688966144,93,26
2012-10-25,0.6078249983999995,83,25
2012-10-26,2.6166917119999997,90,28
2012-10-27,-3.043882496,38,10
2012-10-28,-0.21468794879999997,9,13
2012-10-29,8.9233169408,73,61
2012-10-30,8.471216435200002,77,26
2012-10-31,7.376595456000001,86,39
2012-11-01,23.2333212672,73,22
2012-11-02,-5.2457078783999975,72,26
2012-11-03,-10.3182958592,24,13
2012-11-04,-1.792608972800001,7,13
2012-11-05,-2.251150540800001,39,31
2012-11-06,10.6299910144,79,68
2012-11-07,12.275187507200002,46,38
2012-11-08,3.8202370048000027,34,15
2012-11-09,-4.348087295999997,46,21
2012-11-10,-3.7674474495999997,30,11
2012-11-11,-4.3731458048,17,19
2012-11-12,10.629266944,69,32
2012-11-13,5.1239622656,79,24
2012-11-14,3.385852518400001,94,21
2012-11-15,0.34251796480000163,95,21
2012-11-16,0.5087882240000008,80,29
2012-11-17,3.3094056960000007,42,11
2012-11-18,-4.1898016768,15,13
2012-11-19,3.4569578495999993,36,27
2012-11-20,0.18311782399999998,43,32
2012-11-21,4.7139096576,49,27
2012-11-22,-5.628765593599999,20,17
2012-11-23,-0.3483921408000006,24,23
2012-11-24,4.7865993216,16,9
2012-11-25,3.0123679744,19,7
2012-11-26,22.5735272448,54,22
2012-11-27,4.398592102400002,107,22
2012-11-28,-7.1698046976,68,33
2012-11-29,-0.11518259200000003,108,34
2012-11-30,4.3864690687999985,76,20
2012-12-01,-1.811551744,44,12
2012-12-02,-5.1398706176,9,11
2012-12-03,3.3085353983999997,65,30
2012-12-04,5.7813443584,135,28
2012-12-05,0.9580212224000011,100,48
2012-12-06,11.8481931264,103,25
2012-12-07,-6.9702484991999984,84,19
2012-12-08,-2.2039108608000006,24,10
2012-12-09,0.9397406719999992,29,10
2012-12-10,6.711289856,61,21
2012-12-11,13.364233728,89,27
2012-12-12,3.0535816192000027,99,24
2012-12-13,7.061398528000002,110,16
2012-12-14,-4.141709721599998,75,9
2012-12-15,-4.6183940096,20,9
2012-12-16,-2.0129099776000006,16,9
2012-12-17,20.8147984384,76,10
2012-12-18,-3.5471439871999983,88,20
2012-12-19,-3.4930805759999988,113,17
2012-12-20,1.8889986048000003,133,26
2012-12-21,6.5846788096,122,22
2012-12-22,19.6739796992,24,4
2012-12-23,-11.788974284799998,15,4
2012-12-24,-0.8995147775999994,37,1
2012-12-25,-4.3050146815999994,29,3
2012-12-26,-1.2732500992000015,47,3
2012-12-27,-0.6990644224000002,46,9
2012-12-28,5.6303602688,23,4
2012-12-29,-1.5727471615999988,22,4
2012-12-30,-0.11549122559999958,26,1
2012-12-31,-2.7057816576,48,4
2013-01-01,0.8896241663999995,15,4
2013-01-02,16.481769984,66,44
2013-01-03,-2.9182123007999987,37,38
2013-01-04,2.3503821824000006,85,31
2013-01-05,-3.9060432895999995,73,5
2013-01-06,6.428331929599999,24,14
2013-01-07,10.955075993600001,134,30
2013-01-08,-1.4734331903999998,93,25
2013-01-09,8.976938496,96,20
2013-01-10,-2.8193463295999983,124,24
2013-01-11,11.9591294976,107,12
2013-01-12,-3.045552127999999,57,3
2013-01-13,-3.8151530495999992,32,8
2013-01-14,7.5052490752,104,26
2013-01-15,-5.3672287232,81,24
2013-01-16,-1.9865340928000004,100,23
2013-01-17,9.0170522624,86,15
2013-01-18,20.468624896,98,15
2013-01-19,-8.357699276799998,51,6
2013-01-20,-3.8182308864000003,63,9
2013-01-21,1.5114686464,101,15
2013-01-22,11.134445465599999,87,18
2013-01-23,5.175107174400001,96,13
2013-01-24,-0.07492085759999867,84,15
2013-01-25,-5.461741977599999,137,14
2013-01-26,-1.3448365056,58,5
2013-01-27,-2.691851673600001,43,4
2013-01-28,11.73117952,83,14
2013-01-29,7.990489497600001,117,29
2013-01-30,19.288159027200003,128,16
2013-01-31,8.344332083200003,123,22
2013-02-01,-1.5535583231999972,101,14
2013-02-02,0.9811022848000004,31,5
2013-02-03,7.1430011904,29,13
2013-02-04,7.477357977599999,38,22
2013-02-05,1.2187978752,128,16
2013-02-06,-5.305615155199998,83,39
2013-02-07,-1.7000007679999998,124,26
2013-02-08,13.4631105536,87,22
2013-02-09,-3.3576909823999976,32,13
2013-02-10,-3.7497729024,32,2
2013-02-11,7.6489375744,64,19
2013-02-12,1.8957937664000006,98,20
2013-02-13,6.5488124928,88,24
2013-02-14,20.1223881728,114,15
2013-02-15,13.7005519872,86,22
2013-02-16,-14.4000964608,55,5
2013-02-17,-6.167132672000001,25,3
2013-02-18,1.7268146175999988,63,8
2013-02-19,12.939584716799999,101,12
2013-02-20,14.197538201600002,113,17
2013-02-21,9.560103424000001,130,20
2013-02-22,7.612570316800003,102,10
2013-02-23,-7.591764275199999,38,1
2013-02-24,0.28081479679999966,25,6
2013-02-25,13.1871993856,54,11
2013-02-26,8.757545062400002,77,20
2013-02-27,14.510377574400003,79,16
2013-02-28,13.105279180800004,75,24
2013-03-01,15.207360512000001,78,17
2013-03-02,-8.182477619199997,22,3
2013-03-03,-8.7538433024,11,11
2013-03-04,9.358506905599999,38,19
2013-03-05,-1.1320043519999992,69,29
