,rust-lang/rust,golang/go,nim-lang/Nim
2018-08-16,116,3.0,9
2018-08-17,44,13.1,8
2018-08-18,40,3.4849999999999994,4
2018-08-19,83,-4.048499999999999,1
2018-08-20,72,51.2065125,5
2018-08-21,44,35.97256425,9
2018-08-22,118,30.727773912500002,12
2018-08-23,72,-14.239065896249997,21
2018-08-24,87,13.353608617203129,6
2018-08-25,43,-9.826968214417185,5
2018-08-26,57,-4.949352981884374,4
2018-08-27,89,-5.5652492771125,9
2018-08-28,61,6.521940040171873,9
2018-08-29,92,-2.5075163861671914,2
2018-08-30,98,22.78570219883281,12
2018-08-31,78,-0.9906434882609396,8
2018-09-01,64,-6.179624956248437,1
2018-09-02,42,-1.7828970678781246,6
2018-09-03,74,3.3425987730265625,25
2018-09-04,39,5.647064886556249,10
2018-09-05,64,11.643216037348438,5
2018-09-06,93,1.175876901129687,6
2018-09-07,74,7.75268474815,17
2018-09-08,63,-4.442486753173439,4
2018-09-09,47,-1.2864738378421867,0
2018-09-10,69,-1.3550132680124998,3
2018-09-11,85,4.339508092942188,10
2018-09-12,71,6.189276523464061,8
2018-09-13,76,9.034065893906249,4
2018-09-14,44,-0.5450386458484386,26
2018-09-15,69,-1.6768171625640615,17
2018-09-16,50,-0.31389823180624976,12
2018-09-17,51,9.279261525004689,14
2018-09-18,61,6.8114282855203125,11
2018-09-19,45,3.0088823436750003,9
2018-09-20,86,2.457413682214063,4
2018-09-21,50,-5.171805147046875,4
2018-09-22,57,-2.626235494603125,12
2018-09-23,43,0.34052169905625007,4
2018-09-24,41,15.215979725004686,15
2018-09-25,51,6.783952111614061,8
2018-09-26,87,4.48561607626875,3
2018-09-27,35,7.7856254003156256,8
2018-09-28,37,2.8800325467796872,11
2018-09-29,66,-2.307085780862499,12
2018-09-30,59,-3.344839959999999,4
2018-10-01,51,3.1391239502187505,11
2018-10-02,64,23.23968644226875,20
2018-10-03,42,18.78087007083906,8
2018-10-04,62,6.099517786051562,3
2018-10-05,82,3.7234169822203143,0
2018-10-06,48,1.0687460895843763,0
2018-10-07,30,-7.330642698140624,0
2018-10-08,76,0.21498795030312667,3
2018-10-09,76,11.277542632423437,34
2018-10-10,76,8.225639591681249,6
2018-10-11,58,8.318836667760936,17
2018-10-12,69,7.801442053951561,12
2018-10-13,76,-5.356247726657813,16
2018-10-14,54,-2.628380669164062,14
2018-10-15,123,15.877639068923438,6
2018-10-16,69,2.490216072939061,17
2018-10-17,63,10.734570173085938,4
2018-10-18,73,1.8262211037749996,25
2018-10-19,67,5.360453349509375,13
2018-10-20,54,-5.8086863924734375,3
2018-10-21,36,-3.486261713270311,1
2018-10-22,52,11.002549234271875,4
2018-10-23,57,17.74109463873906,6
2018-10-24,58,8.760179185921874,12
