,apache/echarts,highcharts/highcharts,plotly/plotly.js
2017-07-31,0.0,6,0
2017-08-01,1.0,8,8
2017-08-02,0.8,12,8
2017-08-03,1.72,13,3
2017-08-04,-0.528,11,10
2017-08-05,-0.2416000000000002,1,13
2017-08-06,-0.1551360000000001,0,0
2017-08-07,1.8868352,13,9
2017-08-08,3.51157248,13,8
2017-08-09,-1.0321720319999999,5,0
2017-08-10,3.5232894975999995,9,5
2017-08-11,2.8995552256000003,4,2
2017-08-12,2.6695892992,0,0
2017-08-13,-1.4550016000000003,0,0
2017-08-14,3.2380313599999995,9,16
2017-08-15,5.674973696,1,11
2017-08-16,-0.12074874879999964,13,3
2017-08-17,-1.4534434816000006,8,0
2017-08-18,1.1626270719999998,9,0
2017-08-19,-1.0084791295999997,0,0
2017-08-20,3.4049045504,0,0
2017-08-21,4.792342118400001,16,2
2017-08-22,5.195904512,7,1
2017-08-23,2.6924831744000004,14,2
2017-08-24,3.8606815232,7,2
2017-08-25,-1.2985361408000005,18,1
2017-08-26,-1.4189066240000006,0,0
2017-08-27,-0.9299703808000004,0,0
2017-08-28,-0.679392768,15,2
2017-08-29,4.4563492864,17,0
2017-08-30,0.5917275136000009,25,2
2017-08-31,4.9187868672,31,1
2017-09-01,0.23440025600000047,16,3
2017-09-02,-1.2332038144000002,0,0
2017-09-03,-0.6553493504000004,0,0
2017-09-04,0.5491839999999998,13,0
2017-09-05,-0.5459072000000001,15,7
2017-09-06,4.6405632,11,5
2017-09-07,-1.2815400959999996,2,1
2017-09-08,7.4212815872,4,1
2017-09-09,-1.9691275263999994,0,0
2017-09-10,-0.8533675008000006,0,0
2017-09-11,1.4713932799999996,11,1
2017-09-12,-0.7853317120000001,15,2
2017-09-13,1.5386090495999998,21,25
2017-09-14,1.2686310400000003,21,3
2017-09-15,5.175039488,14,6
2017-09-16,-1.6221736959999995,4,0
2017-09-17,-0.7838124032000002,0,0
2017-09-18,-0.44012544000000026,13,3
2017-09-19,-0.322305024,9,15
2017-09-20,-0.2528657408,15,23
2017-09-21,-0.18520166399999996,4,4
2017-09-22,0.8447255552000001,5,28
2017-09-23,-0.31126497279999954,0,0
2017-09-24,-0.15481610239999985,0,0
2017-09-25,4.952,9,9
2017-09-26,3.9664,25,2
2017-09-27,2.574464,14,10
2017-09-28,1.5395711999999997,36,15
2017-09-29,-1.3449267200000004,41,3
2017-09-30,-0.7420677120000004,16,5
2017-10-01,-0.5206933504000003,3,0
2017-10-02,-0.3897216000000002,42,8
2017-10-03,-0.31489535999999985,19,20
2017-10-04,-0.2632785919999996,24,23
2017-10-05,-0.17067775999999962,13,27
2017-10-06,-0.09304053759999967,9,19
2017-10-07,-0.03740805119999989,11,0
2017-10-08,0.0,3,0
2017-10-09,2.0,0,12
2017-10-10,1.6,3,9
2017-10-11,4.4399999999999995,1,0
2017-10-12,11.744,7,5
2017-10-13,-0.16320000000000023,11,1
2017-10-14,1.0017279999999988,3,0
2017-10-15,-1.7239296000000006,13,1
2017-10-16,2.9768089599999996,7,14
2017-10-17,0.4584591359999999,10,9
2017-10-18,-0.3013301248000002,12,14
2017-10-19,-1.0068190208,13,14
2017-10-20,2.3281464320000005,9,19
2017-10-21,-1.0733888511999994,1,0
2017-10-22,2.5130416128,3,0
2017-10-23,1.0844914688,6,23
2017-10-24,2.147366912,1,14
2017-10-25,-1.0761875455999999,0,7
2017-10-26,1.4625871871999998,1,13
2017-10-27,0.24894248959999987,0,8
2017-10-28,-0.6163215360000001,3,0
2017-10-29,-0.38165381120000014,4,0
2017-10-30,1.746497024,11,1
2017-10-31,5.3983643648,11,15
2017-11-01,11.5055045632,13,6
2017-11-02,-0.2676902912000001,9,25
2017-11-03,7.959097855999999,13,4
2017-11-04,-1.1559984128000003,4,0
2017-11-05,3.012657049599999,6,0
2017-11-06,6.77080576,7,1
2017-11-07,-1.104518144,4,0
2017-11-08,6.9248412672,7,1
2017-11-09,-0.12799651839999893,8,0
2017-11-10,7.738530508799999,11,0
2017-11-11,-2.2863066111999997,2,0
2017-11-12,2.0805662719999996,0,0
2017-11-13,1.0193006591999998,5,4
2017-11-14,-0.7901567999999997,8,6
2017-11-15,1.7244135424,15,15
2017-11-16,0.6065677312000002,5,12
2017-11-17,-0.23602728959999997,0,8
2017-11-18,-0.8941350911999996,0,0
2017-11-19,-0.5704104959999998,0,0
2017-11-20,0.6669628416000002,6,6
2017-11-21,-0.4559256575999997,4,2
2017-11-22,-0.24896952319999996,5,3
2017-11-23,0.8420852736000002,2,2
2017-11-24,0.6832898048000002,0,4
2017-11-25,-0.3448624127999999,0,0
2017-11-26,-0.16089815040000008,0,0
2017-11-27,4.90147328,9,8
2017-11-28,5.926476288,1,6
2017-11-29,4.1415658496,3,1
2017-11-30,-1.0373555200000002,0,0
2017-12-01,0.7846855679999993,2,1
2017-12-02,1.8422629375999997,0,0
2017-12-03,-1.3029653504,0,0
2017-12-04,4.2495487999999995,10,1
2017-12-05,1.4502656000000003,25,1
2017-12-06,5.563078144,11,1
2017-12-07,-0.18800404479999955,15,11
2017-12-08,3.5436563455999996,5,14
2017-12-09,2.1834950656,0,1
2017-12-10,-1.7780538368000003,0,0
2017-12-11,2.0107199487999994,8,19
2017-12-12,-0.27679231999999976,12,1
2017-12-13,-0.966934528,1,0
2017-12-14,5.3997365248,15,0
2017-12-15,2.3687903232000007,13,17
2017-12-16,-1.5547921408,0,1
2017-12-17,-0.8147200000000001,0,0
2017-12-18,1.4853136383999999,10,13
2017-12-19,18.252294144,16,8
2017-12-20,5.763487436800001,11,6
2017-12-21,8.188255129599998,7,1
2017-12-22,-3.333233152,12,6
2017-12-23,-2.4618389504000007,0,1
2017-12-24,-0.5679190016000009,0,0
2017-12-25,2.67143936,0,0
2017-12-26,15.225296896,0,0
2017-12-27,12.493745971200001,0,1
2017-12-28,10.4100557824,0,4
2017-12-29,6.149791232,0,9
2017-12-30,3.646207283199999,0,7
2017-12-31,9.3555767296,0,0
2018-01-01,-4.497096192000001,0,0
2018-01-02,3.7311599615999986,12,0
2018-01-03,-2.6699155455999994,1,6
2018-01-04,13.5192328192,2,10
2018-01-05,0.16373381120000108,5,1
2018-01-06,-1.3992418304000003,0,0
2018-01-07,-2.3168764928,1,1
2018-01-08,6.5632835584,7,4
2018-01-09,9.3995495424,8,4
2018-01-10,2.3081491456000003,11,10
2018-01-11,15.930283315199999,2,21
2018-01-12,20.5070360576,9,4
2018-01-13,16.0792103936,0,0
2018-01-14,2.4454154239999983,0,0
2018-01-15,15.434885939199997,13,11
2018-01-16,-6.231579136000001,4,6
2018-01-17,4.079549132799999,2,35
2018-01-18,-3.0871789568000008,0,27
2018-01-19,-2.5146645504000005,1,9
2018-01-20,-2.6629482495999985,0,1
2018-01-21,-1.8346077183999983,0,1
2018-01-22,-0.2157986815999986,5,11
2018-01-23,4.0439228416000015,14,12
2018-01-24,0.3981647872000009,10,10
2018-01-25,-1.0567103487999998,16,9
2018-01-26,-0.5915262976,23,6
2018-01-27,-0.3288624128,0,1
2018-01-28,0.7722218496,6,0
2018-01-29,3.62985728,12,11
2018-01-30,4.980121088000001,12,23
2018-01-31,2.3137386496000003,17,9
2018-02-01,-0.5967221760000001,18,17
2018-02-02,-0.9928747008000004,5,20
2018-02-03,-0.5961728000000004,0,0
2018-02-04,-0.4342579200000002,0,11
2018-02-05,-0.34041139200000015,8,12
2018-02-06,-0.2788317183999998,0,14
2018-02-07,0.7756606464000004,0,5
2018-02-08,1.6507063296000006,3,29
2018-02-09,1.4557348864000001,26,10
2018-02-10,0.37953064959999994,3,0
2018-02-11,0.5103999999999999,0,0
2018-02-12,3.5312639999999997,10,14
2018-02-13,0.9332992,16,4
2018-02-14,2.08954368,16,5
2018-02-15,-1.1002347520000002,8,3
2018-02-16,-0.5914630144000003,13,22
2018-02-17,-0.40441364479999997,9,6
2018-02-18,-0.2898403328,4,0
2018-02-19,-0.2120295424,5,14
2018-02-20,-0.16516003839999976,17,14
2018-02-21,1.8705670144000002,3,5
2018-02-22,1.5318981632000004,3,2
2018-02-23,0.40259194880000004,2,7
2018-02-24,1.5439999999999998,10,0
2018-02-25,2.3568,6,4
2018-02-26,10.073728,6,11
2018-02-27,2.3384704000000003,19,12
2018-02-28,3.808552959999999,6,29
2018-03-01,2.637070336,5,22
2018-03-02,-0.2777064448000006,33,17
2018-03-03,-1.6713622528000005,0,1
2018-03-04,-1.0460217344000005,0,0
2018-03-05,3.2263442432,12,26
2018-03-06,3.602240716800001,14,16
2018-03-07,2.2161222656000006,12,22
2018-03-08,0.33383577600000014,18,8
2018-03-09,2.7249918976,17,10
2018-03-10,-1.513266176,0,0
2018-03-11,-0.7847339008000005,0,0
2018-03-12,6.46880512,22,5
2018-03-13,-1.8093716479999995,24,5
2018-03-14,1.1074755583999998,15,6
2018-03-15,-0.9714662399999998,22,11
2018-03-16,2.4584402944,30,4
2018-03-17,-0.9572415487999997,0,1
2018-03-18,-0.5000790016000002,0,0
2018-03-19,0.6864409599999998,9,7
2018-03-20,3.5576284160000005,20,5
2018-03-21,0.9222531072000004,9,2
2018-03-22,-0.8580618240000002,29,3
2018-03-23,2.5386811391999995,9,6
2018-03-24,0.1009008640000002,0,0
2018-03-25,2.3328191487999996,0,0
2018-03-26,0.02628607999999988,7,12
2018-03-27,-0.7117521920000003,11,16
2018-03-28,0.5619183616000001,0,29
2018-03-29,4.4857247744,0,16
2018-03-30,-0.28635566079999997,0,13
2018-03-31,-0.7949122560000003,0,0
2018-04-01,-0.47660472320000014,0,0
2018-04-02,1.6859047936000002,0,2
2018-04-03,4.3664954368,40,1
2018-04-04,0.6829239296,7,8
2018-04-05,0.9845498879999997,8,15
2018-04-06,-0.9685346304,10,18
2018-04-07,-0.5518064640000001,0,0
2018-04-08,2.6557930495999997,0,0
2018-04-09,0.14573056000000006,9,11
2018-04-10,0.3546613759999998,1,11
2018-04-11,3.4044116992,9,17
2018-04-12,-1.1537756159999997,2,9
2018-04-13,6.4680778752,9,13
2018-04-14,-1.7373611007999998,0,0
2018-04-15,-0.7911449600000007,0,0
2018-04-16,5.481337344,38,29
2018-04-17,1.4143623168000004,9,29
2018-04-18,8.6466840576,14,7
2018-04-19,-1.7410217983999998,8,6
2018-04-20,3.4860355583999993,46,1
2018-04-21,0.08527001600000017,0,0
2018-04-22,1.5295337471999997,0,8
2018-04-23,1.5481932799999996,0,0
2018-04-24,1.5290695680000002,4,10
2018-04-25,-0.48655523840000003,8,4
2018-04-26,2.9637721088,3,20
2018-04-27,3.534019584,3,10
2018-04-28,2.2750442496,0,0
2018-04-29,0.29460326400000003,0,1
2018-04-30,-1.3001043968000001,3,20
2018-05-01,-0.7739241472000002,0,21
2018-05-02,6.4627068928,11,10
2018-05-03,0.2090093568000002,6,6
2018-05-04,3.7525590016,15,0
2018-05-05,-1.7263804416,0,0
2018-05-06,3.1150489599999998,0,1
2018-05-07,1.6353951744000002,13,1
2018-05-08,-0.3070123008000003,16,1
2018-05-09,-0.9190246400000005,0,14
2018-05-10,-0.5951114239999999,1,6
2018-05-11,-0.4516384767999998,0,10
2018-05-12,-0.2888004607999997,0,0
2018-05-13,-0.21687603199999989,0,0
2018-05-14,0.8712401920000001,2,6
2018-05-15,-0.30996725759999966,2,3
2018-05-16,-0.13179576319999992,1,10
2018-05-17,-0.060469350399999997,0,14
2018-05-18,-0.03360000000000001,0,12
2018-05-19,-0.025536000000000014,0,0
2018-05-20,-0.02042880000000001,0,0
2018-05-21,6.98307328,0,5
2018-05-22,-1.4143877119999997,0,19
2018-05-23,-0.5724693504000005,0,24
2018-05-24,-0.33600000000000024,7,9
2018-05-25,-0.23520000000000008,1,6
2018-05-26,-0.1787520000000001,0,0
2018-05-27,-0.14300160000000006,0,0
2018-05-28,0.8815129599999999,6,7
2018-05-29,7.699286016,16,11
2018-05-30,-0.7672854527999995,6,14
2018-05-31,-0.8880000000000006,6,7
2018-06-01,-0.4976000000000004,12,9
2018-06-02,-0.34233600000000014,0,1
2018-06-03,-0.2583168000000001,0,0
2018-06-04,-0.2058931200000001,8,10
2018-06-05,-0.17023027200000002,2,12
2018-06-06,-0.14449776639999948,2,13
2018-06-07,0.8858574848000004,0,9
2018-06-08,-0.21246935039999992,4,6
2018-06-09,-0.08000000000000007,0,0
2018-06-10,-0.048000000000000036,0,0
2018-06-11,-0.03360000000000001,10,23
2018-06-12,0.974464,11,3
2018-06-13,8.7795712,8,3
2018-06-14,-0.8969267199999997,10,2
2018-06-15,-0.9823877120000005,9,9
2018-06-16,-0.5580693504000004,0,0
2018-06-17,-0.37593600000000016,0,0
2018-06-18,0.7161471999999999,12,9
2018-06-19,1.5736780799999999,11,6
2018-06-20,0.332843008,5,8
2018-06-21,1.4331145216000003,3,15
2018-06-22,-0.7362118655999996,8,0
2018-06-23,-0.3132053504000002,0,0
2018-06-24,-0.20110080000000014,2,0
2018-06-25,1.84947968,3,0
2018-06-26,-0.519741952,18,5
2018-06-27,-0.2590290944,8,28
2018-06-28,-0.16917985279999997,12,14
2018-06-29,-0.10844477439999986,3,11
2018-06-30,-0.07601070079999996,0,0
2018-07-01,-0.04085760000000002,0,1
2018-07-02,-0.03385344000000002,5,1
2018-07-03,1.9712245760000002,5,11
2018-07-04,-0.42493870079999985,15,12
2018-07-05,-0.16000000000000014,5,21
2018-07-06,-0.09600000000000007,12,8
2018-07-07,-0.06720000000000002,5,0
2018-07-08,-0.05107200000000003,3,1
2018-07-09,-0.04085760000000002,24,10
2018-07-10,-0.03385344000000002,3,5
2018-07-11,0.9712245760000001,1,7
2018-07-12,-0.2249387007999999,4,5
2018-07-13,-0.08000000000000007,7,7
2018-07-14,-0.048000000000000036,0,0
2018-07-15,-0.03360000000000001,0,0
2018-07-16,-0.025536000000000014,2,5
2018-07-17,-0.02042880000000001,9,2
2018-07-18,-0.01692672000000001,15,15
2018-07-19,-0.01438771199999994,3,4
2018-07-20,-0.012469350399999964,3,8
2018-07-21,0.0,0,0
2018-07-22,0.0,0,0
2018-07-23,0.0,12,3
2018-07-24,0.0,11,3
2018-07-25,0.0,14,2
2018-07-26,2.0,4,4
2018-07-27,1.6,7,4
2018-07-28,-0.56,0,0
2018-07-29,1.7439999999999998,0,0
2018-07-30,-0.5632,13,4
