,python/cpython,php/php-src,ruby/ruby
2016-08-16,33,47,9
2016-08-17,26,87,7
2016-08-18,6,46,4
2016-08-19,42,25,7
2016-08-20,18,15,6
2016-08-21,19,28,3
2016-08-22,22,7,7
2016-08-23,24,16,4
2016-08-24,24,4,11
2016-08-25,6,26,2
2016-08-26,8,12,10
2016-08-27,9,5,1
2016-08-28,0,12,2
2016-08-29,10,71,7
2016-08-30,16,39,12
2016-08-31,19,38,6
2016-09-01,7,27,8
2016-09-02,16,38,1
2016-09-03,13,19,4
2016-09-04,8,10,6
2016-09-05,52,63,4
2016-09-06,73,23,5
2016-09-07,82,3,19
2016-09-08,105,20,12
2016-09-09,112,33,11
2016-09-10,83,15,2
2016-09-11,72,31,7
2016-09-12,54,21,8
2016-09-13,48,79,13
2016-09-14,29,31,5
2016-09-15,44,16,3
2016-09-16,18,19,8
2016-09-17,32,5,4
2016-09-18,24,3,5
2016-09-19,28,19,4
2016-09-20,14,7,6
2016-09-21,23,14,6
2016-09-22,18,28,5
2016-09-23,19,45,16
2016-09-24,13,24,10
2016-09-25,6,12,7
2016-09-26,27,34,11
2016-09-27,21,7,15
2016-09-28,30,37,8
2016-09-29,16,15,10
2016-09-30,33,32,7
2016-10-01,13,10,11
2016-10-02,39,6,1
2016-10-03,10,10,10
2016-10-04,26,7,8
2016-10-05,20,27,9
2016-10-06,21,11,15
2016-10-07,18,17,3
2016-10-08,31,16,4
2016-10-09,29,4,5
2016-10-10,17,26,6
2016-10-11,15,26,10
2016-10-12,9,72,11
2016-10-13,14,70,6
2016-10-14,12,32,9
2016-10-15,11,17,7
2016-10-16,9,12,1
2016-10-17,9,58,3
2016-10-18,16,39,7
2016-10-19,26,11,5
2016-10-20,21,29,6
2016-10-21,38,9,9
2016-10-22,12,5,7
2016-10-23,19,9,3
2016-10-24,10,9,7
2016-10-25,47,16,4
2016-10-26,9,14,5
2016-10-27,21,20,8
2016-10-28,21,11,13
2016-10-29,23,23,5
2016-10-30,28,21,3
2016-10-31,18,12,7
2016-11-01,7,18,10
2016-11-02,14,4,2
2016-11-03,16,9,4
2016-11-04,10,18,8
2016-11-05,7,14,53
2016-11-06,20,14,29
2016-11-07,21,15,17
2016-11-08,27,12,14
2016-11-09,41,17,1
2016-11-10,12,16,15
2016-11-11,17,0,21
2016-11-12,12,35,30
2016-11-13,13,22,10
2016-11-14,18,4,11
2016-11-15,22,2,8
2016-11-16,27,58,10
2016-11-17,15,56,5
2016-11-18,5,35,10
2016-11-19,6,4,12
2016-11-20,52,50,8
2016-11-21,63,38,13
2016-11-22,30,40,10
2016-11-23,5,4,10
2016-11-24,11,33,6
2016-11-25,10,17,1
2016-11-26,6,20,5
2016-11-27,0,28,5
2016-11-28,10,10,8
2016-11-29,9,1,23
2016-11-30,1,12,12
2016-12-01,6,27,11
2016-12-02,10,26,4
2016-12-03,8,15,9
2016-12-04,9,17,9
2016-12-05,11,6,6
2016-12-06,25,41,17
2016-12-07,19,24,15
2016-12-08,30,14,8
2016-12-09,17,12,7
2016-12-10,21,4,12
2016-12-11,14,13,2
2016-12-12,7,27,15
2016-12-13,11,11,4
2016-12-14,12,13,9
2016-12-15,29,8,6
2016-12-16,34,24,9
2016-12-17,13,16,12
2016-12-18,11,19,3
2016-12-19,21,8,4
2016-12-20,7,18,14
2016-12-21,9,22,16
2016-12-22,12,19,11
2016-12-23,9,1,6
2016-12-24,16,0,9
2016-12-25,6,0,10
2016-12-26,2,11,14
2016-12-27,30,9,8
2016-12-28,20,10,2
2016-12-29,4,19,6
2016-12-30,15,16,1
2016-12-31,14,19,6
2017-01-01,3,40,6
2017-01-02,47,28,4
2017-01-03,21,52,9
2017-01-04,7,38,4
2017-01-05,4,33,4
2017-01-06,17,80,4
2017-01-07,5,52,8
2017-01-08,15,24,8
2017-01-09,25,54,3
2017-01-10,8,43,8
2017-01-11,16,10,9
2017-01-12,18,20,4
2017-01-13,20,28,8
2017-01-14,11,10,8
2017-01-15,2,7,5
2017-01-16,16,26,7
2017-01-17,25,20,3
2017-01-18,24,28,7
2017-01-19,8,9,10
2017-01-20,14,11,10
2017-01-21,6,15,3
2017-01-22,7,13,6
2017-01-23,27,11,16
2017-01-24,15,6,4
2017-01-25,7,10,7
2017-01-26,2,12,9
2017-01-27,5,6,12
2017-01-28,1,8,7
2017-01-29,17,5,6
2017-01-30,2,22,16
2017-01-31,6,16,15
2017-02-01,17,33,7
2017-02-02,20,20,14
2017-02-03,1,35,14
2017-02-04,35,1,13
2017-02-05,7,6,11
2017-02-06,14,4,5
2017-02-07,9,13,13
2017-02-08,6,7,5
2017-02-09,10,1,9
2017-02-10,21,8,11
2017-02-11,5,17,7
2017-02-12,7,21,9
2017-02-13,6,6,11
2017-02-14,8,2,5
2017-02-15,10,20,6
2017-02-16,5,13,6
2017-02-17,0,8,6
2017-02-18,3,3,6
2017-02-19,3,3,1
2017-02-20,7,0,13
2017-02-21,7,9,11
2017-02-22,6,9,10
2017-02-23,6,9,8
2017-02-24,7,15,12
2017-02-25,9,6,7
2017-02-26,10,3,3
2017-02-27,6,6,18
2017-02-28,6,7,7
2017-03-01,13,13,11
2017-03-02,14,26,6
2017-03-03,17,4,7
2017-03-04,8,1,10
