,coreos/bbolt,lib/pq,go-mgo/mgo
2014-02-20,11.0,0,0
2014-02-21,0.6999999999999993,0,0
2014-02-22,-0.35499999999999954,0,0
2014-02-23,1.3255000000000003,0,0
2014-02-24,-1.7897874999999996,0,0
2014-02-25,0.07842725000000028,0,0
2014-02-26,1.0662045125000001,0,0
2014-02-27,1.8134185387499997,3,0
2014-02-28,-0.5556954544218753,0,0
2014-03-01,2.905155952376562,0,0
2014-03-02,-1.7365041577125002,4,0
2014-03-03,-0.7575058392624998,0,0
2014-03-04,0.5264075115515625,0,0
2014-03-05,-0.614004101765625,0,0
2014-03-06,-0.3493705305140625,0,0
2014-03-07,-0.24637770051250013,0,0
2014-03-08,-0.17261855146406263,0,0
2014-03-09,3.893189469704687,0,0
2014-03-10,-0.2776145154312504,0,0
2014-03-11,-0.7389572737499998,0,0
2014-03-12,-0.3588767167656248,0,8
2014-03-13,2.7662665867671876,1,0
2014-03-14,0.9409565,0,0
2014-03-15,-0.037843699999999814,0,0
2014-03-16,-0.7876099574999998,0,0
2014-03-17,-0.42695164081250003,0,0
2014-03-18,-0.2991961196968751,0,0
2014-03-19,-0.18302900073281247,0,0
2014-03-20,-0.13315379625,0,0
2014-03-21,4.891174439703125,0,0
2014-03-22,5.408539053020312,0,0
2014-03-23,10.33195645676875,0,0
2014-03-24,3.053916586767188,0,1
2014-03-25,-0.3823124999999994,0,0
2014-03-26,-1.2432387499999993,0,0
2014-03-27,-2.3425585625,0,0
2014-03-28,0.5865843437500002,0,0
2014-03-29,0.3678522874218748,0,0
2014-03-30,-1.620951542273438,0,0
2014-03-31,5.065296649417187,0,1
2014-04-01,-2.4253139261515635,0,0
2014-04-02,10.020145779575,0,0
2014-04-03,-2.8490893114625004,0,0
2014-04-04,3.192381901034376,0,0
2014-04-05,-2.50748948103125,0,0
2014-04-06,-1.2248929349968747,0,0
2014-04-07,-0.8054957189656249,0,0
2014-04-08,5.41811746190625,0,0
2014-04-09,0.7380873968531247,0,1
2014-04-10,-0.8400054706718751,0,0
2014-04-11,5.767919368923438,0,0
2014-04-12,-2.717441997060938,0,0
2014-04-13,-1.1612260661640619,0,0
2014-04-14,-0.6855084249999996,1,0
2014-04-15,-0.49444398,0,0
2014-04-16,12.61654526565625,0,0
2014-04-17,0.7889460590562489,0,0
2014-04-18,-2.0543278727140617,0,0
2014-04-19,6.276779569407813,0,0
2014-04-20,-3.419696392629688,0,0
2014-04-21,-0.4866757499999994,0,0
2014-04-22,8.7325850375,0,0
2014-04-23,1.1811308787499994,0,0
2014-04-24,-2.1717265492031252,0,0
2014-04-25,0.07866537039531263,0,0
2014-04-26,-1.6692972229296876,0,0
2014-04-27,-0.9313930098578127,0,0
2014-04-28,-0.6681969546125002,0,0
2014-04-29,4.568100983234375,0,0
2014-04-30,2.1501416878609367,0,0
2014-05-01,-1.0057367149062504,0,1
2014-05-02,-1.1392083304296872,0,0
2014-05-03,1.4108506532359377,0,0
2014-05-04,-0.9959180764656251,0,0
2014-05-05,9.5145521875,0,0
2014-05-06,-3.3366300687500003,0,0
2014-05-07,2.6911814586718754,0,0
2014-05-08,-0.004821706976562812,0,0
2014-05-09,7.461602905303125,0,0
2014-05-10,-3.4967004607328125,0,0
2014-05-11,-1.4892120585312494,0,0
2014-05-12,6.048554436034375,0,0
2014-05-13,-1.7727936176562507,0,0
2014-05-14,0.43929279767187523,0,0
2014-05-15,3.5675508229375,0,0
2014-05-16,-2.3073400502125003,0,0
2014-05-17,-1.0622615273562501,0,0
2014-05-18,-0.6927620065953125,0,0
2014-05-19,3.58376522125,0,0
2014-05-20,-1.5252572661093755,0,0
2014-05-21,4.314720530604688,0,0
2014-05-22,-1.8781232155140626,2,0
2014-05-23,2.20779958970625,0,0
2014-05-24,-1.3842980661640625,0,0
2014-05-25,-0.6089359499999998,0,0
2014-05-26,-0.4029303449999999,0,0
2014-05-27,2.6996013204375,0,0
2014-05-28,6.86171922831875,0,0
2014-05-29,-0.8642261713281254,0,0
2014-05-30,-1.743288887414062,0,0
2014-05-31,0.1458823497031253,0,0
2014-06-01,-0.8702109896984376,0,0
2014-06-02,3.5070704125,1,0
2014-06-03,0.4379407787499998,0,0
2014-06-04,-1.306012565296875,0,0
2014-06-05,1.3166012286765623,0,0
2014-06-06,-0.04335160189375031,0,0
2014-06-07,0.24466989978437503,0,0
2014-06-08,-0.6924406667656249,0,0
2014-06-09,3.6192007667671877,0,0
2014-06-10,0.5394755854374997,0,0
2014-06-11,0.7774684385374999,0,0
2014-06-12,1.833917513534375,0,0
2014-06-13,4.53635843021875,0,0
2014-06-14,-2.4952068169812502,0,0
2014-06-15,-1.0708490799984371,0,0
2014-06-16,0.3270977667671877,0,0
2014-06-17,2.2218811104375,0,1
2014-06-18,7.6228342785375,1,4
2014-06-19,-2.329977256246875,1,0
2014-06-20,0.3477968807375005,0,1
2014-06-21,-0.5267182902921876,0,1
2014-06-22,3.875095408103125,0,0
2014-06-23,-2.12044461125,0,1
2014-06-24,7.023178449484376,0,1
2014-06-25,-3.052212889779688,3,0
2014-06-26,-1.3196924393390623,1,0
2014-06-27,1.1760759041390625,0,0
2014-06-28,-1.1019984330140626,0,0
2014-06-29,-0.5855919119812499,0,0
2014-06-30,0.6017861029390623,0,1
2014-07-01,-0.5999002561640627,0,2
2014-07-02,-0.29145423412500027,0,0
2014-07-03,-0.21472903086250014,0,0
2014-07-04,-0.0780770475,0,0
2014-07-05,-0.06147368353125009,1,0
