,AvaloniaUI/Avalonia,nwjs/nw.js,electron/electron
2024-01-31,4.2811399168,13,4
2024-02-01,3.5380094976,4,1
2024-02-02,-1.7398431744000002,1,2
2024-02-03,4.0980872192,1,0
2024-02-04,-0.6038051839999998,0,0
2024-02-05,1.9928293375999995,1,4
2024-02-06,3.7657680896,0,5
2024-02-07,1.294875648,0,0
2024-02-08,8.53814784,0,4
2024-02-09,3.1572346880000004,0,4
2024-02-10,-0.5560171520000008,0,0
2024-02-11,0.26136831999999943,0,0
2024-02-12,-1.4902666240000004,0,2
2024-02-13,0.08548751359999973,0,0
2024-02-14,4.1191692288,0,5
2024-02-15,0.4043781120000003,0,1
2024-02-16,2.7772249088,0,2
2024-02-17,-0.5193308159999994,7,2
2024-02-18,0.05301903359999993,0,0
2024-02-19,1.2589770751999998,0,1
2024-02-20,7.1425185792,0,1
2024-02-21,-1.083622912,1,4
2024-02-22,3.8048874496,0,2
2024-02-23,-0.7359938559999999,0,1
2024-02-24,3.9122829312,0,0
2024-02-25,-1.6799374336000001,0,0
2024-02-26,0.1343230975999995,1,3
2024-02-27,2.2016326656,0,2
2024-02-28,-0.1326471167999994,0,2
2024-02-29,6.1651150848,0,3
2024-03-01,2.1389213696000002,0,2
2024-03-02,-0.6957040640000001,0,0
2024-03-03,-1.0710447104000003,0,0
2024-03-04,0.3267041279999998,1,2
2024-03-05,11.353251327999999,3,1
2024-03-06,13.168695193600001,0,3
2024-03-07,5.5144659968,0,1
2024-03-08,0.9090809855999993,0,2
2024-03-09,7.841500979199999,0,0
2024-03-10,-1.0087259136000002,0,1
2024-03-11,1.2608823295999985,0,0
2024-03-12,-1.535729152000001,0,2
2024-03-13,0.17848258559999985,0,3
2024-03-14,0.29505720320000095,0,1
2024-03-15,7.528254873600001,0,1
2024-03-16,-2.6358563839999993,0,0
2024-03-17,-1.261842944,0,0
2024-03-18,3.1812663296,0,0
2024-03-19,0.6937847808000004,0,4
2024-03-20,0.9111998463999997,0,1
2024-03-21,-1.0109574144000002,0,8
2024-03-22,-0.5964546048000001,0,2
2024-03-23,0.5802278912000005,13,0
2024-03-24,0.4877886464000003,0,1
2024-03-25,6.56036352,0,2
2024-03-26,-1.6602618879999995,3,2
2024-03-27,-0.7541062656000004,0,6
2024-03-28,2.5511498752,1,4
2024-03-29,2.0938964992,0,1
2024-03-30,3.9438924799999997,0,0
2024-03-31,-1.558316032,0,0
2024-04-01,4.2098558976,0,2
2024-04-02,-0.5305913343999995,1,0
2024-04-03,0.006820147199999793,0,0
2024-04-04,2.2402534399999996,0,1
2024-04-05,3.907912704,0,0
2024-04-06,2.3855152128,0,0
2024-04-07,-0.6146266111999998,0,0
2024-04-08,-0.053745152000000296,0,2
2024-04-09,1.17409792,0,2
2024-04-10,5.054972416,0,4
2024-04-11,1.2764747776,0,3
2024-04-12,3.5428827135999996,0,2
2024-04-13,1.1817817088,0,0
2024-04-14,-0.5539251200000002,0,0
2024-04-15,-0.05606543360000016,0,5
2024-04-16,2.1481086975999997,0,1
2024-04-17,2.8394285056,6,3
2024-04-18,3.5376028672000004,3,2
2024-04-19,0.2129647616000001,2,6
2024-04-20,6.7011084288,3,0
2024-04-21,-2.3538734079999997,1,0
2024-04-22,0.8638471167999993,0,3
2024-04-23,2.8617675776,0,4
2024-04-24,3.4946446336,0,2
2024-04-25,9.1592619008,0,0
2024-04-26,2.8217001984000003,0,0
2024-04-27,-2.7320079360000005,0,0
2024-04-28,-1.4590419968000004,0,0
2024-04-29,-0.0006034432000001644,3,5
2024-04-30,6.118877696,1,0
2024-05-01,0.9749440512000005,0,2
2024-05-02,1.3614173183999998,0,0
2024-05-03,-0.5317719039999995,0,0
2024-05-04,-0.06822512639999956,0,1
2024-05-05,1.2012030975999999,2,0
2024-05-06,3.13466368,4,0
2024-05-07,-0.31236915200000004,1,3
2024-05-08,1.0996141056000002,0,2
2024-05-09,4.0336064512,0,3
2024-05-10,0.4886012928000003,2,2
2024-05-11,-0.14132408320000023,1,1
2024-05-12,0.16483829759999968,0,0
2024-05-13,3.2755475456,0,9
2024-05-14,5.7368461312,2,6
2024-05-15,-2.0529345536,2,6
2024-05-16,1.0221280255999994,1,0
2024-05-17,-1.0470955007999998,0,1
2024-05-18,-0.625821696,0,0
2024-05-19,-0.4127203328000001,0,0
2024-05-20,0.6952344576,0,1
2024-05-21,0.5604207616000002,1,1
2024-05-22,-0.4714489855999995,4,0
2024-05-23,-0.24913889279999987,0,1
2024-05-24,1.8896245760000001,1,1
2024-05-25,1.5159252992,2,0
2024-05-26,-0.6059648000000001,0,1
2024-05-27,-0.2933555200000002,0,1
2024-05-28,0.8054855679999999,0,1
2024-05-29,2.6548709376,0,4
2024-05-30,0.21560104960000004,0,2
2024-05-31,0.4372889599999997,0,2
2024-06-01,-0.520228864,0,0
2024-06-02,-0.30805012479999994,0,0
2024-06-03,-0.20357550080000003,0,1
2024-06-04,1.86265088,0,1
2024-06-05,3.488867328,0,4
2024-06-06,1.9470119936000003,0,4
2024-06-07,-0.0847224832000002,0,5
2024-06-08,1.2739429375999998,0,0
2024-06-09,-0.8219413504000002,0,0
2024-06-10,-0.45180160000000025,0,8
2024-06-11,0.6782233599999998,8,6
2024-06-12,-0.4505047039999999,3,10
2024-06-13,3.7152294912,1,19
2024-06-14,1.0011751424000004,0,10
2024-06-15,-0.8392492032000001,0,0
2024-06-16,-0.41878077440000017,0,1
2024-06-17,0.7242324992,0,5
2024-06-18,1.6137292799999998,0,7
2024-06-19,3.372825088,1,4
2024-06-20,-1.1290338304,0,4
2024-06-21,-0.5410042880000001,0,1
2024-06-22,-0.36338882559999997,0,1
2024-06-23,-0.2308395008,0,0
2024-06-24,-0.15992832000000007,0,1
2024-06-25,9.870043648,5,2
2024-06-26,7.891048345600001,0,2
2024-06-27,-0.8824895487999997,0,6
2024-06-28,3.270122598399999,0,1
2024-06-29,-1.9760000000000004,0,0
2024-06-30,0.9126399999999992,0,0
2024-07-01,1.8331519999999997,0,4
2024-07-02,0.6473727999999999,0,4
2024-07-03,0.7823180800000002,3,1
2024-07-04,2.8242319360000008,0,0
2024-07-05,-1.4459745279999998,0,2
2024-07-06,-0.6975428608,0,0
2024-07-07,-0.46775859200000003,0,0
2024-07-08,6.694114816,0,7
2024-07-09,-1.6449568767999996,0,2
2024-07-10,1.2582478847999996,0,3
2024-07-11,0.14257899520000006,0,3
2024-07-12,0.3223104512000001,0,0
2024-07-13,1.3953705984,0,2
2024-07-14,-0.7382016000000001,0,2
2024-07-15,0.5888409599999997,0,6
2024-07-16,1.5032924160000003,0,2
2024-07-17,5.2856963072,5,6
2024-07-18,-1.525202944,1,2
2024-07-19,2.2932892671999996,1,3
2024-07-20,0.9585534976000001,0,0
2024-07-21,0.04565442559999999,0,0
2024-07-22,1.2600609791999997,0,6
2024-07-23,-0.8476139520000001,0,2
2024-07-24,1.5053869055999998,1,2
2024-07-25,2.2467766272000005,0,7
2024-07-26,0.9808101376000002,0,1
2024-07-27,-0.884517376,0,2
2024-07-28,1.5048322048,0,0
2024-07-29,4.2789481472,0,3
2024-07-30,-1.3859103743999999,3,6
2024-07-31,2.3328494591999993,0,3
2024-08-01,3.972386816,0,3
2024-08-02,-1.5610272768,0,3
2024-08-03,5.2212789248,0,1
2024-08-04,-0.7017361408,0,0
2024-08-05,3.961982976,0,8
2024-08-06,-1.6538436607999998,0,2
2024-08-07,2.1351290879999993,0,4
2024-08-08,-1.154612736,0,0
2024-08-09,-0.6654554112,0,5
2024-08-10,-0.45601587200000004,0,1
2024-08-11,-0.3061969919999997,0,1
2024-08-12,0.7495545856000002,0,4
2024-08-13,3.6543056896,6,1
2024-08-14,-0.9931269119999997,2,3
2024-08-15,4.588836864,1,1
2024-08-16,3.7369919488,1,2
2024-08-17,-0.5599360000000002,0,0
2024-08-18,-0.9625728000000006,0,0
2024-08-19,6.41335808,0,7
2024-08-20,1.1742254080000003,0,5
2024-08-21,-1.4934441984000002,1,2
2024-08-22,0.16180899839999952,0,6
2024-08-23,0.24379904000000008,0,9
2024-08-24,-0.7107640319999997,0,1
2024-08-25,-0.424344064,0,0
2024-08-26,1.7261572095999997,6,3
2024-08-27,0.3893698560000005,1,0
2024-08-28,-0.5364133887999997,2,0
2024-08-29,-0.25076357120000003,0,2
2024-08-30,1.853485568,0,0
2024-08-31,-0.5115290623999998,0,0
2024-09-01,-0.23886295040000016,0,0
2024-09-02,0.8497177599999999,0,0
2024-09-03,-0.3129021439999999,0,0
2024-09-04,-0.17039841279999995,0,7
2024-09-05,0.8986730495999999,0,7
2024-09-06,-0.26745344,0,5
2024-09-07,-0.13431142399999996,0,1
2024-09-08,-0.09336750079999998,0,1
2024-09-09,-0.050526720000000025,0,5
2024-09-10,-0.03992371199999995,0,3
2024-09-11,-0.03289815039999998,6,2
2024-09-12,18.98307328,1,6
2024-09-13,-3.814387711999999,0,0
2024-09-14,3.4675306495999987,0,0
2024-09-15,-1.9120000000000004,2,0
2024-09-16,-1.0384000000000007,0,4
2024-09-17,-0.7251840000000005,2,9
2024-09-18,4.4438528,1,3
2024-09-19,-1.44928768,0,1
2024-09-20,0.2244894720000008,0,5
2024-09-21,-0.7615512575999995,0,1
2024-09-22,-0.3199385599999998,0,0
2024-09-23,1.761973248,0,7
2024-09-24,6.464256,0,7
2024-09-25,2.3298304,0,4
2024-09-26,-0.5483673600000001,0,7
2024-09-27,1.9975265279999996,0,3
2024-09-28,-0.1726597120000002,0,0
2024-09-29,0.14552104959999967,0,1
2024-09-30,6.263400959999999,0,3
2024-10-01,-1.8833136639999999,0,7
2024-10-02,3.0680036351999997,0,4
2024-10-03,0.5818145792000005,0,1
2024-10-04,-0.11621007360000002,0,0
2024-10-05,-0.8237400064000001,0,0
2024-10-06,0.47787591679999986,0,0
2024-10-07,4.4373118976,2,1
2024-10-08,-0.35957053439999953,0,2
2024-10-09,-0.8693859328000002,0,5
2024-10-10,4.534566912,0,1
2024-10-11,0.6628844544000003,0,7
2024-10-12,-0.021035212800000203,0,0
2024-10-13,-0.7570760704000004,0,0
2024-10-14,1.5365498879999997,8,3
2024-10-15,1.2557853696000003,1,4
2024-10-16,-0.823550464,0,6
2024-10-17,-0.4194965504000003,1,4
2024-10-18,0.7105792000000002,0,2
2024-10-19,-0.4263208959999997,0,0
2024-10-20,-0.2112560128,0,0
2024-10-21,1.8648196096,1,4
2024-10-22,0.5037711360000001,1,1
2024-10-23,0.5607498752000001,0,2
2024-10-24,0.5786324991999999,0,1
2024-10-25,0.5878732799999999,0,1
2024-10-26,-0.42705971200000004,0,0
2024-10-27,0.7595370495999999,0,0
2024-10-28,0.6385817599999999,0,2
2024-10-29,-0.40526694399999996,0,10
2024-10-30,0.7697820672,0,2
2024-10-31,5.6541874176,0,3
2024-11-01,-0.3829197823999997,0,3
2024-11-02,0.1991781375999997,0,3
2024-11-03,2.3485751296,0,0
2024-11-04,1.013549568,0,8
2024-11-05,2.0778981376,0,3
2024-11-06,-0.11510487040000017,0,2
2024-11-07,-0.7987128320000003,0,1
2024-11-08,2.4960408576,0,1
2024-11-09,-0.9672889343999997,0,0
2024-11-10,2.5312971776,0,0
2024-11-11,-0.9203083263999998,0,1
2024-11-12,2.5218075648,0,2
2024-11-13,0.09436344320000023,0,4
2024-11-14,8.3461178368,0,2
2024-11-15,-1.1638575103999997,0,4
2024-11-16,-1.1732495360000006,2,0
2024-11-17,-0.7103962112000004,3,0
2024-11-18,1.519614464,7,6
2024-11-19,3.2279589888,1,8
2024-11-20,2.7705149440000003,0,7
2024-11-21,-1.4405650432000001,0,3
2024-11-22,-0.7380854783999998,0,6
2024-11-23,2.4959161344000003,0,1
2024-11-24,-0.8898709504,0,2
2024-11-25,0.5422873599999997,0,4
2024-11-26,2.477802496,0,0
2024-11-27,-0.9309964287999997,0,3
2024-11-28,0.5279637504000001,0,0
2024-11-29,-0.4887638016,0,2
2024-11-30,1.7428838399999997,0,1
2024-12-01,-0.5881999359999999,0,3
2024-12-02,-0.3092211712000001,0,6
2024-12-03,6.813296128,4,4
2024-12-04,-1.5432612863999995,0,2
2024-12-05,0.33459322879999953,0,0
2024-12-06,-0.5912453120000002,0,1
2024-12-07,-0.3615227904000001,1,0
2024-12-08,0.7444725759999999,0,0
2024-12-09,0.5984596992,0,1
2024-12-10,4.57597696,0,0
2024-12-11,-0.24914278399999956,0,2
2024-12-12,-0.7858121728000002,0,2
2024-12-13,0.6064762879999998,0,1
2024-12-14,-0.47443415040000003,0,1
2024-12-15,4.72136448,0,0
2024-12-16,0.7930055680000001,0,3
2024-12-17,4.0344805375999995,0,1
2024-12-18,-1.5268706304,0,0
2024-12-19,-0.7611632640000003,0,0
2024-12-20,-0.4642760704000003,0,1
2024-12-21,1.6643962879999998,0,0
2024-12-22,-0.6656405504,0,0
2024-12-23,0.6320640000000001,0,0
2024-12-24,-0.4717557759999998,0,0
2024-12-25,-0.2440772607999997,0,0
2024-12-26,-0.1614187519999999,0,0
2024-12-27,-0.07445760000000004,0,0
2024-12-28,-0.05938944000000003,0,0
2024-12-29,-0.049204223999999894,0,0
2024-12-30,-0.04186542079999994,0,0
2024-12-31,-0.01438771199999994,0,0
2025-01-01,-0.012469350399999964,0,0
2025-01-02,1.0,0,0
2025-01-03,-0.19999999999999996,0,0
2025-01-04,-0.08000000000000007,0,0
2025-01-05,-0.048000000000000036,0,0
2025-01-06,-0.03360000000000001,6,1
2025-01-07,-0.025536000000000014,0,0
2025-01-08,1.9795712,0,1
2025-01-09,3.5830732800000002,0,1
2025-01-10,-0.974387712,2,0
2025-01-11,0.5715306495999997,2,1
2025-01-12,-0.4592000000000001,1,0
2025-01-13,-0.26547200000000015,1,1
2025-01-14,0.8089983999999999,0,1
2025-01-15,0.65083136,1,5
2025-01-16,0.5979816960000001,0,0
2025-01-17,-0.4309183487999998,0,1
2025-01-18,-0.22840412159999998,0,0
2025-01-19,-0.121523712,0,0
2025-01-20,2.9079658496,0,7
2025-01-21,0.33710848000000015,0,6
2025-01-22,5.508256768,0,4
2025-01-23,2.5322162176000003,0,3
2025-01-24,-0.45565706240000026,0,6
2025-01-25,-0.9306773504000004,1,0
2025-01-26,-0.5604224000000003,0,0
2025-01-27,0.5931750399999998,0,2
2025-01-28,1.4815933440000002,0,2
2025-01-29,0.2593927168000001,0,3
2025-01-30,3.4050686976,0,3
2025-01-31,-1.1588936703999995,0,4
2025-02-01,5.4749988864,0,0
2025-02-02,-0.5095701503999999,0,0
2025-02-03,0.10227967999999954,0,6
2025-02-04,-0.7388139520000003,0,2
