,adblockplus/adblockplus,gorhill/ublock,brave/brave-browser
2016-11-09,0,2,4.0
2016-11-10,0,3,10.6
2016-11-11,0,0,-1.2800000000000011
2016-11-12,0,4,2.3909999999999996
2016-11-13,0,1,-0.6961500000000002
2016-11-14,0,2,-0.42675449999999904
2016-11-15,0,0,-0.31543229999999933
2016-11-16,0,1,1.7488555775000008
2016-11-17,0,6,2.5913458391875004
2016-11-18,1,1,0.4316671091843751
2016-11-19,0,0,-0.41766846664531243
2016-11-20,0,0,-0.20052993904687488
2016-11-21,1,0,0.8520824423921879
2016-11-22,1,1,2.804663225
2016-11-23,0,2,0.57720982
2016-11-24,0,0,-0.32907972728125
2016-11-25,0,0,0.7922411596312502
2016-11-26,0,0,1.7586308793765628
2016-11-27,0,0,-0.3355736150359374
2016-11-28,0,2,11.81480351625
2016-11-29,0,0,4.666326085734374
2016-11-30,1,0,-1.2456392378328132
2016-12-01,0,2,-0.6921603831234378
2016-12-02,0,3,-0.46476657378593655
2016-12-03,0,2,-0.34913170551562384
2016-12-04,0,0,-0.28218012856718666
2016-12-05,0,0,-0.22889413507187434
2016-12-06,0,0,0.8186180663125004
2016-12-07,0,9,0.7418038914750003
2016-12-08,0,4,-0.195393115215625
2016-12-09,0,0,0.9265
2016-12-10,0,0,0.8508374999999999
2016-12-11,0,0,-0.18177925
2016-12-12,0,0,-0.10277876249999995
2016-12-13,0,1,-0.07341820874999988
2016-12-14,0,3,4.942558740734375
2016-12-15,0,4,3.452754071948437
2016-12-16,0,1,1.342345438714062
2016-12-17,0,0,-0.5431620092656253
2016-12-18,0,0,-0.32527966555156224
2016-12-19,0,2,0.771367397464063
2016-12-20,0,0,-0.2716020624999995
2016-12-21,1,1,0.8146499687500004
2016-12-22,0,0,0.7529596249218753
2016-12-23,0,0,1.7318825927578128
2016-12-24,0,0,-0.3423487861750001
2016-12-25,0,3,-0.16912221757187493
2016-12-26,0,3,-0.10487294624999988
2016-12-27,0,1,-0.08017207551562473
2016-12-28,0,0,-0.0648880612859373
2016-12-29,0,4,0.9530139657343751
2016-12-30,0,3,-0.14015455805156246
2016-12-31,0,0,-0.07253547856718746
2017-01-01,0,0,0.954702294928125
2017-01-02,0,1,-0.1206625
2017-01-03,0,0,-0.061116749999999984
2017-01-04,0,0,-0.041662012499999984
2017-01-05,2,0,0.9682438037500001
2017-01-06,0,2,0.874314936984375
2017-01-07,0,5,-0.16656086503593756
2017-01-08,0,4,-0.08459369625000002
2017-01-09,0,5,-0.058730813015624925
2017-01-10,0,0,-0.04517810253593735
2017-01-11,0,0,0.9707212375000001
2017-01-12,0,1,-0.12425570875000001
2017-01-13,0,0,-0.06566200926562497
2017-01-14,0,0,-0.04646716555156248
2017-01-15,0,0,-0.029061352535937404
2017-01-16,0,0,-0.016116749999999947
2017-01-17,0,1,-0.01316201249999996
2017-01-18,0,7,-0.011093696249999967
2017-01-19,3,3,1.990431686984375
