,gcc-mirror/gcc,golang/go,llvm/llvm-project
2011-02-08,31,7,70
2011-02-09,20,25,84
2011-02-10,35,11,61
2011-02-11,21,16,57
2011-02-12,21,3,22
2011-02-13,13,2,23
2011-02-14,25,9,55
2011-02-15,26,7,69
2011-02-16,16,19,67
2011-02-17,19,14,94
2011-02-18,22,13,84
2011-02-19,29,2,56
2011-02-20,14,1,29
2011-02-21,12,5,55
2011-02-22,21,10,95
2011-02-23,20,24,74
2011-02-24,25,10,73
2011-02-25,10,17,63
2011-02-26,7,1,16
2011-02-27,16,0,22
2011-02-28,19,7,103
2011-03-01,10,9,80
2011-03-02,15,11,85
2011-03-03,26,14,56
2011-03-04,18,10,71
2011-03-05,9,10,59
2011-03-06,7,12,26
2011-03-07,21,31,47
2011-03-08,17,19,68
2011-03-09,14,12,73
2011-03-10,8,14,44
2011-03-11,20,14,65
2011-03-12,11,6,39
2011-03-13,3,2,15
2011-03-14,21,4,47
2011-03-15,24,13,68
2011-03-16,33,20,55
2011-03-17,25,16,50
2011-03-18,32,7,76
2011-03-19,7,1,34
2011-03-20,4,1,16
2011-03-21,42,8,46
2011-03-22,48,11,67
2011-03-23,22,18,59
2011-03-24,47,7,49
2011-03-25,46,19,46
2011-03-26,15,6,43
2011-03-27,16,3,31
2011-03-28,44,11,24
2011-03-29,27,31,62
2011-03-30,32,8,61
2011-03-31,34,10,83
2011-04-01,39,3,45
2011-04-02,17,6,28
2011-04-03,17,3,12
2011-04-04,30,13,50
2011-04-05,34,20,96
2011-04-06,28,11,55
2011-04-07,34,10,60
2011-04-08,40,24,42
2011-04-09,4,1,48
2011-04-10,7,2,20
2011-04-11,28,7,54
2011-04-12,36,9,75
2011-04-13,27,22,60
2011-04-14,32,24,49
2011-04-15,36,28,60
2011-04-16,11,1,23
2011-04-17,16,3,28
2011-04-18,40,11,48
2011-04-19,35,9,89
2011-04-20,36,13,53
2011-04-21,36,18,54
2011-04-22,19,14,69
2011-04-23,14,7,30
2011-04-24,9,1,40
2011-04-25,15,14,48
2011-04-26,29,13,51
2011-04-27,26,13,62
2011-04-28,28,18,101
2011-04-29,27,7,84
2011-04-30,16,0,55
2011-05-01,5,4,40
2011-05-02,29,20,62
2011-05-03,50,14,59
2011-05-04,40,7,78
2011-05-05,31,6,60
2011-05-06,30,5,64
2011-05-07,11,2,17
2011-05-08,8,6,17
2011-05-09,27,4,27
2011-05-10,18,4,50
2011-05-11,33,10,35
2011-05-12,19,14,44
2011-05-13,21,22,58
2011-05-14,15,5,42
2011-05-15,9,4,24
2011-05-16,17,14,42
2011-05-17,16,12,70
2011-05-18,23,12,79
2011-05-19,25,5,94
2011-05-20,23,9,55
2011-05-21,17,4,35
2011-05-22,20,5,63
2011-05-23,33,7,42
2011-05-24,33,12,64
2011-05-25,47,17,57
2011-05-26,41,12,47
2011-05-27,37,17,63
2011-05-28,13,1,33
2011-05-29,19,5,29
2011-05-30,22,12,14
2011-05-31,36,21,50
2011-06-01,28,16,56
2011-06-02,20,21,66
2011-06-03,25,16,82
2011-06-04,12,1,48
2011-06-05,10,2,18
2011-06-06,33,16,20
2011-06-07,30,14,26
2011-06-08,25,13,19
2011-06-09,30,13,43
2011-06-10,46,14,33
2011-06-11,18,5,13
2011-06-12,7,1,18
2011-06-13,17,10,45
2011-06-14,40,20,70
2011-06-15,12,11,75
2011-06-16,31,19,96
2011-06-17,12,15,90
2011-06-18,17,3,48
2011-06-19,2,7,22
2011-06-20,22,24,59
2011-06-21,32,7,76
2011-06-22,33,14,68
2011-06-23,18,7,72
2011-06-24,16,12,65
2011-06-25,3,3,36
2011-06-26,8,1,13
2011-06-27,31,21,62
2011-06-28,21,16,62
2011-06-29,32,19,61
2011-06-30,23,14,68
2011-07-01,26,8,64
2011-07-02,3,3,62
2011-07-03,3,0,6
2011-07-04,16,6,15
2011-07-05,28,8,46
2011-07-06,28,16,78
2011-07-07,44,11,85
2011-07-08,34,12,91
2011-07-09,26,8,53
2011-07-10,6,6,28
2011-07-11,33,14,55
2011-07-12,19,24,64
2011-07-13,26,29,95
2011-07-14,19,16,106
2011-07-15,20,10,98
2011-07-16,7,0,30
2011-07-17,8,5,4
2011-07-18,19,23,72
2011-07-19,23,16,87
2011-07-20,30,16,92
2011-07-21,38,18,78
2011-07-22,30,10,93
2011-07-23,17,12,35
2011-07-24,7,3,12
2011-07-25,34,10,99
2011-07-26,24,10,129
2011-07-27,21,15,96
2011-07-28,32,18,117
2011-07-29,18,14,106
2011-07-30,6,0,31
2011-07-31,15,6,16
2011-08-01,73,7,45
2011-08-02,122,4,70
2011-08-03,64,2,82
2011-08-04,100,14,81
2011-08-05,59,5,49
2011-08-06,24,2,12
2011-08-07,8,1,3
2011-08-08,19,11,32
2011-08-09,17,5,97
2011-08-10,12,14,78
2011-08-11,27,7,104
2011-08-12,15,12,125
2011-08-13,4,3,16
2011-08-14,8,2,11
2011-08-15,14,12,82
2011-08-16,16,17,90
2011-08-17,7,18,103
2011-08-18,34,15,88
2011-08-19,23,3,122
2011-08-20,11,4,54
2011-08-21,8,3,7
2011-08-22,20,17,78
2011-08-23,24,16,93
2011-08-24,13,19,85
2011-08-25,23,15,71
2011-08-26,20,23,66
2011-08-27,4,1,32
2011-08-28,7,1,13
2011-08-29,98,27,49
2011-08-30,48,10,53
2011-08-31,27,14,73
2011-09-01,28,7,59
2011-09-02,41,8,67
2011-09-03,5,3,24
2011-09-04,7,1,21
2011-09-05,38,10,12
2011-09-06,48,7,76
2011-09-07,25,17,56
2011-09-08,23,18,63
2011-09-09,10,6,96
2011-09-10,5,0,36
2011-09-11,11,0,9
2011-09-12,16,12,71
2011-09-13,22,7,107
2011-09-14,20,20,80
2011-09-15,13,20,120
2011-09-16,15,9,85
2011-09-17,9,8,16
2011-09-18,7,2,16
2011-09-19,20,22,93
2011-09-20,17,14,108
2011-09-21,28,6,64
2011-09-22,22,8,64
2011-09-23,21,9,76
2011-09-24,7,2,29
2011-09-25,18,2,15
2011-09-26,34,17,99
2011-09-27,51,8,76
2011-09-28,14,10,69
2011-09-29,22,10,84
2011-09-30,21,10,80
2011-10-01,4,3,46
2011-10-02,15,0,18
2011-10-03,19,5,68
2011-10-04,23,8,84
2011-10-05,25,18,103
2011-10-06,36,18,87
2011-10-07,49,10,79
2011-10-08,4,5,48
2011-10-09,14,0,16
2011-10-10,29,5,70
2011-10-11,22,12,125
2011-10-12,24,17,82
2011-10-13,40,23,71
2011-10-14,48,22,97
2011-10-15,14,5,57
2011-10-16,14,2,63
2011-10-17,29,17,123
2011-10-18,42,34,127
2011-10-19,25,14,79
2011-10-20,35,5,55
2011-10-21,24,6,69
2011-10-22,8,1,30
2011-10-23,19,2,44
2011-10-24,33,3,80
2011-10-25,36,5,78
2011-10-26,33,39,87
2011-10-27,19,6,68
2011-10-28,29,17,77
2011-10-29,18,1,31
2011-10-30,15,0,16
2011-10-31,20,13,81
2011-11-01,27,11,71
2011-11-02,37,44,69
2011-11-03,78,23,64
2011-11-04,62,20,77
2011-11-05,18,2,73
2011-11-06,19,3,42
2011-11-07,61,17,93
2011-11-08,38,14,80
2011-11-09,54,34,76
2011-11-10,25,8,90
2011-11-11,21,16,87
2011-11-12,19,5,45
2011-11-13,9,4,36
2011-11-14,22,31,74
2011-11-15,17,19,115
2011-11-16,19,16,114
2011-11-17,19,10,63
2011-11-18,24,22,26
2011-11-19,11,6,21
2011-11-20,17,4,11
2011-11-21,48,8,20
2011-11-22,29,10,28
2011-11-23,23,6,22
2011-11-24,12,6,10
2011-11-25,15,6,8
2011-11-26,11,2,12
2011-11-27,16,4,48
2011-11-28,14,20,108
2011-11-29,30,9,102
2011-11-30,23,16,69
2011-12-01,27,25,64
2011-12-02,28,22,72
2011-12-03,13,0,41
2011-12-04,15,1,6
2011-12-05,30,13,67
2011-12-06,27,15,117
2011-12-07,16,25,99
2011-12-08,25,12,96
2011-12-09,25,23,83
2011-12-10,12,4,37
2011-12-11,13,5,8
2011-12-12,38,30,79
2011-12-13,37,38,60
2011-12-14,20,30,78
2011-12-15,37,35,86
2011-12-16,16,19,61
2011-12-17,11,4,49
2011-12-18,8,2,12
2011-12-19,33,23,65
2011-12-20,31,36,83
2011-12-21,35,41,66
2011-12-22,25,28,82
2011-12-23,24,15,20
2011-12-24,4,1,30
2011-12-25,1,3,13
2011-12-26,3,2,10
2011-12-27,6,2,17
2011-12-28,12,0,28
2011-12-29,13,0,28
2011-12-30,8,0,22
2011-12-31,7,0,8
2012-01-01,10,0,22
2012-01-02,28,0,18
2012-01-03,23,9,54
2012-01-04,20,7,62
2012-01-05,31,12,57
2012-01-06,21,5,62
2012-01-07,4,0,49
2012-01-08,9,2,15
2012-01-09,26,19,48
2012-01-10,24,26,71
2012-01-11,25,27,83
2012-01-12,17,26,70
2012-01-13,21,18,76
2012-01-14,8,9,44
2012-01-15,6,8,21
2012-01-16,12,15,39
2012-01-17,21,24,96
2012-01-18,12,20,65
2012-01-19,14,45,53
2012-01-20,24,22,73
2012-01-21,10,7,35
2012-01-22,5,8,22
2012-01-23,45,29,75
2012-01-24,33,19,118
2012-01-25,31,31,103
2012-01-26,22,29,91
2012-01-27,41,16,52
2012-01-28,7,1,30
2012-01-29,15,11,28
2012-01-30,41,30,84
2012-01-31,20,42,143
2012-02-01,20,24,95
2012-02-02,18,18,67
2012-02-03,10,37,73
2012-02-04,5,17,64
2012-02-05,18,5,54
2012-02-06,14,35,73
2012-02-07,24,14,63
2012-02-08,27,48,87
2012-02-09,13,30,88
2012-02-10,20,29,67
2012-02-11,12,26,34
2012-02-12,12,5,29
2012-02-13,19,46,77
2012-02-14,33,47,80
2012-02-15,27,39,92
2012-02-16,17,36,95
2012-02-17,29,36,77
2012-02-18,7,16,42
2012-02-19,4,32,42
2012-02-20,20,21,56
2012-02-21,20,30,78
2012-02-22,19,33,98
2012-02-23,14,28,89
2012-02-24,16,31,88
2012-02-25,5,3,50
2012-02-26,5,4,45
2012-02-27,17,24,71
2012-02-28,28,20,65
2012-02-29,22,29,88
2012-03-01,24,30,86
2012-03-02,39,21,92
