,gcc-mirror/gcc,golang/go,llvm/llvm-project
2012-11-24,9,7,16
2012-11-25,7,7,19
2012-11-26,22,27,54
2012-11-27,22,17,107
2012-11-28,33,4,68
2012-11-29,34,6,108
2012-11-30,20,10,76
2012-12-01,12,5,44
2012-12-02,11,0,9
2012-12-03,30,6,65
2012-12-04,28,10,135
2012-12-05,48,7,100
2012-12-06,25,17,103
2012-12-07,19,2,84
2012-12-08,10,2,24
2012-12-09,10,4,29
2012-12-10,21,10,61
2012-12-11,27,19,89
2012-12-12,24,13,99
2012-12-13,16,16,110
2012-12-14,9,6,75
2012-12-15,9,2,20
2012-12-16,9,2,16
2012-12-17,10,24,76
2012-12-18,20,8,88
2012-12-19,17,4,113
2012-12-20,26,7,133
2012-12-21,22,12,122
2012-12-22,4,27,24
2012-12-23,4,2,15
2012-12-24,1,5,37
2012-12-25,3,1,29
2012-12-26,3,2,47
2012-12-27,9,2,46
2012-12-28,4,8,23
2012-12-29,4,3,22
2012-12-30,1,3,26
2012-12-31,4,0,48
2013-01-01,4,2,15
2013-01-02,44,18,66
2013-01-03,38,5,37
2013-01-04,31,7,85
2013-01-05,5,1,73
2013-01-06,14,9,24
2013-01-07,30,16,134
2013-01-08,25,7,93
2013-01-09,20,15,96
2013-01-10,24,6,124
2013-01-11,12,18,107
2013-01-12,3,7,57
2013-01-13,8,3,32
2013-01-14,26,12,104
2013-01-15,24,2,81
2013-01-16,23,2,100
2013-01-17,15,12,86
2013-01-18,15,27,98
2013-01-19,6,5,51
2013-01-20,9,3,63
2013-01-21,15,6,101
2013-01-22,18,16,87
2013-01-23,13,14,96
2013-01-24,15,9,84
2013-01-25,14,2,137
2013-01-26,5,3,58
2013-01-27,4,1,43
2013-01-28,14,14,83
2013-01-29,29,15,117
2013-01-30,16,28,128
2013-01-31,22,23,123
2013-02-01,14,13,101
2013-02-02,5,12,31
2013-02-03,13,17,29
2013-02-04,22,19,38
2013-02-05,16,14,128
2013-02-06,39,6,83
2013-02-07,26,6,124
2013-02-08,22,20,87
2013-02-09,13,8,32
2013-02-10,2,4,32
2013-02-11,19,13,64
2013-02-12,20,10,98
2013-02-13,24,14,88
2013-02-14,15,29,114
2013-02-15,22,29,86
2013-02-16,5,3,55
2013-02-17,3,2,25
2013-02-18,8,7,63
2013-02-19,12,19,101
2013-02-20,17,25,113
2013-02-21,20,24,130
2013-02-22,10,23,102
2013-02-23,1,8,38
2013-02-24,6,10,25
2013-02-25,11,22,54
2013-02-26,20,22,77
2013-02-27,16,29,79
2013-02-28,24,31,75
2013-03-01,17,35,78
2013-03-02,3,14,22
2013-03-03,11,6,11
2013-03-04,19,19,38
2013-03-05,29,12,69
2013-03-06,23,22,50
2013-03-07,8,19,75
2013-03-08,22,11,69
2013-03-09,5,8,41
2013-03-10,3,8,14
2013-03-11,13,37,36
2013-03-12,6,39,65
2013-03-13,9,14,74
2013-03-14,12,21,103
2013-03-15,8,31,76
2013-03-16,10,2,20
2013-03-17,35,2,11
2013-03-18,18,11,113
2013-03-19,11,21,99
2013-03-20,20,17,140
2013-03-21,30,22,67
2013-03-22,21,27,93
2013-03-23,8,6,55
2013-03-24,8,4,14
2013-03-25,33,19,95
2013-03-26,23,21,133
2013-03-27,32,22,98
2013-03-28,23,14,111
2013-03-29,17,17,64
2013-03-30,9,13,44
2013-03-31,8,6,7
2013-04-01,14,11,54
2013-04-02,25,17,73
2013-04-03,31,27,106
2013-04-04,19,19,89
2013-04-05,20,4,115
2013-04-06,3,3,27
2013-04-07,8,15,33
2013-04-08,27,13,64
2013-04-09,20,11,61
2013-04-10,16,5,89
2013-04-11,78,7,97
2013-04-12,45,9,83
2013-04-13,4,3,37
2013-04-14,4,1,33
2013-04-15,17,6,77
2013-04-16,13,5,72
2013-04-17,16,4,77
2013-04-18,15,7,81
2013-04-19,16,5,85
2013-04-20,3,2,55
2013-04-21,2,4,26
2013-04-22,37,6,81
2013-04-23,37,8,90
2013-04-24,45,2,63
2013-04-25,43,5,55
2013-04-26,16,2,59
2013-04-27,3,1,35
2013-04-28,10,1,2
2013-04-29,35,4,59
2013-04-30,15,13,81
2013-05-01,17,6,53
2013-05-02,18,3,74
2013-05-03,15,5,93
2013-05-04,12,1,58
2013-05-05,8,0,36
2013-05-06,25,8,89
2013-05-07,21,3,82
2013-05-08,14,6,83
2013-05-09,17,0,70
2013-05-10,20,0,78
2013-05-11,1,0,16
2013-05-12,5,0,8
2013-05-13,23,3,63
2013-05-14,27,15,103
2013-05-15,19,19,74
2013-05-16,24,5,103
2013-05-17,21,8,90
2013-05-18,11,5,22
2013-05-19,7,2,19
2013-05-20,15,14,86
2013-05-21,17,11,88
2013-05-22,21,21,87
2013-05-23,22,8,67
2013-05-24,29,13,64
2013-05-25,9,2,15
2013-05-26,8,0,8
2013-05-27,9,6,23
2013-05-28,19,9,62
2013-05-29,18,11,75
2013-05-30,16,8,74
2013-05-31,25,9,86
2013-06-01,12,8,18
2013-06-02,1,8,7
2013-06-03,16,10,66
2013-06-04,18,14,73
2013-06-05,19,10,73
2013-06-06,20,5,90
2013-06-07,23,3,113
2013-06-08,12,0,29
2013-06-09,6,8,10
2013-06-10,12,17,63
2013-06-11,18,9,95
2013-06-12,26,13,66
2013-06-13,15,11,76
2013-06-14,14,6,61
2013-06-15,4,3,29
2013-06-16,8,0,18
2013-06-17,12,12,78
2013-06-18,17,8,109
2013-06-19,24,3,122
2013-06-20,25,8,114
2013-06-21,15,6,108
2013-06-22,4,2,38
2013-06-23,7,1,21
2013-06-24,15,13,114
2013-06-25,12,12,99
2013-06-26,14,11,149
2013-06-27,23,16,70
2013-06-28,19,10,120
2013-06-29,5,0,30
2013-06-30,3,1,20
2013-07-01,5,7,96
2013-07-02,10,12,74
2013-07-03,7,6,107
2013-07-04,10,1,80
2013-07-05,27,5,58
2013-07-06,5,0,31
2013-07-07,3,1,11
2013-07-08,42,1,100
2013-07-09,18,5,93
2013-07-10,19,8,61
2013-07-11,9,12,88
2013-07-12,5,19,90
2013-07-13,7,3,34
2013-07-14,5,2,32
2013-07-15,6,8,68
2013-07-16,13,20,103
2013-07-17,6,8,72
2013-07-18,14,17,84
2013-07-19,13,14,101
2013-07-20,8,4,33
2013-07-21,24,0,19
2013-07-22,31,11,90
2013-07-23,34,9,110
2013-07-24,14,14,79
2013-07-25,21,10,79
2013-07-26,14,8,103
2013-07-27,5,4,33
2013-07-28,3,6,20
2013-07-29,14,21,57
2013-07-30,18,13,69
2013-07-31,15,31,86
2013-08-01,13,31,77
2013-08-02,16,15,57
2013-08-03,10,9,9
2013-08-04,3,5,12
2013-08-05,16,23,41
2013-08-06,11,24,79
2013-08-07,20,14,103
2013-08-08,13,26,86
2013-08-09,20,36,85
2013-08-10,5,4,20
2013-08-11,2,3,6
2013-08-12,14,18,80
2013-08-13,24,46,92
2013-08-14,27,40,104
2013-08-15,2,18,72
2013-08-16,11,28,87
2013-08-17,5,8,15
2013-08-18,7,2,27
2013-08-19,17,22,81
2013-08-20,23,12,100
2013-08-21,12,13,113
2013-08-22,15,5,103
2013-08-23,16,16,76
2013-08-24,3,9,31
2013-08-25,8,1,20
2013-08-26,22,4,66
2013-08-27,15,14,110
2013-08-28,17,6,119
2013-08-29,15,23,85
2013-08-30,27,13,78
2013-08-31,11,9,18
2013-09-01,11,0,6
2013-09-02,19,1,42
2013-09-03,17,2,114
2013-09-04,17,9,124
2013-09-05,21,5,87
2013-09-06,30,25,105
2013-09-07,6,0,27
2013-09-08,11,4,18
2013-09-09,27,20,85
2013-09-10,39,23,79
2013-09-11,11,21,105
2013-09-12,32,19,76
2013-09-13,23,10,85
2013-09-14,9,1,27
2013-09-15,6,4,11
2013-09-16,24,24,52
2013-09-17,26,12,79
2013-09-18,32,8,69
2013-09-19,10,9,72
2013-09-20,23,8,63
2013-09-21,3,3,35
2013-09-22,3,4,27
2013-09-23,17,16,68
2013-09-24,13,10,95
2013-09-25,36,7,68
2013-09-26,16,3,56
2013-09-27,19,5,116
2013-09-28,6,3,38
2013-09-29,10,1,19
2013-09-30,15,2,68
2013-10-01,39,2,84
2013-10-02,28,10,61
2013-10-03,24,17,69
2013-10-04,11,6,71
2013-10-05,1,1,44
2013-10-06,5,0,27
2013-10-07,7,8,65
2013-10-08,13,7,99
2013-10-09,26,7,76
2013-10-10,43,3,75
2013-10-11,51,10,103
2013-10-12,9,1,27
2013-10-13,12,0,13
2013-10-14,54,5,80
2013-10-15,39,8,95
2013-10-16,27,6,101
2013-10-17,41,6,79
2013-10-18,19,9,81
2013-10-19,16,0,23
2013-10-20,7,1,20
2013-10-21,19,3,73
2013-10-22,18,6,74
2013-10-23,31,2,79
2013-10-24,25,3,79
2013-10-25,21,2,68
2013-10-26,7,0,35
2013-10-27,9,0,23
2013-10-28,11,2,53
2013-10-29,30,12,98
2013-10-30,33,6,63
2013-10-31,33,2,104
2013-11-01,16,2,66
2013-11-02,5,0,36
2013-11-03,6,0,28
2013-11-04,23,2,54
2013-11-05,32,3,82
2013-11-06,44,1,70
2013-11-07,32,1,45
2013-11-08,22,2,71
2013-11-09,6,0,39
2013-11-10,8,0,20
2013-11-11,20,2,77
2013-11-12,24,2,94
2013-11-13,29,7,97
2013-11-14,54,2,116
2013-11-15,27,1,139
2013-11-16,15,0,41
2013-11-17,10,0,45
2013-11-18,39,2,75
2013-11-19,60,3,88
2013-11-20,46,2,69
2013-11-21,23,0,90
2013-11-22,45,0,104
2013-11-23,16,0,37
2013-11-24,10,0,23
2013-11-25,21,2,66
2013-11-26,29,0,70
2013-11-27,31,1,85
2013-11-28,19,0,35
2013-11-29,29,0,34
2013-11-30,5,0,15
2013-12-01,8,1,16
2013-12-02,18,3,94
2013-12-03,22,8,108
2013-12-04,21,2,97
2013-12-05,28,0,108
2013-12-06,27,7,68
2013-12-07,11,0,34
2013-12-08,7,0,28
2013-12-09,32,19,76
2013-12-10,26,19,124
2013-12-11,21,6,93
2013-12-12,23,10,83
2013-12-13,17,15,89
2013-12-14,14,0,40
2013-12-15,7,3,15
2013-12-16,20,18,71
2013-12-17,33,22,80
2013-12-18,19,42,77
2013-12-19,29,18,117
2013-12-20,14,13,79
2013-12-21,3,4,19
2013-12-22,3,2,10
2013-12-23,13,1,26
2013-12-24,5,2,23
2013-12-25,4,0,34
2013-12-26,10,5,30
2013-12-27,7,6,23
2013-12-28,4,3,36
2013-12-29,2,5,42
2013-12-30,10,6,37
2013-12-31,12,8,15
2014-01-01,3,5,16
2014-01-02,23,5,65
2014-01-03,12,5,69
2014-01-04,5,5,20
2014-01-05,4,1,38
2014-01-06,23,12,64
2014-01-07,15,10,62
2014-01-08,28,8,87
2014-01-09,35,13,77
2014-01-10,26,10,73
2014-01-11,8,3,41
2014-01-12,3,1,34
2014-01-13,13,11,92
2014-01-14,11,22,107
2014-01-15,27,7,61
2014-01-16,20,13,92
2014-01-17,30,12,80
2014-01-18,8,3,35
2014-01-19,13,2,36
2014-01-20,64,1,63
2014-01-21,32,19,73
2014-01-22,25,26,76
2014-01-23,42,5,96
2014-01-24,39,6,87
2014-01-25,20,2,52
2014-01-26,8,0,59
2014-01-27,27,11,93
2014-01-28,30,10,84
2014-01-29,55,5,71
2014-01-30,26,8,71
2014-01-31,32,5,96
2014-02-01,8,1,22
2014-02-02,14,11,35
2014-02-03,21,6,49
2014-02-04,36,4,82
2014-02-05,23,2,68
2014-02-06,37,5,66
2014-02-07,31,11,50
2014-02-08,8,0,24
2014-02-09,4,5,28
2014-02-10,16,10,57
2014-02-11,19,12,77
2014-02-12,20,21,82
2014-02-13,11,28,96
2014-02-14,13,28,70
2014-02-15,4,3,25
2014-02-16,3,5,27
2014-02-17,12,5,38
2014-02-18,18,10,78
2014-02-19,48,21,120
2014-02-20,31,11,83
2014-02-21,39,5,84
2014-02-22,5,0,38
2014-02-23,9,4,32
2014-02-24,30,34,84
2014-02-25,48,20,116
2014-02-26,17,15,106
2014-02-27,11,18,118
2014-02-28,12,13,115
2014-03-01,9,3,43
2014-03-02,5,4,67
2014-03-03,21,10,82
2014-03-04,16,30,139
2014-03-05,9,23,118
2014-03-06,12,20,143
2014-03-07,22,21,136
2014-03-08,11,1,47
2014-03-09,5,1,61
2014-03-10,9,7,87
2014-03-11,13,11,107
2014-03-12,13,15,110
2014-03-13,20,17,134
2014-03-14,12,12,110
2014-03-15,9,2,29
2014-03-16,3,1,6
2014-03-17,10,7,71
2014-03-18,30,11,105
2014-03-19,15,10,80
2014-03-20,16,10,121
2014-03-21,13,4,119
2014-03-22,5,2,16
2014-03-23,5,3,30
2014-03-24,18,8,91
2014-03-25,16,15,82
2014-03-26,24,19,106
2014-03-27,20,12,106
2014-03-28,27,8,84
2014-03-29,4,5,49
2014-03-30,4,0,39
2014-03-31,11,1,106
2014-04-01,22,8,103
2014-04-02,19,13,113
2014-04-03,10,20,99
2014-04-04,21,10,71
2014-04-05,4,0,21
2014-04-06,7,2,11
2014-04-07,11,8,55
2014-04-08,14,14,45
2014-04-09,12,19,105
2014-04-10,11,16,64
2014-04-11,27,16,63
2014-04-12,5,1,32
2014-04-13,2,0,18
2014-04-14,33,20,80
2014-04-15,32,13,116
2014-04-16,13,29,85
2014-04-17,38,20,85
2014-04-18,9,7,119
2014-04-19,1,2,24
2014-04-20,1,2,17
2014-04-21,5,11,89
2014-04-22,35,1,99
2014-04-23,28,2,121
2014-04-24,29,1,106
2014-04-25,29,4,131
2014-04-26,8,4,44
2014-04-27,4,8,47
2014-04-28,18,9,83
2014-04-29,17,6,129
2014-04-30,24,5,127
2014-05-01,16,4,86
2014-05-02,17,6,72
2014-05-03,12,0,35
2014-05-04,1,0,19
2014-05-05,19,6,70
2014-05-06,20,3,105
2014-05-07,29,14,123
2014-05-08,35,4,103
2014-05-09,26,15,84
2014-05-10,4,3,20
2014-05-11,6,4,31
2014-05-12,17,14,115
2014-05-13,33,12,79
2014-05-14,28,9,84
2014-05-15,13,19,102
2014-05-16,44,11,99
2014-05-17,20,2,32
2014-05-18,15,0,20
2014-05-19,23,10,79
2014-05-20,25,22,73
2014-05-21,49,18,81
2014-05-22,30,2,103
2014-05-23,35,1,77
2014-05-24,13,2,24
2014-05-25,8,0,18
2014-05-26,23,1,34
2014-05-27,24,3,59
2014-05-28,32,17,73
2014-05-29,15,2,87
2014-05-30,23,2,64
2014-05-31,4,8,48
2014-06-01,11,7,15
2014-06-02,21,8,58
2014-06-03,28,7,73
2014-06-04,28,1,67
2014-06-05,29,4,72
2014-06-06,30,1,83
2014-06-07,4,0,17
2014-06-08,8,0,38
2014-06-09,18,0,59
2014-06-10,22,4,107
2014-06-11,42,7,106
2014-06-12,18,15,135
2014-06-13,36,11,98
2014-06-14,9,3,21
2014-06-15,11,0,23
2014-06-16,22,3,69
2014-06-17,21,15,56
2014-06-18,40,6,99
2014-06-19,8,8,80
2014-06-20,22,7,95
2014-06-21,5,4,31
2014-06-22,10,3,28
2014-06-23,26,7,74
2014-06-24,23,13,87
2014-06-25,25,4,97
2014-06-26,33,6,69
2014-06-27,16,4,153
2014-06-28,13,6,20
2014-06-29,13,2,12
2014-06-30,24,5,70
2014-07-01,21,14,69
2014-07-02,16,9,93
2014-07-03,12,6,64
2014-07-04,18,1,58
2014-07-05,6,2,19
2014-07-06,5,0,42
2014-07-07,15,4,77
2014-07-08,15,14,77
2014-07-09,25,15,84
2014-07-10,14,16,114
2014-07-11,25,3,76
2014-07-12,13,2,31
2014-07-13,10,0,23
2014-07-14,19,4,100
2014-07-15,19,13,87
2014-07-16,34,11,99
2014-07-17,42,10,116
2014-07-18,45,12,97
2014-07-19,9,6,32
2014-07-20,15,6,27
2014-07-21,10,8,84
2014-07-22,10,7,84
2014-07-23,30,9,103
2014-07-24,40,4,88
2014-07-25,16,5,74
2014-07-26,10,5,52
2014-07-27,9,0,17
2014-07-28,16,4,76
2014-07-29,66,12,105
2014-07-30,77,11,96
2014-07-31,66,12,95
2014-08-01,92,5,131
2014-08-02,9,1,43
2014-08-03,3,1,21
2014-08-04,66,2,97
2014-08-05,21,16,93
2014-08-06,11,47,64
2014-08-07,39,42,102
2014-08-08,14,13,89
2014-08-09,8,0,42
2014-08-10,2,0,25
2014-08-11,20,10,79
2014-08-12,23,37,65
2014-08-13,15,38,95
2014-08-14,33,18,74
2014-08-15,31,12,106
2014-08-16,8,4,27
2014-08-17,9,0,47
2014-08-18,27,9,74
2014-08-19,65,23,86
2014-08-20,22,5,61
2014-08-21,36,19,105
2014-08-22,76,10,54
2014-08-23,11,4,33
2014-08-24,5,12,14
2014-08-25,59,35,67
2014-08-26,38,11,80
2014-08-27,39,9,109
2014-08-28,76,33,64
2014-08-29,32,25,104
2014-08-30,8,16,22
2014-08-31,8,1,16
2014-09-01,19,15,34
2014-09-02,16,17,87
2014-09-03,41,14,98
2014-09-04,26,23,83
2014-09-05,44,18,76
2014-09-06,10,8,27
2014-09-07,4,10,28
2014-09-08,11,28,55
2014-09-09,36,17,62
2014-09-10,25,4,90
2014-09-11,22,11,82
2014-09-12,19,17,74
2014-09-13,7,0,9
2014-09-14,2,3,11
2014-09-15,15,12,103
2014-09-16,15,23,77
2014-09-17,13,13,68
2014-09-18,16,14,76
2014-09-19,28,22,78
2014-09-20,12,0,23
2014-09-21,14,1,31
2014-09-22,35,7,60
2014-09-23,23,5,56
2014-09-24,24,21,85
2014-09-25,28,16,51
2014-09-26,13,21,74
2014-09-27,6,1,16
2014-09-28,4,1,10
2014-09-29,15,14,61
2014-09-30,27,22,70
2014-10-01,13,12,117
2014-10-02,26,9,85
2014-10-03,37,9,108
2014-10-04,6,4,31
2014-10-05,8,1,25
2014-10-06,23,18,64
2014-10-07,19,13,81
2014-10-08,19,13,110
2014-10-09,23,11,81
2014-10-10,36,2,91
2014-10-11,5,3,32
2014-10-12,5,1,13
2014-10-13,23,5,48
2014-10-14,40,6,105
2014-10-15,41,19,114
2014-10-16,38,10,114
2014-10-17,42,9,104
2014-10-18,8,2,30
2014-10-19,7,5,23
2014-10-20,23,16,63
2014-10-21,25,7,102
2014-10-22,23,10,93
2014-10-23,34,3,83
2014-10-24,58,9,63
2014-10-25,8,1,24
2014-10-26,21,1,29
2014-10-27,32,17,80
2014-10-28,23,21,65
2014-10-29,26,22,49
2014-10-30,23,16,51
2014-10-31,34,9,84
2014-11-01,9,2,49
2014-11-02,10,1,44
2014-11-03,20,8,86
2014-11-04,33,4,109
2014-11-05,28,8,97
2014-11-06,23,14,82
2014-11-07,27,4,61
2014-11-08,7,1,20
2014-11-09,7,7,0
2014-11-10,47,13,56
2014-11-11,38,26,97
2014-11-12,44,16,96
2014-11-13,42,7,111
2014-11-14,43,21,115
2014-11-15,20,2,23
2014-11-16,11,4,17
2014-11-17,45,10,79
2014-11-18,53,11,92
2014-11-19,66,6,109
2014-11-20,70,9,75
2014-11-21,50,13,104
2014-11-22,16,4,31
2014-11-23,10,1,17
2014-11-24,38,4,56
2014-11-25,31,4,85
2014-11-26,30,0,55
2014-11-27,23,0,44
2014-11-28,23,0,37
2014-11-29,8,0,21
2014-11-30,4,0,18
2014-12-01,46,2,58
2014-12-02,25,2,83
2014-12-03,32,2,104
2014-12-04,28,2,83
2014-12-05,21,11,113
2014-12-06,8,4,46
2014-12-07,10,0,24
2014-12-08,19,13,75
2014-12-09,37,7,123
2014-12-10,53,7,108
2014-12-11,23,9,90
2014-12-12,38,12,80
2014-12-13,11,4,33
2014-12-14,5,3,19
2014-12-15,40,4,69
2014-12-16,27,9,98
2014-12-17,31,2,79
2014-12-18,21,21,75
2014-12-19,37,7,86
2014-12-20,9,8,33
2014-12-21,5,2,6
2014-12-22,22,27,43
2014-12-23,6,22,45
2014-12-24,8,5,35
2014-12-25,3,1,14
2014-12-26,1,5,30
2014-12-27,10,2,20
2014-12-28,3,7,16
2014-12-29,5,6,63
2014-12-30,9,7,49
2014-12-31,9,3,32
2015-01-01,4,6,13
2015-01-02,16,7,28
2015-01-03,7,2,22
2015-01-04,8,7,23
2015-01-05,26,11,72
2015-01-06,58,22,100
2015-01-07,32,25,90
2015-01-08,33,17,62
2015-01-09,34,8,79
2015-01-10,9,3,29
2015-01-11,7,2,21
2015-01-12,44,12,103
2015-01-13,42,8,118
2015-01-14,37,21,161
2015-01-15,60,14,128
2015-01-16,73,6,114
2015-01-17,26,2,29
2015-01-18,16,3,34
2015-01-19,39,15,111
2015-01-20,36,9,90
2015-01-21,46,30,104
2015-01-22,29,5,128
2015-01-23,41,10,88
2015-01-24,9,4,51
2015-01-25,10,1,44
2015-01-26,34,10,81
2015-01-27,35,10,110
2015-01-28,26,29,108
2015-01-29,30,16,114
2015-01-30,27,27,121
2015-01-31,8,1,38
2015-02-01,11,0,74
2015-02-02,15,11,113
2015-02-03,16,29,166
2015-02-04,35,23,148
2015-02-05,29,13,121
2015-02-06,21,26,104
2015-02-07,9,5,38
