,golang/go,swiftlang/swift,rust-lang/rust
2010-07-17,5,1,2.0
2010-07-18,0,18,5.4
2010-07-19,7,22,9.99
2010-07-20,5,0,12.651
2010-07-21,14,1,2.202675
2010-07-22,5,14,5.500584500000001
2010-07-23,2,8,6.0366667750000005
2010-07-24,0,13,-6.507505222499999
2010-07-25,3,11,-3.2060741760312483
2010-07-26,12,0,10.831041175440625
2010-07-27,11,16,-4.512695246834376
2010-07-28,4,2,3.1187469049406253
2010-07-29,10,0,28.45979116290156
2010-07-30,14,7,-11.33599438851719
2010-07-31,0,2,-3.483463896748436
2010-08-01,1,7,-2.9403474212937493
2010-08-02,1,0,-0.8382469212499999
2010-08-03,19,7,0.32441223329687463
2010-08-04,4,8,14.203645168707812
2010-08-05,15,8,3.1853032761734363
2010-08-06,7,0,-0.1519987783968757
2010-08-07,2,3,6.0393282528
2010-08-08,0,2,-3.801698079265625
2010-08-09,7,0,15.436411088017188
2010-08-10,12,0,0.0054201857343745274
2010-08-11,5,0,6.842092760735938
2010-08-12,17,0,1.6884209290343746
2010-08-13,7,0,-1.5169653063656252
2010-08-14,2,0,-3.984589902923437
2010-08-15,1,0,-2.2506887825703124
2010-08-16,7,0,1.4281491859062498
2010-08-17,9,0,0.9901524187359367
2010-08-18,5,0,20.89674635945
2010-08-19,9,0,-3.923886133817189
2010-08-20,3,0,17.72016871208125
2010-08-21,1,0,-7.770322422925002
2010-08-22,2,0,-3.9850744904312485
2010-08-23,4,0,-2.384930158749999
2010-08-24,7,0,11.298082190953124
2010-08-25,21,0,10.788470863754686
2010-08-26,19,0,4.811356954692187
2010-08-27,10,0,7.130233743582813
2010-08-28,0,0,-4.356691195525
2010-08-29,3,0,-4.427675057887499
2010-08-30,7,0,-2.4217086257328115
2010-08-31,9,0,3.2836436412500003
2010-09-01,9,0,-1.8256550479531257
2010-09-02,13,0,-1.8981919502765632
2010-09-03,7,0,2.854400367087499
2010-09-04,5,2,-1.902459314762501
2010-09-05,1,0,-0.8465616855562501
2010-09-06,1,0,-0.42487480219843743
2010-09-07,14,0,3.72128276875
2010-09-08,8,0,13.582778142421875
2010-09-09,17,0,-1.0969172329296883
2010-09-10,19,0,-0.10241250823281156
2010-09-11,7,0,-2.4366568670624993
2010-09-12,16,0,-0.3286521529312496
2010-09-13,10,0,-0.1780771999999997
2010-09-14,10,0,3.9305894675
2010-09-15,6,0,1.8053498266874994
2010-09-16,14,0,13.737181413084375
