,ruby/ruby,python/cpython,php/php-src
2008-01-05,14.0,31,24
2008-01-06,9.200000000000001,35,8
2008-01-07,20.48,42,15
2008-01-08,11.568,14,16
2008-01-09,6.433599999999998,13,33
2008-01-10,2.0472959999999985,9,18
2008-01-11,12.097164799999998,24,21
2008-01-12,2.636216319999999,6,22
2008-01-13,12.664712192,7,18
2008-01-14,16.1420488704,15,33
2008-01-15,6.687319347200001,22,30
2008-01-16,4.6177670144,16,23
2008-01-17,9.5671840768,17,26
2008-01-18,14.1387353088,23,20
2008-01-19,7.9882672128,48,11
2008-01-20,5.449748275199999,27,10
2008-01-21,5.201018470399999,36,19
2008-01-22,3.6234119168000003,14,13
2008-01-23,21.3095518208,17,21
2008-01-24,11.31909888,34,29
2008-01-25,15.562674483199999,23,31
2008-01-26,7.623514521600001,32,5
2008-01-27,10.600187289599997,39,31
2008-01-28,12.532569497599999,14,38
2008-01-29,19.0912811008,5,71
2008-01-30,4.4648292352,20,50
2008-01-31,-1.6624993280000009,12,23
2008-02-01,-2.5127415808,23,30
2008-02-02,-0.827649536,16,45
2008-02-03,-2.9694759935999997,25,24
2008-02-04,3.2569469952000007,17,50
2008-02-05,4.895408230400001,26,12
2008-02-06,-2.426158694399998,21,30
2008-02-07,11.9710962688,23,22
2008-02-08,6.071687680000001,12,22
2008-02-09,7.177012019199999,21,7
2008-02-10,1.8431842303999995,14,8
2008-02-11,-0.38519183360000087,15,35
2008-02-12,16.443857817599998,17,56
2008-02-13,4.554192281600001,10,26
2008-02-14,7.2980994047999985,39,36
2008-02-15,12.0261026816,12,29
2008-02-16,10.8177772544,6,16
2008-02-17,9.397010944,11,15
2008-02-18,6.3030235135999995,10,19
2008-02-19,-0.21750691840000158,6,39
2008-02-20,2.2615006207999997,3,31
2008-02-21,3.5930829824000003,20,43
2008-02-22,7.774234112,13,22
2008-02-23,7.0815936512,55,27
2008-02-24,-2.1253879807999994,18,28
2008-02-25,3.6316454912000005,16,32
2008-02-26,6.545400217600001,13,17
2008-02-27,-0.9439772671999997,3,16
2008-02-28,14.300678553600001,23,24
2008-02-29,5.9175386112,16,8
2008-03-01,16.2444336128,18,14
2008-03-02,-4.7682265088,15,5
2008-03-03,2.2286216191999983,22,12
2008-03-04,3.4596123647999995,15,37
2008-03-05,6.4082716672,18,28
2008-03-06,12.86821632,23,6
2008-03-07,1.3141301248000001,6,40
2008-03-08,-0.3949785088000004,13,51
2008-03-09,1.7135169536000006,3,19
2008-03-10,0.9822462975999997,2,34
2008-03-11,5.504647987199999,4,28
2008-03-12,3.8347611136,1,41
2008-03-13,4.8359375872,20,16
2008-03-14,7.624433152000001,10,17
2008-03-15,-3.029487820799999,9,5
2008-03-16,1.7853268991999993,11,14
2008-03-17,3.7914947584,29,36
2008-03-18,-1.54020096,80,32
2008-03-19,11.3666074624,48,49
2008-03-20,3.3114646528000007,27,30
2008-03-21,2.7992461312,24,30
2008-03-22,-0.9274775551999999,25,27
2008-03-23,-2.0201662464000005,21,18
2008-03-24,1.7928226815999997,23,21
2008-03-25,5.5049432064,33,20
2008-03-26,-0.31266877440000007,33,16
2008-03-27,-0.5956414463999997,17,16
2008-03-28,1.7979665408000005,32,10
2008-03-29,2.7047268352000007,24,4
2008-03-30,4.5011700736,20,9
2008-03-31,8.0326075392,16,9
2008-04-01,5.999156224,12,12
2008-04-02,-0.2914122751999999,19,9
2008-04-03,8.7019820032,14,7
2008-04-04,-0.5330377728000002,19,15
2008-04-05,-0.4276721664000007,20,4
2008-04-06,3.1005687807999998,10,6
2008-04-07,5.7604619264,22,23
2008-04-08,3.0899838976000007,11,18
2008-04-09,-0.753487872,22,20
2008-04-10,11.114060390399999,16,20
2008-04-11,5.268209356800001,5,36
2008-04-12,-0.6582114304000002,9,3
2008-04-13,0.5213365247999988,26,17
2008-04-14,9.8852641792,10,48
2008-04-15,7.261765632,10,36
2008-04-16,-3.1201329152,2,31
2008-04-17,3.6590939135999987,4,12
2008-04-18,-0.7134138367999996,10,11
2008-04-19,-0.007689523199999826,21,14
