,seaweedfs/seaweedfs,minio/minio,ceph/ceph
2022-10-31,9,3.0,6.0
2022-11-01,0,2.6999999999999997,5.0
2022-11-02,1,1.5649999999999995,6.0
2022-11-03,1,1.5794999999999997,15.0
2022-11-04,3,4.5625124999999995,8.0
2022-11-05,0,0.24266224999999986,10.0
2022-11-06,0,-0.5111612874999999,7.0
2022-11-07,1,5.66617437375,14.0
2022-11-08,0,6.147643947203125,17.0
2022-11-09,0,2.826340835845312,10.0
2022-11-10,2,3.965552611360937,40.0
2022-11-11,1,5.891960175146875,7.0
2022-11-12,0,0.6439290336000001,6.0
2022-11-13,0,2.0164980993046884,1.0
2022-11-14,5,2.075625382464063,20.0
2022-11-15,1,4.095064948156251,8.0
2022-11-16,0,3.8978015961750003,22.0
2022-11-17,0,0.8506112114359379,14.0
2022-11-18,0,5.136745376028125,14.0
2022-11-19,0,-1.1548086337890622,5.0
2022-11-20,0,-0.6615919700328117,11.0
2022-11-21,2,-0.43750254536874933,28.0
2022-11-22,0,2.6686114595953137,34.0
2022-11-23,1,0.44846887106406297,25.0
2022-11-24,2,1.574004704742188,13.0
2022-11-25,1,-0.4581930662109374,11.0
2022-11-26,0,1.7453049168343753,8.0
2022-11-27,0,0.6235941347843752,5.0
2022-11-28,0,4.7130722125,13.0
2022-11-29,0,1.3193233987499997,31.0
2022-11-30,2,1.439052339703125,24.0
2022-12-01,1,3.4576517368765627,29.0
2022-12-02,0,4.279711246432813,17.0
2022-12-03,0,-0.911055860071875,17.0
2022-12-04,0,2.4914011152187503,35.0
2022-12-05,3,5.334457975662501,25.0
2022-12-06,2,5.992468664885938,16.0
2022-12-07,1,3.7279499187890623,42.0
2022-12-08,1,3.8058933213968746,25.0
2022-12-09,0,0.7926353116156251,46.0
2022-12-10,0,0.07023898727812572,18.0
2022-12-11,3,-0.7028771764296866,5.0
2022-12-12,3,4.5267025459531265,36.0
2022-12-13,1,6.123518878048438,30.0
2022-12-14,0,2.7834541499250003,33.0
2022-12-15,0,2.9379572109203123,28.0
2022-12-16,0,-0.007997732757812459,30.0
2022-12-17,1,-0.6914458349609368,1.0
2022-12-18,1,2.553356669412501,6.0
2022-12-19,4,3.368381578714063,19.0
2022-12-20,1,1.2017250111718754,21.0
2022-12-21,7,0.3123879612109377,15.0
2022-12-22,0,5.479410482685938,23.0
2022-12-23,1,4.08403739154375,7.0
2022-12-24,0,1.0130582393406249,4.0
2022-12-25,0,-0.7432239912859375,15.0
2022-12-26,1,0.5280045009531256,5.0
2022-12-27,0,0.5441677853296883,5.0
2022-12-28,1,-0.4097065574249993,2.0
2022-12-29,1,2.7355282419125007,4.0
2022-12-30,0,1.5032362631203127,2.0
2022-12-31,0,0.5077986772062502,2.0
2023-01-01,3,0.6340903487890626,2.0
2023-01-02,0,1.6949590861781252,4.0
2023-01-03,5,2.6161627407343753,11.0
2023-01-04,3,4.471150796948438,10.0
2023-01-05,3,1.2032167837140624,12.0
2023-01-06,2,2.368003905953125,13.0
2023-01-07,0,-0.6953098923890624,4.0
2023-01-08,0,0.5925535106625006,5.0
2023-01-09,4,-0.387049345551562,23.0
2023-01-10,10,1.7341523701828132,14.0
2023-01-11,1,0.5958545996312503,29.0
2023-01-12,0,6.654625947314063,32.0
2023-01-13,2,3.0874712725390623,31.0
2023-01-14,2,-0.8434896566187503,0.0
2023-01-15,0,-0.4686862538578125,4.0
2023-01-16,7,3.6893534119843756,10.0
2023-01-17,4,0.36078449246406297,16.0
2023-01-18,0,1.5331685902187504,7.0
2023-01-19,0,3.4843300581625,20.0
2023-01-20,1,3.2790981713546876,13.0
2023-01-21,0,3.1808052801859374,4.0
2023-01-22,0,-0.8376852101437501,10.0
2023-01-23,1,3.5335797025000004,23.0
2023-01-24,0,3.2631920266875003,17.0
2023-01-25,0,5.154883834340625,32.0
2023-01-26,0,3.9169746864328125,16.0
2023-01-27,0,2.8812562078656248,8.0
2023-01-28,1,-1.0593604472062499,8.0
2023-01-29,1,-0.6354587122062493,7.0
2023-01-30,3,1.555368754856251,15.0
2023-01-31,1,3.475146137937501,10.0
2023-02-01,5,1.2412920977937503,15.0
2023-02-02,1,2.3638781805125,15.0
2023-02-03,0,1.31206553470625,3.0
2023-02-04,0,0.4128489852578128,0.0
2023-02-05,0,0.5587885648562503,2.0
2023-02-06,3,6.6289435575,5.0
2023-02-07,6,4.04698931396875,21.0
2023-02-08,0,6.986859612865625,50.0
2023-02-09,2,4.626383600074999,15.0
2023-02-10,7,5.65589370088125,8.0
2023-02-11,0,-0.4827186423890626,1.0
2023-02-12,0,-0.9614775518374992,8.0
2023-02-13,0,6.341157898198439,25.0
2023-02-14,0,2.7940203751046884,43.0
2023-02-15,1,0.877165072170313,22.0
2023-02-16,0,4.127146218195313,26.0
2023-02-17,3,5.9359439153687505,20.0
2023-02-18,4,0.6940677474250001,9.0
2023-02-19,2,-0.9237863682671872,7.0
2023-02-20,2,2.436251223714063,31.0
2023-02-21,3,0.2801017488906259,15.0
2023-02-22,5,11.425795075185938,41.0
2023-02-23,0,-0.5630681049250006,33.0
2023-02-24,0,2.1008933311,12.0
2023-02-25,1,4.112827403710938,19.0
2023-02-26,0,-0.04498138128281193,6.0
2023-02-27,0,8.312195693678126,33.0
2023-02-28,3,0.6366529647031249,84.0
2023-03-01,0,0.03378601187656305,30.0
2023-03-02,3,1.2784554075265628,25.0
2023-03-03,0,2.286475055303126,19.0
2023-03-04,0,1.289389964667188,2.0
2023-03-05,0,0.352514068564063,4.0
2023-03-06,0,2.489328383054688,22.0
2023-03-07,1,2.3739159253234376,53.0
2023-03-08,4,2.3146807298953127,33.0
2023-03-09,1,2.3385645519125,19.0
2023-03-10,0,1.3142551576828128,27.0
2023-03-11,0,0.38831020088125023,8.0
2023-03-12,0,0.519249332610938,13.0
2023-03-13,2,2.5885291056625004,32.0
2023-03-14,1,0.42695383216718774,22.0
2023-03-15,4,4.5569353770953125,32.0
2023-03-16,2,2.219214139595312,12.0
2023-03-17,1,2.2791448483453127,10.0
2023-03-18,0,0.2848983576109374,0.0
2023-03-19,0,-0.5168750018374996,4.0
2023-03-20,7,6.662518483198438,3.0
2023-03-21,1,4.047154699667187,17.0
2023-03-22,1,2.9862678606265627,18.0
2023-03-23,0,3.030375706135937,16.0
2023-03-24,0,2.0157201970234375,18.0
2023-03-25,1,0.12487505709531288,3.0
2023-03-26,4,0.3608672918765632,2.0
2023-03-27,0,1.4705182112140633,20.0
2023-03-28,0,0.4249507776406257,12.0
2023-03-29,1,2.508830882170313,40.0
2023-03-30,0,4.397092412757813,44.0
2023-03-31,1,5.16074648654375,27.0
2023-04-01,0,-1.0499520579406254,1.0
2023-04-02,0,-0.5627868418734373,2.0
2023-04-03,2,0.6240206794484381,17.0
2023-04-04,1,6.617326037682814,19.0
2023-04-05,1,2.0328423306625,22.0
2023-04-06,0,7.184955652167187,21.0
2023-04-07,0,9.705237199814063,7.0
2023-04-08,0,-1.805658390773438,4.0
2023-04-09,0,0.03864012228437519,9.0
2023-04-10,2,0.2696219662500008,21.0
2023-04-11,1,1.3720682757343765,24.0
2023-04-12,6,5.335261517604689,25.0
2023-04-13,0,3.939808885701563,6.0
2023-04-14,1,1.9124470295171876,14.0
2023-04-15,0,3.060953974040625,4.0
2023-04-16,1,-0.9503515866453122,7.0
2023-04-17,1,3.487500965734376,16.0
2023-04-18,5,1.2243021169484378,15.0
2023-04-19,0,1.329092031432813,9.0
2023-04-20,1,0.3623708980843754,31.0
2023-04-21,2,3.486186180956251,3.0
2023-04-22,1,-0.7228659867265623,3.0
2023-04-23,1,-0.39817635967031206,3.0
2023-04-24,3,1.7288097798562503,9.0
2023-04-25,1,2.6144485804375006,18.0
2023-04-26,0,5.457451558825,17.0
2023-04-27,1,6.108323922646875,26.0
2023-04-28,0,4.8324341969125,8.0
2023-04-29,1,-0.22689310459843792,3.0
2023-04-30,0,0.19825531485625025,3.0
2023-05-01,1,0.38098857000000075,26.0
2023-05-02,0,4.458317960218751,24.0
2023-05-03,0,8.10493809088125,19.0
2023-05-04,1,3.5704863655484376,26.0
2023-05-05,0,-0.28137474632500026,15.0
2023-05-06,0,4.158613195404688,11.0
2023-05-07,3,-0.038263386981249425,5.0
2023-05-08,1,3.303265825698438,54.0
2023-05-09,0,4.119359990698438,35.0
2023-05-10,4,0.9501770036359378,31.0
2023-05-11,1,4.163014176429688,19.0
2023-05-12,0,3.968398253348438,8.0
2023-05-13,0,-0.06997256944531216,1.0
2023-05-14,0,-0.7093909138640622,1.0
2023-05-15,0,2.5152065768046885,26.0
2023-05-16,3,8.359139139151564,13.0
2023-05-17,0,3.694319319778125,20.0
2023-05-18,0,2.810973817539062,34.0
2023-05-19,2,2.9232427360999997,36.0
2023-05-20,0,-1.057742274007812,5.0
2023-05-21,2,0.3665881368046884,7.0
2023-05-22,2,3.4626281962140633,46.0
2023-05-23,0,2.2135247322031257,23.0
2023-05-24,1,0.2076050940015629,18.0
2023-05-25,0,6.409883427098438,32.0
2023-05-26,0,7.946090950257813,21.0
2023-05-27,0,0.5450148252937494,2.0
2023-05-28,0,0.02915009360624987,4.0
2023-05-29,2,0.2993166144843755,8.0
2023-05-30,2,3.4061050441515635,22.0
2023-05-31,1,5.174596117059376,18.0
2023-06-01,0,1.9077251431265627,13.0
2023-06-02,0,3.077676415104688,5.0
2023-06-03,2,1.0149770601078127,9.0
2023-06-04,1,1.2270759923953132,1.0
2023-06-05,5,1.3472042356625005,28.0
2023-06-06,4,2.380685724448438,25.0
2023-06-07,1,4.294487680401563,20.0
2023-06-08,0,1.0575070730125002,11.0
2023-06-09,1,0.26614463573750025,10.0
2023-06-10,0,0.46129777282968787,3.0
2023-06-11,1,2.5450937963250007,7.0
2023-06-12,2,5.406983488896875,9.0
2023-06-13,2,3.0485785176468747,21.0
2023-06-14,3,1.08042559963125,16.0
2023-06-15,0,7.262508222314063,48.0
2023-06-16,1,1.7382881525390625,20.0
2023-06-17,2,1.0267037481625003,4.0
2023-06-18,2,2.2009876706984377,4.0
2023-06-19,0,2.1706524809171883,21.0
2023-06-20,8,4.163773254298438,33.0
2023-06-21,0,4.973674890221876,13.0
2023-06-22,0,1.8143113563250002,27.0
2023-06-23,0,6.024212927053125,11.0
2023-06-24,1,-0.315231939334375,5.0
2023-06-25,7,1.1778409401109382,45.0
2023-06-26,9,1.2522182046312507,17.0
2023-06-27,0,3.3001701970953135,17.0
2023-06-28,0,1.140433912314063,29.0
2023-06-29,0,1.280738932976563,16.0
2023-06-30,0,2.3525255594875003,8.0
2023-07-01,0,-0.6914759699671871,4.0
2023-07-02,0,-0.41466369826718696,8.0
2023-07-03,1,2.738570578932813,24.0
2023-07-04,2,0.49914585889687535,30.0
2023-07-05,1,1.6130673753656253,8.0
2023-07-06,3,6.555094533825,34.0
2023-07-07,1,6.0502970801468745,26.0
2023-07-08,1,6.81348460588125,1.0
2023-07-09,0,-0.4366243451078131,4.0
2023-07-10,1,4.11718589875,16.0
2023-07-11,4,6.903422589703125,25.0
2023-07-12,1,1.5192963993765631,11.0
2023-07-13,1,6.850578060182813,26.0
2023-07-14,0,2.45084288006875,25.0
2023-07-15,0,1.6809345086390632,1.0
2023-07-16,1,-1.1111637306265618,8.0
2023-07-17,3,2.299826035446876,24.0
2023-07-18,0,3.2184399748859382,16.0
2023-07-19,1,4.081427544445313,17.0
2023-07-20,0,1.9488563706656252,13.0
2023-07-21,0,4.113408615767188,15.0
2023-07-22,1,0.9527545889000002,5.0
2023-07-23,0,0.2199341133093755,6.0
2023-07-24,2,3.413803053642188,47.0
2023-07-25,0,1.2074474634531254,37.0
2023-07-26,0,3.311166921579688,14.0
2023-07-27,0,6.162575873528125,15.0
2023-07-28,0,2.8117415420234373,10.0
2023-07-29,0,1.9568204723140625,0.0
2023-07-30,0,1.0807438650390626,5.0
2023-07-31,0,5.244830671912501,22.0
2023-08-01,1,3.907525202901563,47.0
2023-08-02,0,1.8573045913250004,30.0
2023-08-03,0,4.028949869115626,28.0
2023-08-04,0,3.8818570762468756,17.0
2023-08-05,0,1.832816666435938,2.0
2023-08-06,0,-0.9735310666906246,12.0
2023-08-07,0,0.39413182636093835,24.0
2023-08-08,0,1.461441648084376,38.0
2023-08-09,2,2.4151029184562507,63.0
2023-08-10,1,5.341172004523438,32.0
2023-08-11,0,3.0193448585640623,23.0
2023-08-12,0,-0.9360586665078126,0.0
2023-08-13,1,-0.5290822142265622,3.0
2023-08-14,0,0.6510604711421881,18.0
2023-08-15,0,6.649407756984376,30.0
2023-08-16,0,3.050744357682812,25.0
2023-08-17,8,1.09178712838125,25.0
2023-08-18,0,1.2728562792984375,9.0
2023-08-19,1,1.3465793827218755,1.0
2023-08-20,3,0.41077532735625044,1.0
2023-08-21,5,4.5439802162500005,16.0
2023-08-22,6,1.1845692632343752,33.0
2023-08-23,5,2.3268656463546877,20.0
2023-08-24,1,4.269027362685938,24.0
2023-08-25,0,4.087327296325,15.0
2023-08-26,1,0.9963075138968749,5.0
2023-08-27,3,0.22544091014687517,5.0
2023-08-28,7,0.40767872566250063,28.0
2023-08-29,2,3.496189902385938,22.0
2023-08-30,0,4.244369210039063,57.0
