,exercism/exercism,freecodecamp/freecodecamp,ossu/computer-science
2018-10-09,0,0.7540386953875,1
2018-10-10,0,28.604962735734375,0
2018-10-11,0,21.086385828235937,0
2018-10-12,0,24.418022978534378,0
2018-10-13,0,80.07669556653124,0
2018-10-14,0,24.659040235475004,0
2018-10-15,0,139.24915809161095,0
2018-10-16,0,122.31268895089062,4
2018-10-17,0,-38.29100930481562,0
2018-10-18,0,-23.50479973339374,1
2018-10-19,0,-0.029891507446869525,0
2018-10-20,0,8.416269840709376,0
2018-10-21,0,23.419822439640626,0
2018-10-22,0,3.4425140637171836,0
2018-10-23,0,43.71181331286406,0
2018-10-24,0,12.071082042756238,0
2018-10-25,0,19.78681870403281,0
2018-10-26,0,13.743063638621877,0
2018-10-27,0,49.09559634540469,0
2018-10-28,0,55.72886362248125,0
2018-10-29,0,64.76035673784844,0
2018-10-30,0,-22.76959210614531,0
2018-10-31,2,78.17049590326563,1
2018-11-01,0,25.56870502822656,1
2018-11-02,1,11.469973326550004,0
2018-11-03,0,25.689829650459373,0
2018-11-04,0,43.28821151055625,0
2018-11-05,0,45.95153063937343,0
2018-11-06,0,-10.916257393617187,1
2018-11-07,0,17.595480107159382,0
2018-11-08,0,4.397752389535938,0
2018-11-09,0,16.038481088959372,0
2018-11-10,0,5.659111542421876,0
2018-11-11,0,-9.326396917779686,0
2018-11-12,0,15.946073897076563,0
2018-11-13,0,24.637808158510932,0
2018-11-14,0,54.60538283372656,0
2018-11-15,0,34.16947574534687,0
2018-11-16,0,-11.95276968394375,0
2018-11-17,0,72.38687548270626,0
2018-11-18,0,15.475282900748432,0
2018-11-19,0,31.567394399856255,0
2018-11-20,0,20.47841487574844,0
2018-11-21,0,3.0826993943859406,0
2018-11-22,0,17.123041245559378,0
2018-11-23,0,7.898375745282806,0
2018-11-24,0,22.346452059564065,0
2018-11-25,0,8.520676849165625,0
2018-11-26,0,43.4057028252625,2
2018-11-27,0,-6.481158875064068,0
2018-11-28,0,10.479533494748438,1
2018-11-29,0,25.522338654890625,0
2018-11-30,0,-0.7966212515609357,0
2018-12-01,0,9.057719232217188,0
2018-12-02,0,4.836938751890624,0
2018-12-03,0,26.927388522517187,1
2018-12-04,0,32.010228004810934,0
2018-12-05,0,8.504163644267187,0
2018-12-06,0,22.77551948768594,0
2018-12-07,0,22.5464066565875,0
2018-12-08,0,17.246448574437498,0
2018-12-09,0,15.985414330479689,0
2018-12-10,0,31.462569911376566,1
2018-12-11,0,37.036188792228124,0
2018-12-12,0,4.3783424361656245,0
2018-12-13,0,30.964737459884375,0
2018-12-14,0,18.921267046151563,0
2018-12-15,0,24.994641550292187,0
2018-12-16,0,-19.302969299110934,0
2018-12-17,0,32.145867056101565,0
2018-12-18,0,28.64156954358281,0
2018-12-19,0,5.644687092434374,0
2018-12-20,0,-7.401611295456249,0
2018-12-21,0,58.67007706725,0
2018-12-22,0,-1.5080264945312507,0
2018-12-23,0,-7.511164638746873,0
2018-12-24,0,-13.697010010239062,0
2018-12-25,0,3.9755499599125006,0
2018-12-26,0,21.19180872677031,0
2018-12-27,0,12.581018199151561,0
2018-12-28,0,4.691043276839061,0
2018-12-29,0,-8.10531556789219,0
2018-12-30,0,-5.077122125425003,0
2018-12-31,0,2.0393227927859368,0
2019-01-01,0,3.1645667729812503,0
2019-01-02,0,14.157599283085936,0
2019-01-03,0,12.86760558074375,1
2019-01-04,0,2.2717726371156246,0
2019-01-05,0,5.460497355421875,0
2019-01-06,0,5.80659876026875,0
2019-01-07,0,-2.033754315207812,0
2019-01-08,0,9.297380882945312,0
2019-01-09,0,-1.660601473001563,0
2019-01-10,0,6.52406419434375,0
2019-01-11,0,4.421027816501562,0
2019-01-12,0,-0.4004063328234375,0
2019-01-13,0,3.23419481950625,0
2019-01-14,0,19.173749083773437,0
2019-01-15,0,108.48901611664843,0
2019-01-16,0,-7.282743989629687,0
2019-01-17,0,9.69370921216563,0
2019-01-18,0,54.99102071691719,0
2019-01-19,0,-3.2701774019640624,0
2019-01-20,0,17.23865274759688,0
2019-01-21,0,14.23021542522969,0
2019-01-22,0,-24.435236426985938,1
2019-01-23,0,15.263785652820312,0
2019-01-24,0,-4.9473051842203155,0
2019-01-25,0,-2.6212259259796884,0
2019-01-26,0,6.824631531632811,0
2019-01-27,0,4.010445197590624,0
2019-01-28,0,12.260439506878123,2
2019-01-29,0,0.5197564210984353,0
2019-01-30,0,8.199828586423438,0
2019-01-31,0,-4.336024149434376,0
2019-02-01,0,-2.1201234679531247,0
2019-02-02,0,1.51478535281875,1
2019-02-03,0,6.634737085157812,0
2019-02-04,0,1.354363084809374,0
2019-02-05,1,27.296366818915622,0
2019-02-06,0,0.11652932519218595,0
2019-02-07,0,4.77649502119219,0
2019-02-08,0,6.196042854965626,0
2019-02-09,0,-5.879579829474999,0
2019-02-10,0,8.596330981476564,0
2019-02-11,0,40.438330603682815,0
2019-02-12,0,10.714723060831247,0
2019-02-13,0,10.655733157121876,0
2019-02-14,0,72.07829952536406,0
2019-02-15,0,3.9425563995046815,0
2019-02-16,0,6.3510930670062535,0
2019-02-17,0,11.59346066871094,0
2019-02-18,0,4.994134823082817,0
2019-02-19,0,28.153848583740626,0
2019-02-20,0,8.654439587371876,0
2019-02-21,0,12.461423798576561,0
2019-02-22,0,8.749856764839059,0
2019-02-23,0,-6.925084436581251,0
2019-02-24,0,27.373047765653126,0
2019-02-25,0,10.06551861526875,0
2019-02-26,0,-2.4202521175874985,0
2019-02-27,0,-1.9258148070359375,0
2019-02-28,0,-4.209432023956252,0
2019-03-01,0,25.7990833020375,0
2019-03-02,0,-8.928385990382814,0
2019-03-03,0,3.5603711700640623,0
2019-03-04,0,25.734396711834375,0
2019-03-05,0,35.3874440582375,0
2019-03-06,0,-0.19352770398281294,0
2019-03-07,0,15.828542029589066,0
2019-03-08,0,54.13338052509844,0
2019-03-09,0,3.5427992285906242,0
2019-03-10,0,-4.711138976757809,0
2019-03-11,0,12.354644720667189,0
2019-03-12,0,-8.072017395073438,0
2019-03-13,0,6.466937359304687,0
2019-03-14,0,7.96152729628281,0
2019-03-15,0,32.91257718737812,0
2019-03-16,0,35.401928474425,0
2019-03-17,0,-19.05060094904375,0
2019-03-18,0,-1.2477813684624959,0
2019-03-19,0,2.9184833843578133,0
2019-03-20,0,38.49941501859375,0
2019-03-21,0,29.657933309126562,0
2019-03-22,0,-10.04133156225,0
2019-03-23,0,3.869346967143752,0
2019-03-24,0,4.938868569917187,0
2019-03-25,0,-2.023725784645311,0
2019-03-26,0,4.228362894934376,0
2019-03-27,0,16.25102345148906,0
2019-03-28,0,5.89972406447656,0
2019-03-29,0,19.957285427062498,0
2019-03-30,0,-15.341248051357816,0
2019-03-31,0,5.335007391195314,0
2019-04-01,0,10.25990042753125,0
2019-04-02,0,-1.4193987595937507,1
2019-04-03,0,9.131953898471876,3
2019-04-04,0,-6.507169238664064,0
2019-04-05,0,-0.7031081388484388,0
2019-04-06,0,2.130144345828123,0
2019-04-07,0,1.093344950301561,0
2019-04-08,0,10.752071555064063,0
2019-04-09,0,13.118894633176561,0
2019-04-10,0,6.845169706435938,0
2019-04-11,0,-4.806947787860938,1
2019-04-12,0,5.612940418495314,0
2019-04-13,0,3.6864263352234374,0
2019-04-14,0,4.727984336476563,0
2019-04-15,0,9.419005450526562,0
2019-04-16,0,-0.18195900588125014,0
2019-04-17,0,6.619226886195312,0
2019-04-18,0,-2.28860431540625,0
2019-04-19,0,-1.0327028650374999,0
2019-04-20,0,-0.9699637623531245,0
2019-04-21,0,0.7334169755328119,0
2019-04-22,0,10.859782953249999,0
2019-04-23,0,-1.9655056663109391,0
2019-04-24,0,7.1454342829,0
2019-04-25,0,29.694214807434374,0
2019-04-26,0,-9.97579563835469,0
2019-04-27,0,-4.08765270447656,0
2019-04-28,0,2.9381065267718753,0
2019-04-29,0,-0.6838926392609377,0
2019-04-30,0,0.1767774798499997,0
2019-05-01,0,7.516979398928125,0
2019-05-02,0,12.739097293896874,0
2019-05-03,0,-3.9702279286078133,0
2019-05-04,0,-3.747961198445312,0
2019-05-05,0,1.3500034605203135,0
2019-05-06,0,51.099895861175,0
2019-05-07,0,-1.8656238421921891,0
2019-05-08,0,0.387530443756253,0
2019-05-09,0,-2.3467021648531237,0
2019-05-10,0,-2.133964404842187,0
2019-05-11,0,24.383417470996875,0
2019-05-12,0,27.697819960303125,0
2019-05-13,0,-9.558557362795312,0
2019-05-14,0,-0.2882173382750004,0
2019-05-15,0,4.048538644678125,0
2019-05-16,0,4.4189320583375,0
2019-05-17,0,16.562539780096877,0
2019-05-18,0,-8.952307188957814,0
2019-05-19,0,4.393428580867187,0
2019-05-20,0,3.561986367390623,0
2019-05-21,0,-5.186499963437501,0
2019-05-22,0,9.910476005231251,0
2019-05-23,0,-2.7661458215312518,0
2019-05-24,0,10.515533628770314,0
2019-05-25,0,3.9532886500828113,0
2019-05-26,0,17.41344952013281,0
2019-05-27,0,-9.294719360370312,0
2019-05-28,0,-3.883726552482811,0
2019-05-29,0,-2.260287511592187,0
2019-05-30,0,-2.429805643684376,0
2019-05-31,0,-0.7120717460718753,0
2019-06-01,0,0.5108621343343744,0
2019-06-02,0,2.3684667345859367,0
2019-06-03,0,25.928082865814062,0
2019-06-04,0,-1.3632792706031278,0
2019-06-05,0,-3.7364626537484353,0
2019-06-06,0,-1.3788314924984362,0
2019-06-07,0,8.391466588017188,0
2019-06-08,0,-0.9293817142656255,0
2019-06-09,0,4.434882908235938,0
2019-06-10,0,0.5780102414718753,0
2019-06-11,0,36.223670362631246,0
2019-06-12,0,-2.0803983271437527,0
2019-06-13,0,-4.972105774393748,0
2019-06-14,0,-0.6391482212468738,0
2019-06-15,0,0.14701204411250046,0
2019-06-16,0,0.5852530848765625,0
2019-06-17,0,-2.04716125580625,0
2019-06-18,0,-1.967905689690625,0
2019-06-19,0,3.8194897782109356,0
2019-06-20,0,23.700495712,0
2019-06-21,0,-2.4561247571062523,0
2019-06-22,0,-3.7365109180093743,0
2019-06-23,0,12.499156006257813,0
2019-06-24,0,16.102294940007813,0
2019-06-25,0,64.95910280155469,0
2019-06-26,0,5.0592627767687475,0
2019-06-27,0,6.670803357423441,0
2019-06-28,0,53.98880402668125,0
2019-06-29,0,-27.92305077214531,0
2019-06-30,0,-14.546332293660932,0
2019-07-01,0,-4.097711778465623,0
2019-07-02,0,4.878071021415623,0
2019-07-03,0,6.576266190723434,0
2019-07-04,0,1.7334598297890587,0
2019-07-05,0,-3.552419373621877,0
2019-07-06,0,0.050538664339059736,0
2019-07-07,0,-0.21000346555937632,0
2019-07-08,0,8.176838179051563,0
2019-07-09,0,2.2622225574218753,1
2019-07-10,0,-2.204077364117188,0
2019-07-11,0,3.392362562223437,0
2019-07-12,0,5.836121993337499,0
2019-07-13,0,-2.0639754976218754,0
2019-07-14,0,-0.2620835855078125,0
2019-07-15,0,5.2450835017749995,0
2019-07-16,0,-3.983105194851563,0
2019-07-17,0,2.05395744833125,0
2019-07-18,0,0.5925447525906247,0
2019-07-19,0,40.85823666794219,0
2019-07-20,0,-9.07132746903594,0
2019-07-21,0,-6.780733003874997,0
2019-07-22,0,5.437092920004689,0
2019-07-23,0,1.925464326176562,0
2019-07-24,0,14.2218777616375,0
2019-07-25,0,-2.2405570258124996,0
2019-07-26,0,2.3935066130218754,0
2019-07-27,0,0.4726448206296858,0
2019-07-28,0,-0.8411273653390632,0
2019-07-29,0,2.486841682585938,0
2019-07-30,0,0.20545074535937502,0
2019-07-31,0,-1.2799981127046873,0
2019-08-01,0,3.587296446323437,0
2019-08-02,0,-3.2525445170171885,0
2019-08-03,0,-1.503352806021875,0
2019-08-04,0,-0.9756478764562502,1
2019-08-05,0,3.3477100610406247,0
2019-08-06,0,9.349693726475,0
2019-08-07,0,101.95739293104063,0
2019-08-08,0,17.6071692710375,0
2019-08-09,0,-20.36757712705937,0
2019-08-10,0,53.59583102060313,0
2019-08-11,0,-16.8467712,0
2019-08-12,0,64.3129474175,0
2019-08-13,0,83.85732144668751,0
2019-08-14,0,38.016135707646875,0
2019-08-15,0,-43.37456352146719,0
2019-08-16,0,152.258840576025,0
2019-08-17,0,-57.84437130723282,0
2019-08-18,0,-24.716389780192173,0
2019-08-19,0,-13.428950899768743,0
2019-08-20,0,-4.279716581809378,0
2019-08-21,0,-13.85358358895157,0
2019-08-22,0,-6.422330471112502,0
2019-08-23,0,-5.7173927933140645,0
2019-08-24,0,-3.230927724928133,0
2019-08-25,0,-0.4683656423625049,0
2019-08-26,0,4.501211544064062,0
2019-08-27,0,4.617229959496874,0
2019-08-28,0,19.027548465451563,0
2019-08-29,0,2.292680874442187,1
2019-08-30,0,6.233831533971876,0
2019-08-31,0,-7.169966833962499,0
2019-09-01,0,-3.478714892496874,0
2019-09-02,0,-2.3084747597781248,0
2019-09-03,0,0.2983760522093746,0
2019-09-04,0,8.099432339495312,0
2019-09-05,0,-4.1950130152218765,0
2019-09-06,0,1.097493052473437,0
2019-09-07,0,-1.931139863514063,0
2019-09-08,0,0.047350127973437406,1
2019-09-09,0,0.17773577500000004,0
2019-09-10,0,2.2037893275,0
2019-09-11,0,2.62501307896875,0
2019-09-12,0,-0.8704390816218754,0
2019-09-13,0,-0.161088703578125,0
2019-09-14,0,-0.8641187627968749,0
2019-09-15,0,0.5027008740515626,0
2019-09-16,0,0.37677992198437493,0
2019-09-17,0,-0.6543381512484375,0
2019-09-18,0,3.6454562289703123,0
2019-09-19,0,5.553842256989062,0
2019-09-20,0,0.32094960655312477,0
2019-09-21,0,-0.955461242498437,0
2019-09-22,0,-1.247971549482812,0
2019-09-23,0,0.2816475094843751,0
2019-09-24,0,13.189387170001563,0
2019-09-25,0,-2.686701795732813,0
2019-09-26,0,3.574729379187501,0
2019-09-27,0,-1.128785854040625,0
2019-09-28,0,-2.1026665666765623,0
2019-09-29,0,-1.1433163189640623,0
2019-09-30,0,0.22211173801718753,0
2019-10-01,0,0.11351322573437495,0
2019-10-02,0,7.1221023295484365,0
2019-10-03,0,1.0532734137093742,0
2019-10-04,0,5.6999958254406256,0
2019-10-05,0,-2.4791366629281253,0
2019-10-06,0,-1.7794679389656245,0
2019-10-07,0,10.978349863750001,0
2019-10-08,0,3.6792381094843742,0
2019-10-09,0,15.787833730001562,0
2019-10-10,0,-4.9863933923578125,2
2019-10-11,0,-2.305063225424999,1
2019-10-12,0,-2.98324766080625,0
2019-10-13,0,-0.8334263726281246,2
2019-10-14,0,6.438789901767187,0
2019-10-15,0,5.517718208812499,0
2019-10-16,0,13.60205674458125,0
2019-10-17,0,2.6092023125749995,0
2019-10-18,0,1.8662667875468752,0
2019-10-19,0,-5.216009035729687,0
2019-10-20,0,2.342221749784376,0
2019-10-21,0,3.710347830734375,1
2019-10-22,0,10.026229363892186,0
2019-10-23,0,3.7041406907468737,0
2019-10-24,0,4.128836241623437,0
2019-10-25,0,-3.867665545846876,0
2019-10-26,0,0.6054310710468753,0
2019-10-27,0,0.8108717878875003,0
2019-10-28,0,-2.975844075078125,0
2019-10-29,0,-1.7127920410234376,0
2019-10-30,0,0.8021702101515618,0
2019-10-31,0,7.535399584584374,0
2019-11-01,0,-0.45452029748437583,0
2019-11-02,0,-0.3005401108593748,0
2019-11-03,0,-1.6973277885281248,0
2019-11-04,0,8.07275648000625,0
2019-11-05,0,2.69213487206875,0
2019-11-06,0,-0.1619280599999997,0
2019-11-07,0,1.6028480152187505,0
2019-11-08,0,-0.50695332360625,0
2019-11-09,0,7.085247333107812,0
2019-11-10,0,5.271159564270313,0
2019-11-11,0,0.6487217847843754,0
2019-11-12,0,-2.5061826808906247,0
2019-11-13,0,-1.1489092909390624,0
2019-11-14,0,6.41703380030625,0
2019-11-15,0,0.6155058332390619,0
2019-11-16,0,-2.7544940627125,0
2019-11-17,0,0.5770401963937501,0
2019-11-18,0,-1.572228651235938,0
2019-11-19,0,21.147715560826562,0
2019-11-20,0,0.8731210433203112,0
2019-11-21,0,-3.064566769998436,0
2019-11-22,0,-0.0248667423578115,0
2019-11-23,0,0.31168910207500033,0
2019-11-24,0,0.5986062995687504,0
2019-11-25,0,2.7444805914687507,0
2019-11-26,0,5.196098251034375,0
2019-11-27,0,1.1393440661562488,0
2019-11-28,0,-2.3807542102468755,0
2019-11-29,0,4.14189160185625,0
2019-11-30,0,1.1260873644874998,0
2019-12-01,0,-0.5897310237453124,0
2019-12-02,0,5.064822591254687,0
2019-12-03,0,1.793108423973437,0
2019-12-04,0,-1.0059695315390624,0
2019-12-05,0,-1.0873993384406249,0
2019-12-06,0,2.5612611245703123,0
2019-12-07,0,0.9359112161734373,0
2019-12-08,0,-1.954314181459375,0
2019-12-09,0,1.0122046847875001,0
2019-12-10,0,1.7514778124249997,0
2019-12-11,0,0.4149686135421873,0
2019-12-12,0,8.665088026554688,0
2019-12-13,0,0.34245977426874985,0
2019-12-14,0,0.31710989845468784,0
2019-12-15,0,-2.233011278228125,0
2019-12-16,0,1.8374271253015628,0
2019-12-17,0,3.32846052021875,0
2019-12-18,0,0.6001113507375,0
2019-12-19,0,-1.0478606107296873,0
2019-12-20,0,17.635406823378126,0
2019-12-21,0,-5.529686070640627,0
2019-12-22,0,4.2046048592718765,0
2019-12-23,0,6.321150376551563,0
2019-12-24,0,-0.7995668565468748,0
2019-12-25,0,-2.471633757276562,0
2019-12-26,0,-1.2026986277109373,0
2019-12-27,0,-1.6927627702140626,0
2019-12-28,0,-1.1195168430296882,0
2019-12-29,0,0.14198539056093706,0
2019-12-30,0,1.222700631907812,0
2019-12-31,0,1.9123187322140618,0
2020-01-01,0,1.5889208643593746,0
2020-01-02,0,-1.4633301434468748,0
2020-01-03,0,6.366994620001563,0
2020-01-04,0,-1.495292275732813,0
2020-01-05,0,3.689832751250001,0
2020-01-06,0,-2.234294601765625,0
2020-01-07,0,3.962311244485938,0
2020-01-08,0,0.8226269519875,0
2020-01-09,0,1.0931208225046876,0
2020-01-10,0,0.14216673155156268,0
2020-01-11,0,-0.540811103609375,0
2020-01-12,0,-0.1633357281453125,0
2020-01-13,0,1.0569804404390624,0
2020-01-14,0,-0.1665317724140627,0
2020-01-15,0,1.124799007421875,0
2020-01-16,0,-1.1128635127109376,0
2020-01-17,0,-0.5291210499953125,0
2020-01-18,0,-0.3333448094796876,0
2020-01-19,0,-0.21860779198125008,0
2020-01-20,0,1.8499039600015625,0
2020-01-21,0,10.289144154485937,0
2020-01-22,0,-1.5909580907312506,0
2020-01-23,0,-1.9193368467640617,0
2020-01-24,0,4.028008173534375,0
2020-01-25,0,-2.120228,0
2020-01-26,0,1.0211905250000004,6
2020-01-27,0,-1.250944535,1
2020-01-28,0,-0.69765766978125,0
2020-01-29,0,0.4926734916124995,3
2020-01-30,0,-0.6779002915921879,0
2020-01-31,0,0.713606304784375,0
2020-02-01,0,0.5145546911718748,0
2020-02-02,0,0.4490058863359374,0
2020-02-03,0,1.47402631646875,0
2020-02-04,0,10.144889811034375,0
2020-02-05,0,-2.6583400237500006,0
2020-02-06,0,2.316959670734376,0
2020-02-07,0,1.874633200517188,0
2020-02-08,0,3.761157146984375,0
2020-02-09,0,-2.9200643787484375,0
2020-02-10,0,4.618165585001563,0
2020-02-11,0,9.286321279485938,5
2020-02-12,0,0.09625256536249971,0
2020-02-13,0,1.3704316926734386,0
2020-02-14,0,-1.2725795502953123,0
2020-02-15,0,-2.3143556624937496,0
2020-02-16,0,-0.354234628525,0
2020-02-17,0,-1.2430282218968751,0
2020-02-18,0,5.2269218519062495,0
2020-02-19,0,-2.402152261834376,1
2020-02-20,0,6.946104863628125,0
2020-02-21,0,-1.971935447492188,0
2020-02-22,0,-1.503926362195312,0
2020-02-23,0,-0.8054456002156247,0
2020-02-24,0,1.463638108234375,0
2020-02-25,0,-1.0052515557328126,0
2020-02-26,0,3.47877254940625,0
2020-02-27,0,8.424560468103124,0
2020-02-28,0,-1.6462960078750006,0
2020-02-29,0,-1.0719845226281244,0
2020-03-01,0,-0.32579513823281214,0
2020-03-02,0,-1.0824205475,0
2020-03-03,0,4.33309561646875,1
2020-03-04,0,-0.9949075464656252,4
2020-03-05,0,-1.1945240795625,3
2020-03-06,0,6.2934835194125,0
2020-03-07,0,-2.570138202109376,0
2020-03-08,0,1.0142354330187504,0
2020-03-09,0,-0.1920846924984374,0
2020-03-10,0,1.0772118555171875,0
2020-03-11,0,-0.13038260757812514,2
2020-03-12,0,5.103415179570312,0
2020-03-13,0,0.7301126705171872,0
2020-03-14,0,-1.857243992359375,0
2020-03-15,0,0.07211769737031282,0
2020-03-16,0,4.15353231771875,1
2020-03-17,0,7.99195204676875,0
2020-03-18,0,1.1223599544859373,0
2020-03-19,0,2.88570772676875,2
2020-03-20,0,3.683751714923438,2
2020-03-21,0,-0.73013774219375,0
2020-03-22,0,-0.666126825948437,0
2020-03-23,0,-0.0645479605156245,0
2020-03-24,0,0.15309695293906245,0
2020-03-25,0,1.281314972429687,7
2020-03-26,0,27.10958685384375,0
2020-03-27,0,-0.6394863705078144,0
2020-03-28,0,-2.3593365430062487,4
2020-03-29,0,-4.277618315426562,0
2020-03-30,0,-0.36635319572968683,0
2020-03-31,0,-0.22802714499687493,0
2020-04-01,0,2.9709306562531252,0
2020-04-02,0,-0.7819666780125001,1
2020-04-03,0,-2.0892389396515636,0
2020-04-04,0,-1.2599040296421884,1
2020-04-05,0,0.38842768884218715,1
2020-04-06,0,4.33226382456875,2
2020-04-07,0,1.1494872064687498,2
2020-04-08,0,-1.684768353746875,0
2020-04-09,0,-0.7971274577937499,0
2020-04-10,0,-0.5087032496953126,1
2020-04-11,0,-0.319536438965625,0
2020-04-12,0,7.77547766375,2
2020-04-13,0,3.4194943269843745,0
2020-04-14,0,4.210161181689062,1
2020-04-15,0,-3.321547216460938,0
2020-04-16,0,-1.4540502396984367,0
2020-04-17,0,1.1047630000000002,0
2020-04-18,0,0.7542941000000001,0
2020-04-19,0,-1.309385115,0
2020-04-20,0,5.267276585875,0
2020-04-21,0,2.6640464772937493,0
2020-04-22,0,10.53759700324375,1
2020-04-23,0,3.0169138823703125,0
2020-04-24,0,4.6120487275,0
2020-04-25,0,-3.762301981031249,0
2020-04-26,0,1.4096808150031261,1
2020-04-27,0,-0.8054780314656247,0
2020-04-28,0,1.8285776181562499,0
2020-04-29,0,8.450779728025,0
2020-04-30,0,-0.6648705866171882,0
2020-05-01,0,-3.2897004324015624,0
2020-05-02,0,2.341771019496875,0
2020-05-03,0,-2.2591867558609375,7
2020-05-04,0,0.8842989722046877,1
2020-05-05,0,1.6251133310374999,0
2020-05-06,0,5.337022845221875,0
2020-05-07,0,5.042312367646874,0
2020-05-08,0,-0.6998728626234376,1
2020-05-09,0,-1.4665907479312494,0
2020-05-10,0,0.42863315793750023,1
2020-05-11,0,6.42506746206875,0
2020-05-12,0,-1.2793407922812503,0
2020-05-13,0,0.9179319569875002,1
2020-05-14,0,0.930566715442187,0
2020-05-15,0,-1.016990810504688,0
2020-05-16,0,-1.333403454909375,0
2020-05-17,0,-0.7442164039640624,0
2020-05-18,0,4.487294988235938,3
2020-05-19,0,7.108739054409375,0
2020-05-20,0,-1.5218553981437504,0
2020-05-21,0,0.002550339487500386,0
2020-05-22,0,-1.6536501637453123,0
2020-05-23,0,-0.8956907064640623,0
2020-05-24,0,-0.5967949757328124,0
2020-05-25,0,10.55592036875,0
2020-05-26,0,-2.656001272578126,0
2020-05-27,0,43.249716210445314,0
2020-05-28,0,-3.4514187001265633,0
2020-05-29,0,-6.585207759996873,0
2020-05-30,0,-3.826752076465622,0
2020-05-31,0,3.7423777625000003,0
2020-06-01,0,0.6649903762499996,0
2020-06-02,0,1.0570122793281254,0
2020-06-03,0,-2.8155640685765624,0
2020-06-04,0,1.5835148460640607,0
2020-06-05,0,-1.858447139898439,0
2020-06-06,0,3.5079919596578124,2
2020-06-07,0,-2.32391252198125,0
2020-06-08,0,-0.11078136184218756,0
2020-06-09,0,-0.049078207707812904,0
2020-06-10,0,1.1050858762578122,2
2020-06-11,0,-1.0960049904296876,0
2020-06-12,0,1.4778856334546875,0
2020-06-13,0,8.046120511553125,0
2020-06-14,0,-3.136293109560938,0
2020-06-15,0,3.7664042975859378,1
2020-06-16,0,-0.19722071551562514,0
