,pytorch/vision,tensorflow/models,huggingface/transformers
2019-03-22,0,0.9441706735343751,0
2019-03-23,0,-1.07920775,0
2019-03-24,1,-0.5217666124999998,6
2019-03-25,2,0.6524346387500001,2
2019-03-26,6,3.440924236984375,1
2019-03-27,0,0.4898696639703122,8
2019-03-28,2,3.7635200542703124,2
2019-03-29,3,1.915002692503125,3
2019-03-30,0,-0.09329050999687505,2
2019-03-31,0,-1.5671536889656248,0
2019-04-01,1,1.1796662762500003,1
2019-04-02,2,0.833481213234375,4
2019-04-03,1,2.7593848597046873,16
2019-04-04,2,0.13756259478749988,0
2019-04-05,2,1.5517337697062499,0
2019-04-06,0,-1.6571039807265628,0
2019-04-07,0,-0.7867393114624999,4
2019-04-08,2,4.510650901034375,0
2019-04-09,5,-1.8427194310312505,2
2019-04-10,1,1.2045281700031252,0
2019-04-11,0,0.9040691714718747,11
2019-04-12,2,1.8462285922875,3
2019-04-13,0,-1.4523982267625,0
2019-04-14,0,-0.6714795521984372,0
2019-04-15,1,-0.4130518687499999,24
2019-04-16,1,-0.30587330882812525,6
2019-04-17,1,6.758445911335937,16
2019-04-18,2,0.7604894314687494,0
2019-04-19,0,-1.7507920812468747,0
2019-04-20,0,2.1937030232375,0
2019-04-21,0,-1.4003877396984374,4
2019-04-22,0,4.35647075,2
2019-04-23,0,1.0693732125,4
2019-04-24,2,7.25196899625,3
2019-04-25,7,-1.5696695886093752,7
2019-04-26,1,1.863130869573438,0
2019-04-27,0,-2.3122108109484376,1
2019-04-28,0,-1.1536577127968748,0
2019-04-29,1,4.208813554051563,1
2019-04-30,3,-1.0658736675781255,7
2019-05-01,1,0.7233945947890625,4
2019-05-02,1,0.6828213119109372,7
2019-05-03,1,-0.30014574762656276,0
2019-05-04,0,0.09156255647187495,0
2019-05-05,0,-0.80478321543125,1
2019-05-06,2,1.5776672687500002,0
2019-05-07,4,1.0959944174218748,3
2019-05-08,2,0.9518471945703124,7
2019-05-09,0,0.9347474932359376,3
2019-05-10,1,3.8895166037531252,1
2019-05-11,0,-0.030766316981249986,2
2019-05-12,0,-1.4597873549984373,0
2019-05-13,0,-0.7453251857328121,1
2019-05-14,1,2.50451729396875,0
2019-05-15,0,1.7276772175031248,0
2019-05-16,0,0.5123203800031249,0
2019-05-17,1,-1.293768353746875,0
2019-05-18,1,1.3465475422062498,4
2019-05-19,7,-1.0283187496953128,0
2019-05-20,5,0.5235048360343751,0
2019-05-21,8,4.39484509125,0
2019-05-22,8,6.163611303453125,1
2019-05-23,3,2.829764562504687,3
2019-05-24,1,3.903272101770313,0
2019-05-25,1,-3.501614123965625,0
2019-05-26,0,-0.6169355460312493,0
2019-05-27,2,-1.3577654127156247,2
2019-05-28,0,12.138631014484375,0
2019-05-29,3,2.4481478879390624,0
2019-05-30,1,-1.9768029802890625,4
2019-05-31,1,4.52515122729375,8
2019-06-01,0,-3.4645308592562505,11
2019-06-02,0,-1.635541916379687,0
2019-06-03,3,10.976605320734375,3
2019-06-04,0,-2.363572009482813,0
2019-06-05,3,11.546298290796875,0
2019-06-06,1,0.3873980256140612,6
2019-06-07,4,-3.1304882424109373,0
2019-06-08,0,-2.338271843824999,0
2019-06-09,0,-1.4581697426296873,0
2019-06-10,0,0.009392490000000087,1
2019-06-11,4,0.9271487763124995,3
2019-06-12,2,1.6654383501749996,1
2019-06-13,4,10.444034633815624,0
2019-06-14,6,-0.37854785960312576,14
2019-06-15,1,-2.8459224461624992,5
2019-06-16,0,-1.350792275732812,0
2019-06-17,1,-0.8746297487499999,10
2019-06-18,1,3.359073148234375,32
2019-06-19,1,4.299539981985937,12
2019-06-20,4,5.384592288237499,10
2019-06-21,0,1.4249000641140621,5
2019-06-22,0,-1.0841578258562499,7
2019-06-23,0,-2.01518965293125,2
2019-06-24,7,0.8997550500000004,5
2019-06-25,1,-0.37308876999999985,4
2019-06-26,3,-0.1024236595625001,9
2019-06-27,0,-1.0010969560250003,3
2019-06-28,2,3.4053126927281245,5
2019-06-29,1,-1.5850684371906256,2
2019-06-30,0,-0.6361149746953124,0
2019-07-01,1,-0.3560824864656249,1
2019-07-02,2,2.76535843021875,9
2019-07-03,2,-0.08088181698125019,9
2019-07-04,6,-0.7375835799984374,3
2019-07-05,2,-0.37291250823281236,19
2019-07-06,2,-0.24349436706250013,0
2019-07-07,0,-0.18365690293125006,0
2019-07-08,1,4.9004371625,3
2019-07-09,2,0.4198473162499998,17
2019-07-10,1,-0.1915874240468749,6
2019-07-11,1,4.135873043535938,17
2019-07-12,4,-1.9383959132328126,11
2019-07-13,0,-0.8134262499999997,4
2019-07-14,0,-0.5135073124999998,2
2019-07-15,2,2.62811915625,19
2019-07-16,1,1.8108197561718746,23
2019-07-17,1,-1.4500320859453126,9
2019-07-18,0,6.36867008801875,6
2019-07-19,4,6.508045502939062,0
2019-07-20,0,-0.7125653161640622,1
2019-07-21,0,-1.4205033374999996,2
2019-07-22,1,-0.5583519087499995,4
2019-07-23,5,3.742493778453125,16
2019-07-24,3,7.696183822504687,3
2019-07-25,0,0.9031978315515623,7
2019-07-26,5,-1.2689778186093745,11
2019-07-27,0,-2.2686597772703125,3
2019-07-28,0,-1.2698452556421875,0
2019-07-29,0,1.1909964572859375,1
2019-07-30,0,6.8140186262515625,0
2019-07-31,3,-1.0683845470609379,3
2019-08-01,2,3.0729676724296873,1
2019-08-02,1,2.4805427363437493,0
2019-08-03,0,-1.6244109996953124,1
2019-08-04,1,-1.5143155514656246,4
2019-08-05,3,2.1130855525000003,20
2019-08-06,4,4.46111290146875,5
2019-08-07,3,2.3877368294093744,9
2019-08-08,4,-0.6898316706437502,8
2019-08-09,0,6.17289485845625,3
2019-08-10,0,-1.4038936737421879,2
2019-08-11,0,-2.0917703704296873,1
2019-08-12,1,2.874933340517188,5
2019-08-13,0,7.022481394703124,4
2019-08-14,0,8.284554365957813,4
2019-08-15,0,-2.2274860107250003,6
2019-08-16,0,5.845959585304688,10
2019-08-17,0,-2.4014386080906247,2
2019-08-18,0,-2.7064764393937497,6
2019-08-19,0,11.464845816034376,6
2019-08-20,0,10.0168840691875,32
2019-08-21,1,-0.7073612263218756,13
2019-08-22,0,3.212888595967188,5
2019-08-23,0,2.1275792021593753,8
2019-08-24,0,-3.5073559880890626,2
2019-08-25,0,-1.6544341151265618,0
2019-08-26,0,4.056054177284375,5
2019-08-27,0,1.8861589007968744,12
2019-08-28,4,1.847570083989062,44
2019-08-29,3,-0.06551847658593779,6
2019-08-30,4,1.6423087577281246,57
2019-08-31,0,-2.4536764594718754,23
2019-09-01,0,-1.2175168081453123,1
2019-09-02,2,-0.7666968349984374,8
2019-09-03,0,2.4301548549234373,0
2019-09-04,0,2.6556059805249994,10
2019-09-05,0,4.187704078757812,23
2019-09-06,2,4.410123688539063,6
2019-09-07,0,-3.1927446067609377,0
2019-09-08,0,-1.3961444029312493,19
2019-09-09,4,2.1538014125,16
2019-09-10,3,-0.5094542712500001,10
2019-09-11,1,1.913813829703125,8
2019-09-12,1,0.43553321323906236,4
2019-09-13,0,0.6227176302249997,3
2019-09-14,0,-1.3104607467562501,0
2019-09-15,0,-0.6441342301296875,0
2019-09-16,1,1.63136156625,8
2019-09-17,3,5.123804488453125,2
2019-09-18,5,3.7704989972859373,18
2019-09-19,0,-0.6946898360296876,27
2019-09-20,5,6.222256779270313,2
2019-09-21,0,-3.326335759996875,0
2019-09-22,1,-1.4520250514656243,1
2019-09-23,4,3.0877537775000006,12
2019-09-24,6,0.13407724896874984,38
2019-09-25,0,-0.540494494559375,14
2019-09-26,1,0.8510777725093748,40
2019-09-27,2,0.7504378970718748,18
2019-09-28,0,-1.2228865605906254,2
2019-09-29,0,0.3696062441375001,2
2019-09-30,4,2.34856393,3
2019-10-01,2,0.7305322229374998,6
2019-10-02,3,-0.1855465852125,6
2019-10-03,2,2.14381768426875,37
2019-10-04,3,1.6425408557359373,10
2019-10-05,0,-0.526186872496875,0
2019-10-06,0,-1.0090696877156247,2
2019-10-07,4,3.446981986984375,20
2019-10-08,4,0.40844277647031224,17
2019-10-09,0,2.6893732155203125,22
2019-10-10,0,7.15252179801875,26
2019-10-11,1,6.458983752720313,15
2019-10-12,1,-1.4895436637453123,2
2019-10-13,0,-0.855340906464062,3
2019-10-14,0,-1.126317733232812,13
2019-10-15,3,4.4478478854375005,30
2019-10-16,9,2.1868660560374997,8
2019-10-17,2,6.146916467721875,13
2019-10-18,10,1.8617575711781251,3
2019-10-19,0,0.30235331699843737,1
2019-10-20,0,-1.9892936926249996,2
2019-10-21,5,6.181790128020313,5
2019-10-22,3,2.4753512517687497,11
2019-10-23,1,1.5483706549234375,3
2019-10-24,1,2.763771798025,7
2019-10-25,1,-2.450694859554688,0
2019-10-26,3,-2.0228579771890622,0
2019-10-27,0,-1.191345520209375,3
2019-10-28,2,6.189370015303125,9
2019-10-29,3,0.31077089764218657,2
2019-10-30,3,-1.1031194002062499,22
2019-10-31,2,0.6705914317750001,7
2019-11-01,0,5.653227859492187,2
2019-11-02,0,-1.7954064461625006,0
2019-11-03,0,-1.4598727007328118,1
2019-11-04,2,0.1659112462500003,13
2019-11-05,2,2.1086322988906248,18
2019-11-06,2,1.5385627083234372,11
2019-11-07,1,4.438272208535937,2
2019-11-08,0,-1.5349811255140624,9
2019-11-09,0,-1.415968867575,2
2019-11-10,0,1.1941102781046875,0
2019-11-11,0,3.9079809755171873,5
2019-11-12,0,6.928924874484375,12
2019-11-13,1,1.3685091902203128,0
2019-11-14,1,3.951770105004688,15
2019-11-15,5,-1.575720814042188,2
2019-11-16,0,-2.2865026711624994,12
2019-11-17,0,-1.2626970232328123,0
2019-11-18,2,2.11519368521875,7
2019-11-19,0,1.4180630634562497,9
2019-11-20,0,0.25699957669531215,2
2019-11-21,1,8.525603055826561,6
2019-11-22,0,2.2740438689765616,7
2019-11-23,0,-0.30548557616093763,3
2019-11-24,0,-1.3914951639656241,0
2019-11-25,3,2.4402200912500005,7
2019-11-26,3,-1.172741196546875,49
2019-11-27,0,6.562587437504687,31
2019-11-28,0,-2.274084835729688,7
2019-11-29,0,-0.7593904741218751,8
2019-11-30,1,0.6487093833281248,2
2019-12-01,0,-1.3567316034437502,2
2019-12-02,1,2.2968385860359377,4
2019-12-03,0,1.6288227959546873,41
2019-12-04,3,4.429805327803125,17
2019-12-05,5,3.4642242163921875,23
2019-12-06,1,3.080949478621875,10
2019-12-07,0,-3.064022927498437,1
2019-12-08,0,-0.4323151842640618,0
2019-12-09,0,-0.2301777352156249,14
2019-12-10,2,1.931516353453125,58
2019-12-11,1,-0.5846307074953128,29
2019-12-12,1,2.8958981422078125,15
2019-12-13,0,1.1561128275093746,25
2019-12-14,0,3.2702506075093747,11
2019-12-15,0,-0.30606186564687476,2
2019-12-16,4,1.4014531719843752,28
2019-12-17,1,4.243518686251562,18
2019-12-18,0,4.3027324627203125,33
2019-12-19,6,3.6602751110359373,26
2019-12-20,0,-0.6222944140453124,39
2019-12-21,0,-2.6249476469781245,45
2019-12-22,0,1.5811500414734379,51
2019-12-23,0,-1.8639067459453127,28
2019-12-24,0,-0.9950359067624999,15
2019-12-25,0,-0.6993382440421877,25
2019-12-26,0,0.48433149949374954,7
2019-12-27,0,-0.652253481239063,7
2019-12-28,0,0.6824433695734373,6
2019-12-29,0,-0.4571220609484376,2
2019-12-30,0,0.8072073497031249,0
2019-12-31,0,0.5700295103015625,0
2020-01-01,0,-0.46844336249999996,2
2020-01-02,3,1.78682247625,0
2020-01-03,1,0.2611799207343749,0
2020-01-04,0,0.38757656301718757,1
2020-01-05,0,-0.5928778292656249,4
2020-01-06,0,0.6993534505171876,8
2020-01-07,0,3.5060630094843748,12
2020-01-08,0,1.5490953950015625,5
2020-01-09,0,-0.4839990732328123,1
2020-01-10,2,0.03284593021875026,14
2020-01-11,0,-0.8358710669812499,8
2020-01-12,0,-0.45660949249843746,0
2020-01-13,2,2.6855126130171874,9
2020-01-14,2,2.8685688507343747,17
2020-01-15,0,-1.7019632140453127,6
2020-01-16,2,0.2572980605218751,15
2020-01-17,4,2.2659282697859373,3
2020-01-18,0,-0.2842708799984375,0
2020-01-19,0,-0.8768070007328124,0
2020-01-20,1,-0.4736577712499998,4
2020-01-21,1,5.666833004703125,10
2020-01-22,5,1.943138780739062,1
2020-01-23,0,1.9971462358187502,33
2020-01-24,0,1.9269705994843753,8
2020-01-25,0,-1.1791458372796875,0
2020-01-26,0,-1.3535984564640622,0
2020-01-27,8,3.2242004117671876,9
2020-01-28,1,4.2541019075,15
2020-01-29,6,1.3567436544062499,14
2020-01-30,1,3.588319858540625,11
2020-01-31,0,1.04539952250625,18
2020-02-01,0,-0.5646537937437497,2
2020-02-02,0,-1.8793053196968748,0
2020-02-03,1,-0.03695368323281212,5
2020-02-04,1,0.9716545404374999,13
2020-02-05,0,1.7306857764749997,4
2020-02-06,0,-0.5808149389593753,7
2020-02-07,0,1.9538527264749999,13
2020-02-08,0,-0.4764671439593753,0
2020-02-09,0,-0.9637959489625001,0
2020-02-10,4,-0.5055090752156248,15
2020-02-11,0,0.666658398234375,8
2020-02-12,0,4.445187219485938,6
2020-02-13,2,3.2016829119874997,5
2020-02-14,4,1.7787203597859378,14
2020-02-15,0,-0.14283333727968728,0
2020-02-16,0,-1.6046597064640622,1
2020-02-17,0,-0.8342780257328122,5
2020-02-18,0,3.43638716375,2
2020-02-19,0,2.373726601984375,9
2020-02-20,0,12.039682684189062,11
2020-02-21,0,3.8723085300078113,7
2020-02-22,0,-1.7379884807265622,6
2020-02-23,0,-0.04361808646249887,6
2020-02-24,4,2.4480537235343753,13
2020-02-25,3,5.060001455,10
2020-02-26,0,9.043262212937499,8
2020-02-27,1,-4.83991836499375,6
2020-02-28,1,8.051961011100001,0
2020-02-29,0,-5.108173894900001,2
2020-03-01,0,-0.3175315031421868,3
2020-03-02,0,1.9495605912546878,11
2020-03-03,0,4.544049023973438,14
2020-03-04,5,3.569421028460937,22
2020-03-05,0,3.2565636149343744,33
2020-03-06,0,-0.8725816000421878,13
2020-03-07,0,-1.6863075226546878,0
2020-03-08,0,-0.8011347930609372,6
2020-03-09,0,3.65677218396875,14
2020-03-10,4,3.620630102721875,8
2020-03-11,4,6.025039125959374,47
2020-03-12,3,3.893852836260937,7
2020-03-13,4,0.7810936562609374,6
2020-03-14,0,1.5499715708234376,1
2020-03-15,0,0.7672274572859381,0
2020-03-16,4,0.12478607625156268,7
2020-03-17,4,8.527687097939062,11
2020-03-18,0,-1.7224534805078129,8
2020-03-19,1,2.9647953172125003,23
2020-03-20,2,0.5306763655296871,5
2020-03-21,0,-1.9154089584406249,0
2020-03-22,0,-0.8173825824921874,0
2020-03-23,3,-1.4175209919765626,9
2020-03-24,3,1.116192098021875,13
2020-03-25,0,5.7695053796296865,5
2020-03-26,0,1.2162024616421867,15
2020-03-27,0,2.6811592522078125,10
2020-03-28,0,-1.6040704827093748,0
2020-03-29,0,-0.49274564344687466,2
2020-03-30,5,5.852786395001562,11
2020-03-31,5,4.201342501767187,16
2020-04-01,4,3.65915845021875,7
2020-04-02,5,5.348079998675,5
2020-04-03,5,3.560984259057813,10
2020-04-04,0,0.5733653769906253,7
2020-04-05,0,-1.6303963441796867,2
2020-04-06,3,0.5043686662515627,19
2020-04-07,5,-1.4166696343421874,8
2020-04-08,2,4.278975911260938,6
2020-04-09,2,1.1244904762609371,5
2020-04-10,2,4.424535153979687,7
2020-04-11,0,-1.396935796970313,2
2020-04-12,0,-0.13950327469062485,0
2020-04-13,0,5.254705316554688,2
2020-04-14,4,0.9375420744874994,2
2020-04-15,1,4.394139201035938,2
2020-04-16,1,5.576095653673438,12
2020-04-17,0,7.662152012290625,8
2020-04-18,0,-4.580138692790625,6
2020-04-19,0,-0.823236411160936,0
2020-04-20,0,6.726751123753125,10
2020-04-21,1,1.9039687736749995,4
2020-04-22,0,4.238375061557813,6
2020-04-23,1,0.7089982659593748,9
2020-04-24,2,30.393354508979687,6
2020-04-25,0,8.912252430967186,1
2020-04-26,1,-3.0934414855593744,0
2020-04-27,2,-1.4222119855140605,9
2020-04-28,2,-2.87367406985625,14
2020-04-29,3,-2.345474522189062,5
2020-04-30,0,-2.312275157271875,4
2020-05-01,0,10.511266690309375,16
2020-05-02,0,-3.6148840849453148,11
2020-05-03,0,-3.2805762169937505,1
2020-05-04,5,3.321045357985937,2
2020-05-05,6,0.5218060972937493,4
2020-05-06,0,7.91798571030625,7
2020-05-07,3,0.9339473405203123,17
2020-05-08,0,1.7346376730187503,9
2020-05-09,0,-1.1469840286859379,0
2020-05-10,0,-0.2380278680578125,3
2020-05-11,5,2.2026892172843753,17
2020-05-12,3,6.752522219921875,12
2020-05-13,0,1.1105494835390624,7
2020-05-14,4,8.766526411395311,14
2020-05-15,1,-2.2371563099062506,10
2020-05-16,0,-3.169620422492187,0
2020-05-17,0,-0.7280032471953122,1
2020-05-18,6,4.546671632503125,19
2020-05-19,3,9.240176030221875,13
2020-05-20,5,3.049958427428124,13
2020-05-21,3,6.443873324576563,4
2020-05-22,0,-1.440004738601563,15
2020-05-23,0,-1.7251834715906247,1
2020-05-24,0,1.4481643115515634,0
2020-05-25,0,-0.736540209265625,11
2020-05-26,3,4.850849351173437,11
2020-05-27,0,0.5730252419156239,10
2020-05-28,0,1.1342413458312501,7
2020-05-29,4,8.358591989715624,8
2020-05-30,1,-2.6425404101234378,0
2020-05-31,1,-2.5701696564624994,0
2020-06-01,3,2.5644147214718753,25
2020-06-02,0,5.8084200472875,11
2020-06-03,1,7.4654958611749995,7
2020-06-04,3,5.072050157807812,14
2020-06-05,1,-2.164582256243749,13
2020-06-06,0,-2.3115730848531246,3
2020-06-07,0,-2.163843929092187,1
2020-06-08,0,4.698709428534375,9
2020-06-09,1,4.2515554554375,9
2020-06-10,1,4.51799072669375,14
2020-06-11,3,-0.06444676528437476,6
2020-06-12,0,8.914187603032811,7
2020-06-13,0,-5.157880556375,1
2020-06-14,0,-1.2236538814640614,2
2020-06-15,0,1.2972949067671877,14
2020-06-16,0,3.9799608831562496,13
2020-06-17,1,8.031437863243749,14
2020-06-18,0,7.274040428245312,10
2020-06-19,1,11.338130792074999,5
2020-06-20,0,-5.6127708666187495,7
2020-06-21,0,0.029090179956251294,1
2020-06-22,2,3.5571935369843755,30
2020-06-23,3,9.890547806470313,11
2020-06-24,0,1.6175198484578122,24
2020-06-25,0,4.6140031886812505,11
2020-06-26,4,3.2182079745015617,12
2020-06-27,0,-4.560259891309375,2
2020-06-28,0,10.92114990901094,4
2020-06-29,4,21.970806315221875,21
2020-06-30,7,19.794715597209375,18
2020-07-01,2,15.917530507651563,17
2020-07-02,3,-15.229277269384374,11
2020-07-03,3,-2.996464299768747,10
2020-07-04,0,-2.68581843196875,0
2020-07-05,0,-2.501596168360938,0
2020-07-06,5,4.467024649548437,13
2020-07-07,2,1.1300327840531228,22
2020-07-08,2,12.560399497246873,9
2020-07-09,2,6.634003486814061,10
2020-07-10,2,16.724085420515625,20
2020-07-11,0,-3.3271774133124996,1
2020-07-12,2,-3.640209250728124,1
2020-07-13,2,11.505633711770313,7
2020-07-14,0,7.424817634409375,14
2020-07-15,2,-4.20505683520625,14
2020-07-16,2,16.7689235530875,10
2020-07-17,1,20.284606582823436,11
2020-07-18,0,-8.399713991384376,8
2020-07-19,0,-4.431958306196872,0
2020-07-20,1,8.99230063957344,17
2020-07-21,0,3.656519235801561,24
2020-07-22,0,3.9155865667906244,7
2020-07-23,0,18.060167286945312,8
2020-07-24,0,15.950320303224998,13
2020-07-25,0,-13.177136550340627,0
2020-07-26,0,-1.960900127062498,3
2020-07-27,0,3.2254762135390633,16
2020-07-28,0,22.624962476832813,21
2020-07-29,2,3.5641900065687473,9
2020-07-30,4,13.496773438767189,10
2020-07-31,9,3.360637144048436,10
2020-08-01,0,-6.031192133492187,2
2020-08-02,0,-2.2069326522859365,1
2020-08-03,14,28.2509295429375,11
2020-08-04,2,-1.9053672395562522,19
2020-08-05,1,29.01751193095,10
2020-08-06,1,-10.201747555753126,8
2020-08-07,2,16.16485825964844,19
2020-08-08,1,-0.5330775508390637,5
2020-08-09,0,-2.5464533730546854,2
2020-08-10,0,1.7826354587562507,12
2020-08-11,1,9.997147907553124,28
2020-08-12,0,1.830585651395312,12
2020-08-13,0,14.293221512345312,11
2020-08-14,1,13.299263552809373,7
2020-08-15,0,-6.9836164710375,0
2020-08-16,0,-5.1483663607578105,2
2020-08-17,0,7.395974147596876,28
2020-08-18,0,18.458417015229685,13
2020-08-19,0,3.094037609639063,7
2020-08-20,4,-5.149288881879688,16
2020-08-21,3,1.231025303095313,8
2020-08-22,0,-3.534929887246876,2
2020-08-23,0,0.399048351084375,3
2020-08-24,3,8.687587152804689,13
2020-08-25,3,5.443430153596874,20
2020-08-26,1,5.995189089565624,19
2020-08-27,2,4.510255001960937,12
2020-08-28,2,0.7517317064281253,9
2020-08-29,0,-4.0639391677906245,3
2020-08-30,0,-2.9804095211609365,6
2020-08-31,1,2.1058190339718754,15
2020-09-01,3,-0.6003148653687509,22
2020-09-02,3,3.9105741342843743,12
2020-09-03,1,3.0108455545015618,12
2020-09-04,0,-0.20327662196562546,8
2020-09-05,0,-2.3657178366703127,1
2020-09-06,0,-0.17649955939531226,1
2020-09-07,1,-0.03377073323281232,18
2020-09-08,0,5.0550844104375,9
2020-09-09,2,10.6068233460375,6
2020-09-10,0,2.0643241429406247,24
2020-09-11,0,2.874484648759375,9
2020-09-12,0,-4.03160674219375,1
2020-09-13,0,-0.9349223759484366,2
2020-09-14,9,5.441480084484375,14
2020-09-15,0,10.859965765001562,15
2020-09-16,0,4.279203939923437,11
2020-09-17,0,-1.5102272511,16
2020-09-18,4,4.185719944364063,27
2020-09-19,0,-0.41481852248906304,4
2020-09-20,0,-2.372715703879687,3
2020-09-21,1,3.8716377919843756,16
2020-09-22,7,2.793888111907812,24
2020-09-23,1,-1.487966114848438,8
2020-09-24,3,2.6429455520843748,15
2020-09-25,1,2.2181821106093746,19
