,pytorch/vision,tensorflow/models,huggingface/transformers
2018-10-29,0,1.0,1
2018-10-30,1,2.7,2
2018-10-31,0,-1.0050000000000001,2
2018-11-01,0,3.6255,23
2018-11-02,1,0.5813374999999998,35
2018-11-03,0,-0.17020774999999988,37
2018-11-04,0,1.1395583875000002,23
2018-11-05,0,2.9265501387499997,26
2018-11-06,2,-1.741454538015625,7
2018-11-07,0,0.20705998647031265,8
2018-11-08,0,0.18881369030156248,2
2018-11-09,0,-0.7497927770625001,6
2018-11-10,0,-0.4349870852125001,2
2018-11-11,0,0.72625595926875,2
2018-11-12,2,1.5089513082359374,5
2018-11-13,0,-0.8486748060281253,11
2018-11-14,0,0.6339282108187501,0
2018-11-15,0,-0.493996490515625,3
2018-11-16,0,-0.2445053799984375,2
2018-11-17,0,0.8441952242671875,15
2018-11-18,0,-0.40568149875000004,1
2018-11-19,0,5.811488485734375,3
2018-11-20,0,2.071882290735937,7
2018-11-21,0,1.0837133997843753,1
2018-11-22,0,-1.7225969667656247,0
2018-11-23,0,-0.8308392757328122,1
2018-11-24,0,-0.5364287737499999,0
2018-11-25,0,-0.39493039176562494,0
2018-11-26,0,4.690388744267187,7
2018-11-27,1,3.25906801690625,1
2018-11-28,0,-2.226879167709375,3
2018-11-29,0,-0.9244638032281248,0
2018-11-30,0,14.460937260301563,20
2018-12-01,0,-4.849413750000001,4
2018-12-02,0,-1.8400055624999987,2
2018-12-03,0,4.89630931875,0
2018-12-04,3,0.4233925474218747,2
2018-12-05,0,-0.12310439999218747,4
2018-12-06,3,-0.6891300036640622,12
2018-12-07,0,5.786165893750001,1
2018-12-08,0,1.1390402485156237,0
2018-12-09,0,-2.507422123492187,5
2018-12-10,0,0.8803107700000006,3
2018-12-11,1,-1.3475515968437501,11
2018-12-12,0,1.2309822103062498,3
2018-12-13,3,-0.09230798447968769,17
2018-12-14,1,5.14080709051875,8
2018-12-15,0,-1.2839900255921881,0
2018-12-16,0,-1.2749774846921875,0
2018-12-17,1,0.3461487995687502,1
2018-12-18,1,2.29148959146875,2
2018-12-19,0,2.688153763534375,9
2018-12-20,1,9.20538386771875,4
2018-12-21,1,-0.11873054823124995,0
2018-12-22,0,0.12899126242343817,1
2018-12-23,0,-0.3449688086624998,0
2018-12-24,0,4.183948225517188,0
2018-12-25,2,-1.8419447380156249,0
2018-12-26,0,-0.6815006460296871,0
2018-12-27,0,1.6626036819890624,0
2018-12-28,0,-0.7395647198531257,0
2018-12-29,0,-1.2093419588734378,0
2018-12-30,1,-0.632946275728125,0
2018-12-31,0,-0.4192359282296877,0
2019-01-01,0,-0.29398851330937525,0
2019-01-02,0,0.7841026925874999,1
2019-01-03,0,1.5903871862515624,4
2019-01-04,0,6.214829162720312,0
2019-01-05,0,-2.426126956464063,1
2019-01-06,0,-0.9077459132328118,0
2019-01-07,0,21.473454750000002,13
2019-01-08,3,0.0361411374999987,7
2019-01-09,0,-3.683560748749999,1
2019-01-10,0,-1.5607573017656238,5
2019-01-11,0,5.116887236985938,2
2019-01-12,0,-2.3377868438250005,0
2019-01-13,0,-1.9499671176296869,3
2019-01-14,0,-0.17140880999999974,5
2019-01-15,0,1.824372702406249,4
2019-01-16,0,-0.7054144947312508,8
2019-01-17,0,2.0028958293546877,2
2019-01-18,0,-0.40910440874843745,1
2019-01-19,0,0.0316145456578123,1
2019-01-20,0,-0.8470647218953127,0
2019-01-21,0,-0.4170910244828124,0
2019-01-22,0,-0.284852650515625,1
2019-01-23,0,-0.21989617477968765,0
2019-01-24,0,-0.1664998902140626,0
2019-01-25,1,-0.10345169977968766,0
2019-01-26,0,0.9244157697859374,0
2019-01-27,0,-0.3294601299984376,1
2019-01-28,0,-0.11858341323281245,4
2019-01-29,0,-0.05949999999999997,4
2019-01-30,0,0.9598375,4
2019-01-31,0,0.67027975,1
2019-02-01,0,5.5717191375,4
2019-02-02,0,-0.9834572737500002,0
2019-02-03,0,-0.04553921676562456,0
2019-02-04,0,-0.8454661632328123,5
2019-02-05,0,0.5415238875000001,16
2019-02-06,0,1.37977786375,4
2019-02-07,0,-0.949401915515625,12
2019-02-08,0,0.5342951150015626,16
2019-02-09,0,0.38975564992343725,7
2019-02-10,0,0.3686202800874998,0
2019-02-11,1,2.4233185075015626,15
2019-02-12,2,2.8162350880171876,2
2019-02-13,4,0.301825985734375,8
2019-02-14,4,5.662999540735938,1
2019-02-15,0,-1.7676127127156254,2
2019-02-16,0,-1.4619256030156245,1
2019-02-17,0,-0.8389659912484373,6
2019-02-18,2,-0.5795334012484376,16
2019-02-19,0,0.5681913664703124,3
2019-02-20,0,-0.6348579417609378,5
2019-02-21,1,4.6529311347875,4
2019-02-22,0,2.2832388824249996,1
2019-02-23,1,-0.8761231093953126,1
2019-02-24,0,-0.060803663232812166,1
2019-02-25,0,0.1329066375000001,0
2019-02-26,1,-0.79270852375,2
2019-02-27,1,1.544175470734375,9
2019-02-28,2,3.0691240180171873,1
2019-03-01,1,1.3416237086718747,0
2019-03-02,0,-0.6423823194765625,0
2019-03-03,0,-1.045773505946875,2
2019-03-04,0,-0.5520079037484373,1
2019-03-05,0,-0.3748903549984375,3
2019-03-06,1,1.7260553392671876,11
2019-03-07,3,4.19285463396875,2
2019-03-08,0,-1.8808263772781253,2
2019-03-09,4,-0.7649210769781248,5
2019-03-10,0,-0.4344519564640625,0
2019-03-11,3,0.7261635867671875,5
2019-03-12,0,1.504837025,4
2019-03-13,0,1.1406811399999999,2
2019-03-14,0,-0.99603980228125,9
2019-03-15,0,-0.47571291029375007,2
2019-03-16,0,-0.29696231616406255,2
2019-03-17,0,-0.16304636249999999,2
2019-03-18,0,0.87504050125,7
2019-03-19,1,2.5996470107343748,0
2019-03-20,1,0.9117486057359374,9
2019-03-21,0,0.9665797400031251,12
