,jquery/jquery,facebook/react,angular/angular
2018-09-18,0,11.0,15.0
2018-09-19,0,2.899999999999999,17.0
2018-09-20,0,-0.8950000000000007,4.0
2018-09-21,0,-0.4935000000000004,21.0
2018-09-22,0,-0.34128749999999924,2.0
2018-09-23,0,0.7400657500000009,0.0
2018-09-24,0,-0.30924913749999944,20.0
2018-09-25,0,5.78032129125,3.0
2018-09-26,0,3.221873771828125,48.0
2018-09-27,0,1.1786768700421875,30.0
2018-09-28,0,1.3992878398562496,5.0
2018-09-29,0,-0.5411370124999999,0.0
2018-09-30,0,-0.3374441962499995,0.0
2018-10-01,0,1.7486676119843756,23.0
2018-10-02,0,0.5988324199640629,1.0
2018-10-03,1,1.6496578119062504,3.0
2018-10-04,0,8.560822215221876,19.0
2018-10-05,0,-0.13474442867500058,17.0
2018-10-06,0,-0.6508303311031252,0.0
2018-10-07,0,-0.40206348007187487,0.0
2018-10-08,1,-0.28204540499999914,17.0
2018-10-09,0,1.7777324027187507,7.0
2018-10-10,0,6.616871726912501,18.0
2018-10-11,0,1.0694592426828122,24.0
2018-10-12,0,7.3139937815375,15.0
2018-10-13,0,-1.2159829858390632,0.0
2018-10-14,0,0.3977301474640629,0.0
2018-10-15,0,0.49153372500000037,11.0
2018-10-16,0,0.543145020000001,8.0
2018-10-17,0,0.5744494752187506,29.0
2018-10-18,0,3.5945781113187505,14.0
2018-10-19,0,7.323042586217188,36.0
2018-10-20,0,9.848214528303124,17.0
2018-10-21,0,3.297774220962499,2.0
2018-10-22,0,-0.3555907717656255,3.0
2018-10-23,0,22.08951012569844,28.0
2018-10-24,0,-0.925430411801563,14.0
2018-10-25,0,-1.711734800551562,6.0
2018-10-26,0,-1.126950062098437,33.0
2018-10-27,0,2.153663114481253,0.0
2018-10-28,0,-0.9530830072093732,0.0
2018-10-29,0,22.378717573276564,16.0
2018-10-30,0,0.2814583855546866,15.0
2018-10-31,1,1.3523550556046873,17.0
2018-11-01,0,0.6488395156421873,40.0
2018-11-02,0,4.047978757428127,14.0
2018-11-03,0,-1.141453838749999,0.0
2018-11-04,0,-0.7237689765468739,0.0
2018-11-05,0,8.447987141142189,8.0
2018-11-06,0,7.671615674390625,6.0
2018-11-07,0,13.332932588876563,7.0
2018-11-08,0,1.6966010483453111,10.0
2018-11-09,1,12.382735835110937,10.0
2018-11-10,0,-0.40315252015000036,0.0
2018-11-11,0,-1.5594406251796862,0.0
2018-11-12,2,-0.03170262874999863,9.0
2018-11-13,0,3.105869729109377,14.0
2018-11-14,0,1.9072825162859393,10.0
2018-11-15,0,0.011509171942188479,1.0
2018-11-16,0,0.28444568739843823,10.0
2018-11-17,0,-0.5190059348624994,5.0
2018-11-18,0,-0.3498370740343742,0.0
2018-11-19,0,4.821947798678125,3.0
2018-11-20,0,1.369791614484375,11.0
2018-11-21,0,-0.5342319558484375,9.0
2018-11-22,0,4.6809439420593755,0.0
2018-11-23,0,2.2938289331265627,0.0
2018-11-24,0,0.33512408444843755,0.0
2018-11-25,0,-0.4839424150359375,0.0
2018-11-26,2,1.6843949937500005,10.0
2018-11-27,2,3.5588997924218755,23.0
2018-11-28,0,1.3140462987890627,9.0
2018-11-29,0,0.43513102617812505,2.0
2018-11-30,0,2.560390333671875,56.0
2018-12-01,0,0.40132360202343775,1.0
2018-12-02,0,1.5696191043765628,0.0
2018-12-03,1,2.5333697049640627,14.0
2018-12-04,0,1.4135603139687503,12.0
2018-12-05,0,1.448566887865625,52.0
2018-12-06,0,1.4637464800750002,31.0
2018-12-07,0,1.4859698806625001,16.0
2018-12-08,0,-0.5111967628328122,0.0
2018-12-09,0,-0.3169968006234371,0.0
2018-12-10,0,-0.21769909231718704,6.0
2018-12-11,0,-0.16757256161874945,12.0
2018-12-12,2,1.874921898860938,10.0
2018-12-13,1,1.7155542513968751,16.0
2018-12-14,1,1.651878276396875,26.0
2018-12-15,0,-0.3829343311031252,0.0
2018-12-16,0,-0.2051227050718749,0.0
2018-12-17,0,-0.1305584999999998,14.0
2018-12-18,0,2.9001174750000005,26.0
2018-12-19,0,-0.3807449175,7.0
2018-12-20,0,2.7973519564687503,13.0
2018-12-21,0,-0.4436217236031252,8.0
2018-12-22,0,-0.23292183110312478,0.0
2018-12-23,0,-0.15064795507187487,0.0
2018-12-24,0,-0.10147353749999966,0.0
2018-12-25,0,0.9183686612500003,0.0
2018-12-26,0,-0.1681909765468749,8.0
2018-12-27,0,-0.10347764635781237,0.0
2018-12-28,0,-0.057204939046874945,0.0
2018-12-29,0,-0.04585905760781236,0.0
2018-12-30,0,-0.016116749999999947,0.0
2018-12-31,0,-0.01316201249999996,0.0
2019-01-01,0,-0.011093696249999967,0.0
2019-01-02,0,0.990431686984375,0.0
2019-01-03,0,-0.10839885253593756,16.0
2019-01-04,0,-0.04500000000000003,14.0
2019-01-05,0,-0.028500000000000022,3.0
2019-01-06,0,-0.020662499999999924,3.0
2019-01-07,0,0.9838832500000001,31.0
2019-01-08,0,1.8868379874999999,16.0
2019-01-09,0,0.7439063037499998,34.0
2019-01-10,0,1.7719316869843749,22.0
2019-01-11,0,-0.33106135253593766,36.0
2019-01-12,0,0.8240582500000001,5.0
2019-01-13,0,-0.2230580124999999,0.0
2019-01-14,2,1.8601405287500004,27.0
2019-01-15,0,4.694348781984375,22.0
2019-01-16,0,1.3243843001828122,8.0
2019-01-17,0,4.4533298394125,14.0
2019-01-18,0,9.185477508932813,10.0
2019-01-19,0,-0.4454374013218756,0.0
2019-01-20,0,-0.850301088015625,0.0
2019-01-21,2,9.438057692464064,0.0
2019-01-22,0,1.5833621177187505,43.0
2019-01-23,0,9.91553327485,20.0
2019-01-24,0,2.215663755039062,8.0
2019-01-25,0,0.6241367548500005,19.0
2019-01-26,0,-1.0654260890859368,0.0
2019-01-27,0,2.2951852866250015,0.0
2019-01-28,0,1.2242438974640635,21.0
2019-01-29,1,2.285461643593751,26.0
2019-01-30,0,8.20489432684375,17.0
2019-01-31,0,6.644865689220312,8.0
2019-02-01,0,1.4669767275421872,6.0
2019-02-02,0,-0.10293907367500021,3.0
2019-02-03,0,-0.7737155688218743,0.0
2019-02-04,0,4.468770880953127,19.0
2019-02-05,0,9.084506115110939,22.0
2019-02-06,0,12.45534523963125,32.0
2019-02-07,0,-0.24816373224843868,18.0
2019-02-08,0,4.583108221801563,22.0
2019-02-09,0,0.5168017944156253,3.0
2019-02-10,0,0.921982566876564,0.0
2019-02-11,0,2.076553041214064,25.0
2019-02-12,0,2.053744797421876,11.0
2019-02-13,0,10.050661334664063,45.0
2019-02-14,0,15.286837124921874,29.0
2019-02-15,0,1.3956722359656242,2.0
2019-02-16,0,1.2884432493343745,0.0
2019-02-17,0,-0.37134092124687434,8.0
2019-02-18,1,-0.9862482073531231,0.0
2019-02-19,2,9.289299379631252,27.0
2019-02-20,0,4.445359132095313,23.0
2019-02-21,0,19.509298362970313,17.0
2019-02-22,0,4.989973728339061,40.0
2019-02-23,0,1.6498781535765623,2.0
2019-02-24,0,-0.7170365454406249,1.0
2019-02-25,0,3.795002004376564,12.0
2019-02-26,0,1.6389403599640642,10.0
2019-02-27,0,8.796268429843751,21.0
2019-02-28,0,12.157708375296876,19.0
2019-03-01,0,5.55234544145625,11.0
2019-03-02,0,-2.1680304548796876,2.0
2019-03-03,0,1.803656918900001,0.0
2019-03-04,3,1.8834392580906265,17.0
2019-03-05,0,2.952923868635939,16.0
2019-03-06,0,3.8846616607734386,19.0
2019-03-07,0,8.791024964735938,27.0
2019-03-08,0,-1.756032227578125,13.0
2019-03-09,0,4.042883272871876,2.0
2019-03-10,0,0.9072625534625003,0.0
2019-03-11,3,8.173157172203126,10.0
2019-03-12,0,-0.45775384415468734,26.0
2019-03-13,0,4.084129084079688,14.0
2019-03-14,0,2.884217312278125,27.0
2019-03-15,0,10.924816544664063,12.0
2019-03-16,0,3.146005718390625,0.0
2019-03-17,0,2.538083679921875,0.0
2019-03-18,1,12.695630082539063,16.0
2019-03-19,0,4.7852667190375,19.0
2019-03-20,1,6.066011982910938,50.0
2019-03-21,0,4.0642068973859375,25.0
2019-03-22,0,6.207556067757814,12.0
2019-03-23,0,-1.9248036975812493,0.0
2019-03-24,0,3.8136119944906266,0.0
2019-03-25,3,2.691377650257814,7.0
2019-03-26,0,4.762495733887501,10.0
2019-03-27,2,2.5962822283875004,31.0
2019-03-28,0,3.805490750623438,12.0
2019-03-29,0,6.77241598161875,20.0
2019-03-30,0,4.479808318159375,0.0
2019-03-31,0,-1.4571578515374997,0.0
