,rust-lang/rust,apple/swift,JetBrains/kotlin
2017-09-23,63,38,0
2017-09-24,54,15,0
2017-09-25,56,88,76
2017-09-26,55,78,55
2017-09-27,62,52,9
2017-09-28,49,79,55
2017-09-29,69,82,25
2017-09-30,67,16,0
2017-10-01,23,32,0
2017-10-02,31,48,21
2017-10-03,22,66,22
2017-10-04,40,75,27
2017-10-05,60,51,46
2017-10-06,48,43,68
2017-10-07,45,30,0
2017-10-08,63,20,0
2017-10-09,37,50,18
2017-10-10,58,65,87
2017-10-11,43,51,111
2017-10-12,43,59,43
2017-10-13,57,26,32
2017-10-14,35,36,0
2017-10-15,37,30,4
2017-10-16,56,41,62
