,nim-lang/Nim,rust-lang/rust,golang/go
2025-06-23,0,108,4
2025-06-24,0,99,9
2025-06-25,2,97,5
2025-06-26,0,93,1
2025-06-27,3,104,7
2025-06-28,0,87,1
2025-06-29,0,83,1
2025-06-30,0,116,11
2025-07-01,1,127,6
2025-07-02,0,87,2
2025-07-03,0,124,1
2025-07-04,0,132,1
2025-07-05,0,83,0
2025-07-06,0,99,0
2025-07-07,0,122,6
2025-07-08,2,114,4
2025-07-09,0,94,2
2025-07-10,1,128,2
2025-07-11,0,105,8
2025-07-12,0,62,0
2025-07-13,1,80,0
2025-07-14,4,87,2
2025-07-15,0,107,8
