,gitbucket/gitbucket,gogs/gogs,gitlabhq/gitlabhq
2014-06-04,1,1,8.484377100428123
2014-06-05,4,1,8.690613992243751
2014-06-06,3,3,4.906033521654688
2014-06-07,3,1,-4.254382742565625
2014-06-08,0,4,-7.185606384603123
2014-06-09,4,0,-2.7548252236624986
2014-06-10,2,1,35.313573437485935
2014-06-11,0,2,10.850595676246868
2014-06-12,0,6,1.7907604956906233
2014-06-13,0,1,11.938064256592188
2014-06-14,5,0,15.69696137886875
2014-06-15,6,0,-11.128431866795312
2014-06-16,2,0,2.6279820098750015
2014-06-17,0,1,7.575267131989062
2014-06-18,0,0,8.316101405928123
2014-06-19,2,1,1.376357101032811
2014-06-20,2,2,4.230555575198437
2014-06-21,0,3,-5.455366366082814
2014-06-22,2,5,-1.2957942862906258
2014-06-23,1,6,21.656135837935935
2014-06-24,1,6,34.77139505764687
2014-06-25,1,10,7.00110295868906
2014-06-26,1,1,19.94493523899375
2014-06-27,0,3,-12.716915185628125
2014-06-28,3,12,-9.761932547996873
2014-06-29,6,4,-5.8543197923234365
2014-06-30,5,2,17.909021213239065
2014-07-01,0,0,6.256751579912498
2014-07-02,0,1,12.385015720243748
2014-07-03,0,0,9.622919591632812
2014-07-04,0,9,9.564368213632811
2014-07-05,4,5,-6.665248546976562
2014-07-06,9,3,-6.89369504116406
2014-07-07,0,2,4.938688177500001
2014-07-08,2,0,3.3701791261562493
2014-07-09,0,0,11.071241555628124
2014-07-10,0,0,11.817275508181249
2014-07-11,0,0,7.171284295549999
2014-07-12,2,4,-9.553893848717188
2014-07-13,10,0,-1.499407774217186
2014-07-14,1,0,6.331945457585938
2014-07-15,0,1,10.698551922859375
2014-07-16,2,1,10.413223676264062
2014-07-17,0,0,8.037437458389062
2014-07-18,0,2,-5.303511764020314
2014-07-19,0,0,-3.6072175371718744
2014-07-20,1,1,-1.750547471207812
2014-07-21,0,1,9.124576312203125
2014-07-22,2,18,3.4832164376453116
2014-07-23,3,4,15.594926809421874
2014-07-24,0,26,-1.0172781172562502
2014-07-25,2,24,5.68131305679375
2014-07-26,3,15,-2.786506664520312
2014-07-27,4,3,1.5497332660375012
2014-07-28,6,4,10.624639442503126
2014-07-29,6,0,15.035086996096874
2014-07-30,1,1,11.060465941565624
2014-07-31,2,1,15.250953688826563
2014-08-01,1,5,-3.8276351470140604
2014-08-02,1,1,-6.5235809270499985
2014-08-03,7,0,1.7212775941437517
2014-08-04,4,4,6.540017715225
2014-08-05,2,1,-4.813798365881251
2014-08-06,0,2,9.819248608914062
2014-08-07,1,7,0.20075897679999777
2014-08-08,0,2,-5.294215252545314
2014-08-09,2,3,3.29809222005625
2014-08-10,1,3,-0.4042909188765629
2014-08-11,4,1,25.360426146175
2014-08-12,2,0,-2.92949286631719
2014-08-13,7,1,25.917402737675
2014-08-14,5,10,-7.681950777434375
2014-08-15,1,2,12.068799272381252
2014-08-16,1,2,-6.520974622629687
2014-08-17,2,0,-0.48973802184374904
2014-08-18,0,0,9.079739167806249
2014-08-19,0,0,4.821824424614061
2014-08-20,1,1,11.732818089621874
2014-08-21,1,0,12.776765164620311
2014-08-22,2,0,6.036040153971875
2014-08-23,1,5,12.018615681539064
2014-08-24,4,3,-6.5401639454703115
2014-08-25,1,7,8.065334243973439
2014-08-26,0,4,15.369377226617187
2014-08-27,0,2,14.285625187303125
2014-08-28,0,2,8.655348737659375
2014-08-29,0,8,17.049136000982813
2014-08-30,0,10,-9.3689073611375
2014-08-31,4,29,-4.0407161000515615
2014-09-01,1,4,28.207380018800002
2014-09-02,2,16,10.392934687351561
2014-09-03,0,9,2.8050570066328113
2014-09-04,2,5,8.959083549006252
2014-09-05,0,8,2.462351349603125
2014-09-06,0,0,-2.7660557990906263
2014-09-07,0,5,-5.062648003828125
2014-09-08,0,5,42.612433043025
2014-09-09,1,7,8.089128590789059
2014-09-10,1,3,6.530887101460937
2014-09-11,0,0,10.098945297914064
2014-09-12,1,4,14.891104166714062
2014-09-13,1,4,-13.744700206873437
2014-09-14,3,3,2.765580346132815
2014-09-15,4,3,5.475205478840625
2014-09-16,0,12,-1.1598992369484389
2014-09-17,0,10,4.492688556418749
2014-09-18,0,3,6.393195904603124
2014-09-19,4,1,16.898603292753123
2014-09-20,2,3,-3.501814238790626
2014-09-21,0,5,0.46215349646718895
2014-09-22,9,9,29.7001225566125
2014-09-23,8,15,9.661133879720312
2014-09-24,4,3,13.609092870615626
2014-09-25,3,6,20.53232669795
2014-09-26,0,9,8.5079342627375
2014-09-27,3,4,-10.040319794399998
2014-09-28,4,18,-3.866541804945312
2014-09-29,6,10,30.3379821550125
2014-09-30,2,3,29.764779283074997
2014-10-01,0,5,10.64257784249375
2014-10-02,0,0,22.86622322349063
2014-10-03,2,3,11.043491963417189
2014-10-04,2,9,-15.332487416554688
2014-10-05,15,6,-2.563176962146871
2014-10-06,4,4,21.205570142509377
2014-10-07,1,1,14.582049091009374
2014-10-08,0,5,7.196991590934374
2014-10-09,1,4,-2.401929655209374
2014-10-10,0,6,8.43899457614375
2014-10-11,2,7,-11.317951890293752
2014-10-12,3,5,4.551034078239064
2014-10-13,0,10,18.67269262169531
2014-10-14,0,6,17.05399889867031
2014-10-15,0,4,15.625919404314061
2014-10-16,2,0,-2.5641131581093752
2014-10-17,0,0,3.9185266769593774
2014-10-18,4,2,6.643395531410938
2014-10-19,2,6,-5.616639667671873
2014-10-20,0,2,20.052518572345313
2014-10-21,0,1,41.56430025478281
2014-10-22,0,2,-2.146029205256255
2014-10-23,0,0,6.551565267029691
2014-10-24,0,3,4.5599777663125
2014-10-25,0,1,-10.024634839760937
2014-10-26,0,0,-6.809168539757811
2014-10-27,0,1,19.697205424964064
2014-10-28,0,2,13.81366854866406
2014-10-29,1,0,11.01490843737031
2014-10-30,0,1,22.647741690115623
2014-10-31,5,1,-4.892269572250001
2014-11-01,0,2,-7.235714143418749
2014-11-02,7,5,-3.2156000879703104
2014-11-03,1,0,3.3942836372859384
2014-11-04,1,10,3.6469471238765614
2014-11-05,0,0,23.27011813003906
2014-11-06,1,1,-2.547489738195315
2014-11-07,1,6,-3.44351795615
2014-11-08,3,0,-3.852583272568749
2014-11-09,0,0,-0.7339421833562496
2014-11-10,1,2,5.77800289125625
2014-11-11,3,2,12.282762283678125
2014-11-12,0,1,9.465029025748438
2014-11-13,0,3,-0.518540685296875
2014-11-14,0,3,7.6452590916093754
2014-11-15,1,0,-5.32471960115625
2014-11-16,2,2,-2.1000768334453106
2014-11-17,1,10,2.8892686469875004
2014-11-18,1,2,13.169273993160937
2014-11-19,0,6,-0.24608395786093862
2014-11-20,0,2,6.639822025026563
2014-11-21,0,4,-2.3168108165828123
2014-11-22,10,1,-4.1530016130812495
2014-11-23,4,1,4.680097308709375
2014-11-24,1,7,10.403569685003124
2014-11-25,0,0,-3.059959818309376
2014-11-26,1,2,3.3311430693375
2014-11-27,3,2,2.808196722682812
2014-11-28,0,6,0.8547496611828116
2014-11-29,0,3,3.42245513664375
2014-11-30,0,7,6.07523510581875
2014-12-01,0,2,12.031939312640624
2014-12-02,0,6,19.48744996390156
2014-12-03,0,1,10.556796360693749
2014-12-04,1,2,19.54284076419219
2014-12-05,0,11,7.339561683760939
2014-12-06,0,0,-12.293608767707811
2014-12-07,0,5,0.09507676647656549
2014-12-08,0,1,12.382408998464062
2014-12-09,0,1,-5.72916643359375
2014-12-10,0,7,-2.103864137629688
2014-12-11,0,4,5.122747862620312
2014-12-12,1,1,4.139516554143748
2014-12-13,0,2,-3.9656316403109386
2014-12-14,0,3,3.5857198883625006
2014-12-15,0,2,19.996461918157813
2014-12-16,0,1,-0.3185215561765631
2014-12-17,0,6,7.3557430615140635
2014-12-18,0,8,-1.4537998824937501
2014-12-19,1,6,-3.4266770330874996
2014-12-20,0,1,13.366769615015626
2014-12-21,2,7,-5.355786432109376
2014-12-22,2,9,12.036135323675001
2014-12-23,0,0,17.747180866245312
2014-12-24,0,2,7.084817624021873
2014-12-25,0,0,6.93260062868594
2014-12-26,1,0,12.101342204146876
2014-12-27,2,6,-2.417675791678125
2014-12-28,4,3,4.80508939101875
2014-12-29,3,6,36.48026359901094
2014-12-30,5,0,7.0364990865343735
2014-12-31,1,7,-13.365066120865624
2015-01-01,3,0,-2.15191361135156
2015-01-02,3,11,-5.83216915820625
2015-01-03,1,2,-0.44394622005156315
2015-01-04,4,0,-3.2211401632625005
2015-01-05,1,3,5.156337581701562
2015-01-06,2,1,16.62698580477031
2015-01-07,6,0,6.424358512882812
2015-01-08,1,1,3.1515932306484373
2015-01-09,3,2,-4.7100281008093745
2015-01-10,2,0,4.074838346337501
2015-01-11,0,0,15.226642795954687
2015-01-12,1,0,3.442642077803125
2015-01-13,0,0,22.528839416392188
2015-01-14,1,0,-4.813267451690626
2015-01-15,0,1,40.91649383437657
2015-01-16,0,0,-7.003911530414065
2015-01-17,7,5,5.419035580907817
2015-01-18,2,5,10.698896114409376
2015-01-19,0,0,12.343160698824999
2015-01-20,4,3,0.023103771656248995
2015-01-21,1,0,9.8948715857375
2015-01-22,1,8,18.610887855140625
2015-01-23,0,1,8.494203625121873
2015-01-24,2,0,4.299658271654689
2015-01-25,2,0,1.244017271190625
2015-01-26,0,1,10.127767537448438
2015-01-27,2,1,23.7642192947375
2015-01-28,0,0,9.003957648210939
2015-01-29,6,0,10.373545226412501
2015-01-30,2,2,9.393763144876562
2015-01-31,2,8,-14.335222538842189
2015-02-01,3,12,-6.968113481134373
2015-02-02,0,3,6.573975815107813
2015-02-03,0,11,48.6473678826625
2015-02-04,1,6,8.142326226048432
2015-02-05,0,17,7.659409057712502
2015-02-06,2,2,7.348153663790626
2015-02-07,5,13,2.35143220055625
2015-02-08,4,5,-0.4853361713359359
2015-02-09,1,13,7.8198745350015635
2015-02-10,0,0,-5.2791001069203105
2015-02-11,1,8,9.045792151081248
2015-02-12,0,10,23.981318141509373
2015-02-13,0,13,20.955803138357812
2015-02-14,4,4,-11.463833320179688
2015-02-15,1,0,0.3070505006296891
2015-02-16,1,7,11.454876021354687
2015-02-17,0,2,13.178361334424999
2015-02-18,0,9,23.340511282465627
2015-02-19,0,4,7.075990478087501
2015-02-20,4,3,39.89867407501094
2015-02-21,0,3,-15.100255120978126
2015-02-22,1,13,-1.301589164474997
2015-02-23,1,9,9.970517177946878
2015-02-24,0,2,62.235822412359376
2015-02-25,1,0,11.691011727968746
2015-02-26,2,0,1.1930820213500013
2015-02-27,13,2,-4.889777397506247
2015-02-28,3,2,-4.955019903446875
2015-03-01,16,9,-6.604044826195313
2015-03-02,6,0,14.837805993467189
2015-03-03,10,0,32.732113095378125
2015-03-04,5,2,16.08151516593906
2015-03-05,0,0,-2.9033184348515633
2015-03-06,0,2,1.883278940298439
2015-03-07,0,1,6.884825204462501
2015-03-08,4,0,2.8324741776015614
2015-03-09,3,2,16.10143467509375
2015-03-10,2,4,41.92238582947656
2015-03-11,0,1,-4.871218776307817
2015-03-12,1,6,21.768794897210938
2015-03-13,1,7,9.238248921103125
2015-03-14,0,5,5.933606618042191
2015-03-15,5,3,-2.365356124021872
2015-03-16,4,7,16.15182995584219
2015-03-17,0,1,6.971551731335936
2015-03-18,0,12,37.89550347758906
2015-03-19,0,6,26.226088825415623
2015-03-20,0,3,13.515802272732813
2015-03-21,0,3,0.3533741159500039
2015-03-22,3,4,3.2023147188734384
2015-03-23,15,5,21.34270502144375
2015-03-24,8,7,15.4891544197875
2015-03-25,6,10,2.8501481468890617
2015-03-26,0,6,15.152437182067189
2015-03-27,5,1,10.446148384129685
2015-03-28,9,1,-10.733735660500002
2015-03-29,0,0,2.240143884045315
2015-03-30,1,0,8.90257436106875
2015-03-31,1,3,11.725003866784373
2015-04-01,0,0,-1.6568820389093766
2015-04-02,3,1,10.695903012493751
2015-04-03,6,0,15.187767816646875
2015-04-04,1,0,-9.979449404651564
2015-04-05,5,1,-7.7452712136093735
2015-04-06,2,0,6.5046169844187505
2015-04-07,1,0,7.511440209428123
2015-04-08,3,2,10.312808385468749
2015-04-09,2,0,2.813410444975
2015-04-10,0,0,9.133830647878124
2015-04-11,2,0,4.890050124439062
2015-04-12,0,0,3.475642988151563
2015-04-13,1,0,24.312789760818752
2015-04-14,0,0,57.408493258078124
2015-04-15,4,0,11.56618789222031
2015-04-16,0,6,-6.05624413454062
2015-04-17,0,0,10.855429231871877
2015-04-18,0,5,-1.9857628263093758
2015-04-19,2,0,-11.448642194676562
2015-04-20,3,2,52.73638536605313
2015-04-21,2,0,10.082892280956244
2015-04-22,1,1,13.174091297440626
2015-04-23,2,0,18.539900015360935
2015-04-24,2,9,27.536930370154685
2015-04-25,1,0,13.01302954112031
2015-04-26,0,0,-7.304463568770309
2015-04-27,1,0,14.534226344226568
2015-04-28,2,1,-2.799795431668752
2015-04-29,5,0,1.089635227767186
2015-04-30,2,0,41.02179014130313
2015-05-01,0,0,-17.447168692525004
2015-05-02,5,0,-2.3865101900953114
2015-05-03,0,0,11.744950396998435
2015-05-04,0,0,3.6183345426531215
2015-05-05,1,0,10.063808488540625
2015-05-06,4,0,43.895457266532816
2015-05-07,8,0,15.227482462524996
2015-05-08,1,1,12.752824915431251
2015-05-09,0,1,22.62854717233438
2015-05-10,3,0,-20.634046719553123
2015-05-11,0,0,19.39415460632813
2015-05-12,0,0,10.181911891878123
2015-05-13,1,0,9.291498231196876
2015-05-14,0,1,12.475930705735937
2015-05-15,1,0,7.64941122686875
2015-05-16,2,0,-6.015417819128125
2015-05-17,0,0,-9.1013279058375
2015-05-18,2,0,8.092962023707814
2015-05-19,0,0,-3.807443612450001
2015-05-20,1,0,3.6435774571109363
2015-05-21,1,0,11.29364320555781
2015-05-22,0,0,11.070288000993749
2015-05-23,0,0,-7.1585876153921895
2015-05-24,5,0,-5.506706233476562
2015-05-25,6,0,17.906521515390626
2015-05-26,0,0,45.5903729283
2015-05-27,1,0,16.988344455179686
2015-05-28,1,0,17.85780683867969
2015-05-29,0,0,15.087984403390628
2015-05-30,0,0,-18.99830784475312
2015-05-31,15,0,-8.075602527453123
2015-06-01,2,0,10.930818686551563
2015-06-02,1,0,20.606667502921873
2015-06-03,0,1,19.905223325517184
2015-06-04,2,1,1.226762598849998
2015-06-05,1,0,22.221324246307812
2015-06-06,0,0,-15.781292375160938
2015-06-07,2,0,-8.785781502414059
2015-06-08,2,1,23.73642923823594
2015-06-09,1,1,11.455011848003124
2015-06-10,2,0,9.762225373324998
2015-06-11,0,0,13.619989351735938
2015-06-12,0,0,13.386186838304688
2015-06-13,0,0,14.70315154751406
2015-06-14,0,0,-8.3794248224125
2015-06-15,0,0,13.880378284784378
2015-06-16,0,0,10.797144056296874
2015-06-17,0,0,9.927397230123438
2015-06-18,0,1,-4.215784444446875
2015-06-19,0,0,26.880018602973436
2015-06-20,0,0,-8.821451339223437
2015-06-21,0,0,-9.1242219634875
2015-06-22,0,0,57.99535759889063
2015-06-23,2,0,18.932361221762495
2015-06-24,0,0,6.804724435037503
2015-06-25,0,0,6.046067730037503
2015-06-26,3,0,1.9834446360062508
2015-06-27,15,0,-8.53763270515625
2015-06-28,0,0,-7.833995497489061
2015-06-29,0,1,6.457944482371875
2015-06-30,0,0,15.525862453767184
2015-07-01,0,0,20.842397197693746
2015-07-02,0,0,3.6006571267687484
2015-07-03,3,3,-2.465263279142187
2015-07-04,11,1,-9.110311566867187
2015-07-05,8,2,-1.913059412017187
2015-07-06,0,2,19.842705078321874
2015-07-07,0,2,25.061883073081248
2015-07-08,0,1,12.878745504348437
2015-07-09,0,7,15.933582102896874
2015-07-10,0,2,24.684956257270315
2015-07-11,0,1,-10.826668106579689
2015-07-12,0,0,-6.765705403578121
2015-07-13,3,1,19.720860592203127
2015-07-14,0,9,9.23434957667656
2015-07-15,0,7,-0.8516901568843771
2015-07-16,1,0,3.0885468686640642
2015-07-17,0,0,15.934058973496875
2015-07-18,11,0,-0.15845547385781344
2015-07-19,1,2,-4.115139162185937
2015-07-20,0,2,9.071463944576564
2015-07-21,2,1,4.0850578556484365
2015-07-22,2,0,17.450284310121873
2015-07-23,0,2,4.866141670192187
2015-07-24,0,28,7.381179763254689
2015-07-25,2,4,-4.718728654915624
2015-07-26,0,5,-3.17789175450625
2015-07-27,3,3,2.7656987348796873
2015-07-28,4,10,25.407555818603125
2015-07-29,2,2,14.533664790321874
2015-07-30,0,4,14.499320313317188
2015-07-31,3,11,4.37632996843125
2015-08-01,0,4,-10.452865519239062
2015-08-02,5,6,0.1314470162156276
2015-08-03,2,4,2.6141309760406246
2015-08-04,2,3,7.453139339193751
2015-08-05,6,16,17.028934183153122
2015-08-06,0,8,16.331024784610936
2015-08-07,0,5,10.354445597026562
2015-08-08,5,6,-6.340131024065624
2015-08-09,0,10,5.6617870362953155
2015-08-10,0,22,19.134592367425
2015-08-11,0,12,34.83203526147969
2015-08-12,1,12,-7.637744247564061
2015-08-13,1,16,1.9470531806000029
2015-08-14,1,9,9.336292492242187
2015-08-15,9,19,-8.62847676414375
2015-08-16,5,5,-4.600589417446874
2015-08-17,1,17,10.476056257651562
2015-08-18,3,12,8.510467542803124
2015-08-19,1,17,26.51864927848125
2015-08-20,3,10,26.59197312812187
2015-08-21,0,4,3.9707779277390642
2015-08-22,3,0,-11.29312043307031
2015-08-23,5,0,-2.8432184162015606
2015-08-24,0,9,5.853691154271875
2015-08-25,0,7,22.604849588301562
2015-08-26,3,6,28.986287373259373
2015-08-27,1,7,1.577498836479684
2015-08-28,0,16,-12.044899726787499
2015-08-29,2,13,-3.4460828613874988
2015-08-30,0,0,-5.505135476417187
2015-08-31,0,5,7.757371500225
2015-09-01,2,15,21.3762368789
2015-09-02,1,12,8.01770327448906
2015-09-03,5,12,20.585506282610936
2015-09-04,1,2,9.031555795160937
2015-09-05,0,14,-13.682142059435936
2015-09-06,3,12,-1.4778784472765594
2015-09-07,0,13,15.229249782070314
2015-09-08,0,3,17.059527070579687
2015-09-09,0,5,36.95253189676875
2015-09-10,0,8,23.851444134168748
2015-09-11,0,4,-5.583211521156251
2015-09-12,0,9,-12.440627488325
2015-09-13,1,10,-9.082758148837497
2015-09-14,0,3,40.27410537992188
2015-09-15,2,2,61.924108615507805
2015-09-16,0,4,14.83484271943906
2015-09-17,0,8,16.264399273182814
2015-09-18,0,2,16.47178584265625
2015-09-19,2,1,-22.834661101742185
2015-09-20,2,0,12.352274649745317
2015-09-21,6,4,33.38724441780156
2015-09-22,3,0,21.71571009128125
2015-09-23,6,1,20.19421758379062
2015-09-24,2,7,27.593538370890624
2015-09-25,0,16,-1.7698528183796896
2015-09-26,0,4,-12.783030749415623
2015-09-27,0,1,-13.251255661807807
2015-09-28,3,1,4.140265261895312
2015-09-29,4,0,25.680260150165623
2015-09-30,0,0,16.072889949640622
2015-10-01,9,5,38.23141320007187
2015-10-02,6,14,5.837613382196871
2015-10-03,4,4,-11.331785243493748
2015-10-04,2,1,-8.51354259442656
2015-10-05,4,3,40.557948705389066
2015-10-06,0,0,10.76441745131406
2015-10-07,0,0,25.356745240660942
2015-10-08,0,1,15.405119152853125
2015-10-09,0,7,-4.085895524307816
2015-10-10,0,7,-7.225918024521874
2015-10-11,0,0,-8.320045368607811
2015-10-12,10,8,28.413763262592187
2015-10-13,6,7,24.05287928930312
2015-10-14,2,0,47.26851471185781
2015-10-15,1,0,29.910936974595312
2015-10-16,1,1,20.5982451406625
2015-10-17,1,1,-7.200337655878123
2015-10-18,4,4,11.372427739668755
2015-10-19,0,2,6.911078525607813
2015-10-20,0,2,-0.8012030307609379
2015-10-21,0,7,13.288912474243752
2015-10-22,0,3,25.48707480864062
2015-10-23,0,3,9.118087087979681
2015-10-24,2,7,-16.373436058282813
2015-10-25,3,4,-9.248098503717184
2015-10-26,1,1,8.637212419878125
2015-10-27,2,1,-3.778722369137501
2015-10-28,5,2,5.014232648434374
2015-10-29,0,5,22.30530000060781
2015-10-30,2,9,-0.1248746446718787
2015-10-31,4,9,-4.70861493874375
2015-11-01,3,5,-2.2188559380124993
2015-11-02,0,3,16.4108933585375
2015-11-03,1,12,34.89447171278437
2015-11-04,1,8,4.531316177681248
2015-11-05,0,3,12.077858244415626
2015-11-06,4,4,4.3075551669875
2015-11-07,2,1,-4.9320847836875
2015-11-08,6,5,-1.9539611633546858
2015-11-09,3,3,21.67754486802344
2015-11-10,3,1,30.819142274990625
2015-11-11,2,5,-1.553674413076564
2015-11-12,1,9,13.853417043912502
2015-11-13,0,8,3.4611809217218745
2015-11-14,5,5,-10.3094878401
2015-11-15,1,9,-6.784560514298437
2015-11-16,6,16,35.80106228802813
2015-11-17,6,7,37.012561251167185
2015-11-18,0,13,47.964738151060935
2015-11-19,0,13,28.709585613475
2015-11-20,0,10,-5.403963046378124
2015-11-21,0,7,-0.43378862281561936
2015-11-22,0,10,-13.60589838797031
2015-11-23,0,2,9.05535135728594
2015-11-24,0,5,6.716354453126561
2015-11-25,1,7,19.39999438262656
2015-11-26,0,3,-2.0990646416984404
2015-11-27,6,3,-6.533607187967188
2015-11-28,0,4,-6.031801514875001
2015-11-29,1,0,-2.8627912441468757
2015-11-30,4,4,21.450191963800002
2015-12-01,0,15,18.35885830800781
2015-12-02,0,20,109.42726691253282
2015-12-03,1,24,39.00700928457968
2015-12-04,5,5,-10.292292771915626
2015-12-05,7,12,-16.621125037834364
2015-12-06,1,3,-13.04076303917656
2015-12-07,9,10,47.29516973000469
2015-12-08,3,6,102.27155009814531
2015-12-09,5,21,14.285015823493751
2015-12-10,6,9,-6.065693580923437
2015-12-11,0,13,40.219733173832815
2015-12-12,1,7,-28.202129928574998
2015-12-13,4,8,-20.27400506338906
2015-12-14,1,8,34.58914468311094
2015-12-15,6,3,12.935825689148434
2015-12-16,2,5,37.30662462576562
2015-12-17,4,3,12.462827431435933
2015-12-18,0,6,-1.5298196619281264
2015-12-19,1,1,-16.40206458350625
2015-12-20,0,8,-11.20627334416875
2015-12-21,5,1,27.32952534840625
2015-12-22,1,1,30.977749190767184
2015-12-23,7,1,24.864930608246873
2015-12-24,2,3,48.85520615393281
2015-12-25,2,4,-11.145250071873434
2015-12-26,4,0,-16.06946089565156
2015-12-27,1,4,-8.674868909132808
2015-12-28,1,0,43.80937026155313
2015-12-29,2,0,0.7748858462203074
2015-12-30,2,1,10.630222020117188
2015-12-31,0,1,11.441562681323436
2016-01-01,11,1,-9.586878580832817
2016-01-02,21,2,-2.1386975035890625
2016-01-03,3,0,2.238450767549999
2016-01-04,4,1,36.61050122052344
2016-01-05,0,6,42.64263166224062
2016-01-06,4,8,7.430241435551558
2016-01-07,3,6,46.515255837457815
2016-01-08,0,2,23.064318440778127
2016-01-09,1,9,-18.09796141912656
2016-01-10,0,4,-11.00218683050312
2016-01-11,0,7,43.11535696523281
2016-01-12,0,3,33.749435176235934
2016-01-13,4,3,59.10927722432031
2016-01-14,1,11,127.22056173276718
2016-01-15,0,2,-27.557157672478127
2016-01-16,14,1,-34.44088962767499
2016-01-17,5,0,-15.08941138200937
2016-01-18,2,2,39.023781556346876
2016-01-19,7,0,23.724179554745312
2016-01-20,1,3,61.78405255604062
2016-01-21,5,0,4.2202092246234315
2016-01-22,5,0,17.308328794404687
2016-01-23,2,0,-24.271354239253128
2016-01-24,5,1,3.5080326638453165
2016-01-25,2,8,24.116792090229687
2016-01-26,15,11,24.84239870401406
2016-01-27,1,11,13.47785609840156
2016-01-28,2,12,12.99293319945781
2016-01-29,1,6,4.982683667098435
2016-01-30,14,5,2.5935619542624977
2016-01-31,3,16,-14.483156186496874
2016-02-01,1,14,18.859289614560936
2016-02-02,2,9,43.515577164721876
2016-02-03,13,1,26.315325764471872
2016-02-04,0,9,24.9928528292
2016-02-05,1,15,26.94375420734375
2016-02-06,4,2,-24.7679291228
2016-02-07,2,19,-8.702045053110933
2016-02-08,1,2,18.18521651909844
2016-02-09,3,0,29.382850472848435
2016-02-10,0,4,4.271045392076559
2016-02-11,2,3,14.962024924951564
2016-02-12,1,15,11.124102121331248
2016-02-13,5,1,-9.052891816465625
2016-02-14,3,6,-10.38711710288281
2016-02-15,6,13,7.518836278976565
2016-02-16,3,5,21.36747072440156
2016-02-17,1,6,31.241820165546873
2016-02-18,0,7,31.255210093618746
2016-02-19,2,9,154.3365773614328
2016-02-20,5,15,-1.7779899821500038
2016-02-21,8,4,-41.52478321287343
2016-02-22,1,3,27.205265090390636
2016-02-23,1,5,15.278046760800002
2016-02-24,0,4,11.442768889273438
2016-02-25,2,6,-15.297330653935937
2016-02-26,5,5,9.709741630728125
