,python/cpython,php/php-src,ruby/ruby
2020-02-05,17,7,3
2020-02-06,9,15,20
2020-02-07,17,17,10
2020-02-08,2,8,5
2020-02-09,1,1,23
2020-02-10,13,15,8
2020-02-11,7,17,13
2020-02-12,14,5,23
2020-02-13,8,11,21
2020-02-14,5,5,8
2020-02-15,0,1,11
2020-02-16,2,5,13
2020-02-17,8,42,9
2020-02-18,7,17,4
2020-02-19,3,4,9
2020-02-20,4,5,14
2020-02-21,9,13,14
2020-02-22,2,1,12
2020-02-23,3,8,6
2020-02-24,7,14,4
2020-02-25,4,14,11
2020-02-26,8,7,23
2020-02-27,3,18,7
2020-02-28,6,38,13
2020-02-29,9,0,13
2020-03-01,6,0,1
2020-03-02,14,19,23
2020-03-03,10,15,9
2020-03-04,9,8,19
2020-03-05,4,5,8
2020-03-06,14,17,10
2020-03-07,8,1,9
2020-03-08,8,0,6
2020-03-09,21,13,9
2020-03-10,9,7,16
2020-03-11,18,8,8
2020-03-12,9,18,8
2020-03-13,10,8,6
2020-03-14,11,0,3
2020-03-15,6,3,13
2020-03-16,8,20,7
2020-03-17,14,38,7
2020-03-18,11,20,1
2020-03-19,8,7,6
2020-03-20,8,20,0
2020-03-21,2,1,8
2020-03-22,4,0,15
2020-03-23,10,29,6
2020-03-24,11,4,13
2020-03-25,11,15,5
2020-03-26,10,11,19
2020-03-27,7,3,7
2020-03-28,2,0,16
2020-03-29,2,6,3
2020-03-30,8,27,15
2020-03-31,15,28,5
2020-04-01,11,17,11
2020-04-02,12,22,15
2020-04-03,8,19,11
2020-04-04,7,8,7
2020-04-05,2,3,11
2020-04-06,4,7,11
2020-04-07,11,16,8
2020-04-08,8,16,21
2020-04-09,3,23,9
2020-04-10,6,10,25
2020-04-11,5,6,9
2020-04-12,7,4,9
2020-04-13,11,3,9
2020-04-14,20,54,9
2020-04-15,15,20,12
2020-04-16,5,14,14
2020-04-17,15,7,12
2020-04-18,8,6,18
2020-04-19,6,4,6
2020-04-20,6,23,10
2020-04-21,5,11,18
2020-04-22,13,18,10
2020-04-23,15,14,11
2020-04-24,8,19,13
2020-04-25,6,2,7
2020-04-26,3,5,12
2020-04-27,15,30,4
2020-04-28,13,23,11
2020-04-29,28,23,11
2020-04-30,11,9,6
2020-05-01,22,9,24
2020-05-02,8,7,13
2020-05-03,6,1,15
2020-05-04,15,24,8
2020-05-05,21,7,8
2020-05-06,12,21,13
2020-05-07,10,25,54
2020-05-08,7,6,73
2020-05-09,2,2,13
2020-05-10,8,0,16
2020-05-11,7,26,16
2020-05-12,13,35,31
2020-05-13,14,26,15
2020-05-14,12,19,15
2020-05-15,18,19,8
2020-05-16,17,12,3
2020-05-17,11,10,9
2020-05-18,30,15,13
2020-05-19,17,15,4
2020-05-20,6,50,8
2020-05-21,11,2,8
2020-05-22,10,19,19
2020-05-23,6,0,22
2020-05-24,9,1,10
2020-05-25,15,13,11
2020-05-26,15,30,16
2020-05-27,17,20,15
2020-05-28,17,22,8
2020-05-29,6,9,16
2020-05-30,4,3,5
2020-05-31,5,7,7
2020-06-01,12,5,6
2020-06-02,10,11,8
2020-06-03,6,13,19
2020-06-04,12,19,94
2020-06-05,13,20,18
2020-06-06,5,3,7
2020-06-07,5,13,6
2020-06-08,18,19,8
2020-06-09,3,25,42
2020-06-10,16,21,13
2020-06-11,14,2,23
2020-06-12,10,20,10
2020-06-13,6,4,6
2020-06-14,3,0,10
2020-06-15,15,6,19
2020-06-16,7,18,13
2020-06-17,13,18,17
2020-06-18,5,39,84
2020-06-19,8,15,17
2020-06-20,8,1,13
2020-06-21,6,3,14
2020-06-22,11,8,16
2020-06-23,21,32,11
2020-06-24,9,37,15
2020-06-25,18,16,9
2020-06-26,2,12,10
2020-06-27,7,0,22
2020-06-28,7,4,4
2020-06-29,9,19,112
2020-06-30,12,28,6
2020-07-01,6,6,14
2020-07-02,3,24,3
2020-07-03,9,7,9
2020-07-04,2,2,9
2020-07-05,5,0,21
2020-07-06,13,17,5
2020-07-07,4,46,0
2020-07-08,6,17,7
2020-07-09,8,26,6
2020-07-10,7,32,15
2020-07-11,2,12,3
2020-07-12,3,4,15
2020-07-13,2,19,8
2020-07-14,3,14,2
2020-07-15,7,14,42
2020-07-16,6,17,3
2020-07-17,4,25,2
2020-07-18,5,0,5
2020-07-19,3,1,46
2020-07-20,10,33,15
2020-07-21,2,43,23
2020-07-22,3,27,6
2020-07-23,4,25,16
2020-07-24,0,10,4
2020-07-25,5,1,0
2020-07-26,3,3,2
2020-07-27,8,33,7
2020-07-28,5,22,10
2020-07-29,2,44,10
2020-07-30,1,13,12
2020-07-31,1,15,53
2020-08-01,1,7,12
2020-08-02,2,9,3
2020-08-03,7,42,9
2020-08-04,7,24,3
2020-08-05,4,34,5
2020-08-06,3,12,4
2020-08-07,9,23,5
2020-08-08,6,1,0
2020-08-09,3,2,0
2020-08-10,7,31,9
2020-08-11,8,24,9
2020-08-12,5,5,5
2020-08-13,11,25,9
2020-08-14,4,21,4
2020-08-15,3,0,6
2020-08-16,3,2,10
2020-08-17,6,8,13
2020-08-18,0,20,34
2020-08-19,1,7,19
2020-08-20,3,5,6
2020-08-21,3,9,19
2020-08-22,0,5,4
2020-08-23,0,2,5
2020-08-24,1,28,6
2020-08-25,1,28,7
2020-08-26,4,33,3
2020-08-27,7,24,31
2020-08-28,1,18,11
2020-08-29,3,7,15
2020-08-30,5,3,3
2020-08-31,1,55,18
2020-09-01,8,21,18
2020-09-02,13,29,14
2020-09-03,8,39,9
2020-09-04,7,16,10
2020-09-05,4,3,7
2020-09-06,3,2,5
2020-09-07,8,18,8
2020-09-08,9,35,7
2020-09-09,9,30,7
2020-09-10,5,15,7
2020-09-11,1,16,20
2020-09-12,4,5,3
2020-09-13,3,4,9
2020-09-14,6,25,45
2020-09-15,10,34,15
2020-09-16,8,16,8
2020-09-17,3,41,12
2020-09-18,5,26,17
2020-09-19,5,3,3
2020-09-20,3,10,9
2020-09-21,4,39,8
2020-09-22,11,33,8
2020-09-23,16,20,12
2020-09-24,1,16,27
2020-09-25,2,18,59
2020-09-26,2,1,8
2020-09-27,4,8,4
2020-09-28,5,23,40
2020-09-29,4,75,11
2020-09-30,1,25,23
2020-10-01,6,15,17
2020-10-02,6,22,11
2020-10-03,9,1,4
2020-10-04,7,0,4
2020-10-05,8,17,5
2020-10-06,4,13,19
2020-10-07,3,20,1
2020-10-08,7,30,8
2020-10-09,7,39,6
2020-10-10,6,19,9
2020-10-11,10,8,4
2020-10-12,6,48,9
2020-10-13,5,61,5
2020-10-14,5,18,12
2020-10-15,6,22,7
2020-10-16,4,18,8
2020-10-17,2,2,3
2020-10-18,6,1,0
2020-10-19,19,29,8
2020-10-20,18,32,18
2020-10-21,18,13,18
2020-10-22,11,50,6
2020-10-23,7,15,3
2020-10-24,11,2,4
2020-10-25,11,4,10
2020-10-26,11,62,15
2020-10-27,11,21,6
2020-10-28,0,24,10
2020-10-29,5,23,6
2020-10-30,12,22,11
2020-10-31,8,3,5
2020-11-01,9,3,11
2020-11-02,14,31,5
2020-11-03,9,26,7
2020-11-04,12,20,12
2020-11-05,8,9,10
2020-11-06,4,11,5
2020-11-07,4,3,7
2020-11-08,3,0,9
2020-11-09,6,25,13
2020-11-10,12,12,10
2020-11-11,5,36,7
2020-11-12,8,10,12
2020-11-13,10,2,10
2020-11-14,3,2,1
2020-11-15,1,1,5
2020-11-16,14,16,11
2020-11-17,19,19,9
2020-11-18,15,6,22
2020-11-19,14,16,2
2020-11-20,12,10,13
2020-11-21,10,2,11
2020-11-22,11,3,19
2020-11-23,5,13,14
2020-11-24,7,32,36
2020-11-25,11,42,11
2020-11-26,3,11,4
2020-11-27,3,39,17
2020-11-28,15,1,15
2020-11-29,4,2,5
2020-11-30,10,35,10
2020-12-01,9,26,18
2020-12-02,6,12,29
2020-12-03,7,21,30
2020-12-04,9,9,73
2020-12-05,5,1,9
2020-12-06,3,1,22
2020-12-07,9,4,29
2020-12-08,13,19,22
2020-12-09,5,27,16
2020-12-10,7,21,36
2020-12-11,1,20,23
2020-12-12,1,0,13
2020-12-13,4,8,12
2020-12-14,7,21,38
2020-12-15,16,30,24
2020-12-16,19,12,31
2020-12-17,8,10,29
2020-12-18,11,14,57
2020-12-19,8,0,53
2020-12-20,4,7,32
2020-12-21,5,16,41
2020-12-22,6,11,49
2020-12-23,10,10,53
2020-12-24,8,9,52
2020-12-25,13,1,19
2020-12-26,8,2,14
2020-12-27,4,5,21
2020-12-28,6,7,9
2020-12-29,15,5,23
2020-12-30,5,6,8
2020-12-31,6,0,12
2021-01-01,4,8,9
2021-01-02,9,4,9
2021-01-03,7,4,7
2021-01-04,16,50,22
2021-01-05,8,16,24
2021-01-06,10,22,10
2021-01-07,7,10,8
2021-01-08,4,3,21
2021-01-09,1,5,12
2021-01-10,1,0,10
2021-01-11,1,12,6
2021-01-12,7,15,18
2021-01-13,6,0,21
2021-01-14,3,23,14
2021-01-15,4,21,14
2021-01-16,0,0,8
2021-01-17,0,2,19
2021-01-18,7,26,17
2021-01-19,6,38,13
2021-01-20,12,11,10
2021-01-21,4,5,17
2021-01-22,5,0,13
2021-01-23,2,0,17
2021-01-24,2,5,15
2021-01-25,13,22,4
2021-01-26,3,19,10
2021-01-27,5,10,18
2021-01-28,1,13,8
2021-01-29,8,0,6
2021-01-30,5,0,4
2021-01-31,10,0,8
2021-02-01,6,24,13
2021-02-02,7,17,11
2021-02-03,7,9,10
2021-02-04,4,5,11
2021-02-05,6,7,9
2021-02-06,0,3,22
2021-02-07,2,2,5
2021-02-08,2,12,13
2021-02-09,6,23,16
2021-02-10,3,18,11
2021-02-11,0,19,15
2021-02-12,4,2,4
2021-02-13,2,1,1
2021-02-14,3,4,10
2021-02-15,6,25,6
2021-02-16,4,30,13
2021-02-17,5,14,1
2021-02-18,6,12,8
2021-02-19,14,2,11
2021-02-20,5,6,11
2021-02-21,8,2,2
2021-02-22,4,17,6
2021-02-23,3,16,13
2021-02-24,5,12,6
2021-02-25,2,17,7
2021-02-26,9,2,5
2021-02-27,1,3,3
2021-02-28,8,0,1
2021-03-01,16,26,0
2021-03-02,6,1,6
2021-03-03,10,14,0
2021-03-04,11,12,4
2021-03-05,3,13,11
2021-03-06,3,0,5
2021-03-07,2,0,6
2021-03-08,5,6,18
2021-03-09,3,1,6
2021-03-10,8,3,13
2021-03-11,2,4,2
2021-03-12,1,2,9
2021-03-13,7,1,4
2021-03-14,7,2,4
2021-03-15,5,34,7
2021-03-16,5,23,68
2021-03-17,4,37,15
2021-03-18,8,15,8
2021-03-19,5,11,11
2021-03-20,5,0,13
2021-03-21,3,13,12
2021-03-22,9,13,11
2021-03-23,11,7,7
2021-03-24,11,8,15
2021-03-25,6,6,6
2021-03-26,3,3,4
2021-03-27,7,1,10
2021-03-28,3,9,16
2021-03-29,9,10,12
2021-03-30,8,7,18
2021-03-31,9,7,6
2021-04-01,14,3,8
2021-04-02,13,6,17
2021-04-03,3,1,4
2021-04-04,6,0,5
2021-04-05,11,12,8
2021-04-06,18,18,5
2021-04-07,19,5,4
2021-04-08,9,18,17
2021-04-09,12,25,5
2021-04-10,8,2,15
2021-04-11,10,8,7
2021-04-12,16,24,3
2021-04-13,15,32,7
2021-04-14,18,4,2
2021-04-15,8,28,9
2021-04-16,12,11,5
2021-04-17,12,1,4
2021-04-18,3,1,2
2021-04-19,7,28,4
2021-04-20,8,19,11
2021-04-21,12,4,14
2021-04-22,9,6,22
2021-04-23,24,10,9
2021-04-24,8,1,1
2021-04-25,13,3,9
