,swiftlang/swift,rust-lang/rust,golang/go
2021-07-25,5,61,1
2021-07-26,31,74,13
2021-07-27,55,89,11
2021-07-28,86,98,11
2021-07-29,49,65,13
2021-07-30,46,73,16
2021-07-31,12,45,3
2021-08-01,6,27,0
2021-08-02,25,83,6
2021-08-03,17,89,8
2021-08-04,45,70,16
2021-08-05,43,59,8
2021-08-06,59,60,18
2021-08-07,20,56,2
2021-08-08,6,39,1
2021-08-09,34,54,6
2021-08-10,34,84,10
2021-08-11,38,36,7
2021-08-12,78,87,13
2021-08-13,49,63,12
2021-08-14,15,47,8
2021-08-15,3,48,4
2021-08-16,50,104,55
2021-08-17,58,42,16
2021-08-18,65,70,13
2021-08-19,69,83,8
2021-08-20,72,42,15
2021-08-21,5,53,6
2021-08-22,8,94,9
2021-08-23,52,82,20
2021-08-24,56,60,14
2021-08-25,53,74,20
2021-08-26,79,91,14
2021-08-27,54,63,19
2021-08-28,22,55,10
2021-08-29,10,53,1
2021-08-30,34,73,17
2021-08-31,66,108,27
2021-09-01,51,68,22
2021-09-02,55,78,32
2021-09-03,51,43,8
2021-09-04,32,44,10
2021-09-05,10,53,2
2021-09-06,28,48,6
2021-09-07,51,53,17
2021-09-08,60,78,34
2021-09-09,58,113,30
2021-09-10,64,65,16
2021-09-11,15,62,2
2021-09-12,11,46,2
2021-09-13,56,63,11
2021-09-14,41,39,14
2021-09-15,24,59,21
2021-09-16,51,70,13
2021-09-17,33,101,19
2021-09-18,13,44,1
2021-09-19,16,46,3
2021-09-20,39,42,24
2021-09-21,56,57,25
2021-09-22,59,49,26
2021-09-23,78,29,14
2021-09-24,94,72,20
2021-09-25,20,59,3
2021-09-26,4,50,0
2021-09-27,32,49,35
2021-09-28,55,66,21
2021-09-29,53,41,21
2021-09-30,43,97,13
2021-10-01,61,97,13
2021-10-02,31,64,7
2021-10-03,4,75,0
2021-10-04,42,80,20
2021-10-05,56,81,33
2021-10-06,76,74,29
2021-10-07,30,86,19
2021-10-08,122,62,20
2021-10-09,31,113,4
2021-10-10,15,103,1
2021-10-11,24,79,17
2021-10-12,46,91,16
2021-10-13,57,89,14
2021-10-14,49,60,19
2021-10-15,37,80,16
2021-10-16,22,55,2
2021-10-17,1,45,2
2021-10-18,26,77,16
2021-10-19,31,75,25
2021-10-20,42,87,16
2021-10-21,52,78,13
2021-10-22,68,60,6
2021-10-23,11,44,9
2021-10-24,18,35,0
2021-10-25,33,58,24
2021-10-26,27,66,21
2021-10-27,71,68,26
2021-10-28,63,43,29
2021-10-29,58,46,27
2021-10-30,26,63,5
2021-10-31,14,52,6
2021-11-01,46,51,12
2021-11-02,54,53,51
2021-11-03,42,49,20
2021-11-04,54,51,45
2021-11-05,63,73,54
2021-11-06,34,43,8
2021-11-07,3,44,2
2021-11-08,41,44,15
2021-11-09,74,67,35
2021-11-10,79,92,20
2021-11-11,59,37,27
2021-11-12,47,35,22
2021-11-13,41,41,15
2021-11-14,21,33,2
2021-11-15,48,39,18
2021-11-16,81,80,23
2021-11-17,62,46,25
2021-11-18,71,52,19
2021-11-19,79,40,10
2021-11-20,5,105,4
2021-11-21,1,39,0
2021-11-22,5,57,24
2021-11-23,3,60,6
2021-11-24,4,57,20
2021-11-25,2,56,4
2021-11-26,6,64,4
2021-11-27,3,51,5
2021-11-28,0,52,0
2021-11-29,72,69,16
2021-11-30,110,55,7
2021-12-01,77,76,10
2021-12-02,63,63,22
2021-12-03,106,121,13
2021-12-04,50,77,7
2021-12-05,17,56,1
2021-12-06,51,54,15
2021-12-07,194,70,18
2021-12-08,94,67,20
2021-12-09,51,75,8
2021-12-10,69,68,3
2021-12-11,29,69,0
2021-12-12,3,63,7
2021-12-13,45,102,16
2021-12-14,75,76,14
2021-12-15,56,82,13
2021-12-16,64,68,10
2021-12-17,102,61,9
2021-12-18,19,70,0
2021-12-19,31,47,1
2021-12-20,54,59,6
2021-12-21,71,55,10
2021-12-22,85,37,5
2021-12-23,20,60,4
2021-12-24,6,44,0
2021-12-25,11,20,0
2021-12-26,15,16,0
2021-12-27,5,31,0
2021-12-28,7,106,0
2021-12-29,1,53,4
2021-12-30,0,71,0
2021-12-31,2,36,0
2022-01-01,1,60,0
2022-01-02,1,46,2
2022-01-03,1,48,2
2022-01-04,18,76,3
2022-01-05,60,81,5
2022-01-06,46,59,12
2022-01-07,41,55,14
2022-01-08,20,40,1
2022-01-09,26,64,1
2022-01-10,36,52,12
2022-01-11,54,53,9
2022-01-12,77,71,10
2022-01-13,70,62,9
2022-01-14,79,93,10
2022-01-15,46,73,0
2022-01-16,8,50,0
2022-01-17,29,95,1
2022-01-18,43,118,10
2022-01-19,46,87,14
2022-01-20,48,74,5
2022-01-21,59,70,5
2022-01-22,10,48,0
2022-01-23,0,61,0
2022-01-24,39,41,17
2022-01-25,80,52,5
2022-01-26,55,48,12
2022-01-27,63,57,7
2022-01-28,66,84,8
2022-01-29,37,44,2
2022-01-30,20,45,1
2022-01-31,44,63,6
2022-02-01,54,89,11
2022-02-02,60,98,5
2022-02-03,74,57,17
2022-02-04,78,50,15
2022-02-05,55,38,1
2022-02-06,13,48,0
2022-02-07,69,76,10
2022-02-08,64,62,15
2022-02-09,71,68,12
2022-02-10,70,60,9
2022-02-11,60,62,15
2022-02-12,30,87,2
2022-02-13,20,46,2
2022-02-14,12,47,11
2022-02-15,66,77,11
2022-02-16,89,61,5
2022-02-17,68,66,0
2022-02-18,108,59,5
2022-02-19,61,57,3
2022-02-20,25,57,1
2022-02-21,49,84,1
2022-02-22,47,62,3
2022-02-23,69,76,4
2022-02-24,51,74,7
2022-02-25,57,100,6
2022-02-26,23,55,2
2022-02-27,8,39,0
2022-02-28,35,58,12
2022-03-01,51,57,21
2022-03-02,61,74,15
2022-03-03,71,114,18
2022-03-04,56,100,11
2022-03-05,40,77,3
2022-03-06,15,54,1
2022-03-07,36,99,21
2022-03-08,84,82,19
2022-03-09,81,82,9
2022-03-10,51,74,15
2022-03-11,59,69,8
2022-03-12,23,80,1
2022-03-13,8,40,1
2022-03-14,48,53,9
2022-03-15,74,56,15
2022-03-16,91,69,17
2022-03-17,73,70,13
2022-03-18,66,75,32
2022-03-19,17,42,2
2022-03-20,6,61,4
2022-03-21,68,64,24
2022-03-22,55,56,15
2022-03-23,68,74,12
2022-03-24,82,71,12
2022-03-25,107,59,8
2022-03-26,33,63,5
2022-03-27,26,64,9
2022-03-28,44,86,16
2022-03-29,50,58,13
2022-03-30,74,138,17
2022-03-31,68,90,44
2022-04-01,63,55,21
2022-04-02,37,69,4
2022-04-03,13,46,5
2022-04-04,51,81,22
2022-04-05,58,126,21
2022-04-06,65,82,4
2022-04-07,55,82,10
2022-04-08,48,75,5
2022-04-09,20,76,1
2022-04-10,19,58,2
2022-04-11,43,91,24
2022-04-12,56,94,24
2022-04-13,56,60,10
2022-04-14,46,83,8
2022-04-15,48,80,11
2022-04-16,22,90,2
2022-04-17,16,63,2
2022-04-18,44,98,5
2022-04-19,57,64,18
2022-04-20,63,72,11
2022-04-21,99,58,35
2022-04-22,71,42,19
2022-04-23,32,46,2
2022-04-24,24,59,1
2022-04-25,64,54,12
2022-04-26,43,61,14
2022-04-27,47,77,9
2022-04-28,58,50,13
2022-04-29,56,93,19
2022-04-30,12,81,3
2022-05-01,47,69,2
2022-05-02,44,57,15
2022-05-03,32,81,40
2022-05-04,80,51,18
2022-05-05,88,108,40
2022-05-06,47,118,20
2022-05-07,32,75,2
2022-05-08,17,44,12
2022-05-09,43,68,16
2022-05-10,75,111,24
2022-05-11,43,78,19
2022-05-12,67,85,21
2022-05-13,53,115,32
2022-05-14,26,46,5
2022-05-15,3,54,0
2022-05-16,35,47,15
2022-05-17,31,92,26
2022-05-18,46,69,11
2022-05-19,23,75,24
2022-05-20,7,100,17
2022-05-21,13,77,0
2022-05-22,4,91,0
2022-05-23,45,89,8
2022-05-24,101,112,11
2022-05-25,62,126,6
2022-05-26,59,46,12
2022-05-27,39,78,6
2022-05-28,26,59,2
2022-05-29,8,49,0
2022-05-30,25,113,2
2022-05-31,94,90,3
2022-06-01,43,86,3
2022-06-02,53,91,5
2022-06-03,62,116,12
2022-06-04,19,84,8
2022-06-05,10,84,0
2022-06-06,28,159,31
2022-06-07,92,121,23
2022-06-08,70,105,16
2022-06-09,46,71,9
2022-06-10,59,88,5
2022-06-11,26,76,0
2022-06-12,9,47,0
2022-06-13,59,87,13
2022-06-14,45,100,6
2022-06-15,54,95,12
2022-06-16,86,89,11
2022-06-17,89,68,6
2022-06-18,40,71,1
2022-06-19,1,69,0
2022-06-20,24,100,1
2022-06-21,37,84,11
2022-06-22,69,105,13
2022-06-23,73,105,17
2022-06-24,44,65,9
2022-06-25,21,74,3
2022-06-26,6,94,4
2022-06-27,57,98,10
2022-06-28,54,140,12
2022-06-29,70,115,11
2022-06-30,52,165,18
2022-07-01,73,106,5
2022-07-02,8,117,0
2022-07-03,18,74,0
2022-07-04,15,84,2
2022-07-05,46,107,4
2022-07-06,66,128,8
2022-07-07,69,97,6
2022-07-08,46,125,4
2022-07-09,21,70,0
2022-07-10,0,50,0
2022-07-11,48,116,11
2022-07-12,51,65,16
2022-07-13,55,97,6
2022-07-14,56,103,6
2022-07-15,50,97,2
2022-07-16,3,68,0
2022-07-17,0,77,0
2022-07-18,36,108,4
2022-07-19,48,94,17
2022-07-20,63,171,4
2022-07-21,71,111,3
2022-07-22,29,81,3
2022-07-23,20,63,0
2022-07-24,8,109,2
2022-07-25,40,112,9
2022-07-26,58,114,4
2022-07-27,40,97,3
2022-07-28,53,115,11
2022-07-29,73,97,1
2022-07-30,4,85,2
2022-07-31,10,77,0
2022-08-01,39,85,6
2022-08-02,87,96,21
2022-08-03,47,103,4
2022-08-04,25,134,16
2022-08-05,47,65,6
2022-08-06,17,72,2
2022-08-07,1,63,0
2022-08-08,54,72,45
2022-08-09,46,111,32
2022-08-10,41,97,15
2022-08-11,53,76,26
2022-08-12,48,109,31
2022-08-13,13,61,0
2022-08-14,2,57,5
2022-08-15,32,80,18
2022-08-16,61,106,14
