,grafana/grafana,getsentry/sentry,elastic/kibana
2016-05-29,0,0,0
2016-05-30,13,4,0
2016-05-31,11,16,10
2016-06-01,4,16,16
2016-06-02,14,18,12
2016-06-03,33,11,14
2016-06-04,1,4,0
2016-06-05,2,1,0
2016-06-06,15,15,3
2016-06-07,18,7,4
2016-06-08,22,23,3
2016-06-09,19,31,5
2016-06-10,10,8,20
2016-06-11,14,1,3
2016-06-12,2,6,2
2016-06-13,23,3,14
2016-06-14,3,5,30
2016-06-15,5,12,40
2016-06-16,34,19,24
2016-06-17,26,10,7
2016-06-18,0,1,0
2016-06-19,1,2,1
2016-06-20,19,34,18
2016-06-21,14,28,16
2016-06-22,7,12,14
2016-06-23,24,12,5
2016-06-24,3,16,1
2016-06-25,23,2,1
2016-06-26,5,0,0
2016-06-27,0,70,9
2016-06-28,10,29,25
2016-06-29,9,9,32
2016-06-30,6,10,9
2016-07-01,8,21,33
2016-07-02,2,1,3
2016-07-03,1,0,0
2016-07-04,0,0,1
2016-07-05,7,96,38
2016-07-06,17,25,35
2016-07-07,4,21,13
2016-07-08,10,16,8
2016-07-09,0,2,6
2016-07-10,0,0,1
2016-07-11,11,18,9
2016-07-12,7,15,6
2016-07-13,2,14,24
2016-07-14,2,23,5
2016-07-15,0,5,14
2016-07-16,0,1,5
2016-07-17,0,1,0
2016-07-18,15,4,4
2016-07-19,8,10,12
2016-07-20,4,8,4
2016-07-21,6,14,4
2016-07-22,3,16,15
2016-07-23,10,5,0
2016-07-24,0,0,1
2016-07-25,10,15,14
2016-07-26,4,24,28
2016-07-27,15,20,41
2016-07-28,2,11,6
2016-07-29,9,8,8
2016-07-30,1,6,1
2016-07-31,2,0,0
2016-08-01,14,4,4
2016-08-02,2,3,6
2016-08-03,0,1,7
2016-08-04,1,10,7
2016-08-05,1,19,9
2016-08-06,0,0,13
2016-08-07,1,3,0
2016-08-08,1,27,12
2016-08-09,2,21,14
2016-08-10,19,12,9
2016-08-11,19,11,7
2016-08-12,8,25,18
2016-08-13,5,2,4
2016-08-14,9,0,0
2016-08-15,21,3,16
2016-08-16,17,14,4
2016-08-17,18,10,6
2016-08-18,20,8,14
2016-08-19,6,26,17
2016-08-20,2,1,5
2016-08-21,0,0,1
2016-08-22,14,4,4
2016-08-23,2,0,3
2016-08-24,3,6,5
2016-08-25,1,11,19
2016-08-26,3,11,3
2016-08-27,2,0,0
2016-08-28,0,0,0
2016-08-29,10,6,6
2016-08-30,9,14,25
2016-08-31,6,9,10
2016-09-01,7,11,5
2016-09-02,2,7,10
2016-09-03,0,0,0
2016-09-04,0,0,0
2016-09-05,13,1,1
2016-09-06,12,6,26
2016-09-07,18,13,18
2016-09-08,14,9,19
2016-09-09,4,11,12
2016-09-10,3,1,2
2016-09-11,0,0,0
2016-09-12,8,11,11
2016-09-13,20,37,13
2016-09-14,13,10,12
2016-09-15,18,5,10
2016-09-16,5,15,7
2016-09-17,2,0,0
2016-09-18,4,0,0
2016-09-19,16,19,24
2016-09-20,21,20,26
2016-09-21,25,15,13
2016-09-22,27,16,15
2016-09-23,10,11,12
2016-09-24,1,3,0
2016-09-25,0,1,0
2016-09-26,10,26,2
2016-09-27,9,19,0
2016-09-28,24,26,1
2016-09-29,3,13,5
2016-09-30,12,12,4
2016-10-01,8,4,1
2016-10-02,1,0,1
2016-10-03,13,14,4
2016-10-04,3,12,12
2016-10-05,8,16,9
2016-10-06,9,26,6
2016-10-07,9,14,5
2016-10-08,3,0,0
2016-10-09,0,1,0
2016-10-10,13,17,8
2016-10-11,20,20,4
2016-10-12,15,10,5
2016-10-13,9,17,25
2016-10-14,19,12,3
2016-10-15,11,1,1
2016-10-16,4,1,0
2016-10-17,9,15,21
2016-10-18,8,17,14
2016-10-19,13,12,18
2016-10-20,6,4,12
2016-10-21,9,4,10
2016-10-22,9,0,0
2016-10-23,2,0,4
2016-10-24,9,5,0
2016-10-25,6,14,21
2016-10-26,5,7,4
2016-10-27,6,5,11
2016-10-28,15,1,7
2016-10-29,7,0,2
2016-10-30,6,0,1
2016-10-31,3,15,4
2016-11-01,13,6,4
2016-11-02,17,4,3
2016-11-03,31,4,2
2016-11-04,17,10,4
2016-11-05,5,0,1
2016-11-06,7,0,0
2016-11-07,20,1,5
2016-11-08,35,0,2
2016-11-09,16,6,1
2016-11-10,19,5,2
2016-11-11,6,7,11
2016-11-12,0,1,0
2016-11-13,1,1,0
2016-11-14,8,5,4
2016-11-15,7,13,5
2016-11-16,37,4,4
2016-11-17,22,25,15
2016-11-18,11,15,4
2016-11-19,1,4,1
2016-11-20,0,0,0
2016-11-21,9,6,6
2016-11-22,8,8,1
2016-11-23,9,6,6
2016-11-24,25,1,0
2016-11-25,0,0,0
2016-11-26,0,2,0
2016-11-27,8,4,0
2016-11-28,8,11,4
2016-11-29,35,4,6
2016-11-30,1,3,6
2016-12-01,6,2,3
2016-12-02,17,3,7
2016-12-03,2,2,0
2016-12-04,0,0,0
2016-12-05,21,0,1
2016-12-06,30,9,5
2016-12-07,14,3,3
2016-12-08,12,13,2
2016-12-09,18,3,1
2016-12-10,1,0,2
2016-12-11,0,0,0
2016-12-12,27,3,3
2016-12-13,10,7,5
2016-12-14,27,7,10
2016-12-15,17,12,21
2016-12-16,25,2,14
2016-12-17,0,2,4
2016-12-18,0,0,0
2016-12-19,15,3,6
2016-12-20,15,6,4
2016-12-21,17,1,6
2016-12-22,0,2,7
2016-12-23,3,0,8
2016-12-24,0,0,1
2016-12-25,0,0,0
2016-12-26,0,0,3
2016-12-27,4,0,7
2016-12-28,1,2,0
2016-12-29,0,0,1
2016-12-30,3,1,3
2016-12-31,0,0,0
2017-01-01,0,0,0
2017-01-02,6,5,1
2017-01-03,3,3,5
2017-01-04,2,1,6
2017-01-05,2,1,2
2017-01-06,18,5,5
2017-01-07,2,0,0
2017-01-08,1,0,0
2017-01-09,7,16,20
2017-01-10,7,3,18
2017-01-11,26,7,32
2017-01-12,11,7,23
2017-01-13,10,7,10
2017-01-14,0,2,4
2017-01-15,2,0,1
2017-01-16,32,1,5
2017-01-17,8,4,15
2017-01-18,1,12,11
2017-01-19,8,3,15
2017-01-20,1,8,12
2017-01-21,2,1,1
2017-01-22,0,0,3
2017-01-23,7,4,43
2017-01-24,12,1,32
2017-01-25,11,6,41
2017-01-26,2,18,7
2017-01-27,8,96,38
2017-01-28,3,0,11
2017-01-29,0,0,9
2017-01-30,11,2,20
2017-01-31,26,17,17
2017-02-01,2,16,2
2017-02-02,6,8,16
2017-02-03,3,1,17
2017-02-04,2,6,0
2017-02-05,2,1,0
2017-02-06,9,6,16
2017-02-07,17,10,36
2017-02-08,8,17,12
2017-02-09,3,29,46
2017-02-10,20,30,36
2017-02-11,0,3,7
2017-02-12,0,0,0
2017-02-13,5,14,34
2017-02-14,24,8,22
2017-02-15,12,21,26
2017-02-16,6,10,19
2017-02-17,15,9,11
2017-02-18,2,0,1
2017-02-19,1,1,0
2017-02-20,8,5,1
2017-02-21,5,13,8
2017-02-22,14,8,10
2017-02-23,3,36,8
2017-02-24,9,10,10
2017-02-25,0,0,1
2017-02-26,0,0,0
2017-02-27,7,25,8
2017-02-28,5,17,2
2017-03-01,5,22,13
2017-03-02,3,13,4
2017-03-03,4,13,6
2017-03-04,0,2,4
2017-03-05,2,0,1
2017-03-06,10,10,0
2017-03-07,10,13,0
2017-03-08,9,5,2
2017-03-09,13,4,2
2017-03-10,4,29,0
2017-03-11,4,1,1
2017-03-12,0,0,2
2017-03-13,9,4,0
2017-03-14,6,23,1
2017-03-15,1,9,1
2017-03-16,3,19,2
2017-03-17,7,4,2
2017-03-18,2,2,2
2017-03-19,0,4,0
2017-03-20,19,7,4
2017-03-21,10,18,4
2017-03-22,9,17,8
2017-03-23,12,23,4
2017-03-24,3,9,7
2017-03-25,0,3,0
2017-03-26,1,1,0
2017-03-27,4,15,4
2017-03-28,4,6,4
2017-03-29,17,3,9
2017-03-30,9,4,3
2017-03-31,15,15,4
2017-04-01,0,2,0
2017-04-02,0,0,0
2017-04-03,2,13,5
2017-04-04,2,11,3
2017-04-05,1,14,10
2017-04-06,2,12,6
2017-04-07,8,5,12
2017-04-08,1,0,0
2017-04-09,0,0,0
2017-04-10,8,0,11
2017-04-11,14,2,13
2017-04-12,24,3,12
2017-04-13,4,5,8
2017-04-14,14,8,4
2017-04-15,0,0,1
2017-04-16,1,1,2
2017-04-17,6,3,5
2017-04-18,11,6,9
2017-04-19,8,40,10
2017-04-20,9,11,8
2017-04-21,8,11,8
2017-04-22,1,2,1
2017-04-23,6,0,0
2017-04-24,14,13,7
2017-04-25,20,10,5
2017-04-26,7,3,9
2017-04-27,9,8,5
2017-04-28,8,9,15
2017-04-29,0,4,1
2017-04-30,0,1,0
2017-05-01,1,5,3
2017-05-02,13,4,36
2017-05-03,11,11,10
2017-05-04,11,13,20
2017-05-05,12,21,22
2017-05-06,0,0,8
2017-05-07,1,0,0
2017-05-08,7,13,10
2017-05-09,7,3,51
2017-05-10,10,4,20
2017-05-11,12,5,38
2017-05-12,9,12,14
2017-05-13,0,3,4
2017-05-14,0,2,0
2017-05-15,3,23,10
2017-05-16,6,5,15
2017-05-17,14,6,11
2017-05-18,8,5,59
2017-05-19,7,3,22
2017-05-20,8,9,0
2017-05-21,3,0,1
2017-05-22,9,6,4
2017-05-23,17,4,20
2017-05-24,18,4,16
2017-05-25,5,10,27
2017-05-26,8,6,15
2017-05-27,0,0,5
2017-05-28,0,0,0
2017-05-29,16,1,1
2017-05-30,2,23,5
2017-05-31,5,16,14
2017-06-01,1,8,5
2017-06-02,4,15,13
2017-06-03,2,1,0
2017-06-04,5,0,0
2017-06-05,17,6,3
2017-06-06,8,7,15
2017-06-07,17,29,5
2017-06-08,17,14,5
2017-06-09,1,11,6
2017-06-10,0,0,0
2017-06-11,0,0,0
2017-06-12,44,4,10
2017-06-13,10,6,13
2017-06-14,9,7,11
2017-06-15,9,5,3
2017-06-16,10,4,1
2017-06-17,10,0,0
2017-06-18,3,0,0
2017-06-19,20,6,10
2017-06-20,6,17,13
2017-06-21,10,19,13
