,etcd-io/etcd,apache/zookeeper,hashicorp/consul
2020-01-01,-0.20999999999999985,0,0
2020-01-02,-0.11899999999999994,0,0
2020-01-03,-0.080325,0,1
2020-01-04,-0.05944049999999999,0,0
2020-01-05,-0.04656172499999999,0,0
2020-01-06,-0.037914547500000007,3,3
2020-01-07,0.96824656646875,1,3
2020-01-08,-0.3271668264656251,2,0
2020-01-09,0.895,3,5
2020-01-10,-0.35950000000000004,0,2
2020-01-11,-0.14516249999999992,0,0
2020-01-12,-0.08922024999999997,0,0
2020-01-13,-0.06344336249999999,1,2
2020-01-14,4.95132247625,0,5
2020-01-15,0.46084242073437465,0,3
2020-01-16,3.8424593130171876,1,2
2020-01-17,3.976623283234375,1,8
2020-01-18,-2.6583959132328125,1,0
2020-01-19,0.8435737500000005,0,2
2020-01-20,3.6663426875000003,2,4
2020-01-21,-1.2409243437500002,3,9
2020-01-22,0.6439760561718753,2,17
2020-01-23,-0.41696704344531255,4,5
2020-01-24,-1.0500470527937502,0,13
2020-01-25,0.3774971582421873,1,2
2020-01-26,-0.7053645893968751,0,0
2020-01-27,3.64557633521875,1,7
2020-01-28,-1.4612896590437505,2,10
2020-01-29,0.3948483070703126,0,5
2020-01-30,2.3679856294859376,1,11
2020-01-31,-1.23197440573125,1,18
2020-02-01,0.4740783130171877,1,0
2020-02-02,-0.627662666765625,0,0
2020-02-03,1.6553797417671876,1,19
