,defold/defold,cocos/cocos-engine,cocos2d/cocos2d-x
2020-04-26,3.6178464767999987,3,0
2020-04-27,12.455284736,7,0
2020-04-28,6.749027328,10,0
2020-04-29,-4.1389706240000015,0,0
2020-04-30,3.025105407999998,0,0
2020-05-01,0.7467385856000002,0,0
2020-05-02,-2.801355878399999,0,0
2020-05-03,-1.6696239104000001,0,0
2020-05-04,4.9517075456,0,0
2020-05-05,5.971345715200001,0,0
2020-05-06,3.306194329600001,4,0
2020-05-07,3.5247045632,3,0
2020-05-08,1.5678974975999997,2,1
2020-05-09,-2.1223829504000005,1,0
2020-05-10,-1.1863382016000006,0,0
2020-05-11,6.188193279999999,11,1
2020-05-12,6.968071168000001,4,0
2020-05-13,-0.8761949183999995,0,0
2020-05-14,6.174643404799999,9,0
2020-05-15,8.3439507456,4,0
2020-05-16,-1.5495189503999995,0,0
2020-05-17,-2.153903001600001,5,0
2020-05-18,16.68978176,3,0
2020-05-19,2.4361999360000004,7,0
2020-05-20,1.3978452991999992,5,0
2020-05-21,-0.9762021376000005,3,0
2020-05-22,13.8921080832,5,0
2020-05-23,2.413278924800001,0,0
2020-05-24,3.343591321599999,0,0
2020-05-25,6.6044987391999985,10,0
2020-05-26,4.0357181440000005,4,0
2020-05-27,6.1695705088,10,0
2020-05-28,-0.05389025280000048,9,0
2020-05-29,8.996296703999999,22,0
2020-05-30,-4.240790732799999,0,0
2020-05-31,0.6847133695999994,2,0
2020-06-01,-0.08645703679999972,4,0
2020-06-02,8.283791667200001,10,0
2020-06-03,7.898790400000001,16,0
2020-06-04,1.2467155968000005,7,1
2020-06-05,-1.8891729920000007,4,0
2020-06-06,-0.7988883455999998,0,0
2020-06-07,1.6137700352,1,0
2020-06-08,7.541799424,4,0
2020-06-09,-0.7094474751999997,7,0
2020-06-10,0.21971025919999976,6,0
2020-06-11,9.493643264000001,11,0
2020-06-12,1.9185350656000009,10,0
2020-06-13,3.5720284159999993,0,0
2020-06-14,0.49223157759999925,5,0
2020-06-15,19.0104974336,8,0
2020-06-16,4.581495500800001,12,0
2020-06-17,11.4471501824,19,0
2020-06-18,4.395931955199999,12,0
2020-06-19,-4.932617932800001,5,0
2020-06-20,-1.8122041344000008,0,0
2020-06-21,4.898582016,0,0
2020-06-22,2.0976956416,4,0
2020-06-23,-0.6990380031999992,6,0
2020-06-24,-0.05044899839999939,13,0
2020-06-25,1.415099904000001,0,0
2020-06-26,11.4334324736,0,0
2020-06-27,1.5844981760000003,0,0
2020-06-28,-1.5372907520000005,5,0
2020-06-29,13.3854534656,4,0
2020-06-30,16.9326569472,0,0
2020-07-01,4.865769984,0,0
2020-07-02,-3.1313486848000016,0,0
2020-07-03,1.7921708031999986,1,1
2020-07-04,-2.1061507072000003,0,0
2020-07-05,-2.1592548352000005,0,0
2020-07-06,5.572263936,6,0
2020-07-07,-1.4755349503999993,3,0
2020-07-08,-0.637513727999999,3,0
2020-07-09,8.802345369600001,6,0
2020-07-10,4.365799321600001,5,0
2020-07-11,-0.5741559808000005,0,0
2020-07-12,-1.7188720640000006,2,0
2020-07-13,2.9910788095999994,0,0
2020-07-14,4.475370496,1,0
2020-07-15,4.9111601151999995,3,0
2020-07-16,-1.4621978624,0,0
2020-07-17,4.5019088896,5,0
2020-07-18,-2.1790049279999995,0,0
2020-07-19,0.8858079231999998,1,0
2020-07-20,6.8844296192,3,0
2020-07-21,11.710751232,2,0
2020-07-22,0.03566448640000042,4,0
2020-07-23,7.3137703936,4,0
2020-07-24,5.4848945152,4,0
2020-07-25,-2.6063412224,0,0
2020-07-26,-0.16400394240000127,0,0
2020-07-27,1.1996636159999994,2,0
2020-07-28,4.1755103232,0,0
2020-07-29,4.627398348800001,2,0
2020-07-30,-2.7019841535999998,2,0
2020-07-31,2.6336041984,7,0
2020-08-01,5.273824768000001,3,0
2020-08-02,-1.3301677056,1,0
2020-08-03,11.654650265599999,4,0
2020-08-04,3.5369362432000004,8,0
2020-08-05,0.9324346367999996,11,0
2020-08-06,-0.45359728639999997,17,0
2020-08-07,5.1836700672,7,0
2020-08-08,-2.515634688,0,0
2020-08-09,-0.40224450560000036,0,0
2020-08-10,7.8299338752,2,0
2020-08-11,-1.565983846399999,1,0
2020-08-12,-1.5181320192,9,0
2020-08-13,-0.8672913408,15,0
2020-08-14,-0.5730758655999999,8,0
2020-08-15,-0.40950548479999965,1,0
2020-08-16,-0.31360737279999984,2,0
2020-08-17,3.8128430079999998,20,0
2020-08-18,8.0411145216,14,0
2020-08-19,0.7533881344000006,20,0
2020-08-20,0.47553064959999936,8,0
2020-08-21,-1.2064000000000004,8,0
2020-08-22,-0.7085440000000004,0,0
2020-08-23,-0.5083392000000002,0,0
2020-08-24,1.6046259199999997,9,0
2020-08-25,1.2777502720000002,11,0
2020-08-26,4.168995430400001,4,0
2020-08-27,5.5547592704,10,0
2020-08-28,10.9706165248,8,0
2020-08-29,-3.5432107008000004,0,0
2020-08-30,-1.6359296000000012,3,0
2020-08-31,5.938408959999999,13,0
2020-09-01,0.8196751359999999,17,0
2020-09-02,4.226682675199999,24,0
2020-09-03,7.7430612992,18,0
2020-09-04,5.7576919040000005,10,0
2020-09-05,-3.4418777088,0,0
2020-09-06,-1.7833111552000007,0,0
2020-09-07,-1.1009894400000007,3,0
2020-09-08,1.168173056,10,0
2020-09-09,-1.0661209087999999,14,0
2020-09-10,3.3631392768,16,0
2020-09-11,3.732966297600001,24,0
2020-09-12,-1.6413829119999992,0,0
2020-09-13,-0.7552961536000002,1,0
2020-09-14,4.5847424,4,0
2020-09-15,2.69600256,9,0
2020-09-16,2.561829376,13,0
2020-09-17,2.4452104191999995,5,0
2020-09-18,4.3778155519999995,10,0
2020-09-19,-2.0958959615999997,3,0
2020-09-20,-1.0730347520000005,0,0
2020-09-21,3.3091071999999997,12,0
2020-09-22,5.674895360000001,10,0
2020-09-23,1.85746432,6,0
2020-09-24,1.1502920704,3,0
2020-09-25,-1.5993885696,3,0
2020-09-26,-0.9055476736,1,0
2020-09-27,-0.6136833024000001,9,0
2020-09-28,5.5863475199999995,33,0
2020-09-29,2.465638912,5,0
2020-09-30,1.4404153344000004,16,0
2020-10-01,1.5963835392,0,0
2020-10-02,1.6733594624,0,0
2020-10-03,0.6909759487999998,0,0
2020-10-04,-1.1095168000000004,0,0
2020-10-05,4.3353164799999995,0,0
2020-10-06,10.511272448,0,0
2020-10-07,4.811758489600001,0,0
2020-10-08,2.9438209023999997,1,0
2020-10-09,-2.7562089472000006,1,0
2020-10-10,-1.5093046272000006,13,2
2020-10-11,-1.0315594752000004,7,0
2020-10-12,-0.7606059008000003,16,0
2020-10-13,1.4082944,19,0
2020-10-14,2.1070141440000008,21,0
2020-10-15,0.8737057792000007,11,0
2020-10-16,3.0779189248000005,12,0
2020-10-17,-0.24601610239999983,0,0
2020-10-18,-0.7678720000000003,0,0
2020-10-19,-0.45666560000000034,8,0
2020-10-20,2.67138816,11,0
2020-10-21,5.143842816,22,0
2020-10-22,1.3507935232000001,15,0
2020-10-23,-0.37831915520000026,6,0
2020-10-24,1.0717837312,1,0
2020-10-25,1.0335268864,0,0
2020-10-26,4.0642282496,6,0
2020-10-27,-0.5395609600000002,13,0
2020-10-28,8.005254144,14,0
2020-10-29,6.566784716800001,15,0
2020-10-30,6.0371644416,22,0
2020-10-31,-3.2397868032000003,16,0
2020-11-01,-1.6571782144000011,0,0
2020-11-02,-0.12300052480000034,21,0
2020-11-03,8.9701128192,3,0
2020-11-04,-2.7227581439999997,13,0
2020-11-05,2.6738415615999997,16,0
2020-11-06,0.29234595840000055,9,0
2020-11-07,-1.3232495615999995,14,0
2020-11-08,-0.7400129536000001,3,0
2020-11-09,5.54838528,16,0
2020-11-10,4.447001088,10,0
2020-11-11,8.0308663296,23,0
2020-11-12,-2.001257984,26,0
2020-11-13,1.4189957119999994,4,0
2020-11-14,-1.5934688256000002,0,0
2020-11-15,7.0752724992,2,0
2020-11-16,1.74290688,1,0
2020-11-17,-0.9585105920000001,8,0
2020-11-18,-0.3314463744,20,0
2020-11-19,-1.0377063423999995,20,0
2020-11-20,5.343450624,14,0
2020-11-21,-1.6028068863999998,3,0
2020-11-22,0.20632698879999956,0,0
2020-11-23,1.2832266240000003,3,0
2020-11-24,6.1237388288000005,14,0
2020-11-25,2.1575921664,26,0
2020-11-26,7.3609701376,1,0
2020-11-27,-1.6627656704000002,1,0
2020-11-28,-0.5050270720000005,2,0
2020-11-29,-0.15775242240000042,0,0
2020-11-30,0.07621324799999973,9,0
2020-12-01,-0.8328710144000001,0,0
2020-12-02,1.4356452352000002,4,0
2020-12-03,0.1752584192000004,8,0
2020-12-04,7.3641416704000005,7,0
2020-12-05,-0.9655033855999995,0,0
2020-12-06,-1.0194125824000007,0,0
2020-12-07,7.4075442176,9,0
2020-12-08,1.9899493376000001,1,0
2020-12-09,5.2553604096,5,0
2020-12-10,-1.3386685440000003,1,0
2020-12-11,-0.41596897280000067,7,0
2020-12-12,-1.0991857664,11,0
2020-12-13,0.2570830848000001,0,0
2020-12-14,5.3100496896,9,0
2020-12-15,1.3350538240000005,7,0
2020-12-16,4.5502425088,12,0
2020-12-17,0.05045309440000034,11,0
2020-12-18,1.6302641151999997,12,0
2020-12-19,-1.3493018624000002,2,0
2020-12-20,-0.7661768704000004,0,0
2020-12-21,0.4583495679999997,5,0
2020-12-22,4.3759794176,11,0
2020-12-23,2.5829948416000006,5,0
2020-12-24,-1.4668741631999997,11,0
2020-12-25,-0.7479716864000002,12,0
2020-12-26,-0.4536378368,10,1
2020-12-27,-0.3199168512,0,0
2020-12-28,-0.22121472000000011,15,1
2020-12-29,1.819263488,11,0
2020-12-30,0.44788520960000033,20,0
2020-12-31,-0.4798975999999997,13,0
2021-01-01,-0.2258774016,0,0
2021-01-02,-0.11520000000000005,0,0
2021-01-03,0.9153279999999999,0,0
2021-01-04,0.7336064,35,0
2021-01-05,0.6657177599999999,5,0
2021-01-06,0.6262978560000001,12,0
2021-01-07,0.5990735872,3,0
2021-01-08,1.6003946495999999,9,0
2021-01-09,-0.6075648,9,0
2021-01-10,-0.30449152000000024,4,0
2021-01-11,4.793120768,94,0
2021-01-12,-1.1569485823999996,15,0
2021-01-13,-0.5152845824000003,9,0
2021-01-14,2.6753586175999997,9,0
2021-01-15,1.1712894976000001,7,0
2021-01-16,2.1910752255999997,5,0
2021-01-17,-1.0310827008,0,0
2021-01-18,-0.5214336000000004,11,0
2021-01-19,2.6402534400000004,16,0
2021-01-20,1.1244948480000003,7,0
2021-01-21,11.19175424,12,0
2021-01-22,5.157697024000001,1,0
2021-01-23,-2.8737636352000004,8,0
2021-01-24,-1.4279098368000007,0,0
2021-01-25,3.0630335487999996,16,0
2021-01-26,0.5331302399999998,9,0
2021-01-27,10.753549824,20,0
2021-01-28,-3.1847345151999997,23,0
2021-01-29,-0.5234050048000003,2,0
2021-01-30,-0.21007790079999955,3,0
2021-01-31,2.0842579968,0,0
2021-02-01,0.8570035199999997,3,0
2021-02-02,-1.058149888,5,0
2021-02-03,-0.6449094656000002,10,0
2021-02-04,0.5596439552000007,1,0
2021-02-05,0.4692042752000004,9,0
2021-02-06,3.5763271679999997,0,0
2021-02-07,-1.0464948224,6,0
2021-02-08,10.5089140736,6,0
2021-02-09,3.482680524800001,1,0
2021-02-10,5.7146964992,0,0
2021-02-11,0.25250047999999925,0,0
2021-02-12,-0.010629632000000555,0,0
2021-02-13,-0.6010599424000005,0,0
2021-02-14,-1.2207529984000003,0,0
2021-02-15,2.1602678783999996,0,0
2021-02-16,1.7849364480000005,0,0
2021-02-17,1.6551387136000004,0,0
2021-02-18,-0.29109155839999956,0,0
2021-02-19,1.1179998208000002,5,0
2021-02-20,2.1154818048,0,0
2021-02-21,-1.0860208128,0,0
2021-02-22,9.429256089599999,1,0
2021-02-23,1.6080343040000002,3,0
2021-02-24,2.0963478527999997,0,0
2021-02-25,-0.8149635072000003,4,0
2021-02-26,0.8050643967999997,10,0
2021-02-27,-0.15378493440000018,0,0
2021-02-28,-0.9169338368000001,0,0
2021-03-01,-0.6001344512000002,5,0
2021-03-02,0.5659648000000004,9,0
2021-03-03,1.4449479680000006,6,0
2021-03-04,1.3292514304000003,7,0
2021-03-05,1.2734526464,10,0
2021-03-06,-0.7477714944,1,0
2021-03-07,-0.38806241280000014,2,0
2021-03-08,10.7528298496,1,0
2021-03-09,0.6239436800000004,3,0
2021-03-10,0.3798292479999994,8,0
2021-03-11,-1.2839558144000005,5,0
2021-03-12,0.23883243519999975,4,0
2021-03-13,-0.7314101248,2,0
2021-03-14,-0.4734635008000002,0,0
2021-03-15,2.6534476799999998,11,0
2021-03-16,6.116497408000001,4,0
2021-03-17,1.1202845696000008,8,0
2021-03-18,0.6093877247999997,11,0
2021-03-19,0.8813345791999998,8,0
2021-03-20,1.9698042879999997,0,0
2021-03-21,-1.2093077504000003,0,0
2021-03-22,2.3264102399999995,5,0
2021-03-23,-0.08520857599999987,2,0
2021-03-24,1.1783682048000004,1,0
2021-03-25,1.0942323712000004,7,0
2021-03-26,3.1298766848,4,0
2021-03-27,3.7292977152,0,0
2021-03-28,0.36187576320000003,0,0
2021-03-29,-1.2188890112000004,7,0
2021-03-30,1.3135805439999997,6,0
2021-03-31,-0.8926508032,4,0
2021-04-01,1.4883065855999997,1,0
2021-04-02,-0.7706370048,6,0
2021-04-03,2.5648192512000003,0,0
2021-04-04,0.0972585984000005,0,0
2021-04-05,1.360820224,0,0
2021-04-06,1.2661358591999998,0,0
2021-04-07,0.22156697599999997,2,0
2021-04-08,3.3749998592,2,0
2021-04-09,-1.1587978239999999,1,0
2021-04-10,4.4175803392,0,0
2021-04-11,-0.3776194559999997,0,0
2021-04-12,3.1135571967999995,11,0
2021-04-13,0.6823289855999999,1,0
2021-04-14,0.9116439551999997,14,0
2021-04-15,-0.02031329280000005,13,0
2021-04-16,0.2118998016,25,0
2021-04-17,-0.7002838016000001,3,0
2021-04-18,0.58314752,2,0
2021-04-19,7.482029056,30,0
2021-04-20,0.11613276160000052,25,0
2021-04-21,2.7535289344,6,0
2021-04-22,-0.46866964480000006,15,0
2021-04-23,1.0334108671999997,25,0
2021-04-24,-0.9907738624000002,0,0
2021-04-25,-0.5862984704000003,28,0
2021-04-26,3.5775969279999997,16,0
2021-04-27,-1.1358756863999995,9,0
2021-04-28,0.41226209280000004,17,0
2021-04-29,0.4677261312000002,21,0
2021-04-30,5.4874814464,7,0
2021-05-01,-0.4713887743999998,0,0
2021-05-02,-0.8682539008000004,0,0
2021-05-03,0.5051571199999997,0,0
2021-05-04,-0.5531156479999999,0,0
2021-05-05,1.6459510784,0,0
2021-05-06,-0.6274232319999999,4,0
2021-05-07,0.6575538175999999,5,0
2021-05-08,-0.43725834239999967,7,0
2021-05-09,-0.2568326143999998,0,0
2021-05-10,4.8715319296,4,0
2021-05-11,-1.0888453119999997,6,0
2021-05-12,-0.47185879040000034,4,0
2021-05-13,-0.28920422400000007,11,0
2021-05-14,1.7901345792,6,0
2021-05-15,0.4579322880000001,0,0
2021-05-16,-0.47461335040000013,0,0
2021-05-17,2.7393663999999998,8,0
2021-05-18,0.2128614400000004,3,0
2021-05-19,3.412981248,1,0
2021-05-20,-1.0903936,4,2
2021-05-21,0.47691775999999964,16,0
2021-05-22,-0.547910144,0,0
2021-05-23,-0.34054881280000004,0,0
2021-05-24,-0.23382231040000012,3,0
2021-05-25,0.8245949440000001,10,0
2021-05-26,2.6549613568000003,7,0
2021-05-27,-0.7704489983999997,5,0
2021-05-28,0.6451958783999999,2,0
2021-05-29,1.6080122879999998,0,0
2021-05-30,-0.6188053504,0,0
2021-05-31,8.6949632,1,0
2021-06-01,5.99218688,8,0
2021-06-02,1.5220961279999998,14,0
2021-06-03,4.000866713599999,4,0
2021-06-04,17.6984076288,8,0
2021-06-05,-2.2188651519999993,0,0
2021-06-06,9.9482080256,0,0
2021-06-07,1.5555464191999988,12,0
2021-06-08,-2.5558343680000006,6,0
2021-06-09,2.6668744704,16,0
2021-06-10,-1.5488499712000001,8,0
2021-06-11,-1.7175924736000003,3,0
2021-06-12,-1.185740902399999,4,0
2021-06-13,0.12329369600000062,0,0
2021-06-14,9.292282572800001,5,0
2021-06-15,1.5269654528000012,7,0
2021-06-16,-1.8422662144000004,6,0
2021-06-17,1.0650653695999996,7,0
2021-06-18,-0.030270463999999997,13,0
2021-06-19,-0.7826581504000003,0,0
2021-06-20,0.5006412799999997,0,0
2021-06-21,-0.5805701120000001,9,0
2021-06-22,-0.3887253503999995,8,0
2021-06-23,8.703362048,3,0
2021-06-24,2.0622403584000004,20,0
2021-06-25,-1.5912381440000005,13,0
2021-06-26,0.18824478719999949,2,0
2021-06-27,-0.7237960704000002,0,0
2021-06-28,0.5413882879999998,12,0
2021-06-29,6.4535274496,9,0
2021-06-30,2.25234432,6,0
2021-07-01,0.3692677120000001,7,0
2021-07-02,-1.2798038016,4,0
2021-07-03,-0.6795401216000002,0,0
2021-07-04,-0.4439685120000002,0,0
2021-07-05,-0.34174167040000014,3,0
2021-07-06,-0.2656619520000001,5,0
2021-07-07,3.7782521856000004,2,0
2021-07-08,-0.9786897407999994,9,0
2021-07-09,-0.39865282560000004,8,0
2021-07-10,-0.21693870080000008,0,0
2021-07-11,0.8655999999999999,0,0
2021-07-12,2.697856,10,0
2021-07-13,-0.7617152,9,0
2021-07-14,1.6442931199999997,7,0
2021-07-15,0.36484915200000023,12,0
2021-07-16,2.4637865984,22,0
2021-07-17,1.1269632,0,0
2021-07-18,-0.8334131200000002,6,0
2021-07-19,1.5461601279999997,10,0
2021-07-20,-0.7188260863999998,17,0
2021-07-21,-0.39549829120000013,6,0
2021-07-22,1.745939456,10,0
2021-07-23,0.4018358272000002,21,0
2021-07-24,-0.5005579264,3,0
2021-07-25,-0.28304107519999994,0,0
2021-07-26,3.8260078591999997,13,0
2021-07-27,0.08655257600000033,9,0
2021-07-28,1.3886676991999998,6,0
2021-07-29,5.27371776,11,0
2021-07-30,-1.5881021439999998,10,0
2021-07-31,-0.7510704128000004,0,0
2021-08-01,-0.47492055040000025,1,0
2021-08-02,0.6591923199999998,6,0
2021-08-03,-0.46855116799999985,6,0
2021-08-04,-0.3006913536,12,0
2021-08-05,-0.19080509439999996,15,0
2021-08-06,-0.14486497279999958,18,0
2021-08-07,-0.1003521023999998,2,0
2021-08-08,-0.02042880000000001,0,0
2021-08-09,9.98307328,4,0
2021-08-10,-1.0143877119999996,5,0
2021-08-11,-1.0124693504000006,4,0
2021-08-12,-0.5600000000000005,5,0
2021-08-13,4.616,7,0
2021-08-14,-1.2889599999999999,1,0
2021-08-15,-0.6298240000000005,2,0
2021-08-16,-0.4296960000000003,10,0
2021-08-17,-0.32880383999999946,7,0
2021-08-18,2.733238784,4,0
2021-08-19,-0.7146133503999998,8,0
2021-08-20,1.6753663999999997,3,0
2021-08-21,-0.6159385599999997,11,0
2021-08-22,0.676853248,1,0
2021-08-23,4.627392,9,0
2021-08-24,2.7915136,1,0
2021-08-25,1.6501478399999998,10,0
2021-08-26,-1.2776207360000003,2,0
2021-08-27,-0.6967974912000003,0,0
2021-08-28,-0.4552842240000001,0,0
2021-08-29,0.6530465791999999,0,0
2021-08-30,4.542655488,2,0
2021-08-31,-1.2934011903999996,6,0
2021-09-01,1.38132224,9,0
2021-09-02,-0.7666405375999998,9,0
2021-09-03,0.6090559487999999,3,0
2021-09-04,-0.44410880000000014,2,0
2021-09-05,-0.2662707200000002,0,0
2021-09-06,5.801906688,6,0
2021-09-07,-1.3588655103999994,10,0
2021-09-08,-0.6017361920000003,5,0
2021-09-09,2.662795776,14,0
2021-09-10,-0.8434654207999999,5,0
2021-09-11,-0.40760371200000023,1,0
2021-09-12,-0.27904215040000013,0,0
2021-09-13,1.7976396799999999,3,0
2021-09-14,-0.5629342719999996,2,0
2021-09-15,1.7038974976,3,0
2021-09-16,-0.54678016,10,0
2021-09-17,1.7296368640000002,7,0
2021-09-18,-0.5844800511999999,9,0
2021-09-19,0.7319423999999999,0,0
2021-09-20,3.61907456,0,0
2021-09-21,-1.0168330239999999,0,0
2021-09-22,-0.4778641408000003,12,0
2021-09-23,-0.29523302400000007,9,0
2021-09-24,0.7812718592,15,0
2021-09-25,-0.3513482239999999,2,0
2021-09-26,-0.20358062080000006,8,0
2021-09-27,2.869905408,6,0
2021-09-28,-0.7036201983999996,12,0
2021-09-29,-0.3154134016000001,22,0
2021-09-30,1.8355712,21,0
2021-10-01,1.48227328,0,0
2021-10-02,0.34900428799999994,0,0
2021-10-03,-0.5297557504000001,2,0
2021-10-04,2.7060198399999997,3,0
2021-10-05,1.1905648640000002,0,0
2021-10-06,-0.8029376512,0,0
2021-10-07,-0.4042470400000003,1,0
2021-10-08,-0.279857664,9,0
2021-10-09,0.7855511552000001,6,0
2021-10-10,-0.35168481279999986,1,0
2021-10-11,0.8158928896,4,0
2021-10-12,0.6749834240000001,5,0
2021-10-13,1.6202165248000002,12,0
2021-10-14,1.4215252992,31,0
2021-10-15,1.3379712,4,0
2021-10-16,-0.7320627200000002,0,0
2021-10-17,0.6164474879999997,0,0
2021-10-18,4.5359031296,1,0
2021-10-19,3.729555968,6,0
2021-10-20,1.3993598976,6,0
2021-10-21,2.6104441855999996,6,0
2021-10-22,-0.5611035648000002,12,0
2021-10-23,-1.0338229248000004,0,0
2021-10-24,-0.6444894208000004,0,0
2021-10-25,0.5398266879999998,10,0
2021-10-26,2.4339280896,4,0
2021-10-27,1.0276833280000004,10,0
2021-10-28,0.11835443200000006,8,0
2021-10-29,0.3505143808000002,12,0
2021-10-30,-0.5666011136,13,0
2021-10-31,0.6952938495999998,1,0
2021-11-01,5.58911488,14,0
2021-11-02,0.5548385280000001,10,0
2021-11-03,-0.06345072640000016,11,0
2021-11-04,-0.7851389952000001,10,0
2021-11-05,-0.4593891328000001,10,0
2021-11-06,1.6842981376,0,0
2021-11-07,-0.6366408704,0,0
2021-11-08,2.657658368,0,0
2021-11-09,1.1509221376000003,1,0
2021-11-10,-0.8277182463999998,7,0
2021-11-11,2.6056015872,20,0
2021-11-12,0.14987304960000003,3,0
2021-11-13,-0.6176614400000002,5,0
2021-11-14,1.6348661759999998,0,0
2021-11-15,6.3346235392,8,0
2021-11-16,4.252775424,4,0
2021-11-17,-1.0090058752000002,6,0
2021-11-18,2.8206523391999996,8,0
2021-11-19,0.48563814399999994,9,0
2021-11-20,-1.2410053632000002,0,0
2021-11-21,-0.7281403904000004,2,0
2021-11-22,0.4742287359999998,7,0
2021-11-23,-0.6169858047999996,7,0
2021-11-24,0.5966743552000005,19,0
2021-11-25,4.5542317056,10,0
2021-11-26,1.7825263616000004,4,0
2021-11-27,-1.1521888256000001,0,0
2021-11-28,-0.5589675008000003,1,0
2021-11-29,4.64553728,1,0
2021-11-30,-1.2632965119999997,5,0
2021-12-01,2.3918519295999996,1,0
2021-12-02,1.9996922879999999,6,1
2021-12-03,-1.1431880704,11,1
2021-12-04,-0.617189888,2,0
2021-12-05,-0.38435205120000004,0,0
2021-12-06,5.7379584,17,0
2021-12-07,-1.4098329599999995,4,0
2021-12-08,3.3455866879999996,10,0
2021-12-09,1.8180567040000002,8,0
2021-12-10,2.7978288128,6,0
2021-12-11,-0.42262405120000013,1,0
2021-12-12,4.0790272,0,0
2021-12-13,3.42349568,8,0
2021-12-14,0.1729505280000001,3,0
2021-12-15,-1.3795533824000004,5,0
2021-12-16,1.2164177919999997,10,0
2021-12-17,-0.9728562175999999,9,0
2021-12-18,0.43109038080000006,1,0
2021-12-19,-0.5981147136,1,0
2021-12-20,-0.3570991103999998,6,0
2021-12-21,-0.2672107519999996,8,0
2021-12-22,0.8344202240000003,7,0
2021-12-23,-0.2843281407999999,4,0
2021-12-24,-0.12920422399999998,6,0
2021-12-25,-0.08986542079999998,0,0
2021-12-26,-0.04798771199999995,0,0
2021-12-27,0.9619946496,2,0
2021-12-28,7.7795712,8,0
2021-12-29,1.3030732800000002,3,0
2021-12-30,-0.30238771200000025,6,0
2021-12-31,-0.8700693504000004,0,0
2022-01-01,-0.5183360000000002,0,0
2022-01-02,-0.3735168000000002,0,0
2022-01-03,0.7094348799999999,1,0
2022-01-04,1.563376128,5,0
2022-01-05,0.3212199936000004,8,0
2022-01-06,-0.5678446591999997,21,0
2022-01-07,-0.26139576319999996,18,0
2022-01-08,0.8467946496,7,0
2022-01-09,-0.3051008,0,0
2022-01-10,2.83667968,7,0
2022-01-11,3.283330048,7,0
2022-01-12,0.8682285056000001,18,0
2022-01-13,0.07113758719999985,8,0
2022-01-14,0.31430184959999974,11,0
2022-01-15,-0.6039347200000003,0,0
2022-01-16,-0.3730181120000002,0,0
2022-01-17,2.7223632896,9,0
2022-01-18,-0.8108636159999998,12,0
2022-01-19,-0.41477713919999987,9,0
2022-01-20,1.7399916544000003,3,0
2022-01-21,0.4429468672000002,14,0
2022-01-22,0.5365349375999999,0,0
2022-01-23,-0.4497557504000001,0,0
2022-01-24,4.75401984,16,0
2022-01-25,-1.1758351359999997,8,0
2022-01-26,3.4625983488,11,0
2022-01-27,-1.11981824,3,0
2022-01-28,2.445869056,1,0
2022-01-29,-0.9759331327999999,0,0
2022-01-30,-0.5034010624000003,0,0
2022-01-31,5.6567530496,0,0
2022-02-01,-0.4544537599999994,0,0
2022-02-02,-0.8866616320000003,0,0
2022-02-03,3.513162752,0,0
2022-02-04,-0.1502575615999997,0,0
2022-02-05,1.250020864,0,0
2022-02-06,0.1424831487999999,0,0
2022-02-07,2.33561088,0,0
2022-02-08,-1.0149969919999997,17,0
2022-02-09,0.4483449855999999,11,0
2022-02-10,0.47072296959999993,9,0
2022-02-11,-0.5216711679999999,5,0
2022-02-12,-0.3231553536,1,0
