,vuejs/core,sveltejs/svelte,facebook/react
2022-12-19,0,1,2.0
2022-12-20,0,1,14.8
2022-12-21,0,0,11.409999999999998
2022-12-22,0,4,10.967999999999998
2022-12-23,1,0,0.6461749999999986
2022-12-24,0,0,-1.5976709999999996
2022-12-25,0,0,-1.0421877749999984
2022-12-26,0,0,-0.7832478299999978
2022-12-27,0,0,-0.628153482281248
2022-12-28,0,0,-0.5239968640562485
2022-12-29,0,0,-0.4340749459921863
2022-12-30,0,0,-0.2668542409203118
2022-12-31,0,1,-0.13789002201406214
2023-01-01,1,2,-0.025196557607812434
2023-01-02,0,10,0.0
2023-01-03,0,2,3.0
2023-01-04,0,0,12.7
2023-01-05,0,0,4.564999999999999
2023-01-06,0,0,-0.2705000000000011
2023-01-07,0,0,-0.8024875000000002
2023-01-08,0,0,-0.532962749999999
2023-01-09,6,1,10.598521212500001
2023-01-10,0,6,8.57824974875
2023-01-11,0,0,10.236988184703124
2023-01-12,2,1,8.807191183189062
2023-01-13,0,0,5.670023842689062
2023-01-14,0,0,1.9191293217687502
2023-01-15,0,0,-0.6357984900359364
2023-01-16,1,0,0.8176607162500018
2023-01-17,0,0,3.924283194328127
2023-01-18,0,0,3.703938999448439
2023-01-19,0,0,13.706735459703125
2023-01-20,1,0,6.727622956396875
2023-01-21,1,0,-2.079516679520313
2023-01-22,0,0,-1.1592780435999996
2023-01-23,0,0,7.221817571840626
2023-01-24,0,0,6.6234722276828135
2023-01-25,0,1,9.377411311100001
2023-01-26,19,0,2.9373006159921875
2023-01-27,3,1,1.3263377758359378
2023-01-28,0,4,-0.3448316051796867
2023-01-29,1,0,-0.914607272823436
2023-01-30,1,1,10.394857580000002
2023-01-31,0,0,25.418850538375
2023-02-01,10,0,7.404409204337498
2023-02-02,17,2,10.087986467790623
2023-02-03,16,1,7.021540455776561
2023-02-04,1,0,-2.715464647976561
2023-02-05,4,3,-1.6624867581234355
2023-02-06,7,0,5.783299401214065
2023-02-07,0,3,12.334293870578128
2023-02-08,0,0,9.479963849432814
2023-02-09,0,0,8.362641362107812
2023-02-10,1,0,15.488650090401563
2023-02-11,1,0,-3.2439604631234378
2023-02-12,0,0,-0.7732071128593736
2023-02-13,0,1,7.7043874512500015
2023-02-14,0,7,12.125556661390627
2023-02-15,0,0,1.4057436575296882
2023-02-16,0,2,18.101486924559374
2023-02-17,0,0,6.813196543896875
2023-02-18,0,0,-2.726104774676562
2023-02-19,0,0,-1.609015654396874
2023-02-20,0,0,6.943603245734377
2023-02-21,5,12,6.36856653282344
2023-02-22,0,7,2.1616714099578136
2023-02-23,0,6,0.5026487624343756
2023-02-24,0,2,1.890801367043751
2023-02-25,0,0,1.9381058191250014
2023-02-26,0,3,-0.8928686253593742
2023-02-27,0,14,6.479662330000001
2023-02-28,0,10,3.9023348758750003
2023-03-01,0,7,5.8602261155875
2023-03-02,0,5,5.66001224765
2023-03-03,0,0,20.572363337575
2023-03-04,0,2,7.9905865171312485
2023-03-05,0,0,0.3392431658453119
2023-03-06,0,1,24.15188275614219
2023-03-07,0,0,5.169526990140625
2023-03-08,0,3,15.986220505920313
2023-03-09,0,1,7.238535647460937
2023-03-10,0,2,3.688311136139064
2023-03-11,0,0,3.227690449654689
2023-03-12,0,0,-1.4316578627124974
2023-03-13,0,1,7.369007718057816
2023-03-14,0,7,0.9381840502359395
2023-03-15,0,7,10.369660400675002
2023-03-16,0,2,6.819584633629688
2023-03-17,2,2,7.850963159895313
2023-03-18,0,1,-0.1931280090046874
2023-03-19,0,1,-1.4485539045953115
2023-03-20,0,2,7.046345768018751
2023-03-21,0,3,10.50558534157344
2023-03-22,0,0,16.881630420629687
2023-03-23,4,1,1.9282867949546865
2023-03-24,1,1,9.813537964928125
2023-03-25,1,0,0.463155804520313
2023-03-26,6,0,-1.776909751390623
2023-03-27,4,6,14.849977824928127
2023-03-28,32,2,6.526217153375001
2023-03-29,7,2,5.666010632275
2023-03-30,10,5,19.794652941021877
2023-03-31,6,0,11.472869844239062
2023-04-01,0,0,-2.3519256076171877
2023-04-02,2,4,-1.0524341194781242
2023-04-03,2,3,2.52283718989219
2023-04-04,4,0,12.503761625500003
2023-04-05,8,3,9.530275947284377
2023-04-06,11,0,5.425593068051563
2023-04-07,0,0,1.7049720871187501
2023-04-08,6,0,-1.8082971597749988
2023-04-09,1,0,-0.08087734730468554
2023-04-10,3,0,9.180688874448439
2023-04-11,12,9,11.383487997901563
2023-04-12,2,2,-0.24893924736250028
2023-04-13,6,0,1.5355361883093752
2023-04-14,0,0,1.7950507304437509
2023-04-15,10,2,0.9595939151500015
2023-04-16,2,0,-0.847651981393749
2023-04-17,4,1,6.438667561984376
2023-04-18,4,25,6.858038191057813
2023-04-19,0,3,9.5252747254375
2023-04-20,13,3,11.107177664751562
2023-04-21,11,0,10.72725474213125
2023-04-22,0,0,0.44729386084531164
2023-04-23,0,0,0.2518112288609382
2023-04-24,2,1,5.648853571178127
2023-04-25,4,0,7.345859851390626
2023-04-26,0,4,16.028019456873437
2023-04-27,1,2,4.018058272790625
2023-04-28,0,1,0.6561494641515626
2023-04-29,0,0,0.2800419840796886
2023-04-30,0,2,-1.3036872520140603
2023-05-01,6,0,5.149313830110939
2023-05-02,4,2,9.747659862568751
2023-05-03,0,0,10.103597345107813
2023-05-04,0,7,5.736805281645312
2023-05-05,3,5,-0.05523765050625018
2023-05-06,1,0,-1.335672299298437
2023-05-07,0,0,0.13346049136093907
2023-05-08,14,6,8.256156979928127
2023-05-09,0,2,2.547356313156251
2023-05-10,0,1,1.7402014866125004
2023-05-11,6,2,6.920556770917187
2023-05-12,9,2,4.54940062294375
2023-05-13,0,4,-1.3726902088187498
2023-05-14,0,2,-0.7708040138218744
2023-05-15,0,2,4.453290120734376
2023-05-16,0,3,1.0687165078234384
2023-05-17,5,2,14.225859386364064
2023-05-18,16,1,7.037478005809374
2023-05-19,2,4,-0.9036177392328129
2023-05-20,0,1,0.8209905516187501
2023-05-21,0,1,-0.9598741777156238
2023-05-22,0,4,2.371993743750002
2023-05-23,0,7,4.209827604921876
2023-05-24,0,2,2.961563805039063
2023-05-25,0,9,8.98393882094375
2023-05-26,1,10,2.365997173570312
2023-05-27,0,4,-1.2230081283390626
2023-05-28,0,0,-0.6952552660671871
2023-05-29,0,1,-0.5009808563218737
2023-05-30,0,7,1.6193610297031262
2023-05-31,0,0,12.486499967314064
2023-06-01,0,6,4.366147472757812
2023-06-02,0,0,3.5843466746999995
2023-06-03,0,0,0.6959132225781246
2023-06-04,0,2,2.0695585898562507
2023-06-05,0,1,12.107683225
2023-06-06,0,0,5.114693445
2023-06-07,0,2,1.26526449771875
2023-06-08,0,5,8.646720985725
2023-06-09,0,2,-0.8998502173109368
2023-06-10,8,1,-0.14956336029374873
2023-06-11,1,0,-0.8703228899609364
2023-06-12,1,2,0.3896699671312517
2023-06-13,0,1,4.422943461939064
2023-06-14,3,8,3.077156262173438
2023-06-15,3,2,12.118787368201563
2023-06-16,0,9,11.211702103485937
2023-06-17,0,2,-2.2230797846250008
2023-06-18,0,2,-1.1498629280515624
2023-06-19,0,8,-0.7888821112859363
2023-06-20,0,10,12.404184905734377
2023-06-21,0,10,1.218760884885938
2023-06-22,0,25,8.719408271507813
2023-06-23,2,7,4.1922984694031245
2023-06-24,1,3,-1.6376856521703118
2023-06-25,0,2,-0.9356903329671866
2023-06-26,0,5,0.4029185875000013
2023-06-27,0,4,6.431153411250001
2023-06-28,1,6,3.8690102170468754
2023-06-29,0,5,0.8287009404859378
2023-06-30,0,4,2.1673956347359375
2023-07-01,0,0,-0.8346526534531246
2023-07-02,0,2,0.5283151222843757
2023-07-03,1,9,4.589363466250001
2023-07-04,0,2,0.20774475073437526
2023-07-05,0,4,4.440980200104688
2023-07-06,0,7,20.123530537170314
2023-07-07,0,2,-1.5673412274609388
2023-07-08,0,0,5.65258909338125
2023-07-09,7,2,-1.5650295663578129
2023-07-10,8,10,-0.9361950567656232
2023-07-11,13,3,5.308241573635939
2023-07-12,4,0,3.8558124305546886
2023-07-13,0,2,6.814812698635938
2023-07-14,0,1,8.457843380242188
2023-07-15,0,0,-1.8900750900203127
2023-07-16,0,1,-0.9533900436453122
2023-07-17,0,2,1.3313522072484385
2023-07-18,0,5,0.3320687600000014
2023-07-19,1,3,0.430658040656251
2023-07-20,0,1,0.47939562470625074
2023-07-21,0,2,1.5556972706953132
2023-07-22,0,0,-0.4892699504437496
2023-07-23,0,0,-0.2655918003593747
2023-07-24,0,2,0.8708713450000002
2023-07-25,0,0,9.799165915218751
2023-07-26,0,2,1.8721447731624994
2023-07-27,0,1,6.166115113198437
2023-07-28,0,2,2.8191829419484367
2023-07-29,0,0,-1.0507772285671872
2023-07-30,0,0,-0.6326147175718745
2023-07-31,0,1,-0.449701571249999
2023-08-01,0,0,3.644541436984376
2023-08-02,0,0,3.3060358410578132
2023-08-03,0,1,1.1770026118437502
2023-08-04,0,3,6.369450466282812
2023-08-05,0,0,-1.0837152198140627
2023-08-06,0,0,-0.5527124101437497
2023-08-07,0,1,6.64205995
