,swiftlang/swift,golang/go,rust-lang/rust
2010-10-17,4.0,4,0.0
2010-10-18,0.20000000000000018,14,9.0
2010-10-19,-0.5200000000000002,7,4.1
2010-10-20,-0.27200000000000024,17,3.0949999999999993
2010-10-21,-0.1824000000000001,17,14.1185
2010-10-22,-0.13574400000000006,12,9.9915375
2010-10-23,-0.10725120000000006,0,5.762636749999999
2010-10-24,0.91186432,1,-2.0491918625000003
2010-10-25,-0.2744775679999997,11,-1.2420578287499988
2010-10-26,-0.14426511359999988,14,4.088067401609377
2010-10-27,-0.060469350399999997,8,0.7760627895984393
2010-10-28,-0.03360000000000001,14,7.041448891507814
2010-10-29,-0.025536000000000014,7,-1.4480405603781246
2010-10-30,-0.02042880000000001,4,-0.8498646142265616
2010-10-31,-0.01692672000000001,4,-0.5272414845562493
2010-11-01,-0.01438771199999994,18,-0.3305343827874989
2010-11-02,-0.012469350399999964,6,1.7892734937500006
2010-11-03,0.0,6,8.624674942421874
2010-11-04,0.0,10,1.860119541289062
2010-11-05,0.0,14,7.1446557908031245
2010-11-06,0.0,4,7.6999841797125
2010-11-07,0.0,0,-1.5636960000000002
2010-11-08,0.0,6,1.1336377250000003
2010-11-09,0.0,5,1.1892042450000009
2010-11-10,0.0,9,0.23663757021875131
2010-11-11,5.0,4,1.366459539037501
2010-11-12,-0.9999999999999998,8,2.3451727056296883
2010-11-13,-0.40000000000000036,3,0.306355172017188
2010-11-14,-0.24000000000000019,0,6.4754743375718755
2010-11-15,-0.16800000000000007,0,-0.012042840323437609
2010-11-16,-0.12768000000000007,0,0.40779296896875017
2010-11-17,-0.10214400000000005,2,-0.48686480235312485
2010-11-18,-0.08463360000000004,8,0.6777063019125007
2010-11-19,-0.0719385599999997,5,3.664041670182813
2010-11-20,-0.062346751999999825,1,4.36949032213125
2010-11-21,0.0,1,5.149800493126563
2010-11-22,0.0,4,4.940704747604687
2010-11-23,0.0,2,5.809279272982812
2010-11-24,0.0,1,2.6600913219484372
2010-11-25,4.0,0,8.837300651214063
2010-11-26,-0.7999999999999998,1,8.280071339484374
2010-11-27,0.6799999999999997,1,0.013549339151562645
2010-11-28,-0.3920000000000001,1,-1.3574384777218744
2010-11-29,0.7855999999999999,5,4.095807594226564
2010-11-30,-0.350144,10,4.837100582940627
2010-12-01,-0.19531520000000013,4,4.679141283675001
2010-12-02,-0.1412428800000001,9,6.615644192685938
2010-12-03,-0.11157964799999978,5,12.3891479722
2010-12-04,-0.09234012159999988,0,2.6625822019843746
2010-12-05,-0.03481651199999995,3,-1.7476107138906247
2010-12-06,-0.029396070399999974,13,-0.03723876132187409
2010-12-07,-0.01438771199999994,28,8.145915182421877
2010-12-08,-0.012469350399999964,29,3.454790581726564
2010-12-09,0.0,17,10.605095511690626
2010-12-10,0.0,5,7.949776070659375
2010-12-11,0.0,1,8.85880506624375
2010-12-12,0.0,4,1.6810492369187497
2010-12-13,0.0,18,7.319920178570313
2010-12-14,0.0,17,5.031252358234376
2010-12-15,0.0,14,11.084618699073438
2010-12-16,0.0,17,7.480390032098438
2010-12-17,0.0,12,2.5525373811328134
2010-12-18,0.0,0,4.018663680662501
2010-12-19,0.0,0,-1.8435026160312484
2010-12-20,0.0,2,5.848719266292189
2010-12-21,0.0,2,5.496047736465626
2010-12-22,0.0,0,4.362035209817188
2010-12-23,0.0,5,0.42887243804531283
2010-12-24,0.0,1,0.8465537306265634
2010-12-25,0.0,0,3.0831529820625008
2010-12-26,0.0,0,-0.9753304782734367
2010-12-27,0.0,3,-0.5952085764656241
2010-12-28,0.0,0,-0.41116463985937424
2010-12-29,0.0,0,0.6664601386390635
2010-12-30,0.0,1,6.670819736654688
2010-12-31,0.0,0,16.110634816253125
2011-01-01,0.0,0,-1.1238091161031267
2011-01-02,0.0,0,-1.1402334571343755
2011-01-03,0.0,2,8.276150339856251
2011-01-04,0.0,13,12.5942582375
2011-01-05,0.0,14,1.7971249662499997
2011-01-06,0.0,6,4.386404850734375
2011-01-07,0.0,8,3.357905607604688
2011-01-08,0.0,5,0.44912726473281395
2011-01-09,0.0,3,-1.175091418626561
2011-01-10,0.0,5,11.286547706214064
2011-01-11,0.0,15,3.2489123853593753
2011-01-12,0.0,16,8.505198334957813
2011-01-13,0.0,11,-0.8874629275656254
2011-01-14,0.0,11,5.886752205512501
2011-01-15,0.0,1,0.5528644272062504
2011-01-16,0.0,3,-1.0497837887109362
2011-01-17,0.0,1,6.312937877428126
2011-01-18,0.0,14,5.780337387562501
2011-01-19,0.0,31,3.5581309794906253
2011-01-20,0.0,32,5.712361323414062
2011-01-21,0.0,9,6.533325762875
2011-01-22,0.0,3,0.3874808138546877
2011-01-23,0.0,0,-1.1456924312828118
2011-01-24,0.0,10,4.270191083678126
2011-01-25,0.0,12,2.954438622640626
2011-01-26,0.0,12,4.931368272389063
2011-01-27,0.0,13,9.755680993420313
2011-01-28,0.0,7,5.188641451210938
2011-01-29,0.0,4,-1.6867596143765626
2011-01-30,0.0,4,2.0309204911812504
2011-01-31,0.0,16,3.051597763678126
2011-02-01,0.0,24,3.971889824921876
2011-02-02,0.0,18,7.830070920257813
2011-02-03,0.0,23,1.3938424655125
2011-02-04,1.0,13,0.7881993178625004
