,elastic/elasticsearch,blevesearch/bleve,apache/solr
2022-12-03,-7.8256476159999995,0,2
2022-12-04,-3.277671116800001,0,0
2022-12-05,17.883283968,0,1
2022-12-06,14.446677299200001,0,2
2022-12-07,14.795293286400003,0,8
2022-12-08,2.845871308800003,0,1
2022-12-09,-10.832853606399999,0,2
2022-12-10,-7.151336243200001,0,0
2022-12-11,-1.0596917248000022,0,0
2022-12-12,27.060416,0,3
2022-12-13,3.1591347200000026,0,1
2022-12-14,12.227767296000003,0,0
2022-12-15,-0.4182459391999984,1,4
2022-12-16,2.7671254016000013,0,3
2022-12-17,-9.4348337152,0,0
2022-12-18,-4.944501350400001,0,1
2022-12-19,7.998907903999999,1,0
2022-12-20,10.4657483776,0,3
2022-12-21,16.290262323200004,0,1
2022-12-22,12.941229977600003,0,3
2022-12-23,-4.989926399999998,0,0
2022-12-24,-10.475236352,0,1
2022-12-25,-5.810548736000001,0,0
2022-12-26,2.463959654399998,0,0
2022-12-27,4.0528008192,0,1
2022-12-28,0.7136205824000008,0,0
2022-12-29,-2.7234571263999996,0,0
2022-12-30,3.1210799104,0,0
2022-12-31,-3.7206994944,0,3
2023-01-01,-2.2992807936000004,0,0
2023-01-02,-1.2321543168000004,0,2
2023-01-03,17.137932288,0,0
2023-01-04,16.1380621312,0,4
2023-01-05,4.772920524800002,0,3
2023-01-06,-8.118611353599999,0,5
2023-01-07,-5.687655014400001,0,0
2023-01-08,-3.0902788096000013,0,1
2023-01-09,26.955816243199997,0,6
2023-01-10,10.884229120000002,0,5
2023-01-11,15.726073344000003,0,2
2023-01-12,5.288706969600003,0,3
2023-01-13,17.837685452800002,0,6
2023-01-14,-17.410043801599997,0,0
2023-01-15,-9.423175270400002,0,0
2023-01-16,18.524776959999997,0,2
2023-01-17,16.535398911999998,1,2
2023-01-18,6.162677964800004,0,4
2023-01-19,15.209045196800002,0,5
2023-01-20,-16.024414719999996,1,3
2023-01-21,-6.8076114944000015,0,3
2023-01-22,-5.6566812672000015,0,1
2023-01-23,34.7657680896,0,7
2023-01-24,24.497165312000003,0,1
2023-01-25,6.873849036800003,1,2
2023-01-26,8.385151488000005,0,0
2023-01-27,13.941137612800002,0,1
2023-01-28,-22.089166745599996,0,0
2023-01-29,-10.108131123200002,0,0
2023-01-30,26.706068377599998,0,3
2023-01-31,8.275775795200001,0,0
2023-02-01,12.140872908800002,0,2
2023-02-02,20.363071385600005,0,3
2023-02-03,-21.154147020799996,0,3
2023-02-04,-7.9227811840000015,0,0
2023-02-05,-7.367628800000002,0,0
2023-02-06,32.6693701632,0,13
2023-02-07,29.018450944,0,0
2023-02-08,-0.7406884863999963,0,4
2023-02-09,7.311008563200005,0,1
2023-02-10,6.538625536000001,0,2
2023-02-11,-13.915929088000002,0,0
2023-02-12,-9.229244006400002,0,0
2023-02-13,18.666624409599997,0,1
2023-02-14,13.671438336000001,0,4
2023-02-15,-4.5158726656,0,3
2023-02-16,6.575185510400001,0,3
2023-02-17,-7.343560703999998,0,1
2023-02-18,-7.280014745599999,0,1
2023-02-19,-4.716437196800001,0,1
2023-02-20,18.134843904,0,2
2023-02-21,15.5127237632,2,2
2023-02-22,10.439256064000002,0,6
2023-02-23,11.463855513600002,0,3
2023-02-24,-2.925121126399997,0,1
2023-02-25,-11.5030618112,0,1
2023-02-26,-6.200923852800001,0,3
2023-02-27,14.116376883199997,0,5
2023-02-28,13.974911488,0,7
2023-03-01,13.036991795200002,0,17
2023-03-02,9.608913203200004,2,17
2023-03-03,-13.934109184,0,2
2023-03-04,-6.1616367616000005,0,1
2023-03-05,-5.273715507200002,0,0
2023-03-06,22.7831109632,0,4
2023-03-07,10.234745344,0,5
2023-03-08,20.819791769600002,0,2
2023-03-09,-2.7467881471999966,0,2
2023-03-10,17.6057631744,0,1
2023-03-11,-16.2305123328,0,1
2023-03-12,-8.938645094400002,0,0
2023-03-13,-2.194904473600002,0,4
2023-03-14,2.1473326079999975,0,4
2023-03-15,-0.9579414528000001,0,3
2023-03-16,1.0062145536000004,0,4
2023-03-17,-3.9351301119999995,3,4
2023-03-18,0.42128087039999995,0,1
2023-03-19,-2.6455617536,0,0
2023-03-20,20.9223914496,0,5
2023-03-21,22.497810944,0,5
2023-03-22,12.031131545600003,0,1
2023-03-23,3.1635917824000046,0,4
2023-03-24,7.434614784000001,0,3
2023-03-25,-14.129200332799998,0,0
2023-03-26,-5.006719692800001,0,0
2023-03-27,35.8239748096,0,6
2023-03-28,16.217506816000004,0,1
2023-03-29,7.111274086400002,0,6
2023-03-30,13.6363454464,0,6
2023-03-31,11.7619178496,0,3
2023-04-01,-22.91531776,0,1
2023-04-02,-9.815619481600002,0,11
2023-04-03,5.918014259199998,1,7
2023-04-04,13.7929785344,0,8
2023-04-05,19.9578068992,1,7
2023-04-06,0.5664028672000043,0,9
2023-04-07,-9.562239795199998,1,2
2023-04-08,-9.242655539200001,0,0
2023-04-09,-2.8139917312000016,0,0
2023-04-10,12.217031679999998,0,5
2023-04-11,30.126219776,0,2
2023-04-12,5.586265702400006,0,8
2023-04-13,6.897957785600003,0,0
2023-04-14,-11.6699789312,0,3
2023-04-15,-7.974455808000002,0,2
2023-04-16,-5.225069260800002,0,1
2023-04-17,44.592994816,0,3
2023-04-18,18.250532454400002,0,2
2023-04-19,-1.757584076799997,0,4
2023-04-20,24.864317644800003,0,1
2023-04-21,9.804692992000003,0,1
2023-04-22,-20.0710008832,0,0
2023-04-23,-11.846660096000003,0,0
2023-04-24,26.019142963199997,0,5
2023-04-25,5.8325770240000026,1,7
2023-04-26,4.613170073600003,0,4
2023-04-27,12.649193984000004,0,2
2023-04-28,1.1831225344000025,0,1
2023-04-29,-13.029068902399999,0,2
2023-04-30,-7.356391936000001,0,2
2023-05-01,7.8861180927999985,1,4
2023-05-02,19.341169664,0,5
2023-05-03,23.595998617600003,0,2
2023-05-04,11.443952332800002,1,1
2023-05-05,-0.40012789759999734,0,2
2023-05-06,-16.1625116672,0,0
2023-05-07,-6.111378432000002,0,0
2023-05-08,12.259734937599998,0,1
2023-05-09,21.0142211072,0,3
2023-05-10,7.176434585600003,0,3
2023-05-11,7.856971161600001,0,2
2023-05-12,-0.2647155712,0,3
2023-05-13,-13.075242086400001,0,0
2023-05-14,-6.772459724800001,0,0
2023-05-15,17.894597939199997,0,5
2023-05-16,19.2196629504,0,1
2023-05-17,10.660522393600004,0,3
2023-05-18,-7.996024217599995,1,2
2023-05-19,-10.293309439999998,0,1
2023-05-20,-5.936515584000002,0,0
2023-05-21,-3.5912267776000024,0,0
2023-05-22,26.5525343232,1,2
2023-05-23,10.512997376000001,0,4
2023-05-24,14.394653798400002,0,0
2023-05-25,11.6362284032,0,2
2023-05-26,3.6493239296000013,0,5
2023-05-27,-14.146145279999999,0,0
2023-05-28,-5.899978956800001,0,0
2023-05-29,2.3931289599999976,0,0
2023-05-30,17.101850112,0,4
2023-05-31,2.6362933248000022,0,2
2023-06-01,20.2802879488,0,1
2023-06-02,2.090555084800002,0,0
2023-06-03,-11.889255731199999,0,0
2023-06-04,-7.564765593600001,0,0
2023-06-05,19.7955789824,0,2
2023-06-06,19.462389350400002,0,2
2023-06-07,15.101286297600002,0,4
2023-06-08,8.737374924800001,0,2
2023-06-09,0.2675459072000024,0,4
2023-06-10,-14.4098149376,0,1
2023-06-11,-8.239811072000002,0,1
2023-06-12,22.0710736896,0,0
2023-06-13,10.662011392000002,1,2
2023-06-14,23.013460172800002,0,10
2023-06-15,-0.28959375359999484,1,4
2023-06-16,-11.478392422399999,0,0
2023-06-17,-9.095705907200001,0,1
2023-06-18,-2.8054809600000024,0,0
2023-06-19,12.116990566399998,0,1
2023-06-20,26.103422976,0,0
2023-06-21,-2.799397273599997,0,1
2023-06-22,22.584289792,0,2
2023-06-23,-4.3867963391999965,1,9
2023-06-24,-7.2105378816000005,0,0
2023-06-25,-8.305302732800001,0,0
2023-06-26,23.5619279872,0,2
2023-06-27,11.7633350656,0,4
2023-06-28,11.001789542400005,0,3
2023-06-29,15.720759603200001,0,4
2023-06-30,-0.12939950079999818,0,3
2023-07-01,-15.1185901568,0,0
2023-07-02,-5.464667852800002,0,0
2023-07-03,12.705448550399998,0,0
2023-07-04,8.428743475200001,0,1
2023-07-05,6.740332748800002,0,4
2023-07-06,6.322559590400003,0,12
2023-07-07,19.1343932416,1,6
2023-07-08,-17.1401260032,0,1
2023-07-09,-6.261525196800001,0,1
2023-07-10,30.5375919104,0,4
2023-07-11,16.1071318016,0,0
2023-07-12,8.5074295808,2,1
2023-07-13,2.188621824000002,0,2
2023-07-14,2.775263744,1,0
2023-07-15,-12.827441151999999,0,1
2023-07-16,-8.5488349184,0,0
2023-07-17,14.078195302399998,0,6
2023-07-18,17.8553222144,0,1
2023-07-19,5.382195507200002,0,7
2023-07-20,11.676074700800003,0,0
2023-07-21,-13.227273011199998,0,5
2023-07-22,-8.6632733696,0,1
2023-07-23,-4.7295390720000015,0,1
2023-07-24,16.9084880896,0,2
2023-07-25,17.699000832000003,0,6
2023-07-26,11.573352652800002,0,1
2023-07-27,10.267569868800003,1,2
2023-07-28,0.5717540864000021,1,1
2023-07-29,-10.3380130816,0,0
2023-07-30,-6.960312627200001,0,0
2023-07-31,15.025715199999997,0,2
2023-08-01,19.62899968,0,2
2023-08-02,7.634129408000003,0,0
2023-08-03,9.161696665600001,0,4
2023-08-04,11.576770662400001,0,0
2023-08-05,-17.9234384896,0,2
2023-08-06,-6.281136230400003,0,0
2023-08-07,9.247981260799998,0,1
2023-08-08,15.2513682432,0,4
2023-08-09,13.379694592000002,0,2
2023-08-10,6.807644979200003,0,1
2023-08-11,8.486384128000005,0,1
2023-08-12,-12.9978446848,0,0
2023-08-13,-4.817091379200001,0,0
2023-08-14,18.5901960192,0,1
2023-08-15,22.1499864064,0,2
2023-08-16,15.792442368000003,0,4
2023-08-17,15.634504704000001,1,4
2023-08-18,-18.257010278399996,0,6
2023-08-19,-11.3617836032,0,0
2023-08-20,-5.156011008000002,0,0
2023-08-21,20.639173324799998,1,2
2023-08-22,38.9901232128,0,6
2023-08-23,8.931186688000004,0,4
2023-08-24,-3.3793517567999984,2,4
2023-08-25,5.576658739199999,1,0
2023-08-26,-13.0491131904,0,0
2023-08-27,-6.0347849728000025,0,1
2023-08-28,12.574334259199999,0,0
2023-08-29,22.3526482944,0,3
2023-08-30,4.137579827200003,0,2
2023-08-31,12.443033497600002,3,3
2023-09-01,-5.406521036799997,0,9
2023-09-02,-11.6072439808,0,0
2023-09-03,-6.362400563200001,0,1
2023-09-04,13.201415167999999,0,0
2023-09-05,5.5226467328,1,1
2023-09-06,29.957269504000003,0,5
2023-09-07,11.742221824000005,2,1
2023-09-08,26.0123066368,2,1
2023-09-09,-26.244564991999997,0,0
2023-09-10,-9.978025779200001,0,1
2023-09-11,29.132334694399997,2,5
2023-09-12,4.9513628672,0,5
2023-09-13,12.582819225600002,1,4
2023-09-14,-0.7672055807999953,0,3
2023-09-15,-11.1747944448,1,11
2023-09-16,-8.4526633984,0,1
2023-09-17,-4.644562841600001,0,0
2023-09-18,20.2306291712,0,3
2023-09-19,16.750718771200003,0,7
2023-09-20,9.452751667200005,0,4
2023-09-21,7.286764236800003,0,2
2023-09-22,8.608928768000002,0,4
2023-09-23,-13.8295252992,0,3
2023-09-24,-7.334841856000001,0,0
2023-09-25,15.728067891199998,0,0
2023-09-26,10.0228273152,0,3
2023-09-27,12.966977228800003,0,3
2023-09-28,18.304375500800003,0,0
2023-09-29,18.223805235200004,0,5
2023-09-30,-20.8363154432,0,2
2023-10-01,-5.768162816,0,2
2023-10-02,29.934773657599997,0,9
2023-10-03,24.9820531712,0,16
2023-10-04,10.925167923200004,0,3
2023-10-05,2.8408459264000037,0,2
2023-10-06,15.0880984064,0,2
2023-10-07,-18.747111936,0,0
2023-10-08,-10.028089651200002,0,2
2023-10-09,34.5933776896,0,1
2023-10-10,23.361922560000004,0,4
2023-10-11,18.399158681600007,0,2
2023-10-12,-1.477204479999994,0,11
2023-10-13,12.7419623424,0,2
2023-10-14,-22.0037586944,0,0
2023-10-15,-8.210387353600002,0,3
2023-10-16,24.224910643199998,0,1
2023-10-17,14.2003009536,0,1
2023-10-18,18.645429145600005,0,1
2023-10-19,15.044815155200002,0,2
2023-10-20,-21.1479129088,0,1
2023-10-21,-11.7721345024,0,0
2023-10-22,-6.549884620800002,0,0
2023-10-23,14.834888601599998,0,15
2023-10-24,8.333832396800002,0,2
2023-10-25,17.7688119296,0,0
2023-10-26,15.970241945600002,0,2
2023-10-27,14.305077248000003,0,0
2023-10-28,-16.124078591999996,0,0
2023-10-29,-8.221421056,0,0
2023-10-30,25.642458931199997,0,3
2023-10-31,17.1864492032,0,3
2023-11-01,1.6407664640000021,0,1
2023-11-02,21.029386752,0,0
2023-11-03,8.244558131200002,1,0
2023-11-04,-19.5411162112,0,0
2023-11-05,-9.892887040000002,0,0
2023-11-06,16.3485074432,0,1
2023-11-07,16.2790158336,0,4
2023-11-08,3.8218592256000044,1,3
2023-11-09,15.748752896000003,0,0
2023-11-10,10.111070105600003,1,0
2023-11-11,-18.2470817792,0,1
2023-11-12,-4.263292313600001,0,0
2023-11-13,30.684886937599998,0,2
2023-11-14,22.447849267200002,0,1
2023-11-15,23.4502363136,0,2
2023-11-16,17.065971712000003,1,2
2023-11-17,-24.942145433599997,0,1
2023-11-18,-11.493145497600002,0,0
2023-11-19,-5.3774945280000015,0,0
2023-11-20,23.604793446399995,0,3
2023-11-21,13.828503040000001,0,1
2023-11-22,15.288476057600004,0,4
2023-11-23,20.814885478400004,0,2
2023-11-24,15.734375321600002,0,1
2023-11-25,-25.2295702528,0,2
2023-11-26,-10.871311360000004,0,0
2023-11-27,42.454516121599994,0,1
2023-11-28,9.8226449408,0,1
2023-11-29,1.097858867200003,0,3
2023-11-30,18.8169147392,0,4
2023-12-01,20.132926976,0,4
2023-12-02,-26.480164966399997,0,0
2023-12-03,-8.518684569600001,0,1
2023-12-04,24.145807974399997,0,6
2023-12-05,29.1642386432,0,7
2023-12-06,2.6277734400000057,0,1
2023-12-07,13.325071872000002,0,2
2023-12-08,-3.3482362879999954,0,12
2023-12-09,-14.934945075200002,0,0
2023-12-10,-7.547192320000002,0,0
2023-12-11,34.7851587584,0,1
2023-12-12,23.5101139968,0,6
2023-12-13,-9.554997350399997,0,3
2023-12-14,20.654841753600003,0,1
2023-12-15,-17.364240896,0,2
2023-12-16,-9.0993594368,0,0
2023-12-17,-6.755990220800001,0,1
2023-12-18,14.864448716799998,0,1
2023-12-19,13.408240025600001,0,2
2023-12-20,7.827057254400003,0,1
2023-12-21,5.719119360000002,1,1
2023-12-22,4.4054493184000005,0,1
2023-12-23,-11.8863791104,0,1
2023-12-24,-4.729490636800002,0,0
2023-12-25,-2.8135373824000016,0,0
2023-12-26,0.10927800319999914,0,0
2023-12-27,13.840105984000001,0,0
2023-12-28,-1.4417218559999974,0,0
2023-12-29,1.2333014016000003,0,0
2023-12-30,-0.17769134079999915,0,0
2023-12-31,-3.0967519232000003,0,0
2024-01-01,-2.0884376576000006,0,1
2024-01-02,37.8608564224,0,0
2024-01-03,16.662189158400004,0,1
2024-01-04,18.618422476800003,0,4
2024-01-05,7.422139801600004,0,2
2024-01-06,-16.8097327104,0,0
2024-01-07,-7.497503846400001,0,0
2024-01-08,38.7568330752,0,2
2024-01-09,27.041500774400003,0,2
2024-01-10,12.106812723200004,1,2
2024-01-11,4.997194240000006,0,0
2024-01-12,10.022520012800001,0,4
2024-01-13,-19.125165158399998,0,0
2024-01-14,-11.471186432000003,0,1
2024-01-15,8.549302476799998,0,4
2024-01-16,13.5360075776,0,0
2024-01-17,21.2766006272,0,3
2024-01-18,23.657855488000003,0,6
2024-01-19,-23.196715724799994,0,4
2024-01-20,-9.2517228544,0,1
2024-01-21,-3.9495372800000013,0,1
2024-01-22,18.715780915199996,0,7
2024-01-23,-2.849671577599999,0,1
2024-01-24,20.733386342400003,0,2
2024-01-25,5.578176307200003,0,2
2024-01-26,7.890327449600001,0,3
2024-01-27,-13.346702540799999,0,0
2024-01-28,-5.915294003200001,0,0
2024-01-29,36.607811481599995,0,1
2024-01-30,21.736683212800003,0,2
2024-01-31,1.6040442880000043,0,1
2024-02-01,6.1146975232,0,2
2024-02-02,8.729788723199999,0,2
2024-02-03,-18.748316774400003,0,3
2024-02-04,-5.117402419200003,0,1
2024-02-05,22.822924185599998,0,3
2024-02-06,36.4817050624,0,3
2024-02-07,2.8150037504000025,0,1
2024-02-08,12.071472742400005,0,5
2024-02-09,14.256052531200002,0,1
2024-02-10,-23.3546953728,0,0
2024-02-11,-9.612938342400003,0,0
2024-02-12,32.301900595199996,0,6
2024-02-13,2.8115171328000024,0,4
2024-02-14,11.690227200000002,0,4
2024-02-15,17.753195417600004,0,5
2024-02-16,-18.731104460799997,0,4
2024-02-17,-10.783000064000001,0,0
2024-02-18,-1.870758502400001,0,0
2024-02-19,11.738793062399997,0,5
2024-02-20,7.0282097664,0,4
2024-02-21,18.82925824,0,1
2024-02-22,15.475323596800003,0,0
2024-02-23,5.954762240000001,0,3
2024-02-24,-13.3272310784,0,5
2024-02-25,-7.645072896000002,0,1
2024-02-26,-0.19789639680000182,0,3
2024-02-27,-1.4093388800000008,0,10
2024-02-28,0.3348054016000006,0,3
2024-02-29,-1.520425574399999,0,4
2024-03-01,1.5611640832000004,0,2
2024-03-02,-2.6058788863999993,0,1
2024-03-03,1.2415890431999999,0,0
2024-03-04,26.110546432,0,1
2024-03-05,12.076429414400002,0,3
2024-03-06,14.646444339200002,0,0
2024-03-07,4.951509504000001,0,2
2024-03-08,17.500230451200004,0,2
2024-03-09,-14.8753288192,0,0
2024-03-10,-9.169715404800002,0,0
2024-03-11,19.9111465984,0,2
2024-03-12,27.5123509248,0,1
2024-03-13,19.031608012800003,0,1
2024-03-14,1.3832325120000029,0,3
2024-03-15,-19.065168691199997,0,1
2024-03-16,-9.1504659456,0,1
2024-03-17,-3.486715494400002,0,0
2024-03-18,19.649580543999996,2,2
2024-03-19,27.541231411200002,0,3
2024-03-20,9.945634099200007,2,4
2024-03-21,20.809253990400002,1,3
2024-03-22,8.599712870400001,0,2
2024-03-23,-21.6055218176,0,2
2024-03-24,-8.7971757056,0,0
2024-03-25,12.619315507199996,0,3
2024-03-26,16.0543133696,2,3
2024-03-27,16.276781568000004,1,2
2024-03-28,5.934876467200002,0,3
2024-03-29,-2.3445103615999976,0,0
2024-03-30,-8.156924313600001,0,0
2024-03-31,-4.812461875200002,0,0
2024-04-01,13.841180262399998,0,0
2024-04-02,15.3938904064,1,1
2024-04-03,17.219531776000004,0,2
2024-04-04,8.505515724800002,1,1
2024-04-05,3.187256524800002,0,2
2024-04-06,-16.4963992576,0,0
2024-04-07,-8.166794649600002,0,0
2024-04-08,21.989114982399997,0,0
2024-04-09,12.633206784000002,2,0
2024-04-10,22.245850931200003,1,12
2024-04-11,7.467505561600007,0,2
2024-04-12,6.148660940800003,0,4
2024-04-13,-16.5660024832,0,0
2024-04-14,-7.720623718400001,0,0
2024-04-15,26.5670623232,1,1
2024-04-16,19.545465856,0,2
2024-04-17,2.0183937024000045,0,0
2024-04-18,10.567197798400002,2,2
2024-04-19,-16.7993981952,0,3
2024-04-20,-5.637803008000002,0,0
2024-04-21,-5.108168089600001,0,1
2024-04-22,33.078179225599996,3,1
2024-04-23,11.554029670400006,0,2
2024-04-24,17.965817241600003,0,0
2024-04-25,7.526087270400005,2,0
2024-04-26,3.105660108800002,1,1
2024-04-27,-16.490198323199998,0,3
2024-04-28,-6.046120038400002,0,1
2024-04-29,31.1992946688,3,2
2024-04-30,13.412771430400003,0,3
2024-05-01,9.936343961600002,1,2
2024-05-02,13.976356352000003,0,2
2024-05-03,2.0823209984000037,4,2
2024-05-04,-14.548288512,0,0
2024-05-05,-8.783196467200002,0,0
2024-05-06,17.0885576704,0,6
2024-05-07,18.8192807936,0,0
2024-05-08,10.475532185600002,0,5
2024-05-09,8.161824153600001,0,4
2024-05-10,9.5284232192,0,0
2024-05-11,-15.936255488,0,1
2024-05-12,-8.0920064,0,0
2024-05-13,35.507658752,0,1
2024-05-14,13.974486118400002,3,2
2024-05-15,8.7956113408,0,1
2024-05-16,5.4516729856000055,2,1
2024-05-17,21.99999232,0,3
2024-05-18,-22.6552566784,0,0
2024-05-19,-5.738884915200002,0,0
2024-05-20,8.843508428799998,0,1
2024-05-21,13.3151309824,1,1
2024-05-22,20.415749734400002,0,3
2024-05-23,13.210321920000002,0,6
2024-05-24,5.321087795200004,0,1
2024-05-25,-18.5637170176,0,0
2024-05-26,-8.824502681600002,0,0
2024-05-27,23.946733977599997,0,0
2024-05-28,15.862015283200002,0,3
2024-05-29,15.506305945600005,0,5
2024-05-30,1.9590433792000042,0,1
2024-05-31,5.3097641984,0,5
2024-06-01,-16.881759744,0,1
2024-06-02,-4.3263903744000025,0,0
2024-06-03,22.370588774399998,1,1
2024-06-04,18.2797125632,0,3
2024-06-05,14.840538112000004,0,6
2024-06-06,-0.06435317759999748,1,3
2024-06-07,4.2222627840000015,0,4
2024-06-08,-15.744124211199999,0,0
2024-06-09,-7.9840945152000025,0,3
2024-06-10,25.1215639552,0,1
2024-06-11,17.442836684800003,1,1
2024-06-12,17.464855244800003,1,0
2024-06-13,8.415118028800002,1,3
2024-06-14,-19.408476672,0,4
2024-06-15,-7.792715673600004,0,0
2024-06-16,-3.5372271616000024,0,0
2024-06-17,24.7124754432,0,1
2024-06-18,17.589749760000004,0,2
2024-06-19,10.58924288,0,1
2024-06-20,6.336781721600005,0,1
2024-06-21,25.5241176064,0,2
2024-06-22,-23.444045004799996,0,5
2024-06-23,-10.780331417600003,0,0
2024-06-24,12.583874150399998,0,2
2024-06-25,15.8746576896,0,0
2024-06-26,15.086668800000002,0,3
2024-06-27,9.199070105600004,0,2
2024-06-28,14.345375744000002,0,1
2024-06-29,-20.8982325248,0,1
2024-06-30,-7.535587123200003,0,0
2024-07-01,24.721529446399998,0,1
2024-07-02,22.475835392,0,0
2024-07-03,17.570716364800003,1,3
2024-07-04,-8.933978214399996,0,1
2024-07-05,7.457877094400001,0,0
2024-07-06,-17.5816497152,0,0
2024-07-07,-6.935021363200002,0,0
2024-07-08,29.6921582592,0,1
2024-07-09,8.271964774400004,1,4
2024-07-10,10.5271027712,0,1
2024-07-11,12.447997644800004,0,2
2024-07-12,0.8947368960000048,0,1
