,apache/superset,getredash/redash,metabase/metabase
2019-10-02,2.0,2.0,10.0
2019-10-03,-0.20000000000000018,0.3999999999999999,2.0000000000000004
2019-10-04,5.91,-0.5099999999999999,1.3999999999999995
2019-10-05,-0.6570000000000006,0.776,-0.4000000000000006
2019-10-06,2.688675,5.560175,-0.9680000000000004
2019-10-07,-0.5032335000000003,-0.004603000000000357,8.386239999999999
2019-10-08,0.7147009750000004,-1.3657819749999995,4.7447680000000005
2019-10-09,0.6956121075000002,-0.6683579099999997,7.5188096
2019-10-10,2.6949037989687503,2.55959404271875,-1.2904064000000002
2019-10-11,1.494789867428125,0.7750290942687499,-2.0918533120000005
2019-10-12,0.51894158440625,-1.1466663619828124,-1.2149912576000004
2019-10-13,-0.39595345396562487,-0.5646820842656248,-0.8464069632000002
2019-10-14,-0.2219712015468747,0.6137542386734374,-0.6303714304000003
2019-10-15,1.832372483642188,4.417260337071875,6.496663552
2019-10-16,0.6869559532343752,0.23855008603437478,-0.8230629375999992
2019-10-17,2.7163109706984376,1.7120664537500003,-0.025016012799999654
2019-10-18,0.5255468034171873,-1.5332071977968749,-0.7694689279999998
2019-10-19,-0.3602518798890624,1.2629635767703127,0.6118612991999999
2019-10-20,-0.20976201808749984,-1.057873938965625,-0.4603520000000001
2019-10-21,2.8586728724640627,-0.5252895862499999,5.7178624
2019-10-22,1.5956378450000002,1.6346144394843751,-1.41245184
2019-10-23,3.57916689021875,2.1189508679390623,1.348330496
2019-10-24,2.3516908806625,3.674017179054687,-0.8321358847999998
2019-10-25,2.3528150121671874,-1.0553587017625001,-0.40888586240000013
2019-10-26,0.3265598793765625,-1.1624897871984372,-0.27861207040000013
2019-10-27,-0.48326839003593725,0.3858185664687501,-0.20416051200000002
2019-10-28,4.683440386250001,2.276798198534375,0.8348983295999999
2019-10-29,1.2576218684531253,-0.30152088499999996,-0.3271838719999996
2019-10-30,4.377793243860937,0.09075018271875002,2.8113304576
2019-10-31,4.123545166615624,0.18347329198749995,7.323224576
2019-11-01,0.005944049559374998,-0.7537988472765627,-1.8985387007999999
2019-11-02,1.3455960570953127,0.5991021045703124,-0.8095360000000007
2019-11-03,-0.623620933123437,-0.5317660244828125,-0.5052288000000004
2019-11-04,6.607412391214063,-0.270912150515625,2.63766528
2019-11-05,6.005914729921875,0.8073280502203124,-0.879962112
2019-11-06,1.7451488175390624,0.5609724072859373,1.5333200895999997
2019-11-07,1.0199967361,1.5168623462515625,3.2774231040000004
2019-11-08,1.193608950992188,-0.8172409924984376,6.786690252800001
2019-11-09,-0.7067047181953117,-0.3422031869828124,-1.1923628032
2019-11-10,1.5585256839328134,0.795240533234375,-1.1604864000000008
2019-11-11,-0.5332629163218744,3.5530904742671874,0.29974783999999954
2019-11-12,7.652321397640626,-1.4066786362500001,1.297035264
2019-11-13,3.9253912273890625,3.439104284484375,1.1291353088
2019-11-14,0.9626666757015623,2.4544628225015623,-0.8934487040000001
2019-11-15,8.248245923860937,-1.8557070967640625,0.47206789120000003
2019-11-16,-0.3600583561031252,-0.8273286889656246,1.4293581824000006
2019-11-17,-0.8332315975718745,-0.5107307237499998,-0.7328433151999997
2019-11-18,2.4521585239687504,0.6287631882343749,2.6706743295999997
2019-11-19,6.281946662428126,-0.5890947302953127,3.181301248
2019-11-20,11.840947739625001,1.67171380206875,-1.2078342144
2019-11-21,1.0277053596343744,0.2011640379374997,1.4107850751999997
2019-11-22,1.6793763325390625,-0.6680030199937501,-0.7755230208
2019-11-23,0.8875060315375003,-0.30805390293124996,-0.4192491520000002
2019-11-24,0.0734262266609389,4.8368941375,-0.3006751744
2019-11-25,1.3191807212140636,-0.6185602737500002,3.7753659392
2019-11-26,2.310195274703126,1.0828413082343753,0.03805798400000027
2019-11-27,7.215945912532813,4.922721176767188,2.3441835008
2019-11-28,0.6991568367953125,-2.3210232072812502,-0.9557308416
2019-11-29,0.09956311423593767,-0.9808072932312496,-0.4511754240000002
2019-11-30,-0.6014719016546872,-0.5970329757328123,-0.3046827008000001
2019-12-01,-0.3974011548890616,-0.41848273125,-0.2080512000000001
2019-12-02,4.713201551912501,0.6767759174218748,6.83525632
2019-12-03,12.280991332682813,0.4386064945703123,3.4642360320000005
2019-12-04,13.29830701088125,3.4359195107359373,-0.6750452736000001
2019-12-05,3.635407533267186,1.5130728729406246,1.0083675135999997
2019-12-06,3.153766357431249,-1.501162979396875,3.0073919487999996
2019-12-07,-1.5730622680874997,-0.6228827499999996,-1.3547520000000002
2019-12-08,6.0103358349640645,-0.3921511124999999,-0.7202816000000005
