,balderdashy/sails,expressjs/express,hapijs/hapi
2012-01-17,6.0,5,0.0
2012-01-18,2.0,0,0.0
2012-01-19,-2.25,2,0.0
2012-01-20,-1.5,0,0.0
2012-01-21,-0.671875,0,0.0
2012-01-22,-0.421875,0,0.0
2012-01-23,4.701171875,0,0.0
2012-01-24,-0.7265625,0,0.0
2012-01-25,-1.80462646484375,0,0.0
2012-01-26,0.29046630859375,0,0.0
2012-01-27,14.112045288085938,0,0.0
2012-01-28,-7.8507537841796875,0,0.0
2012-01-29,-2.0947265625,0,0.0
2012-01-30,-1.09814453125,0,0.0
2012-01-31,-0.710968017578125,0,0.0
2012-02-01,-0.5113983154296875,1,0.0
2012-02-02,-0.345550537109375,0,0.0
2012-02-03,-0.254791259765625,0,0.0
2012-02-04,-0.2072906494140625,0,0.0
2012-02-05,-0.1636505126953125,0,0.0
2012-02-06,0.0,2,0.0
2012-02-07,0.0,15,0.0
2012-02-08,0.0,2,0.0
2012-02-09,0.0,5,1.0
2012-02-10,2.0,0,-0.10000000000000009
2012-02-11,11.0,0,-0.04500000000000003
2012-02-12,-3.25,2,-0.028500000000000022
2012-02-13,11.875,0,1.9793375
2012-02-14,-6.703125,0,0.7838832499999999
2012-02-15,-3.5859375,0,2.7968379875
2012-02-16,-1.673828125,1,0.5869063037499997
2012-02-17,-1.0712890625,1,4.685606686984375
2012-02-18,-0.76934814453125,52,0.30820514746406213
2012-02-19,3.410430908203125,3,-0.4579282749999999
2012-02-20,0.547088623046875,0,9.708137845
2012-02-21,-2.2613372802734375,2,2.7823543902187495
2012-02-22,3.1851654052734375,1,0.9759446306624999
2012-02-23,-0.365570068359375,7,2.204875699667187
2012-02-24,2.2734375,3,1.185979635626563
2012-02-25,-0.6640625,0,-0.7031516138640618
2012-02-26,2.0927734375,4,-0.46447470069531177
2012-02-27,0.2117919921875,0,-0.3232048650359367
2012-02-28,-2.500885009765625,1,-0.2560571901562492
2012-02-29,3.0493011474609375,0,5.7838312925781254
2012-03-01,-2.5650634765625,2,-0.7123371499250002
2012-03-02,-0.90185546875,0,-0.33769003661874997
2012-03-03,-0.520477294921875,0,-0.2153331836390625
2012-03-04,3.64794921875,0,-0.1407727050718745
2012-03-05,6.768096923828125,0,-0.09670049999999969
2012-03-06,-0.164947509765625,0,1.9210279250000002
2012-03-07,-2.9721832275390625,0,-0.2665621775
2012-03-08,7.1038818359375,0,0.85259012190625
2012-03-09,-5.44207763671875,0,-0.207393115215625
2012-03-10,-1.7109375,0,-0.08632499999999987
2012-03-11,-0.9873046875,0,-0.06073349999999991
2012-03-12,-0.6788330078125,0,-0.04698652499999985
2012-03-13,-0.508636474609375,0,-0.03830414249999988
2012-03-14,-0.3643341064453125,0,2.96770136146875
2012-03-15,-0.2126617431640625,0,2.6721085986781246
2012-03-16,-0.1287384033203125,0,1.5554316869843747
2012-03-17,-0.0981903076171875,0,-0.4288988525359378
2012-03-18,14.0,0,-0.2374874999999999
2012-03-19,-6.0,0,8.83266225
