,highcharts/highcharts,apache/echarts,plotly/plotly.js
2021-05-31,18,3.0,21.0
2021-06-01,18,1.0,2.6999999999999993
2021-06-02,7,1.0,21.095000000000002
2021-06-03,19,5.0,4.0055
2021-06-04,12,2.0,0.6910875000000019
2021-06-05,0,3.0,-6.702587749999998
2021-06-06,0,0.0,-3.5786053624999985
2021-06-07,5,2.0,6.5218679887499995
2021-06-08,7,0.0,1.4131250591718736
2021-06-09,8,2.0,-4.259445571279688
2021-06-10,16,4.0,-2.175474950001563
2021-06-11,8,6.0,7.535479257478124
2021-06-12,0,3.0,-3.5415154861500007
2021-06-13,3,0.0,-1.455099981595312
2021-06-14,12,6.0,7.15419936125
2021-06-15,3,17.0,7.981903406609375
2021-06-16,18,5.0,3.375006730310937
2021-06-17,37,10.0,15.677971758103126
2021-06-18,18,11.0,12.01358453625
2021-06-19,1,2.0,-9.398439950890625
2021-06-20,0,6.0,-4.246720369095311
2021-06-21,7,12.0,1.3612403225000005
2021-06-22,25,8.0,4.880554354625
2021-06-23,20,4.0,4.685008369715624
2021-06-24,4,9.0,36.10080599531406
2021-06-25,13,10.0,1.3130028838249963
2021-06-26,0,3.0,2.330116400031251
2021-06-27,0,0.0,-6.983516214656248
2021-06-28,5,5.0,26.906779255000004
2021-06-29,3,4.0,9.130676930437499
2021-06-30,8,7.0,2.6168852866937513
2021-07-01,3,5.0,-10.581988030503123
2021-07-02,17,7.0,-5.607804198985937
2021-07-03,3,3.0,-3.8310766945453136
2021-07-04,0,0.0,-2.462917077178126
2021-07-05,20,4.0,5.227046709442187
2021-07-06,22,7.0,17.598505277034374
2021-07-07,12,3.0,26.89668390145625
2021-07-08,8,9.0,3.3415141573937497
2021-07-09,18,5.0,6.4906113015078155
2021-07-10,1,2.0,-10.018954249999998
2021-07-11,0,4.0,-4.989278787499998
2021-07-12,10,8.0,15.64392972125
2021-07-13,7,13.0,1.7879232963906233
2021-07-14,9,5.0,6.011981561542187
2021-07-15,25,13.0,-7.639485080935939
2021-07-16,8,10.0,-1.7906848019140629
2021-07-17,1,0.0,22.15936804002656
2021-07-18,1,1.0,-8.202569412457814
2021-07-19,6,1.0,12.976639923750003
2021-07-20,4,11.0,4.433293431453125
2021-07-21,5,8.0,3.8287004221703125
2021-07-22,4,4.0,5.25653807471875
2021-07-23,9,9.0,5.021996767973438
2021-07-24,0,0.0,-5.030660389781249
2021-07-25,2,1.0,-4.211247181856249
2021-07-26,5,0.0,3.3100211986640624
2021-07-27,7,4.0,0.47534262925156145
2021-07-28,6,3.0,20.823693012604686
2021-07-29,5,3.0,2.119057021784373
2021-07-30,3,1.0,9.087037843251563
2021-07-31,7,5.0,-8.11340760748125
2021-08-01,5,0.0,-3.7517205673249987
2021-08-02,8,1.0,-1.3411074189656245
2021-08-03,5,1.0,11.00064715440625
2021-08-04,5,4.0,11.663404596040625
2021-08-05,4,2.0,2.4591013334437495
2021-08-06,4,2.0,-3.4026246820093746
2021-08-07,0,0.0,-3.916777763810938
2021-08-08,0,0.0,-2.219741224225
2021-08-09,1,0.0,-1.4069777362499998
2021-08-10,6,0.0,37.92421406198437
2021-08-11,4,1.0,-4.564223759935938
2021-08-12,8,0.0,4.799096117957814
2021-08-13,112,1.0,1.7929429861359374
2021-08-14,0,0.0,-5.185801782624999
2021-08-15,0,1.0,-3.4801399896984364
2021-08-16,16,0.0,12.7318343625
2021-08-17,19,0.0,-0.20318607625000062
2021-08-18,14,0.0,3.2671347561406243
2021-08-19,15,4.0,-5.046002147704688
2021-08-20,3,5.0,-2.2925217333
2021-08-21,0,3.0,-1.4876274334343753
2021-08-22,0,8.0,-0.9869618733609375
2021-08-23,23,1.0,9.324610305517187
2021-08-24,9,7.0,1.461858706015624
2021-08-25,6,2.0,14.999330310914061
2021-08-26,12,2.0,7.271485786478125
2021-08-27,11,2.0,1.1022076941375003
2021-08-28,0,3.0,-5.439014999999999
2021-08-29,0,0.0,-2.777334874999999
2021-08-30,5,0.0,8.120783450000001
2021-08-31,11,0.0,12.59000743859375
2021-09-01,6,1.0,1.7298572813437492
2021-09-02,13,5.0,3.1146532995546874
2021-09-03,11,10.0,8.323441337090625
2021-09-04,0,0.0,-6.9776465193843755
2021-09-05,0,2.0,-3.2136826808624988
2021-09-06,11,1.0,-2.0472921499999996
2021-09-07,9,5.0,0.4796741660937496
2021-09-08,12,4.0,0.19803495640624913
2021-09-09,6,7.0,-1.6803560145984382
2021-09-10,8,3.0,-0.859543002485938
2021-09-11,0,0.0,-0.5438497538140632
2021-09-12,0,0.0,-0.3299332852593753
2021-09-13,16,5.0,6.893997775
2021-09-14,5,7.0,2.8155237274999996
2021-09-15,16,5.0,4.695332018968751
2021-09-16,4,3.0,-0.10042025999687532
2021-09-17,33,3.0,-2.2408043264656246
2021-09-18,0,0.0,-1.1403542499999995
2021-09-19,0,0.0,-0.7712047874999999
2021-09-20,9,0.0,-0.57763447875
2021-09-21,38,1.0,-0.4580501736093753
2021-09-22,14,4.0,-0.37701098020781293
2021-09-23,10,1.0,3.764074095226562
2021-09-24,9,2.0,-1.342714042926563
2021-09-25,0,0.0,-0.46075023969843726
2021-09-26,0,0.0,-0.23799999999999988
2021-09-27,20,0.0,0.83935
2021-09-28,9,2.0,0.5811189999999999
2021-09-29,28,5.0,1.50187655
2021-09-30,21,0.0,12.159670905
2021-10-01,13,0.0,14.7268306329375
2021-10-02,0,0.0,-7.30821640293125
2021-10-03,0,1.0,-2.9018261124999984
2021-10-04,18,2.0,7.245708863750001
2021-10-05,16,0.0,-0.930846465515625
2021-10-06,21,3.0,-2.779710639998437
2021-10-07,8,0.0,0.4153822069859381
2021-10-08,20,2.0,14.26628515433125
2021-10-09,3,4.0,-2.8762117405734386
2021-10-10,0,0.0,-3.2557733639234367
2021-10-11,4,5.0,0.4122169487500007
2021-10-12,6,7.0,0.3196972278593746
2021-10-13,7,2.0,-1.6224540943921877
2021-10-14,5,4.0,-0.8693193371984372
2021-10-15,2,10.0,-0.6042374010312501
2021-10-16,0,0.0,-0.4778316159656258
2021-10-17,2,4.0,-0.3709669870218755
2021-10-18,32,1.0,26.874773487801562
2021-10-19,16,1.0,3.8303320189687486
2021-10-20,16,4.0,-2.493920259996874
2021-10-21,17,2.0,-2.0936668264656237
2021-10-22,10,0.0,3.1816125000000004
2021-10-23,2,0.0,-3.53239675
2021-10-24,5,1.0,-1.8948762874999994
2021-10-25,1,10.0,-1.3474227412499997
2021-10-26,9,3.0,5.950302412328124
2021-10-27,3,6.0,-1.9579850784734392
2021-10-28,16,0.0,-1.4391075483562499
2021-10-29,2,0.0,7.2786692710375
2021-10-30,1,0.0,-2.8630646270593756
2021-10-31,0,0.0,-1.1697047293968745
2021-11-01,11,5.0,-0.6686862874999997
2021-11-02,28,2.0,-0.47728177875
2021-11-03,8,2.0,5.6321437088906245
2021-11-04,11,6.0,-2.097207509395313
2021-11-05,9,0.0,3.204758396767188
2021-11-06,2,0.0,-1.6840137341250003
2021-11-07,2,0.0,-0.7696423058624999
2021-11-08,22,1.0,-0.41632149999999984
2021-11-09,18,2.0,-0.30033517499999995
2021-11-10,6,0.0,-0.2326246425
2021-11-11,19,1.0,12.81161624940625
2021-11-12,5,0.0,-1.0573295743968751
2021-11-13,12,0.0,-2.328506867062499
2021-11-14,1,0.0,-1.1428336529312495
2021-11-15,4,3.0,-0.7006124999999999
2021-11-16,36,5.0,0.4931492500000001
2021-11-17,10,0.0,9.3081880375
2021-11-18,3,4.0,0.5787128537499995
2021-11-19,6,7.0,1.427230860796875
2021-11-20,0,0.0,-0.4793770223234377
2021-11-21,5,1.0,-1.7300954896984373
2021-11-22,10,2.0,15.0708666375
2021-11-23,13,4.0,2.5497031012499995
2021-11-24,10,7.0,-1.5777789042656245
2021-11-25,3,4.0,-1.092743625889062
2021-11-26,8,10.0,0.6446681806093748
2021-11-27,1,0.0,-2.24107906749375
2021-11-28,1,0.0,-1.2508303864624997
2021-11-29,14,12.0,1.135284143534375
2021-11-30,3,3.0,-1.255456245750001
2021-12-01,18,2.0,1.2530573578999995
2021-12-02,5,0.0,5.016945408840625
2021-12-03,14,3.0,3.780299505520312
2021-12-04,0,0.0,-2.6832374767625
2021-12-05,0,1.0,0.8453630353015631
2021-12-06,27,0.0,1.7046699525000002
2021-12-07,13,4.0,-0.6076116585312501
2021-12-08,7,3.0,0.8829119510343753
2021-12-09,11,9.0,8.75099274896875
2021-12-10,4,5.0,4.314401230440625
2021-12-11,5,4.0,-3.921645754990625
2021-12-12,0,4.0,-1.7343028643968743
2021-12-13,22,2.0,-1.0489716172812498
2021-12-14,7,2.0,-0.7588184755125
2021-12-15,7,2.0,2.4348878710359374
2021-12-16,9,4.0,0.6788435157359372
2021-12-17,20,3.0,-1.2525921841218755
2021-12-18,0,0.0,-0.6513478664531254
2021-12-19,0,0.0,-0.34815480586250014
2021-12-20,5,7.0,9.83051425
2021-12-21,12,6.0,-3.1292830875000006
2021-12-22,9,1.0,0.8465664537500006
2021-12-23,6,3.0,-0.28054469779687485
2021-12-24,0,7.0,0.015871326770312555
2021-12-25,0,0.0,-0.8483693264656249
2021-12-26,0,0.0,-0.4776336249999999
2021-12-27,0,0.0,-0.3486757375
2021-12-28,0,3.0,-0.2752116426562505
2021-12-29,5,7.0,-0.22674979232812525
2021-12-30,9,4.0,-0.07399156978125009
2021-12-31,0,2.0,-0.062000816981250095
2022-01-01,0,0.0,-0.02946012999843757
2022-01-02,0,0.0,-0.013583413232812524
2022-01-03,3,0.0,3.0
2022-01-04,21,13.0,4.1
2022-01-05,7,8.0,3.185
2022-01-06,17,8.0,3.7965
2022-01-07,10,11.0,1.2570125
2022-01-08,0,4.0,-1.4174732499999996
2022-01-09,0,2.0,-1.4962563374999995
2022-01-10,2,8.0,2.0941476162500003
2022-01-11,3,2.0,-1.5572923315468752
2022-01-12,5,1.0,2.171351132723437
2022-01-13,20,6.0,6.537612007507812
2022-01-14,35,6.0,-3.097774824257813
2022-01-15,0,3.0,-1.2716253702093745
2022-01-16,3,0.0,-0.7365404571968749
2022-01-17,3,4.0,-0.4809159844828125
2022-01-18,16,2.0,-0.3552347377968751
2022-01-19,3,2.0,7.716131039051563
2022-01-20,5,5.0,-2.5992883402968756
2022-01-21,3,4.0,2.9922360261765624
2022-01-22,0,2.0,-1.7846673058625
2022-01-23,0,11.0,-0.7412999999999996
2022-01-24,3,0.0,4.524238
2022-01-25,4,4.0,5.1531031
2022-01-26,14,3.0,-1.89553919
2022-01-27,1,1.0,6.4473628158750005
2022-01-28,12,0.0,-0.30680890086250034
2022-01-29,19,0.0,-1.2927456170624998
2022-01-30,0,0.0,0.4900577845687504
2022-01-31,10,0.0,-1.49227265625
2022-02-01,10,0.0,2.136885137421875
2022-02-02,4,0.0,-1.532581507273438
2022-02-03,17,0.0,14.242493363104687
2022-02-04,11,0.0,15.041309668892186
2022-02-05,3,0.0,-7.917303954909375
2022-02-06,2,0.0,-3.176202253964061
2022-02-07,12,3.0,2.092383065735938
2022-02-08,13,0.0,-0.5330923977156252
2022-02-09,14,0.0,-2.011248087796875
2022-02-10,7,0.0,7.761273404051563
2022-02-11,8,6.0,-0.5969462264843761
2022-02-12,0,0.0,0.4345084661953118
2022-02-13,0,0.0,-2.17473221465625
2022-02-14,7,1.0,-0.9773533199999997
2022-02-15,7,8.0,2.3321088354375
2022-02-16,6,2.0,-1.4052630989625001
2022-02-17,6,4.0,-0.6717856277156249
2022-02-18,1,6.0,0.5518951403593747
2022-02-19,0,0.0,-0.6472401906421879
2022-02-20,5,0.0,-0.2825411399953126
2022-02-21,1,0.0,-0.17009282719843752
2022-02-22,2,0.0,-0.09703432125
2022-02-23,0,0.0,-0.07735040029687512
2022-02-24,4,0.0,2.9359688978015623
2022-02-25,0,2.0,-0.9189572737500001
2022-02-26,0,0.0,-0.3308767167656248
2022-02-27,0,1.0,-0.19208341323281244
2022-02-28,3,5.0,-0.1204875
2022-03-01,2,0.0,0.91083925
2022-03-02,2,5.0,-0.36984258750000004
2022-03-03,0,1.0,-0.16187182124999994
2022-03-04,15,0.0,7.892869849703125
2022-03-05,0,0.0,0.5190872603015619
2022-03-06,0,0.0,-1.7697202499999996
2022-03-07,9,4.0,9.185719137500001
2022-03-08,0,1.0,10.481242726249999
2022-03-09,2,2.0,-4.624126216765625
2022-03-10,2,0.0,-0.6539910632328114
2022-03-11,6,3.0,15.8388742225
2022-03-12,0,3.0,-3.712863055375001
2022-03-13,0,1.0,-3.7543520811593742
2022-03-14,3,6.0,-1.0523003021984367
2022-03-15,7,5.0,4.291684637343749
2022-03-16,42,2.0,-2.984079165796876
2022-03-17,4,2.0,3.558324675475
