,highcharts/highcharts,apache/echarts,plotly/plotly.js
2022-03-18,6,5.0,10.646427138235937
2022-03-19,0,1.0,-3.065514799496876
2022-03-20,0,1.0,-0.7562339509874998
2022-03-21,1,1.0,-1.9837051884484374
2022-03-22,6,2.0,3.870665890734375
2022-03-23,24,3.0,17.68906372367344
2022-03-24,1,6.0,-6.143703560646875
2022-03-25,6,2.0,-3.129330367578124
2022-03-26,1,0.0,-1.8546031566171877
2022-03-27,0,3.0,-1.2576036030578126
2022-03-28,7,6.0,-0.8098920724968751
2022-03-29,4,3.0,-0.617290695215625
2022-03-30,28,3.0,-0.4818099213281253
2022-03-31,4,0.0,-0.40440867522656354
2022-04-01,5,8.0,3.7124550185781247
2022-04-02,0,0.0,-1.2135834132328127
2022-04-03,0,0.0,-0.4199999999999997
2022-04-04,6,0.0,-0.23799999999999988
2022-04-05,3,2.0,-0.16065
2022-04-06,3,0.0,1.881119
2022-04-07,0,0.0,21.30687655
2022-04-08,18,1.0,-6.885829095000001
2022-04-09,0,2.0,-2.4925068670624984
2022-04-10,0,0.0,-1.4436586529312494
2022-04-11,5,5.0,-0.9430154999999999
2022-04-12,3,3.0,-0.700407225
2022-04-13,4,5.0,-0.5500935224999999
2022-04-14,2,5.0,1.5511865439687498
2022-04-15,0,3.0,-0.9764545953093762
2022-04-16,0,1.0,-0.5088350911218753
2022-04-17,0,1.0,-0.11899999999999994
2022-04-18,0,0.0,-0.080325
2022-04-19,7,0.0,-0.05944049999999999
2022-04-20,20,0.0,4.953438275
2022-04-21,6,7.0,1.4620854524999998
2022-04-22,15,3.0,4.54324656646875
2022-04-23,0,0.0,-2.4396668264656247
2022-04-24,0,1.0,-1.0093124999999994
2022-04-25,16,0.0,6.37391125
2022-04-26,10,5.0,1.4534599374999995
2022-04-27,22,4.0,-1.2779504562499997
2022-04-28,10,2.0,-0.41244058007812456
2022-04-29,5,2.0,0.8465716410390625
2022-04-30,0,0.0,-0.2692022902921878
2022-05-01,0,1.0,-0.9730100168968749
2022-05-02,5,2.0,9.48029288375
2022-05-03,4,1.0,-3.3797922248593757
2022-05-04,0,3.0,1.6495681040578127
2022-05-05,1,2.0,1.3395503815531251
2022-05-06,13,0.0,15.292719460001562
2022-05-07,0,0.0,-5.954996620514063
2022-05-08,1,0.0,-2.3598396682312486
2022-05-09,4,0.0,17.57569559926719
2022-05-10,5,0.0,-6.7005330051562515
2022-05-11,19,2.0,0.23720720892187597
2022-05-12,6,1.0,-0.5307766340468749
2022-05-13,9,0.0,-0.08874154374531251
2022-05-14,3,0.0,3.1361608252859368
2022-05-15,5,0.0,-2.622741912457813
2022-05-16,9,1.0,-1.1736739512499996
2022-05-17,1,0.0,-0.8087657060468757
2022-05-18,21,1.0,-0.6217713976734379
2022-05-19,5,1.0,1.7192923272031249
2022-05-20,24,5.0,0.17317746677031232
2022-05-21,0,1.0,-0.663706628746875
2022-05-22,0,0.0,-0.33055041029375015
2022-05-23,9,2.0,0.7922579338359375
2022-05-24,4,5.0,1.600397
2022-05-25,1,3.0,2.2187180250000003
2022-05-26,2,1.0,4.76930459
2022-05-27,2,1.0,-0.32487320728125013
2022-05-28,0,3.0,-1.5615887932312496
2022-05-29,0,0.0,-0.7837922757328122
2022-05-30,16,0.0,1.48534525125
