,metabase/metabase,apache/superset,getredash/redash
2024-01-14,-5.294069555200004,0,0
2024-01-15,18.6236544,1,1
2024-01-16,9.0697088,11,0
2024-01-17,25.020186112,15,0
2024-01-18,9.752212377600001,8,3
2024-01-19,8.9355262976,10,0
2024-01-20,-7.571365785599999,0,0
2024-01-21,-4.911126835200002,1,0
2024-01-22,8.842660659199998,16,0
2024-01-23,7.1954012160000005,8,0
2024-01-24,14.691991859200002,5,0
2024-01-25,17.072294809600002,6,0
2024-01-26,8.608916787200002,9,0
2024-01-27,-7.514924544,0,0
2024-01-28,-3.9744136192000017,2,0
2024-01-29,5.406144409599999,15,0
2024-01-30,8.431586816,11,2
2024-01-31,7.3747776512000005,14,0
2024-02-01,11.065082675200001,14,0
2024-02-02,16.112753664000003,7,0
2024-02-03,-7.407343513599999,1,1
2024-02-04,-3.613041356800002,1,1
2024-02-05,10.719408639999997,3,0
2024-02-06,11.688856064,6,5
2024-02-07,4.3958192128,9,0
2024-02-08,14.053454131199999,8,0
2024-02-09,21.442976563200002,8,0
2024-02-10,-8.9856072704,0,1
2024-02-11,-1.4364761088000026,0,0
2024-02-12,14.61533184,7,0
2024-02-13,11.071860224,7,0
2024-02-14,7.3512726528000005,4,0
2024-02-15,2.6381991935999993,16,0
2024-02-16,10.710583807999999,4,0
2024-02-17,-4.323907993599999,0,0
2024-02-18,-3.784152371200001,0,0
2024-02-19,10.716962303999999,3,0
2024-02-20,10.666431692800002,8,0
2024-02-21,7.594351308800001,8,0
2024-02-22,6.6323197952,6,1
2024-02-23,13.7874545664,7,0
2024-02-24,-6.596248985599999,0,0
2024-02-25,-3.4096994304000017,0,0
2024-02-26,7.801413939199999,2,2
2024-02-27,10.348652544,11,0
2024-02-28,9.0717058048,4,0
2024-02-29,17.634651648000002,12,0
2024-03-01,10.615638220800001,8,4
2024-03-02,-6.260758732799999,0,0
2024-03-03,-4.013109657600002,0,0
2024-03-04,24.4704256,7,0
2024-03-05,11.693017600000001,4,1
2024-03-06,17.513794048,4,0
2024-03-07,18.0254321664,1,1
2024-03-08,8.950201958400001,1,0
2024-03-09,-8.0505725952,0,0
2024-03-10,-5.131597619200003,0,0
2024-03-11,14.604762009599998,4,0
2024-03-12,12.803332096000002,3,0
2024-03-13,16.656431411200003,4,0
2024-03-14,0.3486849024000005,9,1
2024-03-15,11.720961536,2,0
2024-03-16,-7.197013708799998,1,0
2024-03-17,-3.7826077696000016,0,1
2024-03-18,12.515438489599997,5,0
2024-03-19,20.094498304000002,5,0
2024-03-20,20.252436684800003,4,0
2024-03-21,17.5777183744,8,1
2024-03-22,7.922565222399999,14,0
2024-03-23,-8.6982429696,0,0
2024-03-24,-4.846080307200002,0,0
2024-03-25,19.7491712,4,0
2024-03-26,12.89473792,8,0
2024-03-27,7.128093184000001,6,0
2024-03-28,14.756670464,5,0
2024-03-29,-0.3750909951999972,4,1
2024-03-30,-5.9349792768,0,0
2024-03-31,-3.4050307072000017,0,0
2024-04-01,9.69586944,2,2
2024-04-02,16.793524224000002,8,0
2024-04-03,15.357828300800001,13,3
2024-04-04,9.342979072,4,0
2024-04-05,6.78981632,6,2
2024-04-06,-4.6174594048,1,0
2024-04-07,-3.956356403200002,0,2
2024-04-08,23.40288256,8,1
2024-04-09,8.821940736,5,0
2024-04-10,10.1238444032,9,5
2024-04-11,7.8687845376,10,1
2024-04-12,10.201651507200001,4,6
2024-04-13,-6.0647963648,0,2
2024-04-14,-3.994271129600002,0,0
2024-04-15,16.3739937792,9,0
2024-04-16,8.205562368000002,11,0
2024-04-17,13.063695257600001,5,2
2024-04-18,15.097172889600001,6,1
2024-04-19,8.033622323200001,2,0
2024-04-20,-7.2761420800000005,0,0
2024-04-21,-3.946417868800002,0,0
2024-04-22,7.387535769599999,4,0
2024-04-23,14.002120192000001,5,2
2024-04-24,5.982037094400001,5,4
2024-04-25,7.5328139264,9,3
2024-04-26,18.4157251584,6,1
2024-04-27,-7.780689100799998,3,0
2024-04-28,-3.8106456064000023,0,0
2024-04-29,18.5677824,4,0
2024-04-30,15.96792832,10,0
2024-05-01,10.454768640000001,8,2
2024-05-02,14.5245605888,7,2
2024-05-03,13.6554862592,4,0
2024-05-04,-7.806862643199999,1,0
2024-05-05,-3.910861209600003,0,0
2024-05-06,10.660257279999998,9,2
2024-05-07,9.728759808000001,6,0
2024-05-08,21.904107417600002,9,0
2024-05-09,15.1137380352,11,0
2024-05-10,16.810269388800002,12,1
2024-05-11,-9.9537148928,0,0
2024-05-12,-5.147483340800003,0,0
2024-05-13,15.660328857599998,12,0
2024-05-14,18.6737314816,4,4
2024-05-15,10.4614380544,13,1
2024-05-16,11.760713728,7,1
2024-05-17,26.5070583808,3,0
2024-05-18,-10.510528921599999,0,2
2024-05-19,-5.949150310400003,0,0
2024-05-20,11.250488319999999,3,0
2024-05-21,19.180598272,3,0
2024-05-22,11.545845862400002,2,0
2024-05-23,9.615821312000001,1,0
2024-05-24,8.958464102399999,1,0
2024-05-25,-6.7929236479999995,1,0
2024-05-26,-4.491646976000001,0,0
2024-05-27,7.211389849599998,0,0
2024-05-28,20.87359232,6,0
2024-05-29,7.479302144000002,10,0
2024-05-30,22.24300544,5,0
2024-05-31,17.647451136,1,0
2024-06-01,-9.0213261312,0,2
2024-06-02,-5.325054668800003,0,0
2024-06-03,15.574103449599999,1,0
2024-06-04,19.63077888,4,0
2024-06-05,16.226205696,11,1
2024-06-06,28.41246208,7,1
2024-06-07,13.431865856000002,0,0
2024-06-08,-9.565790105600001,0,0
2024-06-09,-4.547143372800003,0,0
2024-06-10,23.411574169599998,6,0
2024-06-11,10.075850752000001,1,0
2024-06-12,14.3224034304,6,0
2024-06-13,6.5594679296,6,0
2024-06-14,20.716708864,8,0
2024-06-15,-8.460034867199997,0,0
2024-06-16,-5.704822374400003,0,0
2024-06-17,7.4072625151999985,4,0
2024-06-18,14.101759283200002,6,1
2024-06-19,23.173572300800004,2,0
2024-06-20,9.4698302464,11,0
2024-06-21,12.4696690688,3,0
2024-06-22,-6.7299026944,0,0
2024-06-23,-5.1002873856000015,0,0
2024-06-24,20.828240179199998,4,0
2024-06-25,15.820479488,9,0
2024-06-26,15.5700658176,9,0
2024-06-27,13.7377665024,4,0
2024-06-28,11.525834240000002,7,0
2024-06-29,-8.150577049599999,0,0
2024-06-30,-5.158650982400003,1,0
2024-07-01,13.625293619199997,4,0
