,BabylonJS/Babylon.js,mrdoob/three.js,playcanvas/engine
2021-06-27,3.0,0,0
2021-06-28,22.4,6,2
2021-06-29,11.16,7,2
2021-06-30,12.815999999999997,10,1
2021-07-01,20.9152,2,4
2021-07-02,19.542592,2,2
2021-07-03,-9.810214400000003,2,0
2021-07-04,7.929981439999995,4,0
2021-07-05,7.929813503999998,4,3
2021-07-06,11.5228566528,2,8
2021-07-07,6.5677349888,6,1
2021-07-08,28.1636837376,0,6
2021-07-09,1.1267673088000016,3,3
2021-07-10,-5.8394067968000005,2,0
2021-07-11,-0.8252403712000014,2,0
2021-07-12,14.138763264,3,2
2021-07-13,5.732826316800001,10,4
2021-07-14,8.2088361984,2,1
2021-07-15,31.9270709248,0,3
2021-07-16,-7.925063065599996,14,1
2021-07-17,-0.8994964480000016,0,1
2021-07-18,-1.4546649088000017,1,0
2021-07-19,19.5893798912,5,5
2021-07-20,22.0508519424,4,3
2021-07-21,12.5610226688,2,7
2021-07-22,22.8919580672,8,2
2021-07-23,6.724363878400002,1,4
2021-07-24,-9.440646451200001,0,0
2021-07-25,-4.085733171200003,6,0
2021-07-26,4.211748351999998,13,0
2021-07-27,5.5894140928,8,0
2021-07-28,14.122203852800002,11,0
2021-07-29,21.394885734400003,11,0
2021-07-30,17.066250547200003,6,0
2021-07-31,-1.5707148288,0,0
2021-08-01,-4.3225654272000025,0,1
2021-08-02,24.931926527999998,15,0
2021-08-03,6.382406553599999,10,0
2021-08-04,5.514017996799999,8,0
2021-08-05,22.133355008,13,0
2021-08-06,5.171229286400001,1,1
2021-08-07,-6.0880376832,1,0
2021-08-08,-4.877433446400001,0,0
2021-08-09,23.8877948928,3,4
2021-08-10,12.297798451200002,17,2
2021-08-11,9.9998505984,12,0
2021-08-12,5.2815406079999985,1,3
2021-08-13,13.2186963968,5,2
2021-08-14,4.1232477184,3,0
2021-08-15,3.493086719999998,9,0
2021-08-16,21.293015859199997,1,1
2021-08-17,18.125310976,5,6
2021-08-18,4.8513979392,4,3
2021-08-19,27.764578816,17,2
2021-08-20,7.146271436799999,6,0
2021-08-21,-4.853936435200001,6,0
2021-08-22,-3.584356352000002,2,0
2021-08-23,22.1932516352,11,1
2021-08-24,11.285688832000002,13,5
2021-08-25,12.3283377152,13,2
2021-08-26,16.1255227392,6,0
2021-08-27,2.2474424319999997,9,1
2021-08-28,-5.6376551424,1,0
2021-08-29,-1.6875339776000011,1,0
2021-08-30,16.316636671999998,12,0
2021-08-31,21.4289845248,7,3
2021-09-01,29.7917601792,8,12
2021-09-02,25.62828544,7,0
2021-09-03,12.321864601600002,5,4
2021-09-04,-10.143046144000003,0,0
2021-09-05,-5.9671717888000035,0,0
2021-09-06,2.1406533631999975,3,0
2021-09-07,28.9841983488,11,1
2021-09-08,21.772184576,6,5
2021-09-09,22.374701260800002,2,3
2021-09-10,14.233273958400002,9,4
2021-09-11,-5.879350067200001,1,0
2021-09-12,-4.4483308544000035,0,0
2021-09-13,34.8120553472,3,0
2021-09-14,18.3541625856,1,0
2021-09-15,24.9522260992,4,0
2021-09-16,12.0145332224,0,1
2021-09-17,11.511596339199999,1,1
2021-09-18,1.3392871424,0,0
2021-09-19,-2.0682108928000034,0,0
2021-09-20,7.181655961599998,6,6
2021-09-21,29.669080268800002,9,4
2021-09-22,24.006493184,10,0
2021-09-23,2.764020224000001,8,2
2021-09-24,19.987585843199998,1,1
2021-09-25,0.358738841600001,1,1
