,golang/go,rust-lang/rust,nim-lang/Nim
2010-06-16,6,1.0,0
2010-06-17,0,-0.5,0
2010-06-18,2,-0.125,0
2010-06-19,5,-0.0625,0
2010-06-20,7,-0.0390625,0
2010-06-21,11,-0.02734375,0
2010-06-22,9,-0.0205078125,0
2010-06-23,3,-0.01611328125,0
2010-06-24,2,14.986907958984375,0
2010-06-25,0,10.489089965820312,0
2010-06-26,0,2.125,0
2010-06-27,0,-7.6875,0
2010-06-28,10,1.6640625,0
2010-06-29,10,10.82421875,0
2010-06-30,15,13.8173828125,0
2010-07-01,15,9.58056640625,0
2010-07-02,9,35.457916259765625,0
2010-07-03,0,-25.563858032226562,0
2010-07-04,0,0.4156494140625,0
2010-07-05,1,0.5868682861328125,0
2010-07-06,0,-10.791778564453125,0
2010-07-07,1,-3.522003173828125,0
2010-07-08,2,2.658203125,0
2010-07-09,5,-2.016387939453125,0
2010-07-10,1,-5.5149688720703125,0
2010-07-11,0,1.5205535888671875,0
2010-07-12,12,5.7667083740234375,0
2010-07-13,9,7.156158447265625,0
2010-07-14,8,-6.403045654296875,0
2010-07-15,20,14.36370849609375,0
2010-07-16,7,12.258529663085938,0
2010-07-17,5,-12.863677978515625,0
2010-07-18,0,0.2628326416015625,0
2010-07-19,7,6.0906982421875,0
2010-07-20,5,8.322418212890625,0
2010-07-21,14,-2.7517852783203125,6
2010-07-22,5,2.4062042236328125,3
2010-07-23,2,3.010589599609375,4
2010-07-24,0,-9.58245849609375,0
2010-07-25,3,-3.6237945556640625,0
2010-07-26,12,10.931854248046875,0
2010-07-27,11,-6.950592041015625,0
2010-07-28,4,2.822784423828125,0
2010-07-29,10,27.335861206054688,1
2010-07-30,14,-17.755874633789062,0
2010-07-31,0,-4.0466461181640625,0
2010-08-01,1,-3.15924072265625,1
2010-08-02,1,-0.76904296875,0
2010-08-03,19,0.253143310546875,0
2010-08-04,4,13.928085327148438,1
2010-08-05,15,0.0550689697265625,0
2010-08-06,7,-2.168975830078125,0
2010-08-07,2,4.904296875,0
2010-08-08,0,-5.900787353515625,3
2010-08-09,7,15.080398559570312,0
2010-08-10,12,-3.564849853515625,0
2010-08-11,5,5.1806793212890625,1
2010-08-12,17,-0.791351318359375,2
2010-08-13,7,-3.246002197265625,0
2010-08-14,2,-4.8609161376953125,1
2010-08-15,1,-2.2308807373046875,0
2010-08-16,7,1.5535888671875,4
2010-08-17,9,0.5195465087890625,3
2010-08-18,5,20.37017822265625,0
2010-08-19,9,-8.506912231445312,0
2010-08-20,3,16.52020263671875,0
2010-08-21,1,-12.2763671875,0
2010-08-22,2,-4.58563232421875,0
2010-08-23,4,-2.39501953125,2
2010-08-24,7,11.409454345703125,0
2010-08-25,21,8.334732055664062,0
2010-08-26,19,1.4981842041015625,0
2010-08-27,10,4.5092010498046875,0
2010-08-28,0,-7.3555908203125,3
2010-08-29,3,-5.23358154296875,0
2010-08-30,7,-2.4337615966796875,0
2010-08-31,9,3.39990234375,0
2010-09-01,9,-2.674102783203125,0
2010-09-02,13,-2.0388031005859375,0
2010-09-03,7,2.9437255859375,0
2010-09-04,5,-2.620361328125,0
2010-09-05,1,-0.8677978515625,0
2010-09-06,1,-0.4126129150390625,0
2010-09-07,14,3.74267578125,0
2010-09-08,8,12.809051513671875,0
2010-09-09,17,-4.1496734619140625,0
2010-09-10,19,-1.2003631591796875,0
2010-09-11,7,-3.1461181640625,0
2010-09-12,16,-0.36395263671875,2
2010-09-13,10,-0.3359375,0
2010-09-14,10,3.7763671875,0
2010-09-15,6,0.8543701171875,1
2010-09-16,14,12.907440185546875,1
2010-09-17,3,-9.143264770507812,0
2010-09-18,2,-2.576080322265625,0
2010-09-19,3,-1.3623199462890625,2
2010-09-20,16,0.133880615234375,2
2010-09-21,5,10.875900268554688,1
2010-09-22,17,1.4060516357421875,0
2010-09-23,12,-1.9272308349609375,0
2010-09-24,29,3.95782470703125,0
2010-09-25,2,-5.670654296875,0
2010-09-26,0,-1.9111328125,0
2010-09-27,12,1.86279296875,0
2010-09-28,10,2.707611083984375,0
2010-09-29,14,-2.4727020263671875,0
2010-09-30,16,3.22332763671875,0
2010-10-01,5,-1.3232421875,0
2010-10-02,0,-1.11322021484375,0
2010-10-03,1,-1.3870849609375,0
2010-10-04,3,0.37646484375,0
2010-10-05,2,1.082305908203125,0
2010-10-06,13,3.5644073486328125,0
2010-10-07,13,-0.0290679931640625,0
2010-10-08,2,3.5818328857421875,0
2010-10-09,1,5.1101837158203125,0
2010-10-10,0,-3.742919921875,0
2010-10-11,11,-0.8219451904296875,0
2010-10-12,16,8.723236083984375,0
2010-10-13,9,0.4301910400390625,0
2010-10-14,10,2.4171142578125,0
2010-10-15,10,-4.0703887939453125,0
2010-10-16,2,-2.2191925048828125,0
2010-10-17,4,-2.08074951171875,0
2010-10-18,14,7.8639068603515625,0
2010-10-19,7,-0.228179931640625,0
2010-10-20,17,-0.16143798828125,2
2010-10-21,17,11.403579711914062,0
2010-10-22,12,3.1020965576171875,0
2010-10-23,0,-0.69598388671875,7
2010-10-24,1,-6.949951171875,0
2010-10-25,11,-2.7037811279296875,1
2010-10-26,14,3.340667724609375,1
2010-10-27,8,-1.6763458251953125,1
2010-10-28,14,5.5615386962890625,0
2010-10-29,7,-5.159942626953125,0
2010-10-30,4,-1.7699737548828125,3
2010-10-31,4,-0.95050048828125,1
2010-11-01,18,-0.5570068359375,5
2010-11-02,6,1.65966796875,1
2010-11-03,6,7.738250732421875,0
