,emberjs/ember.js,angular/angular,facebook/react
2014-11-19,10,-1.3124847412109375,9
2014-11-20,19,2.050811767578125,2
2014-11-21,18,-3.73797607421875,7
2014-11-22,8,-0.3912353515625,0
2014-11-23,15,-0.372894287109375,0
2014-11-24,26,0.9270782470703125,5
2014-11-25,31,8.488372802734375,13
2014-11-26,23,0.3950042724609375,9
2014-11-27,9,-4.6376190185546875,4
2014-11-28,15,-1.5991668701171875,1
2014-11-29,0,-0.9114837646484375,0
2014-11-30,3,-0.578033447265625,2
2014-12-01,5,2.5746307373046875,8
2014-12-02,32,2.1787261962890625,8
2014-12-03,19,5.375579833984375,8
2014-12-04,4,1.124847412109375,2
2014-12-05,17,-0.432647705078125,3
2014-12-06,5,2.51171875,1
2014-12-07,6,-4.3583984375,3
2014-12-08,14,14.41650390625,5
2014-12-09,14,-7.963104248046875,1
2014-12-10,21,-1.1808013916015625,4
2014-12-11,9,1.38385009765625,1
2014-12-12,2,2.70916748046875,4
2014-12-13,15,-1.316070556640625,3
2014-12-14,11,-3.0557861328125,11
2014-12-15,15,-1.304718017578125,4
2014-12-16,13,-0.7978515625,5
2014-12-17,17,2.416839599609375,4
2014-12-18,18,3.1933746337890625,19
2014-12-19,11,-3.107391357421875,5
2014-12-20,4,-0.9830322265625,2
2014-12-21,41,-0.534423828125,2
2014-12-22,25,-0.3100738525390625,4
2014-12-23,25,-0.1982421875,7
2014-12-24,27,0.84912109375,1
2014-12-25,11,-0.619842529296875,2
2014-12-26,5,-0.2231903076171875,0
2014-12-27,3,-0.1170501708984375,0
2014-12-28,5,-0.0390625,0
2014-12-29,9,5.97265625,5
2014-12-30,23,0.9794921875,3
2014-12-31,6,-2.76611328125,2
2015-01-01,21,-0.888092041015625,1
2015-01-02,23,-0.4952850341796875,2
2015-01-03,20,-0.3203125,0
2015-01-04,14,-0.232421875,0
2015-01-05,19,-0.1787109375,12
2015-01-06,8,4.85699462890625,1
2015-01-07,7,8.382171630859375,6
2015-01-08,1,-0.16864013671875,2
2015-01-09,3,5.3125,2
2015-01-10,7,-6.6328125,1
2015-01-11,8,-2.19140625,1
2015-01-12,4,1.7373046875,3
2015-01-13,15,2.63916015625,17
2015-01-14,7,-0.514190673828125,4
2015-01-15,16,4.1871795654296875,7
2015-01-16,13,-1.6643829345703125,11
2015-01-17,2,-2.036224365234375,3
2015-01-18,0,-1.737030029296875,1
2015-01-19,4,-0.81884765625,1
2015-01-20,0,10.447540283203125,5
2015-01-21,12,-0.9111785888671875,12
2015-01-22,10,9.829513549804688,18
2015-01-23,2,-1.5057220458984375,12
2015-01-24,4,-5.1239471435546875,2
2015-01-25,7,-2.7919158935546875,2
2015-01-26,17,-0.4825897216796875,5
2015-01-27,6,7.50146484375,41
2015-01-28,0,-0.367156982421875,10
2015-01-29,11,-1.2694549560546875,0
2015-01-30,9,-1.0977020263671875,6
2015-01-31,25,-2.326904296875,11
2015-02-01,16,-0.9888763427734375,1
2015-02-02,14,-0.5904998779296875,20
2015-02-03,9,-0.420806884765625,11
2015-02-04,10,-0.3255157470703125,12
2015-02-05,4,21.746994018554688,11
2015-02-06,9,6.8739471435546875,14
2015-02-07,13,-7.8089141845703125,2
2015-02-08,29,-5.646820068359375,1
2015-02-09,7,-0.484375,12
2015-02-10,14,6.4453125,8
2015-02-11,5,0.150390625,9
2015-02-12,15,-2.0830078125,13
2015-02-13,5,3.44927978515625,10
2015-02-14,5,-2.196380615234375,8
2015-02-15,16,-0.332733154296875,1
2015-02-16,3,-0.85418701171875,2
2015-02-17,2,12.78778076171875,19
2015-02-18,2,6.4560546875,9
2015-02-19,5,-0.0678558349609375,20
2015-02-20,6,-1.251708984375,20
2015-02-21,0,2.4376373291015625,2
2015-02-22,1,-7.2010955810546875,12
2015-02-23,0,1.2248687744140625,3
2015-02-24,2,2.2823944091796875,10
2015-02-25,11,8.29205322265625,2
2015-02-26,6,17.589187622070312,8
2015-02-27,5,-9.748184204101562,5
2015-02-28,11,-4.75201416015625,3
2015-03-01,8,-4.8231048583984375,3
2015-03-02,0,7.5932159423828125,10
2015-03-03,3,1.4515380859375,14
2015-03-04,3,-4.3961181640625,3
2015-03-05,5,-2.48468017578125,8
2015-03-06,0,-1.2810516357421875,9
2015-03-07,1,0.253509521484375,1
2015-03-08,6,-1.794189453125,2
2015-03-09,7,3.2358245849609375,7
2015-03-10,4,3.50775146484375,46
2015-03-11,2,4.127960205078125,69
2015-03-12,6,2.79522705078125,3
2015-03-13,0,13.376708984375,5
2015-03-14,1,-6.3999786376953125,12
2015-03-15,8,-5.9706878662109375,0
2015-03-16,17,-0.553070068359375,21
2015-03-17,1,9.4134521484375,13
2015-03-18,2,7.6199951171875,2
2015-03-19,17,5.049530029296875,7
2015-03-20,15,-8.8038330078125,7
2015-03-21,4,9.247467041015625,2
2015-03-22,5,-7.4153289794921875,1
2015-03-23,9,-0.2039642333984375,10
2015-03-24,14,9.85955810546875,13
2015-03-25,10,-4.954803466796875,25
2015-03-26,14,12.929046630859375,21
2015-03-27,2,1.7346954345703125,10
2015-03-28,14,-5.1126861572265625,6
2015-03-29,4,-6.108428955078125,3
2015-03-30,7,-0.780487060546875,15
2015-03-31,11,8.305694580078125,5
2015-04-01,3,4.0386962890625,14
2015-04-02,104,10.101531982421875,14
2015-04-03,20,-1.73193359375,2
2015-04-04,5,-5.8690185546875,1
2015-04-05,5,-4.8537750244140625,7
2015-04-06,11,5.6837310791015625,0
2015-04-07,11,0.50067138671875,8
2015-04-08,3,2.89715576171875,19
2015-04-09,7,-1.0911712646484375,18
2015-04-10,6,29.234176635742188,7
2015-04-11,2,-12.953765869140625,1
2015-04-12,9,-7.35150146484375,0
2015-04-13,9,19.926254272460938,8
2015-04-14,16,2.669677734375,4
2015-04-15,6,-3.12384033203125,2
2015-04-16,20,16.223846435546875,3
2015-04-17,10,0.899017333984375,7
2015-04-18,3,-8.812179565429688,8
2015-04-19,8,-8.688262939453125,2
2015-04-20,25,11.02203369140625,8
2015-04-21,7,5.9068145751953125,3
2015-04-22,9,-9.780303955078125,11
2015-04-23,2,1.7939605712890625,2
2015-04-24,5,-1.198516845703125,5
2015-04-25,0,-3.151153564453125,2
2015-04-26,13,-3.160675048828125,4
2015-04-27,8,27.474090576171875,8
2015-04-28,11,8.493072509765625,6
2015-04-29,12,-2.3887481689453125,11
2015-04-30,13,-4.28326416015625,3
2015-05-01,15,5.38214111328125,5
2015-05-02,16,-10.779525756835938,3
2015-05-03,16,-4.1285858154296875,2
2015-05-04,16,5.448394775390625,6
2015-05-05,18,1.180877685546875,9
2015-05-06,10,12.096939086914062,1
2015-05-07,28,9.76385498046875,7
2015-05-08,9,18.016937255859375,7
2015-05-09,3,-18.51275634765625,0
2015-05-10,17,-5.523834228515625,2
2015-05-11,15,10.1650390625,6
2015-05-12,18,17.714111328125,3
2015-05-13,20,0.147247314453125,13
2015-05-14,22,-2.8769683837890625,7
2015-05-15,11,-2.6685791015625,2
2015-05-16,5,-7.3502044677734375,12
2015-05-17,4,-5.05889892578125,1
2015-05-18,11,21.362640380859375,4
2015-05-19,8,29.15679931640625,6
2015-05-20,13,2.1094207763671875,10
2015-05-21,5,-11.8487548828125,7
2015-05-22,6,20.335479736328125,16
2015-05-23,4,-17.116912841796875,0
2015-05-24,8,-10.136093139648438,1
2015-05-25,14,-5.134124755859375,0
2015-05-26,8,4.543701171875,3
2015-05-27,5,11.421295166015625,7
2015-05-28,7,8.189682006835938,6
2015-05-29,6,10.1793212890625,3
2015-05-30,7,-9.5592041015625,1
2015-05-31,2,-9.097366333007812,2
2015-06-01,2,6.1329498291015625,8
2015-06-02,10,25.580078125,12
2015-06-03,1,0.515380859375,4
2015-06-04,20,1.92120361328125,27
2015-06-05,4,3.058380126953125,8
2015-06-06,5,-12.70770263671875,2
2015-06-07,20,-5.617156982421875,2
2015-06-08,18,9.960739135742188,15
2015-06-09,8,14.48187255859375,7
2015-06-10,13,2.3846435546875,11
2015-06-11,36,8.750198364257812,13
2015-06-12,17,11.390869140625,8
2015-06-13,8,-13.805084228515625,5
2015-06-14,6,-3.822662353515625,1
2015-06-15,28,8.356689453125,11
2015-06-16,6,9.202285766601562,13
2015-06-17,0,-1.103668212890625,16
2015-06-18,14,-1.46575927734375,11
2015-06-19,6,6.57672119140625,4
2015-06-20,7,-6.8450469970703125,2
2015-06-21,7,-6.742431640625,2
2015-06-22,1,3.042510986328125,13
2015-06-23,1,0.134735107421875,3
2015-06-24,5,9.462615966796875,15
2015-06-25,1,0.1710968017578125,8
2015-06-26,7,7.7554931640625,10
2015-06-27,1,-11.073043823242188,7
2015-06-28,10,-3.7986907958984375,1
2015-06-29,19,19.88482666015625,8
2015-06-30,5,-4.4052886962890625,5
2015-07-01,20,12.210800170898438,4
2015-07-02,2,-9.1260986328125,17
2015-07-03,12,2.5882415771484375,8
2015-07-04,9,-7.482635498046875,8
2015-07-05,0,-3.000732421875,8
2015-07-06,19,5.2158203125,6
2015-07-07,9,11.21197509765625,6
2015-07-08,35,18.129852294921875,10
2015-07-09,5,-4.03564453125,23
2015-07-10,16,-2.68902587890625,11
2015-07-11,10,-4.852874755859375,8
2015-07-12,8,-1.7104949951171875,5
2015-07-13,4,4.22314453125,13
2015-07-14,8,3.119293212890625,5
2015-07-15,16,7.2190399169921875,9
2015-07-16,24,7.4866943359375,4
2015-07-17,25,3.336334228515625,14
2015-07-18,15,-12.230361938476562,2
2015-07-19,3,-4.3839569091796875,2
2015-07-20,15,4.44061279296875,9
2015-07-21,58,1.752593994140625,14
2015-07-22,4,5.3475494384765625,8
2015-07-23,19,7.26385498046875,13
2015-07-24,16,8.756942749023438,8
2015-07-25,9,-8.933197021484375,4
2015-07-26,7,-6.251708984375,1
2015-07-27,3,10.16943359375,11
2015-07-28,2,9.667633056640625,7
2015-07-29,5,0.0463409423828125,5
2015-07-30,4,1.9763946533203125,6
2015-07-31,7,14.162612915039062,7
2015-08-01,13,-15.785446166992188,5
2015-08-02,37,-5.2371978759765625,1
2015-08-03,37,7.08087158203125,6
2015-08-04,15,7.028045654296875,3
2015-08-05,14,-7.7231903076171875,3
2015-08-06,11,0.585968017578125,11
2015-08-07,24,9.30963134765625,5
2015-08-08,20,-7.01544189453125,5
2015-08-09,22,-1.9903564453125,1
2015-08-10,9,7.1767578125,6
2015-08-11,16,0.54388427734375,14
2015-08-12,18,7.236907958984375,11
2015-08-13,17,4.320587158203125,8
2015-08-14,13,-3.3616943359375,13
2015-08-15,17,-3.2954559326171875,2
2015-08-16,22,-3.177947998046875,0
2015-08-17,13,4.534027099609375,7
2015-08-18,8,11.065521240234375,2
2015-08-19,4,14.10443115234375,16
2015-08-20,7,-0.1376800537109375,12
2015-08-21,11,-1.2710113525390625,6
2015-08-22,13,-7.9806365966796875,13
2015-08-23,20,5.048095703125,0
2015-08-24,8,3.3335723876953125,3
2015-08-25,10,4.4326019287109375,5
2015-08-26,10,-6.8590850830078125,1
2015-08-27,10,4.7861328125,1
2015-08-28,8,3.432891845703125,9
2015-08-29,3,-8.291061401367188,4
2015-08-30,6,-3.0055694580078125,1
2015-08-31,2,22.243255615234375,5
2015-09-01,9,-3.22723388671875,18
2015-09-02,18,-4.8444061279296875,4
2015-09-03,10,7.6821746826171875,7
2015-09-04,11,6.0966033935546875,9
2015-09-05,5,2.32501220703125,3
2015-09-06,4,-10.229385375976562,0
2015-09-07,0,-3.771484375,0
2015-09-08,2,3.688720703125,5
2015-09-09,7,7.35821533203125,26
2015-09-10,8,1.215972900390625,15
2015-09-11,5,29.902862548828125,1
2015-09-12,1,-14.157058715820312,3
2015-09-13,4,-7.6541595458984375,2
2015-09-14,7,7.8679351806640625,11
2015-09-15,3,21.7783203125,6
2015-09-16,3,-3.99163818359375,10
2015-09-17,1,3.416595458984375,2
