,hashicorp/consul,etcd-io/etcd,apache/zookeeper
2017-11-04,0,0.0,0
2017-11-05,1,2.0,0
2017-11-06,0,6.8,0
2017-11-07,4,4.209999999999999,0
2017-11-08,16,9.128,0
2017-11-09,13,4.534174999999999,0
2017-11-10,14,19.630629,0
2017-11-11,3,2.1025462249999984,0
2017-11-12,0,3.98246977,0
2017-11-13,0,1.1287549377187505,0
2017-11-14,0,4.486022497568753,0
2017-11-15,0,16.355693179670315,4
2017-11-16,1,1.1592994171640632,0
2017-11-17,2,1.0201359127968757,0
2017-11-18,0,-1.551093494793749,0
2017-11-19,0,-1.0478911833328102,0
2017-11-20,8,4.330091195476564,0
2017-11-21,3,5.990969043237501,3
2017-11-22,0,1.6917087317984378,2
2017-11-23,0,2.936016428003125,0
2017-11-24,0,-1.0605461864593746,0
2017-11-25,0,-0.5530215991906242,0
2017-11-26,0,-0.37981137010781174,0
2017-11-27,0,13.721397181250001,1
2017-11-28,0,5.370549523671874,0
2017-11-29,3,3.475098407460937,0
2017-11-30,16,6.654128308201562,0
2017-12-01,0,21.42275519032969,0
2017-12-02,0,-2.206367410143751,0
2017-12-03,0,-1.7633979249999998,0
2017-12-04,0,6.806170415000001,0
2017-12-05,1,7.2899061815312525,0
2017-12-06,1,7.003325542137501,2
2017-12-07,1,-1.0472261403296872,0
2017-12-08,4,12.686342206945314,0
2017-12-09,0,2.6852477841031255,0
2017-12-10,1,-0.7975512713421864,0
2017-12-11,1,0.8946802149640631,0
2017-12-12,4,1.0122603671250017,2
2017-12-13,11,1.0862420838218767,1
2017-12-14,11,4.194687388785939,0
2017-12-15,16,10.989278454160939,0
2017-12-16,0,-1.766544228504688,1
2017-12-17,0,-0.9589017218312497,0
2017-12-18,1,17.422380006804687,0
2017-12-19,3,7.795419353932813,1
2017-12-20,8,42.872667213896875,0
2017-12-21,8,7.287653037646871,0
2017-12-22,4,0.8203113748499984,0
2017-12-23,0,-3.021040518867187,0
2017-12-24,0,-2.0241824554312453,0
2017-12-25,0,0.5323270925000043,0
2017-12-26,0,-1.3882874092812467,0
2017-12-27,1,-0.08776871955312227,0
2017-12-28,0,0.11840927518750188,0
2017-12-29,0,-0.744129914570311,0
2017-12-30,0,0.7372398519546879,0
2017-12-31,2,5.782519212320313,0
2018-01-01,0,0.2960333574999996,0
2018-01-02,0,12.55308461146875,0
2018-01-03,4,4.422284086178124,0
2018-01-04,6,5.625746240734374,0
2018-01-05,11,0.5110078219484369,0
2018-01-06,0,-0.06919387378593678,0
2018-01-07,0,0.18771474698437607,0
2018-01-08,2,4.308653410620314,0
2018-01-09,3,13.98920619551875,0
2018-01-10,9,-2.097879186739063,0
2018-01-11,2,4.875145890189063,0
2018-01-12,4,7.7003500386749995,0
2018-01-13,0,-1.6627055525328118,0
2018-01-14,0,3.0789789731625006,0
2018-01-15,0,-0.05134083430156178,0
2018-01-16,1,2.214691138635939,0
2018-01-17,0,13.131458217085939,0
2018-01-18,2,6.042846921960937,2
2018-01-19,10,5.24211735565625,1
2018-01-20,4,1.2737397676437496,0
2018-01-21,0,-1.3137517203234366,0
2018-01-22,6,13.185712514187502,0
2018-01-23,5,16.980215513090627,0
2018-01-24,11,30.997483610917186,0
2018-01-25,4,34.95761315267343,0
2018-01-26,4,10.327952649121872,0
2018-01-27,0,-3.254672100146877,0
2018-01-28,3,-3.3855083317984347,0
2018-01-29,1,6.620443957392194,0
2018-01-30,0,7.254822464031255,2
2018-01-31,0,2.0766421947000033,0
2018-02-01,1,2.60886359678594,1
