,seleniumhq/selenium,cypress-io/cypress,DevExpress/testcafe
2023-09-01,7,0,-1.0837188608
2023-09-02,3,0,-0.4927631360000002
2023-09-03,0,0,-0.3221440512000001
2023-09-04,12,0,-0.20590080000000008
2023-09-05,8,1,0.8400716799999999
2023-09-06,3,2,0.670043648
2023-09-07,2,6,-0.3889516543999999
2023-09-08,3,1,-0.2104895487999998
2023-09-09,1,0,-0.1314774015999999
2023-09-10,1,0,-0.05913600000000002
2023-09-11,7,2,3.9540352
2023-09-12,1,3,4.16264448
2023-09-13,4,0,0.6486855679999999
2023-09-14,1,1,-0.0188570624000004
2023-09-15,3,4,-0.7468693504000004
2023-09-16,13,0,-0.44614400000000026
2023-09-17,17,0,-0.3245952000000002
2023-09-18,6,0,-0.2545228800000001
2023-09-19,4,2,0.7914219520000002
2023-09-20,3,4,-0.3760982015999995
2023-09-21,1,3,-0.1880488959999998
2023-09-22,3,1,0.9126735872000001
2023-09-23,6,0,-0.24606935039999994
2023-09-24,6,0,-0.10553600000000009
2023-09-25,16,3,-0.06842880000000004
2023-09-26,16,0,-0.050526720000000025
2023-09-27,8,3,-0.03992371199999995
2023-09-28,0,1,-0.03289815039999998
2023-09-29,1,1,-0.01692672000000001
2023-09-30,4,0,-0.01438771199999994
2023-10-01,0,0,-0.012469350399999964
2023-10-02,2,2,0.0
2023-10-03,4,2,0.0
2023-10-04,5,3,0.0
2023-10-05,10,2,0.0
2023-10-06,11,2,0.0
2023-10-07,6,0,0.0
2023-10-08,3,0,0.0
2023-10-09,12,1,0.0
2023-10-10,19,2,0.0
2023-10-11,15,5,0.0
2023-10-12,7,0,3.0
2023-10-13,1,1,-0.5999999999999999
2023-10-14,2,0,-0.2400000000000002
2023-10-15,1,0,-0.1440000000000001
2023-10-16,9,4,2.8992
2023-10-17,17,2,0.3233920000000001
2023-10-18,3,3,-0.5012864000000001
2023-10-19,3,0,-0.2747801600000002
2023-10-20,2,0,0.8080368640000001
2023-10-21,0,0,-0.3476160511999999
2023-10-22,3,0,-0.16682240000000012
2023-10-23,16,2,-0.11920896000000009
2023-10-24,4,4,0.9063101440000001
2023-10-25,4,1,-0.2773317631999998
2023-10-26,8,4,0.8871018495999999
2023-10-27,12,5,1.73507328
2023-10-28,0,0,-0.5279877119999999
2023-10-29,0,0,-0.24600535040000016
2023-10-30,10,1,0.8499711999999999
2023-10-31,16,2,0.69033728
2023-11-01,24,1,-0.365888512
2023-11-02,10,2,0.8017463295999999
2023-11-03,10,3,-0.32984115199999997
2023-11-04,1,0,-0.18038077439999994
2023-11-05,3,0,-0.11890350079999998
2023-11-06,6,4,-0.07095552000000002
2023-11-07,0,5,-0.056850431999999965
2023-11-08,4,1,-0.04728586239999991
2023-11-09,9,0,3.9706039296
2023-11-10,22,0,0.1856122880000003
2023-11-11,0,0,-0.5324693504000002
2023-11-12,2,0,-0.27200000000000024
2023-11-13,10,2,-0.1824000000000001
2023-11-14,7,3,-0.13574400000000006
2023-11-15,1,0,-0.10725120000000006
2023-11-16,2,5,0.91186432
2023-11-17,2,0,-0.2744775679999997
2023-11-18,0,0,-0.14426511359999988
2023-11-19,0,0,-0.060469350399999997
2023-11-20,1,4,0.9664
2023-11-21,3,4,0.774464
2023-11-22,2,4,0.6995712
2023-11-23,3,0,-0.3449267200000001
2023-11-24,2,0,0.8240122879999999
2023-11-25,1,0,-0.3196053504
2023-11-26,8,0,-0.15956480000000012
2023-11-27,6,2,-0.11089152000000008
2023-11-28,0,2,-0.08534323199999996
2023-11-29,6,4,0.9306802176000001
2023-11-30,0,1,-0.24728586239999986
2023-12-01,12,0,-0.10939607040000005
2023-12-02,1,0,-0.06238771199999998
2023-12-03,4,0,-0.04606935039999997
2023-12-04,5,0,-0.025536000000000014
2023-12-05,9,4,-0.02042880000000001
2023-12-06,17,0,1.98307328
2023-12-07,13,0,1.585612288
2023-12-08,11,0,-0.5724693504
2023-12-09,3,0,-0.2560000000000002
2023-12-10,0,0,-0.1632000000000001
2023-12-11,8,1,0.881728
2023-12-12,4,1,-0.2919296
2023-12-13,7,1,0.8452889599999999
2023-12-14,4,3,-0.3106288639999999
2023-12-15,3,1,-0.16731412479999988
2023-12-16,2,0,-0.09847470079999998
2023-12-17,0,0,-0.05402880000000002
2023-12-18,12,0,-0.04246272000000002
2023-12-19,11,4,3.965183488
2023-12-20,11,0,0.17060392960000015
2023-12-21,6,0,-0.5343877120000002
2023-12-22,15,2,1.7155306495999998
2023-12-23,9,0,-0.5824
2023-12-24,0,0,-0.29574400000000023
2023-12-25,0,0,-0.20325120000000013
2023-12-26,7,5,-0.1553356800000001
2023-12-27,11,0,0.8744504320000002
2023-12-28,8,5,-0.30512271359999976
2023-12-29,1,4,-0.12632279040000005
2023-12-30,1,0,-0.07677542399999991
2023-12-31,2,0,-0.05853870079999994
2024-01-01,7,0,-0.025536000000000014
2024-01-02,1,3,-0.02042880000000001
2024-01-03,9,3,-0.01692672000000001
2024-01-04,3,1,-0.01438771199999994
2024-01-05,4,4,-0.012469350399999964
2024-01-06,2,1,0.0
2024-01-07,4,0,0.0
2024-01-08,4,1,1.0
2024-01-09,9,5,-0.19999999999999996
2024-01-10,8,5,0.9199999999999999
2024-01-11,3,4,-0.248
2024-01-12,5,6,0.8863999999999999
2024-01-13,0,0,-0.273536
2024-01-14,1,0,-0.1340288000000001
2024-01-15,1,0,0.9095372799999999
2024-01-16,2,4,-0.26841651199999994
2024-01-17,7,2,-0.13493207040000005
2024-01-18,13,3,-0.08281651199999998
2024-01-19,5,2,-0.06299607039999999
2024-01-20,9,0,-0.03992371199999995
2024-01-21,9,0,-0.03289815039999998
2024-01-22,7,5,-0.01692672000000001
2024-01-23,20,3,-0.01438771199999994
2024-01-24,5,2,-0.012469350399999964
2024-01-25,13,0,0.0
2024-01-26,7,0,0.0
2024-01-27,1,0,0.0
2024-01-28,0,0,0.0
2024-01-29,1,1,0.0
2024-01-30,5,4,0.0
2024-01-31,0,0,0.0
2024-02-01,1,2,0.0
2024-02-02,2,2,0.0
2024-02-03,0,0,0.0
2024-02-04,0,0,0.0
2024-02-05,2,2,0.0
2024-02-06,4,4,0.0
2024-02-07,9,0,0.0
2024-02-08,7,4,0.0
2024-02-09,0,4,0.0
2024-02-10,0,0,0.0
2024-02-11,1,0,0.0
2024-02-12,1,0,0.0
2024-02-13,8,1,0.0
2024-02-14,5,1,0.0
2024-02-15,5,4,0.0
2024-02-16,3,1,3.0
2024-02-17,8,0,0.40000000000000013
2024-02-18,2,0,-0.44000000000000017
2024-02-19,10,1,0.7759999999999998
2024-02-20,3,3,0.6512
2024-02-21,1,1,-0.3902080000000001
2024-02-22,0,6,-0.21482240000000016
2024-02-23,2,1,-0.1528089600000001
2024-02-24,0,0,-0.11922585599999985
2024-02-25,0,0,-0.09776056319999986
2024-02-26,2,0,-0.049824870399999985
2024-02-27,0,1,-0.03131443199999995
2024-02-28,0,0,-0.026857062399999902
2024-02-29,1,1,0.9875306496
2024-03-01,2,0,-0.19999999999999996
2024-03-02,0,0,-0.08000000000000007
2024-03-03,1,0,-0.048000000000000036
2024-03-04,2,1,-0.03360000000000001
2024-03-05,1,1,-0.025536000000000014
2024-03-06,0,1,-0.02042880000000001
2024-03-07,1,0,-0.01692672000000001
2024-03-08,3,2,-0.01438771199999994
2024-03-09,1,0,-0.012469350399999964
2024-03-10,2,0,0.0
2024-03-11,6,4,0.0
2024-03-12,0,9,0.0
2024-03-13,4,1,0.0
2024-03-14,7,1,0.0
2024-03-15,15,0,1.0
2024-03-16,0,0,-0.19999999999999996
2024-03-17,1,0,-0.08000000000000007
2024-03-18,7,3,-0.048000000000000036
2024-03-19,3,0,-0.03360000000000001
2024-03-20,6,1,-0.025536000000000014
2024-03-21,5,3,-0.02042880000000001
2024-03-22,2,0,-0.01692672000000001
2024-03-23,9,0,-0.01438771199999994
2024-03-24,0,0,-0.012469350399999964
2024-03-25,30,1,0.0
2024-03-26,14,1,0.0
2024-03-27,12,1,1.0
2024-03-28,3,0,-0.19999999999999996
2024-03-29,5,4,0.9199999999999999
2024-03-30,1,0,-0.248
2024-03-31,0,0,-0.11360000000000009
2024-04-01,4,0,0.926464
2024-04-02,4,4,-0.2540288
2024-04-03,5,2,-0.1224627200000001
2024-04-04,2,0,-0.08281651199999998
2024-04-05,3,0,-0.06299607039999999
2024-04-06,2,0,-0.03992371199999995
2024-04-07,1,0,-0.03289815039999998
2024-04-08,3,0,-0.01692672000000001
2024-04-09,4,1,1.985612288
2024-04-10,5,3,-0.4124693503999999
2024-04-11,1,3,-0.16000000000000014
2024-04-12,4,1,-0.09600000000000007
2024-04-13,0,0,-0.06720000000000002
2024-04-14,3,0,-0.05107200000000003
2024-04-15,0,1,-0.04085760000000002
2024-04-16,0,1,-0.03385344000000002
2024-04-17,0,3,-0.02877542399999988
2024-04-18,0,4,-0.02493870079999993
2024-04-19,0,1,0.0
