,apache/thrift,protocolbuffers/protobuf,apache/avro
2009-04-09,1,0.0,12.0
2009-04-10,2,0.0,-2.6000000000000005
2009-04-11,0,0.0,-1.5599999999999992
2009-04-12,0,0.0,-0.8189999999999995
2009-04-13,2,0.0,0.45855
2009-04-14,0,0.0,3.3031945
2009-04-15,1,1.0,0.38590940000000007
2009-04-16,0,1.7,-1.3302681474999998
2009-04-17,0,-0.7050000000000001,-0.6976403749375002
2009-04-18,0,4.7305,-0.4882479255593753
2009-04-19,0,-1.6591625,-0.23607027573281247
2009-04-20,1,-0.6350452499999997,-0.17152122374999998
2009-04-21,1,0.6197786375000001,0.8617324632343749
2009-04-22,0,4.43366850125,0.5849951722046872
2009-04-23,0,-0.8073925142656253,-0.49108708646250016
2009-04-24,0,-1.0462411592640624,-0.19166682646562494
2009-04-25,0,0.43538430478437506,-0.09966249999999996
2009-04-26,0,-0.6694163338281253,-0.06988275
2009-04-27,2,0.6150383213359374,2.9469988875
2009-04-28,0,8.47541816375,0.05776186374999992
2009-04-29,3,-2.9791064480156253,-0.6498339905156248
2009-04-30,0,-1.146144520810937,-0.3129601299984374
2009-05-01,0,3.3172628545703127,-0.1935709132328125
2009-05-02,0,-1.6237234369828126,-0.12932324999999997
2009-05-03,0,-0.7266398292656246,-0.09956283749999997
2009-05-04,2,-0.48006844948281235,-0.08015268375000001
2009-05-05,5,-0.34714218051562507,-0.06658742404687513
2009-05-06,2,4.724645135876562,-0.056626956464062614
2009-05-07,1,-1.715374169095313,-0.013583413232812524
2009-05-08,0,-0.6008290949999997,0.0
2009-05-09,0,-0.36100686706250007,0.0
2009-05-10,1,-0.2551461529312501,0.0
2009-05-11,1,0.85139875,1.0
2009-05-12,5,-0.41640431250000004,0.7
2009-05-13,0,0.8002136312500001,1.595
2009-05-14,0,-0.43888358382812526,0.23550000000000004
2009-05-15,0,-0.21307956616406254,-0.6096624999999999
2009-05-16,0,-0.08922024999999997,-0.29388274999999986
2009-05-17,0,0.9365566375000001,-0.19282611249999995
2009-05-18,0,0.65132247625,0.85815886375
2009-05-19,0,-0.44415757926562505,0.5888840344843749
2009-05-20,1,-0.1970406869828124,0.5043444600015625
2009-05-21,7,-0.11553921676562501,-0.5287941205140625
2009-05-22,6,-0.08346616323281252,4.75229395676875
2009-05-23,0,-0.05300111249999999,-1.6429661632328127
2009-05-24,0,-0.04223813625,-0.6181636124999996
2009-05-25,0,-0.03483399051562505,-0.3694583862499999
2009-05-26,0,0.9705398700015624,1.741072646984375
2009-05-27,0,-0.3135834132328126,0.2029813462515624
2009-05-28,0,2.895,-0.6558644424984374
2009-05-29,3,0.04049999999999987,-0.3323697819828124
2009-05-30,0,2.3448375,-0.2192085838281252
2009-05-31,0,-1.21322025,-0.16752006616406262
2009-06-01,0,0.48173163750000025,0.923718025
2009-06-02,0,-0.6267805237499999,1.63880459
2009-06-03,0,-0.340927054265625,3.24428929271875
2009-06-04,10,1.7576031530171876,-1.5125435432312502
2009-06-05,0,3.223407488453125,0.4072540867671879
2009-06-06,0,-1.5532190277140625,-0.6480452499999999
2009-06-07,0,-0.6234944260296873,-0.3483713624999999
2009-06-08,0,-0.37803251344843747,1.75610000125
2009-06-09,0,-0.23596721676562504,-0.787077214265625
2009-06-10,0,3.8209738617671873,-0.36088619176406245
2009-06-11,0,0.6689620024999998,-0.23295455602812515
2009-06-12,0,-1.12758252853125,-0.15361592668125007
2009-06-13,0,-0.5386736935281249,-0.07531721676562504
2009-06-14,0,0.66601634706875,-0.06014513823281251
2009-06-15,0,2.500794,0.9620854525
2009-06-16,0,-0.15756395000000012,-0.33175343353125014
2009-06-17,1,7.20310918,0.8678331735343751
2009-06-18,1,-2.8250839145625,0.6405
2009-06-19,0,-1.1357948364624995,0.5548375000000001
2009-06-20,0,0.3442290610343752,-0.4942202499999999
2009-06-21,0,2.2601798887499998,-0.22794336249999989
2009-06-22,0,2.661208599484375,-0.14834002374999997
2009-06-23,0,2.1590822627203123,2.8909596707343748
2009-06-24,1,-1.0469476464640626,-0.9855417994828126
2009-06-25,0,11.751195102642187,3.626885146984375
2009-06-26,0,-4.624758918362501,-1.4269174037484378
2009-06-27,0,-0.792830861249999,-0.5699476299984373
2009-06-28,0,3.6015845119843757,-0.34074416323281237
2009-06-29,0,-2.3869988585296875,-0.23049258749999996
2009-06-30,0,0.8257696857390626,0.82424717875
2009-07-01,0,-0.3771115062437502,2.5592463997031247
2009-07-02,3,1.942812321553125,3.8784206653015625
2009-07-03,0,6.484137156314062,-0.9380068670625001
2009-07-04,0,-1.1667709582765626,1.9020038470687504
2009-07-05,0,-1.8287660855156245,-1.4527077499999999
2009-07-06,0,7.024263527939063,0.31224588750000026
2009-07-07,0,0.9414267738359374,0.24393638875000012
2009-07-08,0,7.52135970521875,0.2556393994843751
2009-07-09,0,2.75839723551875,0.26705845522031235
2009-07-10,0,-0.9687334785296873,-0.7135961847765626
2009-07-11,0,-1.8340905213234375,-0.37504835417968757
2009-07-12,0,-1.8786736393937495,-0.21387717602968762
2009-07-13,1,-1.1337884664656248,-0.15287112594843755
2009-07-14,1,-0.8236807041250003,2.912164896984375
2009-07-15,0,-0.6540361979250003,-0.9716982662484377
2009-07-16,0,-0.4453645743375006,0.6365825962515627
2009-07-17,4,0.6728761665624994,-0.5079601299984375
2009-07-18,0,-0.46167131667656286,0.7609290867671875
2009-07-19,0,-0.16162695646406255,-0.44866075
2009-07-20,0,3.9269165867671876,0.7849949125000001
2009-07-21,9,2.7598374999999997,-0.44609207125000006
2009-07-22,0,6.35027975,0.783926487203125
