,nwjs/nw.js,AvaloniaUI/Avalonia,electron/electron
2017-02-09,0,8,41
2017-02-10,0,0,24
2017-02-11,2,0,6
2017-02-12,3,2,9
2017-02-13,3,1,19
2017-02-14,1,4,36
2017-02-15,0,0,16
2017-02-16,3,2,7
2017-02-17,1,6,20
2017-02-18,0,0,1
2017-02-19,1,9,1
2017-02-20,3,2,0
2017-02-21,6,1,5
2017-02-22,3,6,20
2017-02-23,1,5,10
2017-02-24,1,0,18
2017-02-25,0,1,0
2017-02-26,0,5,4
2017-02-27,1,1,11
2017-02-28,0,5,13
2017-03-01,0,1,10
2017-03-02,0,0,18
2017-03-03,0,2,76
2017-03-04,1,15,1
