,facebook/react,angular/angular,sveltejs/svelte
2021-05-06,0.7520814862078122,21.0,0
2021-05-07,5.08729204273125,16.0,0
2021-05-08,-0.11446986180156227,0.0,0
2021-05-09,-0.7502762655515618,2.0,0
2021-05-10,-0.5140292475359367,24.0,0
2021-05-11,0.6063727558750012,11.0,0
2021-05-12,2.5762437953687507,5.0,0
2021-05-13,0.43948910220625037,10.0,0
2021-05-14,1.5956449212890627,9.0,0
2021-05-15,-0.436463779415625,0.0,0
2021-05-16,-0.25656567823124965,0.0,2
2021-05-17,0.8524263849640628,5.0,0
2021-05-18,6.79197851625,21.0,1
2021-05-19,3.1667550857343745,16.0,1
2021-05-20,6.1819784871671875,9.0,1
2021-05-21,-0.1571147631234382,11.0,0
2021-05-22,-0.7172897285671873,0.0,0
2021-05-23,-0.46992696757187447,6.0,0
2021-05-24,0.659167716250001,17.0,0
2021-05-25,4.626648013234376,47.0,0
2021-05-26,1.2269973338546878,25.0,2
2021-05-27,2.3586168939359378,27.0,1
2021-05-28,-0.6648297975031251,4.0,0
2021-05-29,-0.379789530767187,0.0,6
2021-05-30,-0.2289696150359371,0.0,2
2021-05-31,0.8288752412500006,0.0,0
2021-06-01,3.7602889307343754,19.0,1
2021-06-02,3.4370861523859375,16.0,1
2021-06-03,10.297088022539063,29.0,0
2021-06-04,3.539834855881249,8.0,0
2021-06-05,0.767036692392187,0.0,0
2021-06-06,-0.8987790125,0.0,0
2021-06-07,2.412003753750001,16.0,0
2021-06-08,4.255812101984376,29.0,0
2021-06-09,0.007262222901563087,9.0,0
2021-06-10,1.2975571165437505,8.0,0
2021-06-11,7.329873140434375,2.0,0
2021-06-12,-1.2325790854734373,0.0,0
2021-06-13,-0.6188631762109371,0.0,1
2021-06-14,6.598669393678126,18.0,0
2021-06-15,6.005131067203125,1.0,3
2021-06-16,0.7456101560640624,20.0,0
2021-06-17,1.1064539318046875,8.0,0
2021-06-18,-0.750422548567187,15.0,0
2021-06-19,-0.497798959196874,0.0,2
2021-06-20,-0.37046715778749906,0.0,0
2021-06-21,-0.24334846124999926,13.0,0
2021-06-22,2.7968084101406254,7.0,18
2021-06-23,2.525718423639063,2.0,0
2021-06-24,4.464884013717187,18.0,1
2021-06-25,1.2435656688968746,3.0,1
2021-06-26,0.4107147949281249,0.0,13
2021-06-27,-0.4428377499999999,0.0,8
2021-06-28,-0.2931487874999994,11.0,10
2021-06-29,0.7768241237500007,6.0,12
2021-06-30,3.7193079097031254,10.0,1
2021-07-01,4.4031892470953125,4.0,1
2021-07-02,-0.8168875276859378,10.0,6
2021-07-03,-0.43188708496093753,1.0,1
2021-07-04,-0.2676327680874997,0.0,0
2021-07-05,-0.18934036503593685,0.0,2
2021-07-06,-0.14432549624999955,0.0,1
2021-07-07,4.880246839484375,10.0,1
2021-07-08,11.397859414151561,20.0,9
2021-07-09,0.49356302477812397,12.0,1
2021-07-10,1.075505737320312,0.0,6
2021-07-11,-0.7353125000000001,0.0,1
2021-07-12,1.524466250000001,41.0,7
2021-07-13,8.442463937500001,5.0,1
2021-07-14,2.72302886875,5.0,8
2021-07-15,1.898476554921875,12.0,0
2021-07-16,5.016849563632812,9.0,0
2021-07-17,-1.2093062489624997,0.0,2
2021-07-18,-0.6454591061031243,0.0,0
2021-07-19,2.545102289928126,0.0,0
2021-07-20,1.3560468077187509,21.0,0
2021-07-21,1.3815261552875007,8.0,23
2021-07-22,1.3983839113640628,7.0,6
2021-07-23,-0.5378500266906248,9.0,11
2021-07-24,-0.3192816857015621,1.0,0
2021-07-25,-0.22043765271562454,0.0,0
2021-07-26,4.86683638625,5.0,14
2021-07-27,4.390550143453125,5.0,8
2021-07-28,2.182155398860937,9.0,0
2021-07-29,0.2743782763968746,1.0,0
2021-07-30,2.483253168896875,4.0,0
2021-07-31,-0.6311939550718747,0.0,0
2021-08-01,-0.37188131249999945,0.0,0
2021-08-02,5.724208706250001,19.0,1
2021-08-03,3.179099666171875,15.0,6
2021-08-04,1.1453708209921873,6.0,8
2021-08-05,1.3277210645234374,2.0,0
2021-08-06,1.4039790406265629,2.0,0
2021-08-07,-0.563454291582812,0.0,0
2021-08-08,0.643039367392188,0.0,1
2021-08-09,1.6502312725000006,5.0,0
2021-08-10,1.5533328119062504,15.0,0
2021-08-11,5.512088715221875,3.0,0
2021-08-12,2.131094046325,5.0,0
2021-08-13,1.2574365263968748,2.0,1
2021-08-14,0.37134515639687504,0.0,0
2021-08-15,0.5140760736781255,0.0,4
2021-08-16,3.5812322694843757,21.0,2
2021-08-17,1.3081298039328129,8.0,1
2021-08-18,6.396621453896875,7.0,0
2021-08-19,-0.07459194691562532,8.0,0
2021-08-20,5.3147857907375,1.0,12
2021-08-21,-1.0188808923890627,0.0,0
2021-08-22,2.434521235662501,0.0,0
2021-08-23,2.3068542744484377,3.0,0
2021-08-24,4.263914665401563,0.0,6
2021-08-25,1.0392495775750001,12.0,1
2021-08-26,2.2536708325687504,14.0,0
2021-08-27,-0.7777602082671872,0.0,8
2021-08-28,0.5510424818703131,0.0,1
2021-08-29,-0.4305689914656244,0.0,0
2021-08-30,3.7329829097031255,3.0,0
2021-08-31,-0.6125442529046874,0.0,0
2021-09-01,4.664625947314063,4.0,2
2021-09-02,0.27547127253906223,14.0,2
2021-09-03,-0.4663146566187498,0.0,0
2021-09-04,-0.2882572538578123,0.0,0
2021-09-05,-0.19402886301562444,0.0,0
2021-09-06,10.845980112464064,0.0,0
2021-09-07,9.779799935437499,11.0,0
2021-09-08,1.302774096106249,4.0,0
2021-09-09,4.832564738671874,25.0,0
2021-09-10,1.6726499243046877,9.0,8
2021-09-11,-0.06847060253593673,0.0,0
2021-09-12,0.20994611250000095,0.0,0
2021-09-13,1.330361953750001,10.0,0
2021-09-14,2.301043860578126,17.0,0
2021-09-15,3.202595265182813,20.0,5
2021-09-16,-0.8559197819421873,11.0,0
2021-09-17,5.5480087130484375,13.0,0
2021-09-18,-0.9115747630125,0.0,0
2021-09-19,-0.473182841873437,1.0,0
2021-09-20,11.684892404448437,11.0,0
2021-09-21,11.562560382682813,10.0,0
2021-09-22,4.973422070881249,10.0,7
2021-09-23,1.2305581153296865,29.0,0
2021-09-24,6.666392412356251,12.0,0
2021-09-25,-1.6539233780937492,0.0,1
2021-09-26,-1.0079925152156235,0.0,1
2021-09-27,8.292964732500002,13.0,0
2021-09-28,2.535177855062501,7.0,1
2021-09-29,2.723749789115626,18.0,1
2021-09-30,5.8487595371734376,3.0,6
2021-10-01,0.6437910232015627,85.0,2
2021-10-02,0.04155618826718799,0.0,0
2021-10-03,-0.7222659327874993,1.0,4
2021-10-04,1.536404183750001,22.0,0
2021-10-05,0.4342200978593759,13.0,0
2021-10-06,2.5067322026140633,28.0,0
2021-10-07,0.4060346890437502,8.0,2
2021-10-08,2.559251993746875,10.0,0
2021-10-09,-0.5724182900328125,1.0,0
2021-10-10,-0.29429429308749966,1.0,1
2021-10-11,1.8017389924640628,6.0,0
2021-10-12,0.6521793902187503,17.0,2
2021-10-13,2.6888406306625003,11.0,0
2021-10-14,2.5103164746671873,9.0,0
2021-10-15,5.427129040626562,8.0,0
2021-10-16,-0.9104997915828129,0.0,0
2021-10-17,-0.4851248326078123,0.0,3
2021-10-18,2.6833128450000006,17.0,0
2021-10-19,5.45795839021875,15.0,1
2021-10-20,3.0691663556625,5.0,2
2021-10-21,6.0951430446671875,10.0,1
2021-10-22,-0.23345117415468786,0.0,1
2021-10-23,-0.7839316857015621,0.0,0
2021-10-24,0.4862703472843757,0.0,1
2021-10-25,-0.449857663749999,10.0,1
2021-10-26,-0.32639491654687414,15.0,0
2021-10-27,2.736267941798438,5.0,0
2021-10-28,0.49985324647187535,4.0,0
2021-10-29,-0.3627840475031249,45.0,0
2021-10-30,-0.21202229326718738,0.0,0
2021-10-31,2.8900199512140627,0.0,0
2021-11-01,5.621418936984375,2.0,2
2021-11-02,1.2009983599640621,3.0,3
2021-11-03,2.3980568987499997,12.0,1
2021-11-04,3.337213864703125,20.0,3
2021-11-05,0.20090987937656268,18.0,0
2021-11-06,0.44858960996406283,0.0,1
2021-11-07,-0.46547416374999956,0.0,0
2021-11-08,2.6739086084531256,15.0,2
2021-11-09,5.442090634298438,17.0,3
2021-11-10,-0.927238129996875,25.0,0
2021-11-11,1.52534380838125,0.0,1
2021-11-12,1.4792869815796876,0.0,0
2021-11-13,-0.5165826694093745,0.0,0
2021-11-14,-0.30115370305156214,0.0,1
2021-11-15,10.781022983714063,3.0,1
2021-11-16,3.7311743834531246,9.0,2
2021-11-17,-1.136163960701563,9.0,1
2021-11-18,3.362595467284375,8.0,0
2021-11-19,1.1888884814687506,13.0,5
2021-11-20,-0.6965310811031242,1.0,0
2021-11-21,-0.44616359257187443,1.0,0
2021-11-22,-0.32749072124999923,6.0,0
2021-11-23,2.733488075578126,7.0,1
2021-11-24,0.47488950702656285,14.0,0
2021-11-25,2.652306927320313,0.0,0
2021-11-26,-0.4909606445625002,0.0,1
2021-11-27,-0.2782195361749997,0.0,0
2021-11-28,-0.1713104550718748,0.0,0
2021-11-29,-0.11759028749999961,14.0,0
2021-11-30,0.9052066487500003,19.0,2
2021-12-01,-0.17928467279687488,10.0,3
2021-12-02,4.886954040626563,4.0,3
2021-12-03,1.434396208417187,3.0,1
2021-12-04,0.5291409423921873,0.0,0
2021-12-05,-0.3486167500000002,0.0,0
2021-12-06,1.7815254875000004,1.0,1
2021-12-07,0.6384975537500003,4.0,0
2021-12-08,8.681725624484375,10.0,0
2021-12-09,-0.1083081087859381,5.0,0
2021-12-10,0.34198402992187493,6.0,1
2021-12-11,-0.5266205849609374,0.0,0
2021-12-12,-0.3282692930874992,0.0,0
2021-12-13,1.762038492464063,0.0,8
2021-12-14,2.6145323152187503,16.0,1
2021-12-15,5.4545119531625,7.0,0
2021-12-16,-0.9107693784265628,1.0,0
2021-12-17,0.5069233179109376,0.0,1
2021-12-18,-0.3831881655515623,0.0,0
2021-12-19,-0.2520481275359368,0.0,0
2021-12-20,-0.18687392999999952,0.0,0
2021-12-21,2.8479477102187505,0.0,2
2021-12-22,0.5718184283812501,0.0,0
2021-12-23,1.6692315517984375,0.0,0
2021-12-24,-0.3919868114656251,0.0,2
2021-12-25,-0.19005581301562485,0.0,1
2021-12-26,-0.13441160253593729,0.0,0
2021-12-27,-0.09692778749999968,0.0,2
2021-12-28,-0.07867660124999976,0.0,2
2021-12-29,-0.06612266029687482,0.0,0
2021-12-30,-0.05695226312343735,0.0,1
2021-12-31,-0.02753547856718743,0.0,0
2022-01-01,-0.016797705071874957,0.0,1
2022-01-02,0.0,0.0,1
2022-01-03,0.0,0.0,2
2022-01-04,2.0,48.0,3
2022-01-05,0.7999999999999998,12.0,1
2022-01-06,-0.19000000000000017,15.0,9
2022-01-07,0.8979999999999999,10.0,0
2022-01-08,-0.16982499999999995,0.0,1
2022-01-09,-0.09789599999999984,0.0,3
2022-01-10,0.9290592250000002,8.0,0
2022-01-11,1.843988095,13.0,5
2022-01-12,1.7086529277187499,6.0,6
2022-01-13,0.6419719694124999,10.0,0
2022-01-14,-0.28715504878593756,0.0,11
2022-01-15,-0.16901006301562485,1.0,1
2022-01-16,-0.1236193650359372,0.0,1
2022-01-17,-0.0903137212499997,0.0,0
2022-01-18,0.9258035194843752,8.0,0
2022-01-19,2.8371151164328126,10.0,0
2022-01-20,5.607971972646875,7.0,0
2022-01-21,2.2101339819124997,7.0,0
2022-01-22,-0.684561352535938,0.0,0
2022-01-23,-0.3841042499999999,0.0,0
2022-01-24,1.7290127375000006,27.0,1
2022-01-25,-0.4092677337499995,3.0,1
2022-01-26,1.7398282732343755,35.0,7
2022-01-27,0.5998479934171876,13.0,2
2022-01-28,0.6527874755484377,9.0,0
2022-01-29,-0.31333155426249987,0.0,0
2022-01-30,-0.16634558260781226,0.0,0
2022-01-31,-0.10358339249999979,32.0,1
2022-02-01,3.9177600989687504,14.0,1
2022-02-02,0.5317361399281249,16.0,7
2022-02-03,-0.32339233478125007,20.0,1
2022-02-04,0.8035402856625,8.0,0
2022-02-05,-0.22911716555156225,0.0,0
2022-02-06,-0.13852835253593723,0.0,0
2022-02-07,2.9027352000000004,11.0,0
2022-02-08,1.6218007024999999,13.0,0
2022-02-09,4.5995163016875,9.0,1
2022-02-10,2.2681742643406246,1.0,0
2022-02-11,4.336519951214062,3.0,0
2022-02-12,-0.8767435630156253,0.0,0
2022-02-13,-0.49393089003593715,0.0,0
2022-02-14,-0.34467636374999944,9.0,1
2022-02-15,-0.26836514404687417,2.0,0
2022-02-16,1.780128547610938,12.0,0
2022-02-17,3.6362695786000003,2.0,2
2022-02-18,1.3838323170234375,12.0,0
2022-02-19,0.4899618773140624,0.0,1
2022-02-20,-0.38731926267968747,0.0,0
2022-02-21,0.7831165000000003,0.0,0
2022-02-22,-0.2606160249999997,6.0,1
2022-02-23,7.8272685575,7.0,0
2022-02-24,5.06554781396875,17.0,0
2022-02-25,4.928917137865625,6.0,1
2022-02-26,-1.1779424824250007,0.0,2
2022-02-27,-0.6458280305874996,0.0,0
2022-02-28,2.556598451214063,9.0,1
2022-03-01,3.364460086984376,9.0,1
2022-03-02,3.192179002464063,3.0,1
2022-03-03,1.1124192433750002,7.0,6
2022-03-04,0.25284962411875034,3.0,0
2022-03-05,-0.5428032433093746,0.0,0
2022-03-06,-0.3389961527156243,0.0,1
2022-03-07,0.7797788612500006,11.0,0
2022-03-08,5.721376225953126,15.0,0
2022-03-09,2.204714630329687,7.0,0
2022-03-10,3.2942819327937496,6.0,0
2022-03-11,-0.7904882324250003,0.0,0
2022-03-12,4.5680422319125,0.0,0
2022-03-13,0.2057511349640626,0.0,0
2022-03-14,1.4539339787500005,4.0,0
2022-03-15,3.432416471984375,3.0,0
2022-03-16,3.226449630620313,6.0,0
2022-03-17,1.1382809107375,2.0,1
2022-03-18,0.3192783778296876,0.0,0
2022-03-19,-0.5211094038937496,0.0,0
2022-03-20,0.6656237136718757,0.0,0
2022-03-21,0.6393099818046881,9.0,1
2022-03-22,0.6775456864328129,5.0,0
2022-03-23,1.6846134828656252,1.0,0
2022-03-24,3.59861943279375,18.0,0
2022-03-25,4.380895017575,20.0,0
2022-03-26,-0.8133072805875003,2.0,0
2022-03-27,-0.4290963112859375,0.0,0
2022-03-28,0.7087924782343754,5.0,0
2022-03-29,8.676835613198438,24.0,0
2022-03-30,7.881613641948437,5.0,3
2022-03-31,1.5287796739328119,2.0,2
2022-04-01,1.9072980616156245,2.0,1
2022-04-02,-0.9750162252218746,0.0,0
2022-04-03,0.3933304748203137,0.0,0
2022-04-04,2.477909941250001,6.0,1
2022-04-05,2.3167925582343756,3.0,0
2022-04-06,1.254306776573438,2.0,3
2022-04-07,7.324365883785938,7.0,0
2022-04-08,18.808820049379687,5.0,12
2022-04-09,-0.5944012591546892,0.0,0
2022-04-10,-1.493451541357813,0.0,1
2022-04-11,9.060131060734376,19.0,3
2022-04-12,3.304107094667189,32.0,8
2022-04-13,-0.49504498915468664,6.0,1
2022-04-14,-0.03855650363906182,8.0,3
2022-04-15,0.1643328408031265,10.0,0
2022-04-16,1.2812755269000016,0.0,7
2022-04-17,-0.693480051749999,0.0,0
2022-04-18,-0.34882398007187443,15.0,0
2022-04-19,2.7419071260937504,5.0,2
2022-04-20,4.4864724508125,32.0,5
2022-04-21,0.2569482155546873,9.0,0
2022-04-22,0.5341151131984373,4.0,0
2022-04-23,-0.3896420580515624,0.0,0
2022-04-24,-0.25269822856718693,0.0,0
2022-04-25,0.8139700074281255,3.0,1
2022-04-26,6.76412959875,7.0,0
2022-04-27,0.1415478172031247,19.0,0
2022-04-28,1.4592061685640625,10.0,0
2022-04-29,-0.5278187719453127,9.0,0
2022-04-30,-0.29722141555156195,0.0,11
2022-05-01,-0.21204061503593705,0.0,0
2022-05-02,-0.16066953374999948,21.0,0
2022-05-03,5.867380300734375,9.0,1
2022-05-04,0.2872052351046873,15.0,1
2022-05-05,2.5394523267328126,16.0,0
2022-05-06,2.456464521432812,5.0,1
2022-05-07,-0.6042727050718749,0.0,0
2022-05-08,-0.3378629999999998,0.0,0
2022-05-09,-0.24257632499999954,19.0,0
2022-05-10,0.8099380600000006,8.0,0
2022-05-11,0.7436601381562504,4.0,0
2022-05-12,4.72227144551875,6.0,0
2022-05-13,0.35611511966718723,8.0,2
2022-05-14,0.5719360033453125,0.0,0
2022-05-15,-0.3494758076078125,0.0,0
2022-05-16,1.7939087375000005,23.0,1
2022-05-17,-0.3540019587499998,6.0,1
2022-05-18,3.7867486782343756,5.0,3
2022-05-19,1.4402855906984375,3.0,0
2022-05-20,0.4981788736359376,4.0,0
2022-05-21,-0.3988897719453125,2.0,0
2022-05-22,-0.22894119055156215,0.0,0
2022-05-23,2.835121754964063,28.0,0
2022-05-24,0.5753193239687502,7.0,0
2022-05-25,2.6613867349281253,7.0,0
2022-05-26,1.4958773429374999,2.0,0
2022-05-27,1.5106867675750002,9.0,0
2022-05-28,0.5291212319125,0.0,0
2022-05-29,-0.3729891400359373,0.0,0
2022-05-30,0.7618816487500004,0.0,0
2022-05-31,6.718656827203126,11.0,2
2022-06-01,1.1077340156265623,6.0,0
2022-06-02,-0.6452319590828126,15.0,0
2022-06-03,0.6101549113609376,9.0,1
2022-06-04,-0.3647822773531244,0.0,0
2022-06-05,-0.2386702805874994,0.0,0
2022-06-06,7.8276398637140625,20.0,0
2022-06-07,2.0657892882343747,4.0,0
2022-06-08,6.226318813854688,6.0,1
2022-06-09,-0.15409060628281313,2.0,0
2022-06-10,1.3063085986781253,21.0,0
2022-06-11,-0.6449898130156246,0.0,0
2022-06-12,-0.4251827025359366,0.0,2
2022-06-13,4.6812846425000005,6.0,0
2022-06-14,5.2405965696250005,6.0,0
2022-06-15,0.956052854415625,9.0,0
2022-06-16,1.2579075300328124,3.0,0
2022-06-17,3.3451398267328125,3.0,0
2022-06-18,1.2209057714328129,0.0,0
2022-06-19,1.3423667324281254,0.0,0
2022-06-20,0.38800094375000027,0.0,2
2022-06-21,0.49738873242187553,17.0,0
2022-06-22,-0.4557075582734369,14.0,0
2022-06-23,1.7085763162531256,6.0,0
2022-06-24,-0.3880291411031247,9.0,0
2022-06-25,0.7696383753656253,1.0,1
2022-06-26,0.7388018088250001,0.0,0
2022-06-27,0.7534849601468752,25.0,0
2022-06-28,1.7568067856625,18.0,0
2022-06-29,3.6615463094484375,32.0,0
2022-06-30,6.414134504964062,9.0,1
2022-07-01,-1.0060778885312507,15.0,2
2022-07-02,-0.527495163821875,0.0,0
2022-07-03,-0.34820752176562464,0.0,0
2022-07-04,-0.2644893868015616,0.0,4
2022-07-05,1.7943801419484382,0.0,0
2022-07-06,1.6359556489328129,18.0,2
2022-07-07,1.577273169115625,6.0,1
2022-07-08,3.552426398746875,14.0,0
2022-07-09,-0.6471169677515627,0.0,0
2022-07-10,-0.31055849999999996,0.0,3
2022-07-11,0.7861174750000002,22.0,5
2022-07-12,9.7366050825,19.0,1
2022-07-13,1.8228849564687495,17.0,0
2022-07-14,0.11073022639687469,7.0,2
2022-07-15,-0.6209716161031251,8.0,1
2022-07-16,-0.4083127071343741,0.0,0
2022-07-17,-0.2984124226437491,0.0,4
2022-07-18,1.7882734287500006,16.0,0
2022-07-19,4.623891936984375,9.0,3
2022-07-20,-0.7405250839421875,10.0,0
2022-07-21,2.5942128393437502,4.0,0
2022-07-22,0.48141012937656236,6.0,0
2022-07-23,-0.3789448525359371,0.0,0
2022-07-24,-0.23740777499999977,0.0,0
2022-07-25,1.8215150450000004,0.0,2
2022-07-26,0.6563821427187503,0.0,0
2022-07-27,-0.3102420576499998,0.0,1
2022-07-28,-0.19043736392968735,0.0,2
2022-07-29,1.8903763647031253,0.0,0
2022-07-30,0.7123391293765626,0.0,0
2022-07-31,-0.24083962753593752,0.0,0
2022-08-01,-0.13734940499999998,24.0,2
2022-08-02,0.8999446777187502,5.0,2
2022-08-03,1.8207379819125002,4.0,0
2022-08-04,-0.29583962753593757,10.0,0
2022-08-05,0.846150595,6.0,0
2022-08-06,-0.20789282228124997,0.0,2
2022-08-07,-0.12880776808749977,0.0,0
2022-08-08,0.9177056349640627,13.0,3
2022-08-09,-0.1580802212499999,6.0,0
2022-08-10,0.9071275444843752,6.0,0
2022-08-11,1.8308025089328126,5.0,0
2022-08-12,2.706446098678125,7.0,0
2022-08-13,-0.44418506301562527,0.0,0
2022-08-14,-0.2342233650359375,0.0,2
2022-08-15,-0.15403544624999982,2.0,0
2022-08-16,0.8830486744843754,62.0,0
2022-08-17,0.8058331762140627,5.0,0
2022-08-18,0.7837582569843751,8.0,0
2022-08-19,0.7656834326828126,0.0,1
2022-08-20,-0.23966514411874995,0.0,0
2022-08-21,0.8645241923921876,0.0,0
2022-08-22,0.8215587375000001,24.0,0
2022-08-23,1.7939650412500001,4.0,2
2022-08-24,3.676559228234375,4.0,0
2022-08-25,6.418614625698437,2.0,0
2022-08-26,-1.002840111801563,4.0,0
2022-08-27,0.4824290719484374,0.0,0
2022-08-28,-0.44703806128593726,0.0,0
2022-08-29,-0.30109053426562415,0.0,1
2022-08-30,0.7658801419484381,1.0,0
2022-08-31,3.715293148932813,0.0,0
2022-09-01,3.406156419115625,0.0,1
2022-09-02,-0.7222356137531252,1.0,4
2022-09-03,-0.38454816400156244,1.0,1
2022-09-04,-0.22233506301562472,0.0,2
2022-09-05,-0.16867786503593693,0.0,0
2022-09-06,1.8717912537500003,51.0,0
2022-09-07,1.693408851984375,5.0,0
2022-09-08,2.6189531104015624,2.0,2
2022-09-09,9.48113133779375,7.0,0
2022-09-10,-0.2669204101437508,0.0,1
2022-09-11,-0.7090585000000003,0.0,12
2022-09-12,4.549454975,4.0,0
2022-09-13,10.168013332500001,7.0,11
2022-09-14,1.4123599439687498,2.0,0
2022-09-15,4.845547705146875,5.0,2
2022-09-16,1.6785858808812502,2.0,0
2022-09-17,-1.0953446340140616,0.0,0
2022-09-18,-0.704638650874999,0.0,0
2022-09-19,1.5335252787140636,16.0,0
2022-09-20,-0.568046261328124,2.0,0
2022-09-21,0.6021508803984382,5.0,2
2022-09-22,1.6158594680578129,0.0,1
2022-09-23,4.597787475548437,7.0,0
2022-09-24,0.27016844573749976,0.0,0
2022-09-25,-0.4541830826078126,0.0,0
2022-09-26,-0.26712914249999986,2.0,0
2022-09-27,2.8036553614687505,7.0,0
2022-09-28,1.5445383236781254,2.0,1
2022-09-29,6.551317481984375,16.0,0
2022-09-30,7.028334027682812,5.0,1
2022-10-01,0.6902795335999994,0.0,0
2022-10-02,-0.9007378256953127,0.0,0
2022-10-03,7.457244109964063,4.0,1
2022-10-04,19.80527763625,12.0,0
2022-10-05,6.226714580953124,7.0,6
2022-10-06,1.6674813426109365,26.0,5
2022-10-07,-0.7676494911812499,10.0,5
2022-10-08,-1.2568723643765605,0.0,0
2022-10-09,-0.8750377963187478,0.0,0
2022-10-10,0.3618497124281269,14.0,1
2022-10-11,3.3868982621250012,17.0,0
2022-10-12,1.1182665401343759,9.0,0
2022-10-13,6.271472482104688,5.0,11
2022-10-14,9.950380878864062,0.0,3
2022-10-15,2.3860695268406245,0.0,1
2022-10-16,-0.22185286503593793,0.0,4
2022-10-17,11.16588725375,11.0,1
2022-10-18,10.220628126984375,0.0,0
2022-10-19,3.8105721654015623,15.0,0
2022-10-20,-1.8422995474250001,1.0,1
2022-10-21,5.865478645068752,3.0,0
2022-10-22,4.466068791576564,0.0,0
2022-10-23,6.467925523792188,0.0,0
2022-10-24,7.299567271840625,5.0,0
2022-10-25,1.0890474612765628,6.0,0
2022-10-26,-1.4519604141187492,7.0,0
2022-10-27,18.096169303975,2.0,1
2022-10-28,-0.5074175639656251,4.0,0
2022-10-29,1.4991252813906257,0.0,0
2022-10-30,-0.30325977834531215,0.0,0
2022-10-31,0.049143576909376874,0.0,1
2022-11-01,4.2353700238218766,5.0,0
2022-11-02,0.9779061506296884,1.0,0
2022-11-03,4.2151864386421884,2.0,1
2022-11-04,7.9872493727031255,21.0,0
2022-11-05,-1.5265871754640625,0.0,0
2022-11-06,-0.7391671028687499,0.0,0
2022-11-07,6.496285370626563,5.0,3
2022-11-08,4.933694078198438,6.0,0
2022-11-09,3.7957113773859374,6.0,5
2022-11-10,5.795442517539063,1.0,5
2022-11-11,2.5948799636,3.0,0
