,rails/rails,pallets/flask,django/django
2018-09-01,-0.16867989627656277,0,1.0
2018-09-02,3.837346293159377,0,0.0
2018-09-03,2.931168930962503,0,1.0
2018-09-04,4.145105833890628,0,1.0
2018-09-05,7.117000018342189,0,0.0
2018-09-06,17.8656639050625,0,1.0
2018-09-07,4.696253523417187,0,0.0
2018-09-08,5.454629052839063,0,3.0
2018-09-09,5.74227129559375,1,0.0
2018-09-10,5.836652258048439,0,9.0
2018-09-11,16.84111002970625,0,7.0
2018-09-12,17.755278342976563,0,1.0
2018-09-13,23.05908804264375,0,3.0
2018-09-14,5.058264396864061,0,4.0
2018-09-15,4.226409275156251,0,0.0
2018-09-16,5.902586255587503,0,1.0
2018-09-17,12.076095618087503,6,5.0
2018-09-18,25.594302934337502,0,6.0
2018-09-19,23.004701773665623,4,3.0
2018-09-20,19.360940804739062,0,0.0
2018-09-21,12.307558332823437,3,0.0
2018-09-22,-1.093623581126561,0,0.0
2018-09-23,5.573755766765628,2,0.0
2018-09-24,9.73775905632188,0,0.0
2018-09-25,11.496788340692191,0,11.0
2018-09-26,14.242610827007814,0,11.0
2018-09-27,28.878332380770313,0,1.0
2018-09-28,28.322126471103125,0,2.0
2018-09-29,-4.462489095179689,0,2.0
2018-09-30,7.255421723540627,1,0.0
2018-10-01,8.407677533965629,0,15.0
2018-10-02,33.41032283922344,0,14.0
2018-10-03,19.97046277679844,0,5.0
2018-10-04,22.02166617642969,0,7.0
2018-10-05,25.6798223773375,0,1.0
2018-10-06,4.071632193782814,0,0.0
2018-10-07,9.943782828996879,0,0.0
2018-10-08,14.353246534256254,0,2.0
2018-10-09,12.039144779667192,0,3.0
2018-10-10,10.162690235490627,0,4.0
2018-10-11,11.414936672764066,0,3.0
2018-10-12,5.620097902128127,0,4.0
2018-10-13,-0.6657954837562472,1,1.0
2018-10-14,3.4195793444281284,0,2.0
2018-10-15,7.737202235620316,0,4.0
2018-10-16,11.486203240914065,0,2.0
2018-10-17,21.056607836801565,0,6.0
2018-10-18,6.917250296654688,0,2.0
2018-10-19,16.68817570371094,0,0.0
2018-10-20,14.02823956551875,0,2.0
2018-10-21,8.95408973309375,0,4.0
2018-10-22,12.32809892679844,0,5.0
2018-10-23,14.094189457128127,2,3.0
2018-10-24,2.7862642449218766,2,6.0
2018-10-25,8.742791643371877,2,8.0
2018-10-26,1.6662681959656274,0,1.0
2018-10-27,2.4761606667921905,2,2.0
2018-10-28,5.803244063750002,0,1.0
2018-10-29,4.781749970150003,0,9.0
2018-10-30,16.946687788782814,1,5.0
2018-10-31,-0.16910754860624966,0,2.0
2018-11-01,1.982524295743751,0,6.0
2018-11-02,3.355038232310939,0,1.0
2018-11-03,2.4197028732406274,0,4.0
2018-11-04,3.622074764742189,1,2.0
2018-11-05,6.600224871945313,0,0.0
2018-11-06,11.308785222353126,0,1.0
2018-11-07,6.707747196201563,2,2.0
2018-11-08,19.820752515270314,0,1.0
2018-11-09,6.607029909079687,0,8.0
2018-11-10,2.164331677278125,0,6.0
2018-11-11,3.7864876540078134,0,1.0
2018-11-12,3.9490815422781274,1,3.0
2018-11-13,15.045089569445315,6,6.0
2018-11-14,7.013533569259375,0,5.0
2018-11-15,2.2884599073921885,0,5.0
2018-11-16,5.881984915832813,0,3.0
2018-11-17,0.827138557803127,0,4.0
2018-11-18,1.4395259070625017,0,3.0
2018-11-19,15.682799469226564,0,4.0
2018-11-20,13.405600295440625,0,8.0
2018-11-21,5.96877703851875,0,2.0
2018-11-22,5.385934045482813,0,1.0
2018-11-23,8.6793215520625,0,5.0
2018-11-24,2.487607356945314,0,1.0
2018-11-25,4.9802384394156265,0,1.0
2018-11-26,11.998062717095314,0,4.0
2018-11-27,11.302463368626563,0,8.0
2018-11-28,18.988890382389062,1,2.0
2018-11-29,4.091750584784375,0,3.0
2018-11-30,8.068930851801563,0,6.0
2018-12-01,4.078045667790626,0,0.0
2018-12-02,3.494637508276565,0,0.0
2018-12-03,9.80307912371094,0,3.0
2018-12-04,18.33665412752969,0,1.0
2018-12-05,11.266180514778124,0,4.0
2018-12-06,1.414589220653125,0,7.0
2018-12-07,6.406363493834377,0,1.0
2018-12-08,-1.5088837122093732,2,0.0
2018-12-09,0.32023885349531533,0,1.0
2018-12-10,7.62770778665469,0,2.0
2018-12-11,2.1193430698468765,0,0.0
2018-12-12,19.438350439990625,0,1.0
2018-12-13,13.912231057760938,0,0.0
2018-12-14,17.735974368132812,0,0.0
2018-12-15,2.143272448929686,0,1.0
2018-12-16,3.246317009160938,0,0.0
2018-12-17,5.6617589551828145,0,5.0
2018-12-18,15.627413180287503,0,0.0
2018-12-19,4.635988491364063,0,3.0
2018-12-20,14.241799417778125,0,0.0
2018-12-21,15.514022579229689,2,7.0
2018-12-22,-3.883108318939062,0,13.0
2018-12-23,0.799454441151564,0,0.0
2018-12-24,2.2448347116906273,0,5.0
2018-12-25,-0.6334945018406217,0,0.0
2018-12-26,9.776357512931252,0,5.0
2018-12-27,8.012615576478126,0,4.0
2018-12-28,11.904867379696876,0,1.0
2018-12-29,0.3873060220921869,0,0.0
2018-12-30,10.296088413067189,0,3.0
2018-12-31,9.795849013453125,0,2.0
2019-01-01,11.50471185657969,0,4.0
2019-01-02,8.133563493090625,0,4.0
2019-01-03,10.222844316792187,0,2.0
2019-01-04,15.981780706948438,2,2.0
2019-01-05,18.309653853671875,7,0.0
2019-01-06,-2.3157793795500003,40,0.0
2019-01-07,4.365194406204689,15,0.0
2019-01-08,14.465194878381253,0,1.0
2019-01-09,13.639327316100003,0,8.0
2019-01-10,8.322474832575,0,6.0
2019-01-11,10.656509049151563,0,7.0
2019-01-12,-3.449948122764061,3,6.0
2019-01-13,4.9183501854734395,0,1.0
2019-01-14,11.873743781928127,0,15.0
2019-01-15,6.306201055068751,0,6.0
2019-01-16,20.476875224732815,0,7.0
2019-01-17,53.128528155623435,0,21.0
2019-01-18,10.19349575320156,1,3.0
2019-01-19,4.241026299849999,0,3.0
2019-01-20,-0.43429623425312425,0,0.0
2019-01-21,6.7478041988906305,0,6.0
2019-01-22,12.649102346279692,0,3.0
2019-01-23,8.130185021106254,0,5.0
2019-01-24,13.38626471656719,0,1.0
2019-01-25,7.963033892282814,2,1.0
2019-01-26,12.386683258670315,0,1.0
2019-01-27,-1.5531753858031245,0,3.0
2019-01-28,14.749545560078127,0,8.0
2019-01-29,10.767343419700001,0,3.0
2019-01-30,18.660038898890626,0,5.0
2019-01-31,11.7905686169875,0,4.0
2019-02-01,15.020339893303126,0,2.0
2019-02-02,1.7283168357015626,0,2.0
2019-02-03,-2.091030343681248,0,0.0
2019-02-04,17.876952222143753,0,6.0
2019-02-05,16.5092094511625,0,14.0
2019-02-06,7.909916357170314,0,8.0
2019-02-07,16.456972800653126,0,3.0
2019-02-08,11.833013182209376,0,6.0
2019-02-09,5.026511222128127,0,13.0
2019-02-10,0.748392977473439,0,2.0
2019-02-11,18.58727339676875,0,7.0
2019-02-12,12.230981812151565,0,5.0
2019-02-13,14.141461583968752,0,4.0
2019-02-14,11.93853631809375,0,7.0
2019-02-15,11.047510756756251,0,1.0
2019-02-16,11.124386874781251,0,1.0
2019-02-17,5.197933494784376,0,0.0
2019-02-18,6.819375753864065,0,0.0
2019-02-19,14.950749151528127,0,0.0
2019-02-20,17.202063605995313,0,3.0
2019-02-21,13.69574564764375,0,6.0
2019-02-22,8.722216264853126,0,0.0
2019-02-23,9.195637607940625,2,1.0
2019-02-24,3.377015125476565,2,1.0
2019-02-25,26.074172457320316,0,6.0
2019-02-26,16.208424402020313,0,2.0
2019-02-27,6.191267744109375,0,4.0
2019-02-28,2.0514381360250007,0,3.0
2019-03-01,8.930540498714066,0,5.0
2019-03-02,-3.196717803599997,0,3.0
2019-03-03,11.030333361579691,0,1.0
2019-03-04,7.282458022173439,0,1.0
2019-03-05,7.356326696045315,0,3.0
2019-03-06,14.340594969379687,2,1.0
2019-03-07,20.79025382607344,0,3.0
2019-03-08,19.850935639010935,0,3.0
2019-03-09,21.331388466096875,0,2.0
2019-03-10,1.746945593318749,0,0.0
2019-03-11,26.309170093296878,0,2.0
2019-03-12,20.521738611876565,0,3.0
2019-03-13,9.242320208234377,0,1.0
2019-03-14,2.0825401433750015,0,2.0
2019-03-15,7.170426709514066,0,3.0
2019-03-16,5.324990336762504,0,0.0
2019-03-17,13.753662151981253,0,0.0
2019-03-18,14.234739680456252,0,6.0
2019-03-19,18.00668760177969,0,0.0
2019-03-20,9.382972004265625,0,5.0
2019-03-21,1.0163538775812508,0,10.0
2019-03-22,16.163640499601563,0,7.0
2019-03-23,6.243682610326564,0,7.0
2019-03-24,4.754645243714065,0,1.0
2019-03-25,8.15205119841094,0,5.0
2019-03-26,16.038489130107816,0,1.0
2019-03-27,8.281352708009376,0,10.0
2019-03-28,5.680754643240626,0,8.0
2019-03-29,11.154452645668751,0,4.0
2019-03-30,10.84310297752344,0,10.0
2019-03-31,29.67053871416094,0,0.0
2019-04-01,12.758992574265624,0,7.0
2019-04-02,16.340507607790627,0,2.0
2019-04-03,26.108822707307812,0,4.0
2019-04-04,25.97599360437969,0,1.0
2019-04-05,15.376241279928125,0,5.0
2019-04-06,-3.046718215042186,0,2.0
2019-04-07,-1.0355377689718708,0,0.0
2019-04-08,11.867753689981257,0,5.0
2019-04-09,21.218807223282816,0,1.0
2019-04-10,10.205741097275002,0,0.0
2019-04-11,23.71960608826094,0,0.0
2019-04-12,21.604114449885937,2,0.0
2019-04-13,5.302152956256251,0,4.0
2019-04-14,9.729952778912502,0,4.0
2019-04-15,16.965841497095315,2,5.0
2019-04-16,25.303849653407816,0,4.0
2019-04-17,6.093427842820313,0,4.0
2019-04-18,6.36544690886719,0,6.0
2019-04-19,28.00724551127344,0,5.0
2019-04-20,1.2048620938218768,0,0.0
2019-04-21,4.051313028357816,0,2.0
2019-04-22,14.69813974363594,0,0.0
2019-04-23,22.992742203668755,0,4.0
2019-04-24,6.860294713776563,0,6.0
2019-04-25,5.883882358984376,0,8.0
2019-04-26,4.536470958896876,0,2.0
2019-04-27,0.9784856318546904,0,2.0
2019-04-28,-0.38950951725937166,0,0.0
2019-04-29,3.3015746581234406,0,9.0
2019-04-30,11.272638096681252,0,5.0
2019-05-01,12.532147722931251,0,2.0
2019-05-02,7.108886162842188,0,3.0
2019-05-03,2.4810870194124997,0,7.0
2019-05-04,0.0420699105156257,7,0.0
2019-05-05,4.577083222650002,2,0.0
