,getsentry/sentry,elastic/kibana,grafana/grafana
2021-06-22,33,60,10.0
2021-06-23,34,62,13.0
2021-06-24,25,69,9.2
2021-06-25,14,10,1.7199999999999989
2021-06-26,0,1,-2.296000000000001
2021-06-27,0,1,-0.0633600000000012
2021-06-28,21,59,11.207872
2021-06-29,31,81,8.1827328
2021-06-30,48,86,7.61383168
2021-07-01,30,48,12.240134656
2021-07-02,20,3,7.080058368
2021-07-03,0,1,-5.577380147200001
2021-07-04,0,0,-1.9542636544000018
2021-07-05,13,17,11.791930265599998
2021-07-06,38,46,8.5888428032
2021-07-07,34,42,19.0148676608
2021-07-08,28,51,7.578786611200001
2021-07-09,35,41,7.345793331199999
2021-07-10,2,4,-4.3657520128
2021-07-11,0,0,-1.8433994752000014
2021-07-12,42,33,16.134199807999998
2021-07-13,34,43,14.1663241216
2021-07-14,46,39,11.8850115584
2021-07-15,38,36,9.5224173568
2021-07-16,22,35,10.637616230399999
2021-07-17,0,1,-5.492363264
2021-07-18,0,2,-4.430466969600003
2021-07-19,34,31,14.135718195199999
2021-07-20,35,38,10.440101171200002
2021-07-21,40,34,20.7195828224
2021-07-22,40,43,14.274701824000001
2021-07-23,31,4,2.0737526784
2021-07-24,1,0,-5.8125232128
2021-07-25,0,2,-4.100289331200002
2021-07-26,15,41,15.290174259199999
2021-07-27,28,38,4.328075776
2021-07-28,28,48,-0.12356218879999936
2021-07-29,33,41,18.1084548096
2021-07-30,23,33,6.2409874432000025
2021-07-31,0,1,-5.8576346112
2021-08-01,0,0,-3.0386289664000015
2021-08-02,18,40,6.987681689599999
2021-08-03,24,46,9.671017984
2021-08-04,23,26,21.445639372800002
2021-08-05,25,29,7.493405696
2021-08-06,33,5,3.3946762239999995
2021-08-07,2,1,-5.5759899648
2021-08-08,0,0,-3.0715287552000015
2021-08-09,4,32,12.934149119999999
2021-08-10,1,56,11.400274432
2021-08-11,2,46,5.2988488704000005
2021-08-12,1,45,6.805629132800001
2021-08-13,0,47,12.7387140096
2021-08-14,1,9,-4.339557376
2021-08-15,3,4,-1.6253015040000016
2021-08-16,0,61,8.311142399999998
2021-08-17,15,78,15.921408
2021-08-18,17,44,16.648568832000002
2021-08-19,15,44,12.2251145216
2021-08-20,9,36,3.1239740415999986
2021-08-21,0,2,-6.340218060800001
2021-08-22,0,4,-3.6353139712000013
2021-08-23,16,48,18.564187955199998
2021-08-24,17,47,12.9280796672
2021-08-25,23,47,8.0162963456
2021-08-26,32,55,8.328444416
2021-08-27,20,15,16.4216567808
2021-08-28,0,0,-7.10230784
2021-08-29,0,0,-2.3153516544000032
2021-08-30,26,38,5.785351679999998
2021-08-31,42,44,11.905978368
2021-09-01,30,47,19.2675163136
2021-09-02,24,26,9.0187674624
2021-09-03,2,46,-2.334071296000001
2021-09-04,0,0,-4.903165952
2021-09-05,0,1,-2.983471411200001
2021-09-06,0,19,10.029953945599999
2021-09-07,28,41,16.061912371200002
2021-09-08,17,53,12.799434854400001
2021-09-09,23,43,16.074899353600003
2021-09-10,16,26,12.875841536000001
2021-09-11,0,0,-8.214349516800002
2021-09-12,0,1,-3.240612352000003
2021-09-13,31,41,22.92231936
2021-09-14,25,41,10.527737856000002
2021-09-15,29,46,17.5068874752
2021-09-16,20,31,7.937327104000001
2021-09-17,18,6,13.9135678464
2021-09-18,0,3,-8.8381018112
2021-09-19,0,5,-3.6855798784000022
2021-09-20,31,25,19.712199167999998
2021-09-21,33,31,7.944737177600002
2021-09-22,34,39,7.1965684736
2021-09-23,29,45,17.5410710528
2021-09-24,18,3,-6.367048703999998
2021-09-25,0,0,-2.6322654208000014
2021-09-26,0,3,-3.3265548288000004
2021-09-27,26,35,14.869961728
2021-09-28,35,39,12.940645273600001
2021-09-29,38,41,19.691851980800003
2021-09-30,25,32,12.657360896
2021-10-01,18,28,12.6902129664
2021-10-02,3,2,-8.528805273600002
2021-10-03,0,1,-4.422251724800002
2021-10-04,28,58,10.942052659199998
2021-10-05,20,59,6.877723136
2021-10-06,44,61,16.6036867072
2021-10-07,31,51,11.585005260800003
2021-10-08,52,12,7.411793817600001
2021-10-09,0,2,-6.9007023104
2021-10-10,0,2,-3.7054915584000017
2021-10-11,14,42,15.59768832
2021-10-12,33,64,21.556833792
2021-10-13,25,57,6.669201510400001
2021-10-14,25,56,15.8817984512
2021-10-15,24,51,6.497606963200001
2021-10-16,0,6,-6.3795813376
2021-10-17,0,5,-4.252230656000003
2021-10-18,34,57,18.187901439999997
2021-10-19,27,80,15.638239744
2021-10-20,25,69,19.1666802688
